69950;03.08.21 10:58:48;22;Avvicinamento pre-pressata pressata Fuori Ingombro;wrong softlimit spindle data (74);20210802091038P0004;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;4,40;-0,02;0,00;0,00;
0,00;0,00;4,46;0,24;0,00;0,00;
0,00;0,00;5,01;0,18;0,00;0,00;
0,00;0,00;6,03;0,20;0,00;0,00;
0,00;0,00;7,56;0,24;0,00;0,00;
0,00;0,00;9,61;0,20;0,00;0,00;
0,00;0,00;12,17;0,22;0,00;0,00;
0,00;0,00;15,23;0,22;0,00;0,00;
0,00;0,00;18,35;0,16;0,00;0,00;
0,00;0,00;21,52;0,18;0,00;0,00;
0,00;0,00;24,74;0,16;0,00;0,00;
0,00;0,00;27,95;0,13;0,00;0,00;
0,00;0,00;31,15;0,16;0,00;0,00;
0,00;0,00;34,35;0,11;0,00;0,00;
0,00;0,00;37,55;0,13;0,00;0,00;
0,00;0,00;40,75;0,18;0,00;0,00;
0,00;0,00;43,95;0,09;0,00;0,00;
0,00;0,00;47,15;0,13;0,00;0,00;
0,00;0,00;50,35;0,13;0,00;0,00;
0,00;0,00;53,55;0,18;0,00;0,00;
0,00;0,00;56,75;0,11;0,00;0,00;
0,00;0,00;59,95;0,16;0,00;0,00;
0,00;0,00;63,15;0,16;0,00;0,00;
0,00;0,00;66,35;0,16;0,00;0,00;
0,00;0,00;69,55;0,18;0,00;0,00;
0,00;0,00;72,75;0,13;0,00;0,00;
0,00;0,00;75,95;0,13;0,00;0,00;
0,00;0,00;79,15;0,18;0,00;0,00;
0,00;0,00;82,35;0,11;0,00;0,00;
0,00;0,00;85,55;0,18;0,00;0,00;
0,00;0,00;88,75;0,16;0,00;0,00;
0,00;0,00;91,95;0,13;0,00;0,00;
0,00;0,00;95,15;0,13;0,00;0,00;
0,00;0,00;98,35;0,13;0,00;0,00;
0,00;0,00;101,55;0,16;0,00;0,00;
0,00;0,00;104,75;0,13;0,00;0,00;
0,00;0,00;107,95;0,13;0,00;0,00;
0,00;0,00;111,15;0,13;0,00;0,00;
0,00;0,00;114,35;0,16;0,00;0,00;
0,00;0,00;117,55;0,16;0,00;0,00;
0,00;0,00;120,75;0,13;0,00;0,00;
0,00;0,00;123,95;0,13;0,00;0,00;
0,00;0,00;127,15;0,16;0,00;0,00;
0,00;0,00;130,35;0,11;0,00;0,00;
0,00;0,00;133,55;0,16;0,00;0,00;
0,00;0,00;136,75;0,11;0,00;0,00;
0,00;0,00;139,95;0,16;0,00;0,00;
0,00;0,00;143,15;0,13;0,00;0,00;
0,00;0,00;146,12;0,02;0,00;0,00;
0,00;0,00;148,59;0,04;0,00;0,00;
0,00;0,00;150,63;0,02;0,00;0,00;
0,00;0,00;153,87;0,09;0,00;0,00;
0,00;0,00;153,91;0,05;0,00;0,00;
0,00;0,00;153,92;0,11;0,00;0,00;
0,00;0,00;154,05;0,02;0,00;0,00;
0,00;0,00;154,16;0,05;0,00;0,00;
0,00;0,00;154,29;0,05;0,00;0,00;
0,00;0,00;154,42;0,09;0,00;0,00;
0,00;0,00;154,55;0,11;0,00;0,00;
0,00;0,00;154,68;0,11;0,00;0,00;
0,00;0,00;154,81;0,05;0,00;0,00;
0,00;0,00;154,94;0,05;0,00;0,00;
0,00;0,00;155,07;0,06;0,00;0,00;
0,00;0,00;155,19;0,06;0,00;0,00;
0,00;0,00;155,32;0,09;0,00;0,00;
0,00;0,00;155,45;0,06;0,00;0,00;
0,00;0,00;155,58;0,06;0,00;0,00;
0,00;0,00;155,71;0,09;0,00;0,00;
0,00;0,00;155,83;0,13;0,00;0,00;
0,00;0,00;155,96;0,05;0,00;0,00;
0,00;0,00;156,09;0,06;0,00;0,00;
0,00;0,00;156,22;0,09;0,00;0,00;
0,00;0,00;156,35;0,11;0,00;0,00;
0,00;0,00;156,47;0,06;0,00;0,00;
0,00;0,00;156,60;0,09;0,00;0,00;
0,00;0,00;156,73;0,05;0,00;0,00;
0,00;0,00;156,86;0,06;0,00;0,00;
0,00;0,00;156,99;0,06;0,00;0,00;
0,00;0,00;157,11;0,06;0,00;0,00;
0,00;0,00;157,24;0,06;0,00;0,00;
0,00;0,00;157,37;0,06;0,00;0,00;
0,00;0,00;157,50;0,11;0,00;0,00;
0,00;0,00;157,63;0,05;0,00;0,00;
0,00;0,00;157,75;0,06;0,00;0,00;
0,00;0,00;157,88;0,11;0,00;0,00;
0,00;0,00;158,01;0,09;0,00;0,00;
0,00;0,00;158,14;0,06;0,00;0,00;
0,00;0,00;158,27;0,09;0,00;0,00;
0,00;0,00;158,39;0,09;0,00;0,00;
0,00;0,00;158,52;0,05;0,00;0,00;
0,00;0,00;158,65;0,09;0,00;0,00;
0,00;0,00;158,78;0,11;0,00;0,00;
0,00;0,00;158,91;0,06;0,00;0,00;
0,00;0,00;159,03;0,06;0,00;0,00;
0,00;0,00;159,16;0,05;0,00;0,00;
0,00;0,00;159,29;0,06;0,00;0,00;
0,00;0,00;159,42;0,06;0,00;0,00;
0,00;0,00;159,55;0,11;0,00;0,00;
0,00;0,00;159,67;0,06;0,00;0,00;
0,00;0,00;159,80;0,06;0,00;0,00;
0,00;0,00;159,93;0,06;0,00;0,00;
0,00;0,00;160,06;0,06;0,00;0,00;
0,00;0,00;160,19;0,06;0,00;0,00;
0,00;0,00;160,31;0,09;0,00;0,00;
0,00;0,00;160,44;0,06;0,00;0,00;
0,00;0,00;160,57;0,06;0,00;0,00;
0,00;0,00;160,70;0,06;0,00;0,00;
0,00;0,00;160,83;0,05;0,00;0,00;
0,00;0,00;160,95;0,06;0,00;0,00;
0,00;0,00;161,08;0,09;0,00;0,00;
0,00;0,00;161,21;0,05;0,00;0,00;
0,00;0,00;161,34;0,16;0,00;0,00;
0,00;0,00;161,46;0,27;0,00;0,00;
0,00;0,00;161,59;0,29;0,00;0,00;
0,00;0,00;161,72;0,52;0,00;0,00;
0,00;0,00;161,85;0,81;0,00;0,00;
0,00;0,00;161,97;0,99;0,00;0,00;
0,00;0,00;162,10;1,13;0,00;0,00;
0,00;0,00;162,23;1,24;0,00;0,00;
0,00;0,00;162,36;1,38;0,00;0,00;
0,00;0,00;162,49;1,47;0,00;0,00;
0,00;0,00;162,61;1,58;0,00;0,00;
0,00;0,00;162,74;1,72;0,00;0,00;
0,00;0,00;162,87;1,79;0,00;0,00;
0,00;0,00;162,90;1,67;0,00;0,00;
0,00;0,00;162,90;1,67;0,00;0,00;
0,00;0,00;162,64;0,22;0,00;0,00;
0,00;0,00;161,21;0,04;0,00;0,00;
0,00;0,00;161,02;0,05;0,00;0,00;
0,00;0,00;160,93;0,02;0,00;0,00;
0,00;0,00;160,91;0,02;0,00;0,00;
0,00;0,00;160,91;0,05;0,00;0,00;
0,00;0,00;160,96;0,11;0,00;0,00;
0,00;0,00;161,06;0,09;0,00;0,00;
0,00;0,00;161,18;0,05;0,00;0,00;
0,00;0,00;161,32;0,05;0,00;0,00;
0,00;0,00;161,45;0,05;0,00;0,00;
0,00;0,00;161,58;0,11;0,00;0,00;
0,00;0,00;161,71;0,06;0,00;0,00;
