2850;29.01.20 17:55:00;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20200129174426;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,06;0,25;0,00;0,00;
0,00;0,00;0,61;0,14;0,00;0,00;
0,00;0,00;1,63;0,18;0,00;0,00;
0,00;0,00;3,15;0,18;0,00;0,00;
0,00;0,00;5,20;0,16;0,00;0,00;
0,00;0,00;7,76;0,20;0,00;0,00;
0,00;0,00;10,81;0,14;0,00;0,00;
0,00;0,00;13,95;0,12;0,00;0,00;
0,00;0,00;17,12;0,18;0,00;0,00;
0,00;0,00;20,34;0,12;0,00;0,00;
0,00;0,00;23,54;0,11;0,00;0,00;
0,00;0,00;26,74;0,14;0,00;0,00;
0,00;0,00;29,95;0,12;0,00;0,00;
0,00;0,00;33,15;0,14;0,00;0,00;
0,00;0,00;36,34;0,14;0,00;0,00;
0,00;0,00;39,54;0,14;0,00;0,00;
0,00;0,00;42,75;0,16;0,00;0,00;
0,00;0,00;45,95;0,14;0,00;0,00;
0,00;0,00;49,15;0,16;0,00;0,00;
0,00;0,00;52,34;0,11;0,00;0,00;
0,00;0,00;55,54;0,12;0,00;0,00;
0,00;0,00;58,74;0,16;0,00;0,00;
0,00;0,00;61,95;0,12;0,00;0,00;
0,00;0,00;65,15;0,13;0,00;0,00;
0,00;0,00;68,34;0,12;0,00;0,00;
0,00;0,00;71,54;0,12;0,00;0,00;
0,00;0,00;74,74;0,12;0,00;0,00;
0,00;0,00;77,95;0,12;0,00;0,00;
0,00;0,00;81,14;0,14;0,00;0,00;
0,00;0,00;84,34;0,12;0,00;0,00;
0,00;0,00;87,54;0,12;0,00;0,00;
0,00;0,00;90,74;0,14;0,00;0,00;
0,00;0,00;93,95;0,09;0,00;0,00;
0,00;0,00;97,15;0,16;0,00;0,00;
0,00;0,00;100,34;0,12;0,00;0,00;
0,00;0,00;103,54;0,12;0,00;0,00;
0,00;0,00;106,75;0,12;0,00;0,00;
0,00;0,00;109,95;0,12;0,00;0,00;
0,00;0,00;113,15;0,18;0,00;0,00;
0,00;0,00;116,34;0,14;0,00;0,00;
0,00;0,00;119,54;0,13;0,00;0,00;
0,00;0,00;122,74;0,16;0,00;0,00;
0,00;0,00;125,95;0,12;0,00;0,00;
0,00;0,00;129,15;0,14;0,00;0,00;
0,00;0,00;132,34;0,09;0,00;0,00;
0,00;0,00;135,54;0,12;0,00;0,00;
0,00;0,00;138,75;0,16;0,00;0,00;
0,00;0,00;141,95;0,12;0,00;0,00;
0,00;0,00;145,15;0,12;0,00;0,00;
0,00;0,00;148,35;0,14;0,00;0,00;
0,00;0,00;151,54;0,12;0,00;0,00;
0,00;0,00;154,74;0,14;0,00;0,00;
0,00;0,00;157,95;0,12;0,00;0,00;
0,00;0,00;163,59;0,07;0,00;0,00;
0,00;0,00;165,72;0,02;0,00;0,00;
0,00;0,00;167,34;0,02;0,00;0,00;
0,00;0,00;169,18;0,02;0,00;0,00;
0,00;0,00;169,27;0,09;0,00;0,00;
0,00;0,00;169,41;0,07;0,00;0,00;
0,00;0,00;169,57;0,02;0,00;0,00;
0,00;0,00;169,73;0,02;0,00;0,00;
0,00;0,00;169,89;0,05;0,00;0,00;
0,00;0,00;170,05;0,02;0,00;0,00;
0,00;0,00;170,21;0,07;0,00;0,00;
0,00;0,00;170,37;0,07;0,00;0,00;
0,00;0,00;170,53;0,07;0,00;0,00;
0,00;0,00;170,69;0,05;0,00;0,00;
0,00;0,00;170,85;0,07;0,00;0,00;
