45693;14.06.21 12:21:54;21;Avvicinamento Pressata Fuori Ingombro;force > max. force (8);20210611093422P0038;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;49,11;0,08;0,00;0,00;
0,00;0,00;50,45;0,08;0,00;0,00;
0,00;0,00;52,19;0,08;0,00;0,00;
0,00;0,00;54,31;0,16;0,00;0,00;
0,00;0,00;56,67;0,08;0,00;0,00;
0,00;0,00;59,03;0,08;0,00;0,00;
0,00;0,00;167,05;0,08;0,00;0,00;
0,00;0,00;179,05;0,08;0,00;0,00;
0,00;0,00;181,45;0,08;0,00;0,00;
0,00;0,00;191,05;0,08;0,00;0,00;
0,00;0,00;193,45;0,08;0,00;0,00;
0,00;0,00;195,65;-0,08;0,00;0,00;
0,00;0,00;201,21;-0,08;0,00;0,00;
0,00;0,00;202,27;2,88;0,00;0,00;
0,00;0,00;202,41;10,34;0,00;0,00;
0,00;0,00;202,47;13,08;0,00;0,00;
0,00;0,00;202,50;13,69;0,00;0,00;
0,00;0,00;202,51;14,24;0,00;0,00;
0,00;0,00;202,51;14,00;0,00;0,00;
0,00;0,00;202,51;14,00;0,00;0,00;
0,00;0,00;202,52;14,24;0,00;0,00;
0,00;0,00;202,52;14,31;0,00;0,00;
0,00;0,00;202,52;14,61;0,00;0,00;
0,00;0,00;202,52;14,69;0,00;0,00;
0,00;0,00;202,52;14,92;0,00;0,00;
0,00;0,00;202,52;14,92;0,00;0,00;
0,00;0,00;202,52;14,92;0,00;0,00;
0,00;0,00;202,52;14,61;0,00;0,00;
0,00;0,00;202,52;14,38;0,00;0,00;
