1727;08.04.20 08:29:11;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force < min. force (9);20200407080842A0215;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;-0,04;0,13;0,00;0,00;
0,00;0,00;0,49;0,11;0,00;0,00;
0,00;0,00;1,51;0,11;0,00;0,00;
0,00;0,00;3,04;0,23;0,00;0,00;
0,00;0,00;5,09;0,06;0,00;0,00;
0,00;0,00;7,66;0,11;0,00;0,00;
0,00;0,00;10,70;0,20;0,00;0,00;
0,00;0,00;13,84;0,09;0,00;0,00;
0,00;0,00;16,99;0,06;0,00;0,00;
0,00;0,00;20,30;-0,02;0,00;0,00;
0,00;0,00;23,40;0,09;0,00;0,00;
0,00;0,00;26,63;0,43;0,00;0,00;
0,00;0,00;29,85;0,09;0,00;0,00;
0,00;0,00;33,00;0,09;0,00;0,00;
0,00;0,00;36,24;0,06;0,00;0,00;
0,00;0,00;39,42;0,04;0,00;0,00;
0,00;0,00;42,64;0,13;0,00;0,00;
0,00;0,00;45,83;0,04;0,00;0,00;
0,00;0,00;49,03;0,11;0,00;0,00;
0,00;0,00;52,24;0,11;0,00;0,00;
0,00;0,00;55,44;0,04;0,00;0,00;
0,00;0,00;58,63;0,13;0,00;0,00;
0,00;0,00;61,84;0,06;0,00;0,00;
0,00;0,00;65,04;0,13;0,00;0,00;
0,00;0,00;68,24;0,11;0,00;0,00;
0,00;0,00;71,44;0,04;0,00;0,00;
0,00;0,00;74,64;0,11;0,00;0,00;
0,00;0,00;77,83;0,06;0,00;0,00;
0,00;0,00;81,04;0,16;0,00;0,00;
0,00;0,00;84,24;0,11;0,00;0,00;
0,00;0,00;87,44;0,06;0,00;0,00;
0,00;0,00;90,64;0,13;0,00;0,00;
0,00;0,00;93,84;0,06;0,00;0,00;
0,00;0,00;97,04;0,11;0,00;0,00;
0,00;0,00;100,24;0,11;0,00;0,00;
0,00;0,00;103,44;0,04;0,00;0,00;
0,00;0,00;106,64;0,11;0,00;0,00;
0,00;0,00;109,84;0,04;0,00;0,00;
0,00;0,00;113,04;0,13;0,00;0,00;
0,00;0,00;116,24;0,13;0,00;0,00;
0,00;0,00;119,44;0,04;0,00;0,00;
0,00;0,00;122,64;0,11;0,00;0,00;
0,00;0,00;125,84;0,09;0,00;0,00;
0,00;0,00;129,04;0,13;0,00;0,00;
0,00;0,00;132,24;0,11;0,00;0,00;
0,00;0,00;135,44;0,06;0,00;0,00;
0,00;0,00;138,64;0,11;0,00;0,00;
0,00;0,00;141,84;0,06;0,00;0,00;
0,00;0,00;145,04;0,13;0,00;0,00;
0,00;0,00;148,24;0,11;0,00;0,00;
0,00;0,00;151,21;-0,02;0,00;0,00;
0,00;0,00;157,23;0,02;0,00;0,00;
0,00;0,00;158,25;-0,05;0,00;0,00;
0,00;0,00;158,77;-0,05;0,00;0,00;
0,00;0,00;158,98;0,09;0,00;0,00;
0,00;0,00;159,12;0,05;0,00;0,00;
0,00;0,00;159,43;0,02;0,00;0,00;
0,00;0,00;159,59;0,02;0,00;0,00;
0,00;0,00;159,91;0,02;0,00;0,00;
0,00;0,00;160,55;0,05;0,00;0,00;
0,00;0,00;160,71;0,02;0,00;0,00;
0,00;0,00;161,03;0,07;0,00;0,00;
0,00;0,00;161,19;0,02;0,00;0,00;
0,00;0,00;161,35;0,02;0,00;0,00;
0,00;0,00;161,67;0,02;0,00;0,00;
0,00;0,00;161,91;0,02;0,00;0,00;
0,00;0,00;161,91;-0,02;0,00;0,00;
0,00;0,00;161,76;-0,20;0,00;0,00;
0,00;0,00;161,09;-0,16;0,00;0,00;
0,00;0,00;160,31;0,09;0,00;0,00;
0,00;0,00;160,03;-0,02;0,00;0,00;
0,00;0,00;159,94;-0,14;0,00;0,00;
0,00;0,00;159,90;-0,09;0,00;0,00;
0,00;0,00;159,90;-0,05;0,00;0,00;
0,00;0,00;159,95;0,09;0,00;0,00;
0,00;0,00;160,09;0,05;0,00;0,00;
0,00;0,00;160,24;-0,02;0,00;0,00;
0,00;0,00;160,58;0,02;0,00;0,00;
0,00;0,00;160,74;0,07;0,00;0,00;
0,00;0,00;160,90;0,02;0,00;0,00;
0,00;0,00;161,06;0,02;0,00;0,00;
0,00;0,00;161,55;0,07;0,00;0,00;
0,00;0,00;161,71;0,02;0,00;0,00;
0,00;0,00;161,87;0,02;0,00;0,00;
0,00;0,00;162,19;0,05;0,00;0,00;
0,00;0,00;162,51;0,05;0,00;0,00;
0,00;0,00;162,67;0,02;0,00;0,00;
0,00;0,00;162,99;0,02;0,00;0,00;
0,00;0,00;163,15;0,02;0,00;0,00;
0,00;0,00;163,47;0,05;0,00;0,00;
0,00;0,00;163,95;0,02;0,00;0,00;
0,00;0,00;164,11;0,02;0,00;0,00;
0,00;0,00;164,59;0,05;0,00;0,00;
0,00;0,00;164,91;0,02;0,00;0,00;
0,00;0,00;165,55;0,02;0,00;0,00;
0,00;0,00;165,71;0,05;0,00;0,00;
0,00;0,00;166,03;0,05;0,00;0,00;
0,00;0,00;166,51;0,02;0,00;0,00;
0,00;0,00;166,83;0,02;0,00;0,00;
0,00;0,00;167,63;0,02;0,00;0,00;
0,00;0,00;168,04;-0,05;0,00;0,00;
0,00;0,00;168,06;0,02;0,00;0,00;
