3041;18.05.20 10:41:29;21;Avvicinamento Pressata Finale;position < min position (11);20200518091122A0211;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;40,80;0,09;0,00;0,00;
0,00;0,00;41,62;0,04;0,00;0,00;
0,00;0,00;42,90;0,08;0,00;0,00;
0,00;0,00;44,70;0,04;0,00;0,00;
0,00;0,00;47,00;0,08;0,00;0,00;
0,00;0,00;49,32;0,09;0,00;0,00;
0,00;0,00;51,71;0,08;0,00;0,00;
0,00;0,00;56,53;0,09;0,00;0,00;
0,00;0,00;58,93;0,09;0,00;0,00;
0,00;0,00;63,72;0,04;0,00;0,00;
0,00;0,00;68,52;0,04;0,00;0,00;
0,00;0,00;70,92;0,04;0,00;0,00;
0,00;0,00;73,32;0,04;0,00;0,00;
0,00;0,00;75,72;0,04;0,00;0,00;
0,00;0,00;82,92;0,04;0,00;0,00;
0,00;0,00;87,72;0,04;0,00;0,00;
0,00;0,00;90,12;0,04;0,00;0,00;
0,00;0,00;92,52;-0,04;0,00;0,00;
0,00;0,00;94,92;0,04;0,00;0,00;
0,00;0,00;97,32;0,04;0,00;0,00;
0,00;0,00;99,72;0,04;0,00;0,00;
0,00;0,00;104,52;-0,09;0,00;0,00;
0,00;0,00;106,92;0,04;0,00;0,00;
0,00;0,00;109,32;0,04;0,00;0,00;
0,00;0,00;111,72;-0,04;0,00;0,00;
0,00;0,00;114,12;0,04;0,00;0,00;
0,00;0,00;128,52;0,04;0,00;0,00;
0,00;0,00;133,32;0,04;0,00;0,00;
0,00;0,00;135,72;0,04;0,00;0,00;
0,00;0,00;147,72;0,04;0,00;0,00;
0,00;0,00;150,12;0,04;0,00;0,00;
0,00;0,00;164,52;0,04;0,00;0,00;
0,00;0,00;166,92;0,04;0,00;0,00;
0,00;0,00;171,72;0,04;0,00;0,00;
0,00;0,00;174,12;0,04;0,00;0,00;
0,00;0,00;183,72;0,04;0,00;0,00;
0,00;0,00;188,52;0,04;0,00;0,00;
0,00;0,00;193,32;-0,04;0,00;0,00;
0,00;0,00;195,72;0,04;0,00;0,00;
0,00;0,00;202,92;0,04;0,00;0,00;
0,00;0,00;205,32;0,04;0,00;0,00;
0,00;0,00;207,72;0,04;0,00;0,00;
0,00;0,00;212,52;-0,04;0,00;0,00;
0,00;0,00;214,92;0,04;0,00;0,00;
0,00;0,00;217,32;0,04;0,00;0,00;
0,00;0,00;229,20;-0,04;0,00;0,00;
0,00;0,00;230,94;-0,09;0,00;0,00;
0,00;0,00;233,05;-0,04;0,00;0,00;
0,00;0,00;233,33;-0,04;0,00;0,00;
0,00;0,00;233,40;0,09;0,00;0,00;
0,00;0,00;233,71;0,09;0,00;0,00;
0,00;0,00;233,87;0,04;0,00;0,00;
0,00;0,00;234,04;0,09;0,00;0,00;
0,00;0,00;234,20;0,09;0,00;0,00;
0,00;0,00;234,36;0,04;0,00;0,00;
0,00;0,00;234,52;0,09;0,00;0,00;
0,00;0,00;234,68;0,09;0,00;0,00;
0,00;0,00;234,84;0,09;0,00;0,00;
0,00;0,00;235,00;0,09;0,00;0,00;
0,00;0,00;235,16;0,09;0,00;0,00;
0,00;0,00;235,32;0,09;0,00;0,00;
0,00;0,00;235,48;0,09;0,00;0,00;
0,00;0,00;235,64;0,09;0,00;0,00;
0,00;0,00;235,80;0,09;0,00;0,00;
0,00;0,00;235,96;0,09;0,00;0,00;
0,00;0,00;236,12;0,09;0,00;0,00;
0,00;0,00;236,28;0,09;0,00;0,00;
0,00;0,00;236,44;0,09;0,00;0,00;
0,00;0,00;236,60;0,09;0,00;0,00;
0,00;0,00;236,76;0,09;0,00;0,00;
0,00;0,00;236,92;0,09;0,00;0,00;
0,00;0,00;237,08;0,09;0,00;0,00;
