75906;07.09.21 10:29:08;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20210906163713P0050;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,28;0,16;0,00;0,00;
0,00;0,00;1,08;0,16;0,00;0,00;
0,00;0,00;2,34;0,18;0,00;0,00;
0,00;0,00;4,13;0,18;0,00;0,00;
0,00;0,00;6,43;0,18;0,00;0,00;
0,00;0,00;9,25;0,20;0,00;0,00;
0,00;0,00;12,40;0,09;0,00;0,00;
0,00;0,00;15,53;0,18;0,00;0,00;
0,00;0,00;18,74;0,13;0,00;0,00;
0,00;0,00;21,95;0,11;0,00;0,00;
0,00;0,00;25,15;0,13;0,00;0,00;
0,00;0,00;28,35;0,09;0,00;0,00;
0,00;0,00;31,55;0,11;0,00;0,00;
0,00;0,00;34,75;0,09;0,00;0,00;
0,00;0,00;37,95;0,11;0,00;0,00;
0,00;0,00;41,15;0,13;0,00;0,00;
0,00;0,00;44,35;0,11;0,00;0,00;
0,00;0,00;47,55;0,13;0,00;0,00;
0,00;0,00;50,75;0,13;0,00;0,00;
0,00;0,00;53,95;0,09;0,00;0,00;
0,00;0,00;57,15;0,09;0,00;0,00;
0,00;0,00;60,35;0,11;0,00;0,00;
0,00;0,00;63,55;0,13;0,00;0,00;
0,00;0,00;66,75;0,09;0,00;0,00;
0,00;0,00;69,95;0,11;0,00;0,00;
0,00;0,00;73,15;0,09;0,00;0,00;
0,00;0,00;76,35;0,11;0,00;0,00;
0,00;0,00;79,55;0,13;0,00;0,00;
0,00;0,00;82,75;0,13;0,00;0,00;
0,00;0,00;85,95;0,11;0,00;0,00;
0,00;0,00;89,15;0,13;0,00;0,00;
0,00;0,00;92,35;0,11;0,00;0,00;
0,00;0,00;95,55;0,11;0,00;0,00;
0,00;0,00;98,75;0,13;0,00;0,00;
0,00;0,00;101,95;0,09;0,00;0,00;
0,00;0,00;105,15;0,09;0,00;0,00;
0,00;0,00;108,35;0,11;0,00;0,00;
0,00;0,00;111,55;0,09;0,00;0,00;
0,00;0,00;114,75;0,13;0,00;0,00;
0,00;0,00;117,95;0,06;0,00;0,00;
0,00;0,00;121,15;0,11;0,00;0,00;
0,00;0,00;124,35;0,06;0,00;0,00;
0,00;0,00;127,55;0,09;0,00;0,00;
0,00;0,00;130,75;0,11;0,00;0,00;
0,00;0,00;133,95;0,06;0,00;0,00;
0,00;0,00;137,15;0,06;0,00;0,00;
0,00;0,00;140,35;0,09;0,00;0,00;
0,00;0,00;143,55;0,11;0,00;0,00;
0,00;0,00;146,75;0,09;0,00;0,00;
0,00;0,00;149,88;-0,00;0,00;0,00;
0,00;0,00;152,50;0,02;0,00;0,00;
0,00;0,00;154,68;0,04;0,00;0,00;
0,00;0,00;156,37;0,02;0,00;0,00;
0,00;0,00;157,54;-0,02;0,00;0,00;
0,00;0,00;158,21;-0,02;0,00;0,00;
0,00;0,00;158,52;0,11;0,00;0,00;
0,00;0,00;158,66;0,04;0,00;0,00;
0,00;0,00;158,81;0,04;0,00;0,00;
0,00;0,00;159,14;0,04;0,00;0,00;
0,00;0,00;159,46;0,02;0,00;0,00;
0,00;0,00;159,62;0,04;0,00;0,00;
0,00;0,00;159,78;0,02;0,00;0,00;
0,00;0,00;159,94;0,04;0,00;0,00;
0,00;0,00;160,10;0,02;0,00;0,00;
0,00;0,00;160,26;0,02;0,00;0,00;
0,00;0,00;160,42;0,02;0,00;0,00;
0,00;0,00;160,58;0,04;0,00;0,00;
0,00;0,00;160,74;0,04;0,00;0,00;
0,00;0,00;161,06;0,02;0,00;0,00;
0,00;0,00;161,22;0,04;0,00;0,00;
0,00;0,00;161,38;0,09;0,00;0,00;
0,00;0,00;161,54;0,22;0,00;0,00;
0,00;0,00;161,70;0,24;0,00;0,00;
0,00;0,00;161,86;0,88;0,00;0,00;
0,00;0,00;162,01;2,30;0,00;0,00;
0,00;0,00;162,15;3,73;0,00;0,00;
0,00;0,00;162,31;4,29;0,00;0,00;
0,00;0,00;162,47;4,74;0,00;0,00;
0,00;0,00;162,64;5,31;0,00;0,00;
0,00;0,00;162,80;5,74;0,00;0,00;
0,00;0,00;162,96;6,30;0,00;0,00;
0,00;0,00;163,12;6,89;0,00;0,00;
0,00;0,00;163,28;7,34;0,00;0,00;
0,00;0,00;163,44;7,89;0,00;0,00;
0,00;0,00;163,60;8,39;0,00;0,00;
0,00;0,00;163,76;8,89;0,00;0,00;
0,00;0,00;163,92;9,25;0,00;0,00;
0,00;0,00;164,08;9,72;0,00;0,00;
0,00;0,00;164,24;10,17;0,00;0,00;
0,00;0,00;164,40;10,67;0,00;0,00;
0,00;0,00;164,56;11,08;0,00;0,00;
0,00;0,00;164,72;11,53;0,00;0,00;
0,00;0,00;164,88;11,94;0,00;0,00;
0,00;0,00;165,04;12,43;0,00;0,00;
0,00;0,00;165,14;12,71;0,00;0,00;
0,00;0,00;165,14;12,61;0,00;0,00;
0,00;0,00;165,01;7,62;0,00;0,00;
0,00;0,00;164,43;-0,05;0,00;0,00;
0,00;0,00;163,29;-0,00;0,00;0,00;
0,00;0,00;161,60;-0,14;0,00;0,00;
0,00;0,00;159,40;-0,14;0,00;0,00;
0,00;0,00;156,70;-0,18;0,00;0,00;
0,00;0,00;153,56;-0,12;0,00;0,00;
0,00;0,00;150,45;-0,14;0,00;0,00;
0,00;0,00;147,24;-0,12;0,00;0,00;
0,00;0,00;144,02;-0,07;0,00;0,00;
0,00;0,00;140,82;-0,12;0,00;0,00;
