4231;28.09.20 10:07:23;21;Avvicinamento Pressata Finale;Alcun errore (0);20200925113601A0211;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;62,90;-0,04;0,00;0,00;
0,00;0,00;63,20;-0,04;0,00;0,00;
0,00;0,00;65,30;0,04;0,00;0,00;
0,00;0,00;69,40;-0,04;0,00;0,00;
0,00;0,00;71,72;0,04;0,00;0,00;
0,00;0,00;74,11;-0,04;0,00;0,00;
0,00;0,00;76,53;-0,04;0,00;0,00;
0,00;0,00;78,93;0,04;0,00;0,00;
0,00;0,00;86,12;-0,09;0,00;0,00;
0,00;0,00;90,92;-0,09;0,00;0,00;
0,00;0,00;93,32;0,04;0,00;0,00;
0,00;0,00;98,12;-0,09;0,00;0,00;
0,00;0,00;102,92;-0,04;0,00;0,00;
0,00;0,00;112,52;0,04;0,00;0,00;
0,00;0,00;117,32;-0,04;0,00;0,00;
0,00;0,00;124,52;-0,04;0,00;0,00;
0,00;0,00;129,32;0,04;0,00;0,00;
0,00;0,00;131,72;-0,04;0,00;0,00;
0,00;0,00;138,92;-0,04;0,00;0,00;
0,00;0,00;150,92;-0,04;0,00;0,00;
0,00;0,00;153,32;0,04;0,00;0,00;
0,00;0,00;158,12;-0,04;0,00;0,00;
0,00;0,00;160,52;-0,04;0,00;0,00;
0,00;0,00;165,32;-0,04;0,00;0,00;
0,00;0,00;167,72;-0,04;0,00;0,00;
0,00;0,00;172,52;-0,09;0,00;0,00;
0,00;0,00;174,92;-0,04;0,00;0,00;
0,00;0,00;177,32;-0,04;0,00;0,00;
0,00;0,00;179,72;-0,09;0,00;0,00;
0,00;0,00;182,12;-0,09;0,00;0,00;
0,00;0,00;184,52;-0,04;0,00;0,00;
0,00;0,00;186,92;-0,04;0,00;0,00;
0,00;0,00;191,72;-0,04;0,00;0,00;
0,00;0,00;198,92;-0,04;0,00;0,00;
0,00;0,00;201,32;-0,04;0,00;0,00;
0,00;0,00;208,52;-0,04;0,00;0,00;
0,00;0,00;210,92;-0,04;0,00;0,00;
0,00;0,00;213,32;0,04;0,00;0,00;
0,00;0,00;218,12;-0,04;0,00;0,00;
0,00;0,00;230,12;-0,04;0,00;0,00;
0,00;0,00;232,52;-0,04;0,00;0,00;
0,00;0,00;239,72;-0,04;0,00;0,00;
0,00;0,00;242,12;-0,04;0,00;0,00;
0,00;0,00;251,72;-0,04;0,00;0,00;
0,00;0,00;253,94;-0,04;0,00;0,00;
0,00;0,00;256,88;-0,04;0,00;0,00;
0,00;0,00;257,61;-0,04;0,00;0,00;
0,00;0,00;257,84;-0,04;0,00;0,00;
0,00;0,00;257,90;-0,04;0,00;0,00;
0,00;0,00;260,46;0,04;0,00;0,00;
0,00;0,00;263,50;0,04;0,00;0,00;
0,00;0,00;264,62;0,04;0,00;0,00;
0,00;0,00;266,06;0,04;0,00;0,00;
0,00;0,00;266,38;0,04;0,00;0,00;
0,00;0,00;267,18;0,04;0,00;0,00;
0,00;0,00;267,34;0,04;0,00;0,00;
0,00;0,00;268,30;0,04;0,00;0,00;
0,00;0,00;268,46;0,04;0,00;0,00;
0,00;0,00;268,78;0,04;0,00;0,00;
0,00;0,00;270,06;0,04;0,00;0,00;
0,00;0,00;271,18;0,04;0,00;0,00;
0,00;0,00;271,34;0,04;0,00;0,00;
0,00;0,00;271,50;0,04;0,00;0,00;
0,00;0,00;271,82;0,09;0,00;0,00;
0,00;0,00;272,14;0,04;0,00;0,00;
0,00;0,00;274,38;0,04;0,00;0,00;
0,00;0,00;275,18;0,04;0,00;0,00;
0,00;0,00;276,30;0,04;0,00;0,00;
0,00;0,00;276,94;0,04;0,00;0,00;
0,00;0,00;277,58;0,04;0,00;0,00;
0,00;0,00;278,06;0,04;0,00;0,00;
0,00;0,00;278,54;0,04;0,00;0,00;
0,00;0,00;278,70;0,09;0,00;0,00;
0,00;0,00;278,85;2,95;0,00;0,00;
0,00;0,00;278,99;4,65;0,00;0,00;
0,00;0,00;279,16;3,74;0,00;0,00;
0,00;0,00;279,34;3,66;0,00;0,00;
0,00;0,00;279,49;3,74;0,00;0,00;
0,00;0,00;279,65;3,82;0,00;0,00;
0,00;0,00;279,81;3,91;0,00;0,00;
0,00;0,00;279,98;3,82;0,00;0,00;
0,00;0,00;280,14;4,00;0,00;0,00;
0,00;0,00;280,30;4,05;0,00;0,00;
0,00;0,00;280,46;4,14;0,00;0,00;
0,00;0,00;280,62;4,35;0,00;0,00;
0,00;0,00;280,78;4,26;0,00;0,00;
0,00;0,00;280,94;4,30;0,00;0,00;
0,00;0,00;281,10;4,56;0,00;0,00;
0,00;0,00;281,25;4,61;0,00;0,00;
0,00;0,00;281,41;4,56;0,00;0,00;
0,00;0,00;281,58;4,61;0,00;0,00;
0,00;0,00;281,74;4,79;0,00;0,00;
0,00;0,00;281,90;4,74;0,00;0,00;
0,00;0,00;282,06;4,95;0,00;0,00;
0,00;0,00;282,21;5,04;0,00;0,00;
0,00;0,00;282,38;4,91;0,00;0,00;
0,00;0,00;282,54;5,13;0,00;0,00;
0,00;0,00;282,70;5,26;0,00;0,00;
0,00;0,00;282,85;5,22;0,00;0,00;
0,00;0,00;283,01;5,35;0,00;0,00;
0,00;0,00;283,17;5,57;0,00;0,00;
0,00;0,00;283,34;5,52;0,00;0,00;
0,00;0,00;283,50;5,66;0,00;0,00;
0,00;0,00;283,66;5,69;0,00;0,00;
0,00;0,00;283,82;5,74;0,00;0,00;
0,00;0,00;283,98;5,87;0,00;0,00;
0,00;0,00;284,14;5,91;0,00;0,00;
0,00;0,00;284,30;5,91;0,00;0,00;
0,00;0,00;284,46;6,05;0,00;0,00;
0,00;0,00;284,62;6,09;0,00;0,00;
0,00;0,00;284,77;6,13;0,00;0,00;
0,00;0,00;284,94;6,35;0,00;0,00;
0,00;0,00;285,10;6,35;0,00;0,00;
0,00;0,00;285,26;6,31;0,00;0,00;
0,00;0,00;285,42;6,43;0,00;0,00;
0,00;0,00;285,58;6,48;0,00;0,00;
0,00;0,00;285,74;6,56;0,00;0,00;
0,00;0,00;285,90;6,56;0,00;0,00;
0,00;0,00;286,06;6,56;0,00;0,00;
0,00;0,00;286,22;6,70;0,00;0,00;
0,00;0,00;286,38;6,82;0,00;0,00;
0,00;0,00;286,54;6,74;0,00;0,00;
0,00;0,00;286,70;6,87;0,00;0,00;
