26578;25.01.21 14:49:35;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20210125142553P0050;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;59,50;-0,02;0,00;0,00;
0,00;0,00;59,78;0,13;0,00;0,00;
0,00;0,00;60,57;0,11;0,00;0,00;
0,00;0,00;61,84;0,13;0,00;0,00;
0,00;0,00;63,63;0,11;0,00;0,00;
0,00;0,00;65,93;0,16;0,00;0,00;
0,00;0,00;68,75;0,18;0,00;0,00;
0,00;0,00;75,03;0,09;0,00;0,00;
0,00;0,00;78,24;0,09;0,00;0,00;
0,00;0,00;81,45;0,07;0,00;0,00;
0,00;0,00;84,65;0,09;0,00;0,00;
0,00;0,00;87,85;0,07;0,00;0,00;
0,00;0,00;91,05;0,05;0,00;0,00;
0,00;0,00;94,25;0,07;0,00;0,00;
0,00;0,00;97,45;0,09;0,00;0,00;
0,00;0,00;100,65;0,09;0,00;0,00;
0,00;0,00;103,85;0,06;0,00;0,00;
0,00;0,00;107,05;0,09;0,00;0,00;
0,00;0,00;110,25;0,04;0,00;0,00;
0,00;0,00;113,45;0,07;0,00;0,00;
0,00;0,00;116,65;0,11;0,00;0,00;
0,00;0,00;119,85;0,07;0,00;0,00;
0,00;0,00;123,05;0,07;0,00;0,00;
0,00;0,00;126,25;0,07;0,00;0,00;
0,00;0,00;129,45;0,07;0,00;0,00;
0,00;0,00;132,65;0,11;0,00;0,00;
0,00;0,00;135,85;0,04;0,00;0,00;
0,00;0,00;139,05;0,05;0,00;0,00;
0,00;0,00;142,25;0,05;0,00;0,00;
0,00;0,00;145,45;0,07;0,00;0,00;
0,00;0,00;148,65;0,11;0,00;0,00;
0,00;0,00;151,85;0,07;0,00;0,00;
0,00;0,00;155,05;0,07;0,00;0,00;
0,00;0,00;158,25;0,07;0,00;0,00;
0,00;0,00;161,41;0,05;0,00;0,00;
0,00;0,00;164,10;0,02;0,00;0,00;
0,00;0,00;166,36;-0,02;0,00;0,00;
0,00;0,00;169,42;-0,02;0,00;0,00;
0,00;0,00;170,20;-0,09;0,00;0,00;
0,00;0,00;170,48;-0,09;0,00;0,00;
0,00;0,00;170,55;-0,02;0,00;0,00;
0,00;0,00;170,56;-0,02;0,00;0,00;
0,00;0,00;170,57;0,05;0,00;0,00;
0,00;0,00;170,73;-0,02;0,00;0,00;
0,00;0,00;175,52;0,09;0,00;0,00;
0,00;0,00;175,68;0,18;0,00;0,00;
0,00;0,00;175,84;0,18;0,00;0,00;
0,00;0,00;176,00;0,18;0,00;0,00;
0,00;0,00;176,16;0,34;0,00;0,00;
0,00;0,00;176,32;0,54;0,00;0,00;
0,00;0,00;176,48;0,68;0,00;0,00;
0,00;0,00;176,64;0,82;0,00;0,00;
0,00;0,00;176,80;0,90;0,00;0,00;
0,00;0,00;176,96;1,02;0,00;0,00;
0,00;0,00;177,12;1,18;0,00;0,00;
0,00;0,00;177,28;1,27;0,00;0,00;
0,00;0,00;177,44;1,40;0,00;0,00;
0,00;0,00;177,60;1,49;0,00;0,00;
0,00;0,00;177,76;1,63;0,00;0,00;
0,00;0,00;177,92;1,72;0,00;0,00;
0,00;0,00;178,08;1,81;0,00;0,00;
0,00;0,00;178,24;1,92;0,00;0,00;
0,00;0,00;178,40;2,01;0,00;0,00;
0,00;0,00;178,56;2,08;0,00;0,00;
0,00;0,00;178,66;2,06;0,00;0,00;
0,00;0,00;178,66;1,99;0,00;0,00;
0,00;0,00;178,65;1,79;0,00;0,00;
0,00;0,00;178,23;-0,05;0,00;0,00;
0,00;0,00;177,32;-0,09;0,00;0,00;
0,00;0,00;175,93;-0,18;0,00;0,00;
0,00;0,00;174,01;-0,18;0,00;0,00;
0,00;0,00;171,58;-0,27;0,00;0,00;
0,00;0,00;168,63;-0,23;0,00;0,00;
0,00;0,00;165,48;-0,16;0,00;0,00;
0,00;0,00;162,33;-0,20;0,00;0,00;
0,00;0,00;159,11;-0,12;0,00;0,00;
0,00;0,00;155,90;-0,14;0,00;0,00;
0,00;0,00;152,71;-0,16;0,00;0,00;
0,00;0,00;149,51;-0,14;0,00;0,00;
0,00;0,00;146,31;-0,18;0,00;0,00;
0,00;0,00;143,10;-0,11;0,00;0,00;
