38515;04.05.21 16:03:59;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20210504140401P0009;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;171,20;0,14;0,00;0,00;
0,00;0,00;171,26;0,37;0,00;0,00;
0,00;0,00;171,71;0,22;0,00;0,00;
0,00;0,00;172,08;0,14;0,00;0,00;
0,00;0,00;172,11;0,22;0,00;0,00;
0,00;0,00;172,20;0,22;0,00;0,00;
0,00;0,00;172,20;0,22;0,00;0,00;
0,00;0,00;172,31;0,14;0,00;0,00;
0,00;0,00;172,45;0,30;0,00;0,00;
0,00;0,00;172,60;0,22;0,00;0,00;
0,00;0,00;172,77;0,22;0,00;0,00;
0,00;0,00;172,93;0,22;0,00;0,00;
0,00;0,00;173,09;0,30;0,00;0,00;
0,00;0,00;173,25;0,30;0,00;0,00;
0,00;0,00;173,41;0,30;0,00;0,00;
0,00;0,00;173,57;0,14;0,00;0,00;
0,00;0,00;173,73;0,14;0,00;0,00;
0,00;0,00;173,89;0,30;0,00;0,00;
0,00;0,00;174,05;0,30;0,00;0,00;
0,00;0,00;174,21;0,22;0,00;0,00;
0,00;0,00;174,37;0,22;0,00;0,00;
0,00;0,00;174,53;0,30;0,00;0,00;
0,00;0,00;174,69;0,30;0,00;0,00;
0,00;0,00;174,85;0,30;0,00;0,00;
0,00;0,00;175,01;0,30;0,00;0,00;
0,00;0,00;175,17;0,30;0,00;0,00;
0,00;0,00;175,33;0,30;0,00;0,00;
0,00;0,00;175,49;0,30;0,00;0,00;
0,00;0,00;175,65;0,22;0,00;0,00;
0,00;0,00;175,81;0,30;0,00;0,00;
0,00;0,00;175,97;0,30;0,00;0,00;
0,00;0,00;176,13;0,22;0,00;0,00;
0,00;0,00;176,29;0,30;0,00;0,00;
0,00;0,00;176,45;0,22;0,00;0,00;
0,00;0,00;176,61;0,30;0,00;0,00;
0,00;0,00;176,77;0,67;0,00;0,00;
0,00;0,00;176,93;2,88;0,00;0,00;
0,00;0,00;177,08;5,84;0,00;0,00;
0,00;0,00;177,23;8,50;0,00;0,00;
0,00;0,00;177,28;7,90;0,00;0,00;
0,00;0,00;177,31;9,05;0,00;0,00;
0,00;0,00;177,32;9,21;0,00;0,00;
0,00;0,00;177,32;9,13;0,00;0,00;
0,00;0,00;177,32;9,13;0,00;0,00;
0,00;0,00;177,32;9,13;0,00;0,00;
0,00;0,00;177,32;9,05;0,00;0,00;
0,00;0,00;177,32;9,13;0,00;0,00;
0,00;0,00;177,32;9,13;0,00;0,00;
0,00;0,00;177,32;9,05;0,00;0,00;
0,00;0,00;177,32;9,13;0,00;0,00;
0,00;0,00;177,32;9,13;0,00;0,00;
0,00;0,00;177,32;8,97;0,00;0,00;
0,00;0,00;177,32;9,13;0,00;0,00;
