75838;07.09.21 09:08:54;10;Repair_strategy;force > max. force (8);20210903105747P0050;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;1,90;-0,02;0,00;0,00;
0,00;0,00;2,18;0,16;0,00;0,00;
0,00;0,00;2,97;0,13;0,00;0,00;
0,00;0,00;4,24;0,11;0,00;0,00;
0,00;0,00;6,02;0,15;0,00;0,00;
0,00;0,00;8,33;0,18;0,00;0,00;
0,00;0,00;11,15;0,15;0,00;0,00;
0,00;0,00;14,30;0,02;0,00;0,00;
0,00;0,00;17,42;0,09;0,00;0,00;
0,00;0,00;20,64;0,11;0,00;0,00;
0,00;0,00;23,85;0,06;0,00;0,00;
0,00;0,00;27,05;0,06;0,00;0,00;
0,00;0,00;30,25;0,09;0,00;0,00;
0,00;0,00;33,45;0,06;0,00;0,00;
0,00;0,00;36,65;0,09;0,00;0,00;
0,00;0,00;39,85;0,04;0,00;0,00;
0,00;0,00;43,05;0,09;0,00;0,00;
0,00;0,00;46,25;0,09;0,00;0,00;
0,00;0,00;49,45;0,06;0,00;0,00;
0,00;0,00;52,65;0,06;0,00;0,00;
0,00;0,00;55,85;0,06;0,00;0,00;
0,00;0,00;59,05;0,04;0,00;0,00;
0,00;0,00;62,25;0,06;0,00;0,00;
0,00;0,00;65,45;0,06;0,00;0,00;
0,00;0,00;68,65;0,04;0,00;0,00;
0,00;0,00;71,85;0,04;0,00;0,00;
0,00;0,00;75,05;0,04;0,00;0,00;
0,00;0,00;78,25;0,04;0,00;0,00;
0,00;0,00;81,45;0,09;0,00;0,00;
0,00;0,00;84,65;0,09;0,00;0,00;
0,00;0,00;87,85;0,06;0,00;0,00;
0,00;0,00;91,05;0,04;0,00;0,00;
0,00;0,00;94,25;0,09;0,00;0,00;
0,00;0,00;97,45;0,04;0,00;0,00;
0,00;0,00;100,65;0,09;0,00;0,00;
0,00;0,00;103,85;0,04;0,00;0,00;
0,00;0,00;107,05;0,06;0,00;0,00;
0,00;0,00;110,25;0,06;0,00;0,00;
0,00;0,00;113,45;0,06;0,00;0,00;
0,00;0,00;116,65;0,11;0,00;0,00;
0,00;0,00;119,85;0,06;0,00;0,00;
0,00;0,00;123,05;0,06;0,00;0,00;
0,00;0,00;126,25;0,09;0,00;0,00;
0,00;0,00;129,45;0,09;0,00;0,00;
0,00;0,00;132,65;0,06;0,00;0,00;
0,00;0,00;135,85;0,04;0,00;0,00;
0,00;0,00;139,05;0,06;0,00;0,00;
0,00;0,00;142,25;0,02;0,00;0,00;
0,00;0,00;145,45;0,06;0,00;0,00;
0,00;0,00;148,65;0,09;0,00;0,00;
0,00;0,00;151,47;0,04;0,00;0,00;
0,00;0,00;153,83;-0,07;0,00;0,00;
0,00;0,00;155,73;-0,05;0,00;0,00;
0,00;0,00;157,11;-0,07;0,00;0,00;
0,00;0,00;157,99;-0,05;0,00;0,00;
0,00;0,00;158,37;-0,09;0,00;0,00;
0,00;0,00;158,45;-0,02;0,00;0,00;
0,00;0,00;158,47;0,06;0,00;0,00;
0,00;0,00;158,62;-0,02;0,00;0,00;
0,00;0,00;160,38;0,09;0,00;0,00;
0,00;0,00;160,54;0,18;0,00;0,00;
0,00;0,00;160,70;0,45;0,00;0,00;
0,00;0,00;160,84;3,91;0,00;0,00;
0,00;0,00;160,96;8,23;0,00;0,00;
0,00;0,00;161,08;12,93;0,00;0,00;
0,00;0,00;161,21;18,08;0,00;0,00;
0,00;0,00;161,34;23,06;0,00;0,00;
0,00;0,00;161,35;23,83;0,00;0,00;
0,00;0,00;161,37;24,73;0,00;0,00;
0,00;0,00;161,39;25,52;0,00;0,00;
0,00;0,00;161,41;26,05;0,00;0,00;
0,00;0,00;161,42;26,52;0,00;0,00;
0,00;0,00;161,43;26,97;0,00;0,00;
0,00;0,00;161,44;27,40;0,00;0,00;
0,00;0,00;161,45;27,72;0,00;0,00;
0,00;0,00;161,46;28,01;0,00;0,00;
0,00;0,00;161,47;28,30;0,00;0,00;
0,00;0,00;161,47;28,51;0,00;0,00;
0,00;0,00;161,48;28,58;0,00;0,00;
0,00;0,00;161,48;28,58;0,00;0,00;
