75968;07.09.21 11:07:59;10;Repair_strategy;force > max. force (8);20210907081458P0050;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;2,18;0,22;0,00;0,00;
0,00;0,00;2,97;0,13;0,00;0,00;
0,00;0,00;4,24;0,18;0,00;0,00;
0,00;0,00;6,03;0,18;0,00;0,00;
0,00;0,00;8,33;0,22;0,00;0,00;
0,00;0,00;11,15;0,20;0,00;0,00;
0,00;0,00;14,30;0,04;0,00;0,00;
0,00;0,00;17,43;0,09;0,00;0,00;
0,00;0,00;20,64;0,13;0,00;0,00;
0,00;0,00;23,85;0,11;0,00;0,00;
0,00;0,00;27,05;0,13;0,00;0,00;
0,00;0,00;30,25;0,13;0,00;0,00;
0,00;0,00;33,45;0,09;0,00;0,00;
0,00;0,00;36,65;0,16;0,00;0,00;
0,00;0,00;39,85;0,11;0,00;0,00;
0,00;0,00;43,05;0,09;0,00;0,00;
0,00;0,00;46,25;0,11;0,00;0,00;
0,00;0,00;49,45;0,09;0,00;0,00;
0,00;0,00;52,65;0,11;0,00;0,00;
0,00;0,00;55,85;0,06;0,00;0,00;
0,00;0,00;59,05;0,11;0,00;0,00;
0,00;0,00;62,25;0,06;0,00;0,00;
0,00;0,00;65,45;0,11;0,00;0,00;
0,00;0,00;68,65;0,11;0,00;0,00;
0,00;0,00;71,85;0,09;0,00;0,00;
0,00;0,00;75,05;0,09;0,00;0,00;
0,00;0,00;78,25;0,09;0,00;0,00;
0,00;0,00;81,45;0,11;0,00;0,00;
0,00;0,00;84,65;0,13;0,00;0,00;
0,00;0,00;87,85;0,09;0,00;0,00;
0,00;0,00;91,05;0,11;0,00;0,00;
0,00;0,00;94,25;0,09;0,00;0,00;
0,00;0,00;97,45;0,11;0,00;0,00;
0,00;0,00;100,65;0,13;0,00;0,00;
0,00;0,00;103,85;0,09;0,00;0,00;
0,00;0,00;107,05;0,09;0,00;0,00;
0,00;0,00;110,25;0,06;0,00;0,00;
0,00;0,00;113,45;0,09;0,00;0,00;
0,00;0,00;116,65;0,13;0,00;0,00;
0,00;0,00;119,85;0,11;0,00;0,00;
0,00;0,00;123,05;0,09;0,00;0,00;
0,00;0,00;126,25;0,11;0,00;0,00;
0,00;0,00;129,45;0,06;0,00;0,00;
0,00;0,00;132,65;0,09;0,00;0,00;
0,00;0,00;135,85;0,06;0,00;0,00;
0,00;0,00;139,05;0,11;0,00;0,00;
0,00;0,00;142,25;0,09;0,00;0,00;
0,00;0,00;145,45;0,06;0,00;0,00;
0,00;0,00;148,65;0,09;0,00;0,00;
0,00;0,00;151,47;0,02;0,00;0,00;
0,00;0,00;157,11;-0,02;0,00;0,00;
0,00;0,00;158,36;-0,07;0,00;0,00;
0,00;0,00;158,59;-0,02;0,00;0,00;
0,00;0,00;158,73;0,02;0,00;0,00;
0,00;0,00;158,90;0,06;0,00;0,00;
0,00;0,00;159,06;0,06;0,00;0,00;
0,00;0,00;159,22;0,04;0,00;0,00;
0,00;0,00;159,54;0,02;0,00;0,00;
0,00;0,00;159,70;0,02;0,00;0,00;
0,00;0,00;159,86;0,02;0,00;0,00;
0,00;0,00;160,18;0,04;0,00;0,00;
0,00;0,00;160,34;0,04;0,00;0,00;
0,00;0,00;160,50;0,20;0,00;0,00;
0,00;0,00;160,66;0,22;0,00;0,00;
0,00;0,00;160,82;1,33;0,00;0,00;
0,00;0,00;160,95;5,20;0,00;0,00;
0,00;0,00;161,07;9,52;0,00;0,00;
0,00;0,00;161,19;14,33;0,00;0,00;
0,00;0,00;161,32;19,46;0,00;0,00;
0,00;0,00;161,40;23,31;0,00;0,00;
0,00;0,00;161,43;24,01;0,00;0,00;
0,00;0,00;161,45;24,87;0,00;0,00;
0,00;0,00;161,48;25,80;0,00;0,00;
0,00;0,00;161,49;26,36;0,00;0,00;
0,00;0,00;161,50;26,74;0,00;0,00;
0,00;0,00;161,51;27,06;0,00;0,00;
0,00;0,00;161,52;27,42;0,00;0,00;
0,00;0,00;161,53;27,69;0,00;0,00;
0,00;0,00;161,54;27,97;0,00;0,00;
0,00;0,00;161,55;28,26;0,00;0,00;
0,00;0,00;161,55;28,46;0,00;0,00;
0,00;0,00;161,56;28,53;0,00;0,00;
0,00;0,00;161,56;28,58;0,00;0,00;
