8464;12.01.21 15:35:06;21;Avvicinamento Pressata Finale;force > max. force (8);20210112134638P0008;
0,00;0,00;251,52;-0,04;0,00;0,00;
0,00;0,00;261,12;0,04;0,00;0,00;
0,00;0,00;265,92;-0,04;0,00;0,00;
0,00;0,00;268,32;-0,04;0,00;0,00;
0,00;0,00;273,12;-0,04;0,00;0,00;
0,00;0,00;277,92;-0,04;0,00;0,00;
0,00;0,00;280,32;-0,04;0,00;0,00;
0,00;0,00;282,72;0,04;0,00;0,00;
0,00;0,00;287,13;-0,04;0,00;0,00;
0,00;0,00;288,69;-0,04;0,00;0,00;
0,00;0,00;289,81;-0,04;0,00;0,00;
0,00;0,00;290,41;-0,04;0,00;0,00;
0,00;0,00;290,56;0,04;0,00;0,00;
0,00;0,00;290,60;0,04;0,00;0,00;
0,00;0,00;290,66;0,09;0,00;0,00;
0,00;0,00;290,82;0,04;0,00;0,00;
0,00;0,00;290,97;0,09;0,00;0,00;
0,00;0,00;291,14;0,09;0,00;0,00;
0,00;0,00;291,30;0,09;0,00;0,00;
0,00;0,00;291,46;0,04;0,00;0,00;
0,00;0,00;291,62;0,09;0,00;0,00;
0,00;0,00;291,78;0,09;0,00;0,00;
0,00;0,00;291,94;0,09;0,00;0,00;
0,00;0,00;292,10;0,09;0,00;0,00;
0,00;0,00;292,26;0,13;0,00;0,00;
0,00;0,00;292,42;0,27;0,00;0,00;
0,00;0,00;292,58;0,44;0,00;0,00;
0,00;0,00;292,74;0,48;0,00;0,00;
0,00;0,00;292,90;0,36;0,00;0,00;
0,00;0,00;293,06;0,09;0,00;0,00;
0,00;0,00;293,22;0,04;0,00;0,00;
0,00;0,00;293,38;0,09;0,00;0,00;
0,00;0,00;293,54;0,09;0,00;0,00;
0,00;0,00;293,70;0,04;0,00;0,00;
0,00;0,00;293,86;0,04;0,00;0,00;
0,00;0,00;294,02;0,04;0,00;0,00;
0,00;0,00;294,18;0,09;0,00;0,00;
0,00;0,00;294,34;0,09;0,00;0,00;
0,00;0,00;294,50;0,09;0,00;0,00;
0,00;0,00;294,66;0,09;0,00;0,00;
0,00;0,00;294,82;0,09;0,00;0,00;
0,00;0,00;294,98;0,04;0,00;0,00;
0,00;0,00;295,14;0,09;0,00;0,00;
0,00;0,00;295,46;0,09;0,00;0,00;
0,00;0,00;295,62;0,04;0,00;0,00;
0,00;0,00;295,78;0,09;0,00;0,00;
0,00;0,00;295,94;0,09;0,00;0,00;
0,00;0,00;296,10;0,09;0,00;0,00;
0,00;0,00;296,26;0,04;0,00;0,00;
0,00;0,00;296,42;0,09;0,00;0,00;
0,00;0,00;296,58;0,09;0,00;0,00;
0,00;0,00;296,74;0,09;0,00;0,00;
0,00;0,00;296,90;0,09;0,00;0,00;
0,00;0,00;297,06;0,04;0,00;0,00;
0,00;0,00;297,22;0,09;0,00;0,00;
0,00;0,00;297,38;0,09;0,00;0,00;
0,00;0,00;297,54;0,09;0,00;0,00;
0,00;0,00;297,70;0,04;0,00;0,00;
0,00;0,00;297,86;0,04;0,00;0,00;
0,00;0,00;298,02;0,09;0,00;0,00;
0,00;0,00;298,18;0,09;0,00;0,00;
0,00;0,00;298,34;0,09;0,00;0,00;
0,00;0,00;298,50;0,09;0,00;0,00;
0,00;0,00;298,66;0,04;0,00;0,00;
0,00;0,00;298,82;0,09;0,00;0,00;
0,00;0,00;298,98;0,09;0,00;0,00;
0,00;0,00;299,14;0,09;0,00;0,00;
0,00;0,00;299,30;0,09;0,00;0,00;
0,00;0,00;299,46;0,09;0,00;0,00;
0,00;0,00;299,62;0,09;0,00;0,00;
0,00;0,00;299,78;0,04;0,00;0,00;
0,00;0,00;299,94;0,09;0,00;0,00;
0,00;0,00;300,10;0,04;0,00;0,00;
0,00;0,00;300,26;0,09;0,00;0,00;
0,00;0,00;300,42;0,09;0,00;0,00;
0,00;0,00;300,58;0,09;0,00;0,00;
0,00;0,00;300,90;0,04;0,00;0,00;
0,00;0,00;301,06;0,09;0,00;0,00;
0,00;0,00;301,22;0,09;0,00;0,00;
0,00;0,00;301,38;0,09;0,00;0,00;
0,00;0,00;301,54;0,09;0,00;0,00;
0,00;0,00;301,70;0,09;0,00;0,00;
0,00;0,00;301,86;0,04;0,00;0,00;
0,00;0,00;302,02;0,04;0,00;0,00;
0,00;0,00;302,18;0,04;0,00;0,00;
0,00;0,00;302,34;0,09;0,00;0,00;
0,00;0,00;302,50;0,09;0,00;0,00;
0,00;0,00;302,66;0,09;0,00;0,00;
0,00;0,00;302,82;0,09;0,00;0,00;
0,00;0,00;302,98;0,09;0,00;0,00;
0,00;0,00;303,14;0,09;0,00;0,00;
0,00;0,00;303,30;0,04;0,00;0,00;
0,00;0,00;303,46;0,09;0,00;0,00;
0,00;0,00;303,62;0,04;0,00;0,00;
0,00;0,00;303,78;0,04;0,00;0,00;
0,00;0,00;303,94;0,09;0,00;0,00;
0,00;0,00;304,26;0,09;0,00;0,00;
0,00;0,00;304,42;0,09;0,00;0,00;
0,00;0,00;304,58;0,09;0,00;0,00;
0,00;0,00;304,74;0,09;0,00;0,00;
0,00;0,00;304,90;0,09;0,00;0,00;
0,00;0,00;305,06;0,09;0,00;0,00;
0,00;0,00;305,22;0,04;0,00;0,00;
0,00;0,00;305,38;1,01;0,00;0,00;
0,00;0,00;305,52;4,44;0,00;0,00;
0,00;0,00;305,66;8,49;0,00;0,00;
0,00;0,00;305,81;11,74;0,00;0,00;
0,00;0,00;305,97;14,36;0,00;0,00;
0,00;0,00;306,14;16,31;0,00;0,00;
0,00;0,00;306,30;17,88;0,00;0,00;
0,00;0,00;306,47;18,92;0,00;0,00;
0,00;0,00;306,63;19,49;0,00;0,00;
0,00;0,00;306,80;19,53;0,00;0,00;
0,00;0,00;306,97;19,88;0,00;0,00;
0,00;0,00;307,13;19,97;0,00;0,00;
0,00;0,00;307,23;19,61;0,00;0,00;
0,00;0,00;307,24;19,35;0,00;0,00;
0,00;0,00;307,24;19,05;0,00;0,00;
0,00;0,00;307,24;19,10;0,00;0,00;
0,00;0,00;307,24;19,05;0,00;0,00;
0,00;0,00;307,24;19,05;0,00;0,00;
0,00;0,00;307,24;19,05;0,00;0,00;
0,00;0,00;307,24;19,05;0,00;0,00;
