51817;19.07.21 12:19:21;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20210716084934P0009;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;74,80;-0,16;0,00;0,00;
0,00;0,00;74,86;0,08;0,00;0,00;
0,00;0,00;75,31;0,23;0,00;0,00;
0,00;0,00;76,08;0,16;0,00;0,00;
0,00;0,00;77,23;0,23;0,00;0,00;
0,00;0,00;78,78;0,22;0,00;0,00;
0,00;0,00;80,70;0,30;0,00;0,00;
0,00;0,00;83,00;0,30;0,00;0,00;
0,00;0,00;85,34;0,23;0,00;0,00;
0,00;0,00;87,73;0,16;0,00;0,00;
0,00;0,00;90,14;0,08;0,00;0,00;
0,00;0,00;92,54;0,08;0,00;0,00;
0,00;0,00;94,94;0,08;0,00;0,00;
0,00;0,00;97,34;0,08;0,00;0,00;
0,00;0,00;99,74;0,16;0,00;0,00;
0,00;0,00;102,15;0,08;0,00;0,00;
0,00;0,00;104,55;0,08;0,00;0,00;
0,00;0,00;106,95;0,08;0,00;0,00;
0,00;0,00;109,35;0,16;0,00;0,00;
0,00;0,00;111,75;0,08;0,00;0,00;
0,00;0,00;114,15;0,08;0,00;0,00;
0,00;0,00;116,54;0,08;0,00;0,00;
0,00;0,00;118,95;0,08;0,00;0,00;
0,00;0,00;121,35;0,08;0,00;0,00;
0,00;0,00;123,75;0,08;0,00;0,00;
0,00;0,00;128,55;0,08;0,00;0,00;
0,00;0,00;130,95;0,08;0,00;0,00;
0,00;0,00;133,35;0,08;0,00;0,00;
0,00;0,00;135,74;0,08;0,00;0,00;
0,00;0,00;138,15;0,08;0,00;0,00;
0,00;0,00;140,54;0,08;0,00;0,00;
0,00;0,00;142,95;0,08;0,00;0,00;
0,00;0,00;145,35;0,08;0,00;0,00;
0,00;0,00;147,75;0,08;0,00;0,00;
0,00;0,00;150,15;0,08;0,00;0,00;
0,00;0,00;152,54;0,08;0,00;0,00;
0,00;0,00;157,04;0,08;0,00;0,00;
0,00;0,00;158,82;0,08;0,00;0,00;
0,00;0,00;160,25;0,08;0,00;0,00;
0,00;0,00;161,97;0,08;0,00;0,00;
0,00;0,00;162,28;0,08;0,00;0,00;
0,00;0,00;162,35;0,08;0,00;0,00;
0,00;0,00;162,37;0,08;0,00;0,00;
0,00;0,00;162,47;0,16;0,00;0,00;
0,00;0,00;162,60;0,08;0,00;0,00;
0,00;0,00;162,75;0,08;0,00;0,00;
0,00;0,00;162,92;0,08;0,00;0,00;
0,00;0,00;163,08;0,08;0,00;0,00;
0,00;0,00;163,24;0,08;0,00;0,00;
0,00;0,00;163,40;0,08;0,00;0,00;
0,00;0,00;163,56;0,08;0,00;0,00;
0,00;0,00;163,72;0,08;0,00;0,00;
0,00;0,00;163,88;0,08;0,00;0,00;
0,00;0,00;164,04;0,08;0,00;0,00;
0,00;0,00;164,20;0,08;0,00;0,00;
0,00;0,00;164,35;0,08;0,00;0,00;
0,00;0,00;164,34;0,08;0,00;0,00;
0,00;0,00;164,34;0,08;0,00;0,00;
0,00;0,00;163,98;-0,08;0,00;0,00;
0,00;0,00;163,45;-0,08;0,00;0,00;
0,00;0,00;163,37;-0,16;0,00;0,00;
0,00;0,00;163,34;-0,23;0,00;0,00;
0,00;0,00;163,35;-0,23;0,00;0,00;
0,00;0,00;163,50;0,16;0,00;0,00;
0,00;0,00;163,63;0,16;0,00;0,00;
0,00;0,00;163,79;0,08;0,00;0,00;
0,00;0,00;163,96;0,08;0,00;0,00;
0,00;0,00;164,12;0,08;0,00;0,00;
0,00;0,00;164,28;0,08;0,00;0,00;
0,00;0,00;164,44;0,08;0,00;0,00;
0,00;0,00;164,60;0,08;0,00;0,00;
0,00;0,00;164,76;0,08;0,00;0,00;
0,00;0,00;164,92;0,08;0,00;0,00;
0,00;0,00;165,08;0,08;0,00;0,00;
0,00;0,00;165,24;0,08;0,00;0,00;
0,00;0,00;165,40;0,08;0,00;0,00;
0,00;0,00;165,56;0,08;0,00;0,00;
0,00;0,00;165,72;0,08;0,00;0,00;
0,00;0,00;165,88;0,08;0,00;0,00;
0,00;0,00;166,04;0,08;0,00;0,00;
0,00;0,00;166,20;0,08;0,00;0,00;
0,00;0,00;166,36;0,08;0,00;0,00;
0,00;0,00;166,52;0,08;0,00;0,00;
0,00;0,00;166,68;0,08;0,00;0,00;
0,00;0,00;166,84;0,08;0,00;0,00;
0,00;0,00;167,00;0,08;0,00;0,00;
0,00;0,00;167,16;0,08;0,00;0,00;
0,00;0,00;167,32;0,08;0,00;0,00;
0,00;0,00;167,48;0,08;0,00;0,00;
0,00;0,00;167,64;0,08;0,00;0,00;
0,00;0,00;167,80;0,08;0,00;0,00;
0,00;0,00;167,96;0,08;0,00;0,00;
0,00;0,00;168,12;0,08;0,00;0,00;
0,00;0,00;168,28;0,08;0,00;0,00;
0,00;0,00;168,44;0,08;0,00;0,00;
0,00;0,00;168,60;0,08;0,00;0,00;
0,00;0,00;168,76;0,08;0,00;0,00;
0,00;0,00;168,92;0,08;0,00;0,00;
