14635;25.08.21 16:00:31;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force < min. force (9);20210825141937A0218;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;39,90;-0,02;0,00;0,00;
0,00;0,00;39,96;0,16;0,00;0,00;
0,00;0,00;40,50;0,11;0,00;0,00;
0,00;0,00;41,53;0,18;0,00;0,00;
0,00;0,00;43,06;0,23;0,00;0,00;
0,00;0,00;45,10;0,13;0,00;0,00;
0,00;0,00;47,66;0,16;0,00;0,00;
0,00;0,00;50,71;0,16;0,00;0,00;
0,00;0,00;53,85;0,09;0,00;0,00;
0,00;0,00;57,02;0,20;0,00;0,00;
0,00;0,00;60,25;0,16;0,00;0,00;
0,00;0,00;63,44;0,07;0,00;0,00;
0,00;0,00;66,65;0,13;0,00;0,00;
0,00;0,00;69,85;0,13;0,00;0,00;
0,00;0,00;73,05;0,16;0,00;0,00;
0,00;0,00;76,25;0,09;0,00;0,00;
0,00;0,00;79,45;0,07;0,00;0,00;
0,00;0,00;82,65;0,13;0,00;0,00;
0,00;0,00;85,85;0,09;0,00;0,00;
0,00;0,00;89,05;0,16;0,00;0,00;
0,00;0,00;92,25;0,11;0,00;0,00;
0,00;0,00;95,45;0,07;0,00;0,00;
0,00;0,00;98,65;0,11;0,00;0,00;
0,00;0,00;101,85;0,11;0,00;0,00;
0,00;0,00;105,05;0,13;0,00;0,00;
0,00;0,00;108,25;0,13;0,00;0,00;
0,00;0,00;111,45;0,07;0,00;0,00;
0,00;0,00;114,65;0,11;0,00;0,00;
0,00;0,00;117,85;0,11;0,00;0,00;
0,00;0,00;121,05;0,18;0,00;0,00;
0,00;0,00;124,25;0,11;0,00;0,00;
0,00;0,00;127,45;0,09;0,00;0,00;
0,00;0,00;130,65;0,11;0,00;0,00;
0,00;0,00;133,85;0,13;0,00;0,00;
0,00;0,00;137,05;0,16;0,00;0,00;
0,00;0,00;140,25;0,16;0,00;0,00;
0,00;0,00;143,45;0,05;0,00;0,00;
0,00;0,00;146,65;0,11;0,00;0,00;
0,00;0,00;149,81;0,05;0,00;0,00;
0,00;0,00;152,50;0,07;0,00;0,00;
0,00;0,00;154,76;0,02;0,00;0,00;
0,00;0,00;156,53;-0,02;0,00;0,00;
0,00;0,00;158,90;0,02;0,00;0,00;
0,00;0,00;158,92;0,05;0,00;0,00;
0,00;0,00;159,05;0,02;0,00;0,00;
0,00;0,00;159,19;0,09;0,00;0,00;
0,00;0,00;159,35;0,25;0,00;0,00;
0,00;0,00;159,51;0,25;0,00;0,00;
0,00;0,00;159,67;1,26;0,00;0,00;
0,00;0,00;159,81;3,91;0,00;0,00;
0,00;0,00;159,94;6,32;0,00;0,00;
0,00;0,00;160,09;7,10;0,00;0,00;
0,00;0,00;160,32;-0,20;0,00;0,00;
0,00;0,00;160,66;0,13;0,00;0,00;
0,00;0,00;160,81;0,16;0,00;0,00;
0,00;0,00;160,96;0,02;0,00;0,00;
0,00;0,00;161,12;-0,02;0,00;0,00;
0,00;0,00;161,28;0,05;0,00;0,00;
0,00;0,00;161,44;0,14;0,00;0,00;
0,00;0,00;161,59;0,07;0,00;0,00;
0,00;0,00;161,75;0,07;0,00;0,00;
0,00;0,00;162,07;0,07;0,00;0,00;
0,00;0,00;162,23;0,09;0,00;0,00;
0,00;0,00;162,39;0,07;0,00;0,00;
0,00;0,00;162,55;0,07;0,00;0,00;
0,00;0,00;162,71;0,07;0,00;0,00;
0,00;0,00;162,87;0,07;0,00;0,00;
0,00;0,00;163,03;0,07;0,00;0,00;
0,00;0,00;163,19;0,07;0,00;0,00;
0,00;0,00;163,35;0,07;0,00;0,00;
0,00;0,00;163,51;0,07;0,00;0,00;
0,00;0,00;163,67;0,07;0,00;0,00;
0,00;0,00;163,83;0,07;0,00;0,00;
0,00;0,00;163,91;0,05;0,00;0,00;
0,00;0,00;163,91;0,07;0,00;0,00;
0,00;0,00;163,91;0,07;0,00;0,00;
0,00;0,00;163,91;0,05;0,00;0,00;
0,00;0,00;163,91;0,05;0,00;0,00;
0,00;0,00;163,91;0,07;0,00;0,00;
0,00;0,00;163,91;0,02;0,00;0,00;
0,00;0,00;163,91;0,02;0,00;0,00;
0,00;0,00;163,91;0,05;0,00;0,00;
0,00;0,00;163,91;0,02;0,00;0,00;
0,00;0,00;163,91;-0,02;0,00;0,00;
