7509;13.12.19 11:09:23;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20191213110259;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;70,25;0,05;0,00;0,00;
0,00;0,00;71,04;0,04;0,00;0,00;
0,00;0,00;72,34;0,04;0,00;0,00;
0,00;0,00;74,15;0,06;0,00;0,00;
0,00;0,00;76,46;0,05;0,00;0,00;
0,00;0,00;79,29;0,05;0,00;0,00;
0,00;0,00;82,62;0,05;0,00;0,00;
0,00;0,00;86,12;0,04;0,00;0,00;
0,00;0,00;89,65;0,04;0,00;0,00;
0,00;0,00;93,17;0,03;0,00;0,00;
0,00;0,00;96,69;0,04;0,00;0,00;
0,00;0,00;100,21;0,04;0,00;0,00;
0,00;0,00;103,72;0,04;0,00;0,00;
0,00;0,00;107,25;0,03;0,00;0,00;
0,00;0,00;110,77;0,03;0,00;0,00;
0,00;0,00;114,12;0,03;0,00;0,00;
0,00;0,00;117,01;0,01;0,00;0,00;
0,00;0,00;119,40;0,01;0,00;0,00;
0,00;0,00;121,29;-0,01;0,00;0,00;
0,00;0,00;123,97;-0,01;0,00;0,00;
0,00;0,00;124,02;0,01;0,00;0,00;
0,00;0,00;124,09;0,03;0,00;0,00;
0,00;0,00;124,21;0,02;0,00;0,00;
0,00;0,00;124,32;0,01;0,00;0,00;
0,00;0,00;124,44;0,01;0,00;0,00;
0,00;0,00;124,55;0,01;0,00;0,00;
0,00;0,00;124,66;0,01;0,00;0,00;
0,00;0,00;124,77;0,01;0,00;0,00;
0,00;0,00;124,88;0,01;0,00;0,00;
0,00;0,00;125,00;0,01;0,00;0,00;
0,00;0,00;125,11;0,02;0,00;0,00;
0,00;0,00;125,22;0,03;0,00;0,00;
0,00;0,00;125,33;0,03;0,00;0,00;
0,00;0,00;125,44;0,02;0,00;0,00;
0,00;0,00;125,56;0,03;0,00;0,00;
0,00;0,00;125,67;0,02;0,00;0,00;
0,00;0,00;125,78;0,02;0,00;0,00;
0,00;0,00;125,89;0,03;0,00;0,00;
0,00;0,00;126,01;0,03;0,00;0,00;
0,00;0,00;126,12;0,01;0,00;0,00;
0,00;0,00;126,23;0,01;0,00;0,00;
0,00;0,00;126,34;0,03;0,00;0,00;
0,00;0,00;126,45;0,03;0,00;0,00;
0,00;0,00;126,56;0,01;0,00;0,00;
0,00;0,00;126,68;0,01;0,00;0,00;
0,00;0,00;126,79;0,07;0,00;0,00;
0,00;0,00;126,90;0,24;0,00;0,00;
0,00;0,00;127,01;0,31;0,00;0,00;
0,00;0,00;127,12;0,37;0,00;0,00;
0,00;0,00;127,24;0,41;0,00;0,00;
0,00;0,00;127,35;0,44;0,00;0,00;
0,00;0,00;127,46;0,47;0,00;0,00;
0,00;0,00;127,57;0,50;0,00;0,00;
0,00;0,00;127,68;0,55;0,00;0,00;
0,00;0,00;127,79;0,58;0,00;0,00;
0,00;0,00;127,91;0,59;0,00;0,00;
0,00;0,00;128,02;0,61;0,00;0,00;
0,00;0,00;128,13;0,64;0,00;0,00;
0,00;0,00;128,24;0,64;0,00;0,00;
0,00;0,00;128,36;0,69;0,00;0,00;
0,00;0,00;128,47;0,69;0,00;0,00;
0,00;0,00;128,58;0,72;0,00;0,00;
0,00;0,00;128,69;0,73;0,00;0,00;
0,00;0,00;128,81;0,73;0,00;0,00;
0,00;0,00;128,92;0,78;0,00;0,00;
0,00;0,00;129,03;0,77;0,00;0,00;
0,00;0,00;129,14;0,76;0,00;0,00;
0,00;0,00;129,25;0,79;0,00;0,00;
0,00;0,00;129,36;0,83;0,00;0,00;
0,00;0,00;129,48;0,85;0,00;0,00;
0,00;0,00;129,59;0,87;0,00;0,00;
0,00;0,00;129,70;0,88;0,00;0,00;
0,00;0,00;129,81;0,90;0,00;0,00;
0,00;0,00;129,92;0,90;0,00;0,00;
0,00;0,00;130,04;0,93;0,00;0,00;
0,00;0,00;130,15;0,95;0,00;0,00;
0,00;0,00;130,26;0,96;0,00;0,00;
0,00;0,00;130,37;0,99;0,00;0,00;
0,00;0,00;130,49;0,99;0,00;0,00;
0,00;0,00;130,60;1,02;0,00;0,00;
0,00;0,00;130,71;1,02;0,00;0,00;
0,00;0,00;130,82;1,04;0,00;0,00;
0,00;0,00;130,93;1,06;0,00;0,00;
0,00;0,00;131,05;1,07;0,00;0,00;
0,00;0,00;131,16;1,09;0,00;0,00;
0,00;0,00;131,27;1,09;0,00;0,00;
0,00;0,00;131,38;1,12;0,00;0,00;
0,00;0,00;131,49;1,10;0,00;0,00;
0,00;0,00;131,61;1,13;0,00;0,00;
0,00;0,00;131,72;1,14;0,00;0,00;
0,00;0,00;131,83;1,15;0,00;0,00;
0,00;0,00;131,94;1,18;0,00;0,00;
0,00;0,00;132,05;1,18;0,00;0,00;
0,00;0,00;132,16;1,20;0,00;0,00;
0,00;0,00;132,28;1,21;0,00;0,00;
0,00;0,00;132,39;1,21;0,00;0,00;
0,00;0,00;132,50;1,23;0,00;0,00;
0,00;0,00;132,61;1,25;0,00;0,00;
0,00;0,00;132,72;1,27;0,00;0,00;
0,00;0,00;132,84;1,28;0,00;0,00;
0,00;0,00;132,95;1,29;0,00;0,00;
0,00;0,00;133,06;1,29;0,00;0,00;
0,00;0,00;133,17;1,31;0,00;0,00;
0,00;0,00;133,28;1,30;0,00;0,00;
0,00;0,00;133,40;1,33;0,00;0,00;
0,00;0,00;133,51;1,33;0,00;0,00;
0,00;0,00;133,62;1,34;0,00;0,00;
0,00;0,00;133,73;1,35;0,00;0,00;
0,00;0,00;133,84;1,36;0,00;0,00;
0,00;0,00;133,96;1,38;0,00;0,00;
0,00;0,00;134,07;1,39;0,00;0,00;
0,00;0,00;134,18;1,40;0,00;0,00;
0,00;0,00;134,29;1,41;0,00;0,00;
0,00;0,00;134,41;1,41;0,00;0,00;
0,00;0,00;134,52;1,43;0,00;0,00;
0,00;0,00;134,63;1,43;0,00;0,00;
0,00;0,00;134,74;1,43;0,00;0,00;
0,00;0,00;134,85;1,43;0,00;0,00;
0,00;0,00;134,96;1,46;0,00;0,00;
0,00;0,00;135,08;1,45;0,00;0,00;
0,00;0,00;135,19;1,45;0,00;0,00;
0,00;0,00;135,30;1,44;0,00;0,00;
0,00;0,00;135,41;1,43;0,00;0,00;
0,00;0,00;135,53;1,43;0,00;0,00;
0,00;0,00;135,64;1,45;0,00;0,00;
0,00;0,00;135,75;1,43;0,00;0,00;
0,00;0,00;135,86;1,45;0,00;0,00;
0,00;0,00;135,97;1,44;0,00;0,00;
0,00;0,00;136,09;1,44;0,00;0,00;
0,00;0,00;136,20;1,46;0,00;0,00;
0,00;0,00;136,31;1,43;0,00;0,00;
0,00;0,00;136,42;1,44;0,00;0,00;
0,00;0,00;136,53;1,43;0,00;0,00;
0,00;0,00;136,65;1,42;0,00;0,00;
0,00;0,00;136,76;1,44;0,00;0,00;
0,00;0,00;136,87;1,42;0,00;0,00;
0,00;0,00;136,98;1,42;0,00;0,00;
0,00;0,00;137,09;1,40;0,00;0,00;
0,00;0,00;137,21;1,39;0,00;0,00;
0,00;0,00;137,32;1,39;0,00;0,00;
0,00;0,00;137,43;1,39;0,00;0,00;
0,00;0,00;137,54;1,39;0,00;0,00;
0,00;0,00;137,65;1,38;0,00;0,00;
0,00;0,00;137,76;1,37;0,00;0,00;
0,00;0,00;137,88;1,36;0,00;0,00;
0,00;0,00;137,99;1,35;0,00;0,00;
0,00;0,00;138,10;1,35;0,00;0,00;
0,00;0,00;138,21;1,34;0,00;0,00;
0,00;0,00;138,33;1,34;0,00;0,00;
0,00;0,00;138,44;1,34;0,00;0,00;
0,00;0,00;138,55;1,33;0,00;0,00;
0,00;0,00;138,66;1,31;0,00;0,00;
0,00;0,00;138,77;1,31;0,00;0,00;
0,00;0,00;138,89;1,32;0,00;0,00;
0,00;0,00;139,00;1,31;0,00;0,00;
0,00;0,00;139,11;1,31;0,00;0,00;
0,00;0,00;139,22;1,29;0,00;0,00;
0,00;0,00;139,33;1,29;0,00;0,00;
0,00;0,00;139,44;1,29;0,00;0,00;
0,00;0,00;139,56;1,28;0,00;0,00;
0,00;0,00;139,67;1,28;0,00;0,00;
0,00;0,00;139,78;1,27;0,00;0,00;
0,00;0,00;139,89;1,26;0,00;0,00;
0,00;0,00;140,00;1,26;0,00;0,00;
0,00;0,00;140,12;1,26;0,00;0,00;
0,00;0,00;140,23;1,25;0,00;0,00;
0,00;0,00;140,34;1,24;0,00;0,00;
0,00;0,00;140,45;1,23;0,00;0,00;
0,00;0,00;140,57;1,23;0,00;0,00;
0,00;0,00;140,68;1,22;0,00;0,00;
0,00;0,00;140,79;1,20;0,00;0,00;
0,00;0,00;140,90;1,20;0,00;0,00;
0,00;0,00;141,01;1,20;0,00;0,00;
0,00;0,00;141,13;1,20;0,00;0,00;
0,00;0,00;141,24;1,19;0,00;0,00;
0,00;0,00;141,35;1,17;0,00;0,00;
0,00;0,00;141,46;1,17;0,00;0,00;
0,00;0,00;141,57;1,17;0,00;0,00;
0,00;0,00;141,69;1,17;0,00;0,00;
0,00;0,00;141,80;1,16;0,00;0,00;
0,00;0,00;141,91;1,15;0,00;0,00;
0,00;0,00;142,02;1,15;0,00;0,00;
0,00;0,00;142,13;1,14;0,00;0,00;
0,00;0,00;142,25;1,12;0,00;0,00;
0,00;0,00;142,36;1,12;0,00;0,00;
0,00;0,00;142,47;1,11;0,00;0,00;
0,00;0,00;142,58;1,12;0,00;0,00;
0,00;0,00;142,69;1,09;0,00;0,00;
0,00;0,00;142,80;1,09;0,00;0,00;
0,00;0,00;142,92;1,08;0,00;0,00;
0,00;0,00;143,03;1,08;0,00;0,00;
0,00;0,00;143,14;1,07;0,00;0,00;
0,00;0,00;143,25;1,08;0,00;0,00;
0,00;0,00;143,36;1,07;0,00;0,00;
0,00;0,00;143,48;1,05;0,00;0,00;
0,00;0,00;143,59;1,05;0,00;0,00;
0,00;0,00;143,70;1,06;0,00;0,00;
0,00;0,00;143,81;1,05;0,00;0,00;
0,00;0,00;143,93;1,06;0,00;0,00;
0,00;0,00;144,04;1,05;0,00;0,00;
0,00;0,00;144,15;1,04;0,00;0,00;
0,00;0,00;144,26;1,06;0,00;0,00;
0,00;0,00;144,37;1,04;0,00;0,00;
0,00;0,00;144,49;1,06;0,00;0,00;
0,00;0,00;144,60;1,04;0,00;0,00;
0,00;0,00;144,71;1,04;0,00;0,00;
0,00;0,00;144,82;1,03;0,00;0,00;
0,00;0,00;144,93;1,04;0,00;0,00;
0,00;0,00;145,04;1,03;0,00;0,00;
0,00;0,00;145,16;1,03;0,00;0,00;
0,00;0,00;145,27;1,02;0,00;0,00;
0,00;0,00;145,38;1,02;0,00;0,00;
0,00;0,00;145,49;1,02;0,00;0,00;
0,00;0,00;145,61;1,02;0,00;0,00;
0,00;0,00;145,72;1,02;0,00;0,00;
0,00;0,00;145,83;1,02;0,00;0,00;
0,00;0,00;145,94;1,03;0,00;0,00;
0,00;0,00;146,05;1,02;0,00;0,00;
0,00;0,00;146,16;1,02;0,00;0,00;
0,00;0,00;146,28;1,02;0,00;0,00;
0,00;0,00;146,39;1,03;0,00;0,00;
0,00;0,00;146,50;1,04;0,00;0,00;
0,00;0,00;146,61;1,02;0,00;0,00;
0,00;0,00;146,73;1,03;0,00;0,00;
0,00;0,00;146,84;1,03;0,00;0,00;
0,00;0,00;146,95;1,02;0,00;0,00;
