2545;14.01.20 10:34:25;21;Avvicinamento Pressata Finale;position < min position (11);20200114101935;
0,00;0,00;260,34;0,04;0,00;0,00;
0,00;0,00;260,66;0,04;0,00;0,00;
0,00;0,00;260,82;0,04;0,00;0,00;
0,00;0,00;260,98;0,04;0,00;0,00;
0,00;0,00;261,30;0,04;0,00;0,00;
0,00;0,00;261,46;0,04;0,00;0,00;
0,00;0,00;261,62;0,04;0,00;0,00;
0,00;0,00;261,94;0,04;0,00;0,00;
0,00;0,00;262,10;0,04;0,00;0,00;
0,00;0,00;262,26;0,04;0,00;0,00;
0,00;0,00;262,42;0,04;0,00;0,00;
0,00;0,00;262,58;0,04;0,00;0,00;
0,00;0,00;262,74;0,04;0,00;0,00;
0,00;0,00;262,90;0,04;0,00;0,00;
0,00;0,00;263,06;0,04;0,00;0,00;
0,00;0,00;263,38;0,04;0,00;0,00;
0,00;0,00;263,54;0,04;0,00;0,00;
0,00;0,00;263,70;0,04;0,00;0,00;
0,00;0,00;264,18;0,04;0,00;0,00;
0,00;0,00;264,50;0,04;0,00;0,00;
0,00;0,00;264,98;0,04;0,00;0,00;
0,00;0,00;265,14;0,04;0,00;0,00;
0,00;0,00;265,30;0,04;0,00;0,00;
0,00;0,00;265,62;0,04;0,00;0,00;
0,00;0,00;265,94;0,04;0,00;0,00;
0,00;0,00;266,10;0,04;0,00;0,00;
0,00;0,00;266,26;0,04;0,00;0,00;
0,00;0,00;266,42;0,04;0,00;0,00;
0,00;0,00;266,58;0,04;0,00;0,00;
0,00;0,00;266,90;0,04;0,00;0,00;
0,00;0,00;267,06;0,04;0,00;0,00;
0,00;0,00;267,38;0,04;0,00;0,00;
0,00;0,00;267,54;0,04;0,00;0,00;
0,00;0,00;267,70;0,04;0,00;0,00;
0,00;0,00;267,86;0,04;0,00;0,00;
0,00;0,00;268,18;0,04;0,00;0,00;
0,00;0,00;268,34;0,04;0,00;0,00;
0,00;0,00;268,66;0,04;0,00;0,00;
0,00;0,00;268,82;0,04;0,00;0,00;
0,00;0,00;268,98;0,04;0,00;0,00;
0,00;0,00;269,14;0,08;0,00;0,00;
0,00;0,00;269,30;0,08;0,00;0,00;
0,00;0,00;269,46;0,04;0,00;0,00;
0,00;0,00;269,62;0,04;0,00;0,00;
0,00;0,00;269,78;0,04;0,00;0,00;
0,00;0,00;269,94;0,04;0,00;0,00;
0,00;0,00;270,10;0,04;0,00;0,00;
0,00;0,00;270,26;0,04;0,00;0,00;
0,00;0,00;270,42;0,04;0,00;0,00;
0,00;0,00;270,58;0,04;0,00;0,00;
0,00;0,00;270,74;0,04;0,00;0,00;
0,00;0,00;270,90;0,04;0,00;0,00;
0,00;0,00;271,06;0,04;0,00;0,00;
0,00;0,00;271,22;0,04;0,00;0,00;
0,00;0,00;271,38;0,04;0,00;0,00;
0,00;0,00;271,54;0,04;0,00;0,00;
0,00;0,00;271,70;0,04;0,00;0,00;
0,00;0,00;272,18;0,04;0,00;0,00;
0,00;0,00;272,34;0,04;0,00;0,00;
0,00;0,00;272,66;0,04;0,00;0,00;
0,00;0,00;272,98;0,04;0,00;0,00;
0,00;0,00;273,14;0,04;0,00;0,00;
0,00;0,00;273,30;0,04;0,00;0,00;
0,00;0,00;273,46;0,04;0,00;0,00;
0,00;0,00;273,62;0,04;0,00;0,00;
0,00;0,00;273,78;0,04;0,00;0,00;
0,00;0,00;273,94;0,04;0,00;0,00;
0,00;0,00;274,10;0,04;0,00;0,00;
0,00;0,00;274,26;0,04;0,00;0,00;
0,00;0,00;274,42;0,04;0,00;0,00;
0,00;0,00;274,58;0,04;0,00;0,00;
0,00;0,00;274,74;0,04;0,00;0,00;
0,00;0,00;274,90;0,04;0,00;0,00;
0,00;0,00;275,06;0,04;0,00;0,00;
0,00;0,00;275,22;0,04;0,00;0,00;
0,00;0,00;275,38;0,04;0,00;0,00;
0,00;0,00;275,54;0,12;0,00;0,00;
0,00;0,00;275,70;0,17;0,00;0,00;
0,00;0,00;275,86;0,21;0,00;0,00;
0,00;0,00;276,02;0,21;0,00;0,00;
0,00;0,00;276,18;0,35;0,00;0,00;
0,00;0,00;276,34;0,30;0,00;0,00;
0,00;0,00;276,50;0,30;0,00;0,00;
0,00;0,00;276,66;0,39;0,00;0,00;
0,00;0,00;276,82;0,35;0,00;0,00;
0,00;0,00;276,98;0,30;0,00;0,00;
0,00;0,00;277,14;0,35;0,00;0,00;
0,00;0,00;277,30;0,26;0,00;0,00;
0,00;0,00;277,46;0,30;0,00;0,00;
0,00;0,00;277,62;0,39;0,00;0,00;
0,00;0,00;277,78;0,39;0,00;0,00;
0,00;0,00;277,94;0,39;0,00;0,00;
0,00;0,00;278,10;0,39;0,00;0,00;
0,00;0,00;278,26;1,43;0,00;0,00;
0,00;0,00;278,40;4,08;0,00;0,00;
0,00;0,00;278,55;5,60;0,00;0,00;
0,00;0,00;278,72;4,91;0,00;0,00;
0,00;0,00;278,89;4,52;0,00;0,00;
0,00;0,00;279,06;4,43;0,00;0,00;
0,00;0,00;279,22;4,47;0,00;0,00;
0,00;0,00;279,38;4,61;0,00;0,00;
0,00;0,00;279,54;4,65;0,00;0,00;
0,00;0,00;279,70;4,73;0,00;0,00;
0,00;0,00;279,85;4,91;0,00;0,00;
0,00;0,00;280,02;5,04;0,00;0,00;
0,00;0,00;280,18;5,18;0,00;0,00;
0,00;0,00;280,34;5,27;0,00;0,00;
0,00;0,00;280,50;5,35;0,00;0,00;
0,00;0,00;280,65;5,39;0,00;0,00;
0,00;0,00;280,82;5,52;0,00;0,00;
0,00;0,00;280,98;5,61;0,00;0,00;
0,00;0,00;281,13;5,69;0,00;0,00;
0,00;0,00;281,30;5,65;0,00;0,00;
0,00;0,00;281,45;5,74;0,00;0,00;
0,00;0,00;281,62;5,83;0,00;0,00;
0,00;0,00;281,78;5,91;0,00;0,00;
0,00;0,00;281,94;5,96;0,00;0,00;
0,00;0,00;282,10;6,13;0,00;0,00;
0,00;0,00;282,25;6,17;0,00;0,00;
0,00;0,00;282,42;6,30;0,00;0,00;
0,00;0,00;282,58;6,43;0,00;0,00;
0,00;0,00;282,74;6,52;0,00;0,00;
0,00;0,00;282,90;6,61;0,00;0,00;
0,00;0,00;283,05;6,70;0,00;0,00;
0,00;0,00;283,21;6,79;0,00;0,00;
0,00;0,00;283,38;6,91;0,00;0,00;
0,00;0,00;283,54;6,96;0,00;0,00;
0,00;0,00;283,70;7,00;0,00;0,00;
0,00;0,00;283,86;7,04;0,00;0,00;
0,00;0,00;284,02;7,09;0,00;0,00;
0,00;0,00;284,18;7,21;0,00;0,00;
0,00;0,00;284,34;7,18;0,00;0,00;
0,00;0,00;284,50;7,26;0,00;0,00;
0,00;0,00;284,66;7,39;0,00;0,00;
0,00;0,00;284,81;7,52;0,00;0,00;
0,00;0,00;284,98;7,56;0,00;0,00;
0,00;0,00;285,14;7,74;0,00;0,00;
0,00;0,00;285,30;7,86;0,00;0,00;
0,00;0,00;285,46;8,00;0,00;0,00;
0,00;0,00;285,61;8,09;0,00;0,00;
0,00;0,00;285,78;8,13;0,00;0,00;
0,00;0,00;285,94;8,22;0,00;0,00;
0,00;0,00;286,10;8,31;0,00;0,00;
0,00;0,00;286,26;8,40;0,00;0,00;
0,00;0,00;286,41;8,48;0,00;0,00;
0,00;0,00;286,58;8,48;0,00;0,00;
0,00;0,00;286,74;8,48;0,00;0,00;
0,00;0,00;286,90;8,52;0,00;0,00;
0,00;0,00;287,06;8,61;0,00;0,00;
0,00;0,00;287,22;8,61;0,00;0,00;
0,00;0,00;287,38;8,65;0,00;0,00;
0,00;0,00;287,54;8,78;0,00;0,00;
0,00;0,00;287,70;8,91;0,00;0,00;
0,00;0,00;287,86;9,05;0,00;0,00;
0,00;0,00;288,02;9,09;0,00;0,00;
0,00;0,00;288,17;9,09;0,00;0,00;
0,00;0,00;288,34;9,05;0,00;0,00;
0,00;0,00;288,50;9,17;0,00;0,00;
0,00;0,00;288,66;9,26;0,00;0,00;
0,00;0,00;288,82;9,35;0,00;0,00;
0,00;0,00;288,97;9,43;0,00;0,00;
0,00;0,00;289,14;9,47;0,00;0,00;
0,00;0,00;289,30;9,56;0,00;0,00;
0,00;0,00;289,46;9,56;0,00;0,00;
0,00;0,00;289,62;9,70;0,00;0,00;
0,00;0,00;289,77;9,78;0,00;0,00;
0,00;0,00;289,93;9,87;0,00;0,00;
0,00;0,00;290,10;9,95;0,00;0,00;
0,00;0,00;290,26;10,09;0,00;0,00;
0,00;0,00;290,42;10,18;0,00;0,00;
0,00;0,00;290,58;10,26;0,00;0,00;
0,00;0,00;290,74;10,26;0,00;0,00;
0,00;0,00;290,90;10,34;0,00;0,00;
0,00;0,00;291,06;10,43;0,00;0,00;
0,00;0,00;291,22;10,43;0,00;0,00;
0,00;0,00;291,38;10,43;0,00;0,00;
0,00;0,00;291,54;10,48;0,00;0,00;
0,00;0,00;291,70;10,66;0,00;0,00;
0,00;0,00;291,86;10,66;0,00;0,00;
0,00;0,00;292,02;10,74;0,00;0,00;
0,00;0,00;292,18;10,87;0,00;0,00;
0,00;0,00;292,33;10,91;0,00;0,00;
0,00;0,00;292,50;11,05;0,00;0,00;
0,00;0,00;292,66;11,14;0,00;0,00;
0,00;0,00;292,82;11,22;0,00;0,00;
0,00;0,00;292,98;11,39;0,00;0,00;
0,00;0,00;293,13;11,39;0,00;0,00;
0,00;0,00;293,30;11,61;0,00;0,00;
0,00;0,00;293,46;11,83;0,00;0,00;
0,00;0,00;293,62;11,87;0,00;0,00;
0,00;0,00;293,78;12,00;0,00;0,00;
0,00;0,00;293,93;12,26;0,00;0,00;
0,00;0,00;294,09;12,30;0,00;0,00;
0,00;0,00;294,26;12,52;0,00;0,00;
0,00;0,00;294,41;12,61;0,00;0,00;
0,00;0,00;294,58;12,66;0,00;0,00;
0,00;0,00;294,73;12,87;0,00;0,00;
0,00;0,00;294,89;12,87;0,00;0,00;
0,00;0,00;295,06;13,09;0,00;0,00;
0,00;0,00;295,22;13,22;0,00;0,00;
0,00;0,00;295,37;13,40;0,00;0,00;
0,00;0,00;295,53;13,56;0,00;0,00;
0,00;0,00;295,69;13,61;0,00;0,00;
0,00;0,00;295,86;13,79;0,00;0,00;
0,00;0,00;296,02;13,91;0,00;0,00;
0,00;0,00;296,18;14,00;0,00;0,00;
0,00;0,00;296,34;14,13;0,00;0,00;
0,00;0,00;296,49;14,18;0,00;0,00;
0,00;0,00;296,66;14,27;0,00;0,00;
0,00;0,00;296,82;14,30;0,00;0,00;
0,00;0,00;296,98;14,48;0,00;0,00;
0,00;0,00;297,14;14,57;0,00;0,00;
0,00;0,00;297,29;14,65;0,00;0,00;
0,00;0,00;297,46;14,69;0,00;0,00;
0,00;0,00;297,62;14,74;0,00;0,00;
0,00;0,00;297,78;14,87;0,00;0,00;
0,00;0,00;297,94;14,96;0,00;0,00;
0,00;0,00;298,10;15,04;0,00;0,00;
0,00;0,00;298,26;15,13;0,00;0,00;
0,00;0,00;298,42;15,31;0,00;0,00;
0,00;0,00;298,58;15,35;0,00;0,00;
0,00;0,00;298,74;15,43;0,00;0,00;
0,00;0,00;298,89;15,57;0,00;0,00;
0,00;0,00;299,06;15,65;0,00;0,00;
0,00;0,00;299,22;15,83;0,00;0,00;
0,00;0,00;299,38;15,87;0,00;0,00;
0,00;0,00;299,54;15,96;0,00;0,00;
0,00;0,00;299,70;16,00;0,00;0,00;
0,00;0,00;299,85;16,09;0,00;0,00;
0,00;0,00;300,02;16,18;0,00;0,00;
0,00;0,00;300,18;16,30;0,00;0,00;
0,00;0,00;300,34;16,39;0,00;0,00;
0,00;0,00;300,50;16,48;0,00;0,00;
0,00;0,00;300,65;16,61;0,00;0,00;
0,00;0,00;300,82;16,65;0,00;0,00;
0,00;0,00;300,98;16,83;0,00;0,00;
0,00;0,00;301,14;16,83;0,00;0,00;
0,00;0,00;301,30;17,09;0,00;0,00;
0,00;0,00;301,45;17,13;0,00;0,00;
0,00;0,00;301,62;17,22;0,00;0,00;
0,00;0,00;301,78;17,35;0,00;0,00;
0,00;0,00;301,94;17,40;0,00;0,00;
0,00;0,00;302,10;17,44;0,00;0,00;
0,00;0,00;302,25;17,52;0,00;0,00;
0,00;0,00;302,42;17,52;0,00;0,00;
0,00;0,00;302,58;17,57;0,00;0,00;
0,00;0,00;302,74;17,66;0,00;0,00;
0,00;0,00;302,90;17,74;0,00;0,00;
0,00;0,00;303,06;17,91;0,00;0,00;
0,00;0,00;303,21;18,00;0,00;0,00;
0,00;0,00;303,38;18,05;0,00;0,00;
0,00;0,00;303,54;18,14;0,00;0,00;
0,00;0,00;303,70;18,26;0,00;0,00;
0,00;0,00;303,86;18,39;0,00;0,00;
0,00;0,00;304,02;18,44;0,00;0,00;
0,00;0,00;304,18;18,61;0,00;0,00;
0,00;0,00;304,34;18,79;0,00;0,00;
0,00;0,00;304,50;18,79;0,00;0,00;
0,00;0,00;304,65;18,96;0,00;0,00;
0,00;0,00;304,81;19,04;0,00;0,00;
0,00;0,00;304,98;19,18;0,00;0,00;
0,00;0,00;305,14;19,35;0,00;0,00;
0,00;0,00;305,30;19,39;0,00;0,00;
0,00;0,00;305,46;19,48;0,00;0,00;
0,00;0,00;305,61;19,61;0,00;0,00;
0,00;0,00;305,77;19,69;0,00;0,00;
0,00;0,00;305,94;19,83;0,00;0,00;
0,00;0,00;306,06;19,48;0,00;0,00;
0,00;0,00;306,07;19,22;0,00;0,00;
0,00;0,00;306,07;19,18;0,00;0,00;
0,00;0,00;306,07;19,18;0,00;0,00;
0,00;0,00;306,07;19,18;0,00;0,00;
0,00;0,00;306,07;19,13;0,00;0,00;
0,00;0,00;306,07;19,13;0,00;0,00;
0,00;0,00;306,07;19,09;0,00;0,00;
0,00;0,00;306,07;19,01;0,00;0,00;
0,00;0,00;306,07;19,13;0,00;0,00;
0,00;0,00;306,07;19,09;0,00;0,00;
0,00;0,00;306,07;19,04;0,00;0,00;
0,00;0,00;306,06;19,04;0,00;0,00;
0,00;0,00;306,06;19,04;0,00;0,00;
