26301;24.08.21 16:32:08;21;Avvicinamento Pressata Finale;Alcun errore (0);20210824103118P0008;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;30,22;0,12;0,00;0,00;
0,00;0,00;33,30;0,08;0,00;0,00;
0,00;0,00;37,92;0,08;0,00;0,00;
0,00;0,00;42,72;0,04;0,00;0,00;
0,00;0,00;47,52;0,08;0,00;0,00;
0,00;0,00;57,12;0,04;0,00;0,00;
0,00;0,00;61,92;0,08;0,00;0,00;
0,00;0,00;66,72;0,04;0,00;0,00;
0,00;0,00;71,52;0,08;0,00;0,00;
0,00;0,00;76,32;0,04;0,00;0,00;
0,00;0,00;81,12;0,08;0,00;0,00;
0,00;0,00;90,72;0,04;0,00;0,00;
0,00;0,00;95,52;0,04;0,00;0,00;
0,00;0,00;100,32;0,04;0,00;0,00;
0,00;0,00;105,12;0,04;0,00;0,00;
0,00;0,00;109,92;0,04;0,00;0,00;
0,00;0,00;114,72;0,04;0,00;0,00;
0,00;0,00;119,52;0,04;0,00;0,00;
0,00;0,00;124,32;0,04;0,00;0,00;
0,00;0,00;129,12;0,04;0,00;0,00;
0,00;0,00;148,32;0,04;0,00;0,00;
0,00;0,00;153,12;0,04;0,00;0,00;
0,00;0,00;162,72;0,04;0,00;0,00;
0,00;0,00;167,52;-0,01;0,00;0,00;
0,00;0,00;177,12;0,04;0,00;0,00;
0,00;0,00;181,92;0,04;0,00;0,00;
0,00;0,00;186,72;0,04;0,00;0,00;
0,00;0,00;191,52;0,08;0,00;0,00;
0,00;0,00;196,32;0,04;0,00;0,00;
0,00;0,00;210,72;0,08;0,00;0,00;
0,00;0,00;220,32;0,04;0,00;0,00;
0,00;0,00;229,92;0,08;0,00;0,00;
0,00;0,00;234,72;0,04;0,00;0,00;
0,00;0,00;239,52;0,04;0,00;0,00;
0,00;0,00;244,32;0,04;0,00;0,00;
0,00;0,00;249,12;0,04;0,00;0,00;
0,00;0,00;253,92;0,04;0,00;0,00;
0,00;0,00;268,32;0,12;0,00;0,00;
0,00;0,00;277,92;-0,01;0,00;0,00;
0,00;0,00;282,72;0,04;0,00;0,00;
0,00;0,00;287,52;0,04;0,00;0,00;
0,00;0,00;297,12;0,04;0,00;0,00;
0,00;0,00;301,92;0,04;0,00;0,00;
0,00;0,00;306,41;-0,01;0,00;0,00;
0,00;0,00;309,94;0,04;0,00;0,00;
0,00;0,00;310,51;0,12;0,00;0,00;
0,00;0,00;310,84;0,08;0,00;0,00;
0,00;0,00;311,16;0,08;0,00;0,00;
0,00;0,00;311,48;0,17;0,00;0,00;
0,00;0,00;311,80;0,04;0,00;0,00;
0,00;0,00;312,12;0,12;0,00;0,00;
0,00;0,00;312,44;0,12;0,00;0,00;
0,00;0,00;312,76;0,12;0,00;0,00;
0,00;0,00;313,08;0,08;0,00;0,00;
0,00;0,00;313,40;0,08;0,00;0,00;
0,00;0,00;313,72;0,12;0,00;0,00;
0,00;0,00;314,04;0,12;0,00;0,00;
0,00;0,00;314,36;0,12;0,00;0,00;
0,00;0,00;314,68;0,17;0,00;0,00;
0,00;0,00;315,00;0,21;0,00;0,00;
0,00;0,00;315,32;0,30;0,00;0,00;
0,00;0,00;315,64;0,35;0,00;0,00;
0,00;0,00;315,96;0,35;0,00;0,00;
0,00;0,00;316,28;0,35;0,00;0,00;
0,00;0,00;316,60;0,35;0,00;0,00;
0,00;0,00;316,91;2,43;0,00;0,00;
0,00;0,00;317,23;1,82;0,00;0,00;
0,00;0,00;317,55;1,95;0,00;0,00;
0,00;0,00;317,88;2,08;0,00;0,00;
0,00;0,00;318,20;2,26;0,00;0,00;
0,00;0,00;318,52;2,43;0,00;0,00;
0,00;0,00;318,84;2,61;0,00;0,00;
0,00;0,00;319,16;2,61;0,00;0,00;
0,00;0,00;319,48;2,70;0,00;0,00;
0,00;0,00;319,80;2,78;0,00;0,00;
0,00;0,00;320,12;2,95;0,00;0,00;
0,00;0,00;320,44;3,09;0,00;0,00;
0,00;0,00;320,76;3,30;0,00;0,00;
0,00;0,00;321,08;3,30;0,00;0,00;
0,00;0,00;321,40;3,47;0,00;0,00;
0,00;0,00;321,72;3,56;0,00;0,00;
0,00;0,00;322,04;3,65;0,00;0,00;
0,00;0,00;322,36;3,65;0,00;0,00;
0,00;0,00;322,68;3,82;0,00;0,00;
0,00;0,00;323,00;3,95;0,00;0,00;
0,00;0,00;323,32;4,08;0,00;0,00;
0,00;0,00;323,64;4,17;0,00;0,00;
0,00;0,00;323,96;4,17;0,00;0,00;
0,00;0,00;324,28;4,35;0,00;0,00;
0,00;0,00;324,60;4,38;0,00;0,00;
0,00;0,00;324,92;4,56;0,00;0,00;
0,00;0,00;325,24;4,82;0,00;0,00;
0,00;0,00;325,56;4,87;0,00;0,00;
0,00;0,00;325,88;5,04;0,00;0,00;
0,00;0,00;326,20;5,12;0,00;0,00;
0,00;0,00;326,52;5,12;0,00;0,00;
0,00;0,00;326,84;5,26;0,00;0,00;
0,00;0,00;327,16;5,30;0,00;0,00;
0,00;0,00;327,48;5,39;0,00;0,00;
0,00;0,00;327,80;5,51;0,00;0,00;
0,00;0,00;328,11;5,69;0,00;0,00;
0,00;0,00;328,44;5,78;0,00;0,00;
0,00;0,00;328,76;5,91;0,00;0,00;
0,00;0,00;329,08;5,99;0,00;0,00;
0,00;0,00;329,40;6,08;0,00;0,00;
0,00;0,00;329,71;6,26;0,00;0,00;
0,00;0,00;330,04;6,48;0,00;0,00;
0,00;0,00;330,36;6,56;0,00;0,00;
0,00;0,00;330,68;6,64;0,00;0,00;
0,00;0,00;331,00;6,82;0,00;0,00;
0,00;0,00;331,31;6,87;0,00;0,00;
0,00;0,00;331,55;14,74;0,00;0,00;
0,00;0,00;331,56;14,44;0,00;0,00;
0,00;0,00;331,56;14,78;0,00;0,00;
0,00;0,00;331,57;15,13;0,00;0,00;
0,00;0,00;331,57;15,31;0,00;0,00;
0,00;0,00;331,01;-0,13;0,00;0,00;
0,00;0,00;328,37;-0,09;0,00;0,00;
0,00;0,00;323,93;-0,04;0,00;0,00;
0,00;0,00;319,16;-0,01;0,00;0,00;
0,00;0,00;314,36;-0,05;0,00;0,00;
0,00;0,00;309,56;-0,01;0,00;0,00;
0,00;0,00;304,76;-0,04;0,00;0,00;
0,00;0,00;299,96;0,04;0,00;0,00;
0,00;0,00;295,16;0,04;0,00;0,00;
0,00;0,00;290,36;-0,04;0,00;0,00;
0,00;0,00;285,56;-0,09;0,00;0,00;
0,00;0,00;280,76;0,08;0,00;0,00;
0,00;0,00;275,96;-0,04;0,00;0,00;
0,00;0,00;271,16;0,04;0,00;0,00;
0,00;0,00;266,36;-0,01;0,00;0,00;
0,00;0,00;261,56;-0,01;0,00;0,00;
0,00;0,00;256,76;-0,01;0,00;0,00;
0,00;0,00;251,96;-0,01;0,00;0,00;
0,00;0,00;247,16;-0,05;0,00;0,00;
0,00;0,00;242,36;-0,01;0,00;0,00;
0,00;0,00;237,56;0,04;0,00;0,00;
0,00;0,00;232,76;0,04;0,00;0,00;
0,00;0,00;227,96;-0,01;0,00;0,00;
0,00;0,00;223,16;0,04;0,00;0,00;
0,00;0,00;218,36;-0,01;0,00;0,00;
0,00;0,00;213,56;-0,01;0,00;0,00;
0,00;0,00;208,76;-0,01;0,00;0,00;
0,00;0,00;203,96;-0,01;0,00;0,00;
0,00;0,00;199,16;-0,01;0,00;0,00;
0,00;0,00;194,36;0,04;0,00;0,00;
0,00;0,00;184,76;-0,01;0,00;0,00;
0,00;0,00;179,96;0,04;0,00;0,00;
0,00;0,00;175,16;-0,05;0,00;0,00;
0,00;0,00;170,36;-0,01;0,00;0,00;
0,00;0,00;165,56;-0,01;0,00;0,00;
0,00;0,00;160,76;0,04;0,00;0,00;
0,00;0,00;155,96;0,04;0,00;0,00;
0,00;0,00;151,16;0,04;0,00;0,00;
0,00;0,00;146,36;-0,05;0,00;0,00;
0,00;0,00;141,56;0,04;0,00;0,00;
0,00;0,00;136,76;0,04;0,00;0,00;
0,00;0,00;131,96;-0,01;0,00;0,00;
0,00;0,00;127,16;-0,01;0,00;0,00;
0,00;0,00;122,36;0,04;0,00;0,00;
0,00;0,00;117,56;0,04;0,00;0,00;
0,00;0,00;112,76;-0,01;0,00;0,00;
0,00;0,00;107,96;-0,01;0,00;0,00;
0,00;0,00;103,16;0,04;0,00;0,00;
0,00;0,00;98,36;-0,01;0,00;0,00;
0,00;0,00;93,56;-0,01;0,00;0,00;
0,00;0,00;88,88;0,04;0,00;0,00;
0,00;0,00;85,77;0,08;0,00;0,00;
0,00;0,00;84,58;0,04;0,00;0,00;
