984;13.12.19 12:15:19;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20191213120557;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;40,16;0,23;0,00;0,00;
0,00;0,00;40,94;0,20;0,00;0,00;
0,00;0,00;42,21;0,13;0,00;0,00;
0,00;0,00;44,00;0,18;0,00;0,00;
0,00;0,00;46,30;0,31;0,00;0,00;
0,00;0,00;49,10;0,23;0,00;0,00;
0,00;0,00;52,27;0,06;0,00;0,00;
0,00;0,00;55,40;0,13;0,00;0,00;
0,00;0,00;58,63;0,45;0,00;0,00;
0,00;0,00;61,87;0,16;0,00;0,00;
0,00;0,00;64,98;0,13;0,00;0,00;
0,00;0,00;68,29;-0,13;0,00;0,00;
0,00;0,00;71,43;0,16;0,00;0,00;
0,00;0,00;74,58;0,34;0,00;0,00;
0,00;0,00;77,86;0,09;0,00;0,00;
0,00;0,00;81,00;0,13;0,00;0,00;
0,00;0,00;84,25;0,11;0,00;0,00;
0,00;0,00;87,42;0,16;0,00;0,00;
0,00;0,00;90,64;0,20;0,00;0,00;
0,00;0,00;93,83;0,09;0,00;0,00;
0,00;0,00;97,04;0,18;0,00;0,00;
0,00;0,00;100,24;0,16;0,00;0,00;
0,00;0,00;103,44;0,13;0,00;0,00;
0,00;0,00;106,64;0,18;0,00;0,00;
0,00;0,00;109,84;0,09;0,00;0,00;
0,00;0,00;113,04;0,23;0,00;0,00;
0,00;0,00;116,24;0,18;0,00;0,00;
0,00;0,00;119,44;0,09;0,00;0,00;
0,00;0,00;122,64;0,18;0,00;0,00;
0,00;0,00;125,84;0,11;0,00;0,00;
0,00;0,00;129,04;0,18;0,00;0,00;
0,00;0,00;132,24;0,18;0,00;0,00;
0,00;0,00;135,44;0,11;0,00;0,00;
0,00;0,00;138,64;0,18;0,00;0,00;
0,00;0,00;141,84;0,09;0,00;0,00;
0,00;0,00;145,04;0,18;0,00;0,00;
0,00;0,00;148,24;0,16;0,00;0,00;
0,00;0,00;151,45;0,13;0,00;0,00;
0,00;0,00;154,64;0,18;0,00;0,00;
0,00;0,00;157,84;0,11;0,00;0,00;
0,00;0,00;161,04;0,29;0,00;0,00;
0,00;0,00;163,86;0,11;0,00;0,00;
0,00;0,00;166,24;0,07;0,00;0,00;
0,00;0,00;168,14;0,04;0,00;0,00;
0,00;0,00;169,54;0,05;0,00;0,00;
0,00;0,00;170,43;0,05;0,00;0,00;
0,00;0,00;170,90;0,07;0,00;0,00;
0,00;0,00;170,93;0,02;0,00;0,00;
0,00;0,00;170,94;0,11;0,00;0,00;
0,00;0,00;171,08;0,05;0,00;0,00;
0,00;0,00;171,23;0,07;0,00;0,00;
0,00;0,00;171,39;0,09;0,00;0,00;
0,00;0,00;171,55;0,09;0,00;0,00;
0,00;0,00;171,71;0,09;0,00;0,00;
0,00;0,00;171,87;0,07;0,00;0,00;
0,00;0,00;172,03;0,07;0,00;0,00;
0,00;0,00;172,19;0,09;0,00;0,00;
0,00;0,00;172,35;0,09;0,00;0,00;
0,00;0,00;172,51;0,09;0,00;0,00;
0,00;0,00;172,67;0,09;0,00;0,00;
0,00;0,00;172,83;0,09;0,00;0,00;
0,00;0,00;172,99;0,09;0,00;0,00;
0,00;0,00;173,15;0,20;0,00;0,00;
0,00;0,00;173,31;0,23;0,00;0,00;
0,00;0,00;173,47;0,20;0,00;0,00;
0,00;0,00;173,63;0,47;0,00;0,00;
0,00;0,00;173,79;0,86;0,00;0,00;
0,00;0,00;173,94;1,20;0,00;0,00;
0,00;0,00;174,10;1,36;0,00;0,00;
0,00;0,00;174,26;1,44;0,00;0,00;
0,00;0,00;174,43;1,51;0,00;0,00;
0,00;0,00;174,59;1,65;0,00;0,00;
0,00;0,00;174,75;1,83;0,00;0,00;
0,00;0,00;174,91;1,96;0,00;0,00;
0,00;0,00;175,07;2,08;0,00;0,00;
0,00;0,00;175,23;2,17;0,00;0,00;
0,00;0,00;175,25;2,17;0,00;0,00;
0,00;0,00;175,26;2,17;0,00;0,00;
0,00;0,00;175,20;0,99;0,00;0,00;
0,00;0,00;174,67;-0,29;0,00;0,00;
0,00;0,00;173,66;-0,11;0,00;0,00;
0,00;0,00;172,13;-0,09;0,00;0,00;
0,00;0,00;170,08;-0,27;0,00;0,00;
0,00;0,00;167,52;-0,27;0,00;0,00;
0,00;0,00;164,50;-0,09;0,00;0,00;
0,00;0,00;161,33;-0,16;0,00;0,00;
0,00;0,00;158,16;-0,18;0,00;0,00;
0,00;0,00;154,90;-0,13;0,00;0,00;
0,00;0,00;151,73;-0,27;0,00;0,00;
0,00;0,00;148,50;-0,09;0,00;0,00;
0,00;0,00;145,31;-0,20;0,00;0,00;
0,00;0,00;142,11;-0,11;0,00;0,00;
0,00;0,00;138,91;-0,18;0,00;0,00;
0,00;0,00;135,71;-0,20;0,00;0,00;
0,00;0,00;132,50;-0,07;0,00;0,00;
0,00;0,00;129,30;-0,16;0,00;0,00;
0,00;0,00;126,10;-0,13;0,00;0,00;
0,00;0,00;122,91;-0,13;0,00;0,00;
0,00;0,00;119,70;-0,20;0,00;0,00;
0,00;0,00;116,50;-0,11;0,00;0,00;
0,00;0,00;113,30;-0,16;0,00;0,00;
0,00;0,00;110,11;-0,09;0,00;0,00;
0,00;0,00;106,90;-0,16;0,00;0,00;
0,00;0,00;103,70;-0,20;0,00;0,00;
0,00;0,00;100,50;-0,09;0,00;0,00;
0,00;0,00;97,30;-0,18;0,00;0,00;
0,00;0,00;94,10;-0,13;0,00;0,00;
0,00;0,00;90,91;-0,16;0,00;0,00;
0,00;0,00;87,70;-0,23;0,00;0,00;
0,00;0,00;84,50;-0,07;0,00;0,00;
0,00;0,00;81,30;-0,18;0,00;0,00;
0,00;0,00;78,10;-0,11;0,00;0,00;
0,00;0,00;74,90;-0,16;0,00;0,00;
0,00;0,00;71,70;-0,20;0,00;0,00;
0,00;0,00;68,50;-0,09;0,00;0,00;
0,00;0,00;65,30;-0,18;0,00;0,00;
0,00;0,00;62,10;-0,11;0,00;0,00;
0,00;0,00;58,90;-0,16;0,00;0,00;
0,00;0,00;55,70;-0,18;0,00;0,00;
0,00;0,00;52,50;-0,07;0,00;0,00;
0,00;0,00;49,30;-0,18;0,00;0,00;
0,00;0,00;46,10;-0,09;0,00;0,00;
0,00;0,00;42,90;-0,18;0,00;0,00;
0,00;0,00;39,70;-0,20;0,00;0,00;
0,00;0,00;36,50;-0,11;0,00;0,00;
0,00;0,00;33,30;-0,18;0,00;0,00;
