27278;27.01.21 18:22:14;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210127134052A0217;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;1,90;-0,02;0,00;0,00;
0,00;0,00;1,96;0,16;0,00;0,00;
0,00;0,00;2,51;0,11;0,00;0,00;
0,00;0,00;3,53;0,13;0,00;0,00;
0,00;0,00;5,06;0,16;0,00;0,00;
0,00;0,00;7,10;0,11;0,00;0,00;
0,00;0,00;9,67;0,11;0,00;0,00;
0,00;0,00;12,72;0,13;0,00;0,00;
0,00;0,00;15,85;0,09;0,00;0,00;
0,00;0,00;19,03;0,11;0,00;0,00;
0,00;0,00;22,24;0,07;0,00;0,00;
0,00;0,00;25,44;0,06;0,00;0,00;
0,00;0,00;28,64;0,07;0,00;0,00;
0,00;0,00;31,85;0,07;0,00;0,00;
0,00;0,00;35,05;0,06;0,00;0,00;
0,00;0,00;38,25;0,09;0,00;0,00;
0,00;0,00;41,44;0,07;0,00;0,00;
0,00;0,00;44,65;0,09;0,00;0,00;
0,00;0,00;47,85;0,06;0,00;0,00;
0,00;0,00;51,05;0,07;0,00;0,00;
0,00;0,00;54,25;0,09;0,00;0,00;
0,00;0,00;57,45;0,02;0,00;0,00;
0,00;0,00;60,64;0,11;0,00;0,00;
0,00;0,00;63,85;0,07;0,00;0,00;
0,00;0,00;67,05;0,06;0,00;0,00;
0,00;0,00;70,25;0,09;0,00;0,00;
0,00;0,00;73,44;0,06;0,00;0,00;
0,00;0,00;76,65;0,11;0,00;0,00;
0,00;0,00;79,85;0,09;0,00;0,00;
0,00;0,00;83,05;0,02;0,00;0,00;
0,00;0,00;86,25;0,05;0,00;0,00;
0,00;0,00;89,45;0,07;0,00;0,00;
0,00;0,00;92,64;0,09;0,00;0,00;
0,00;0,00;95,85;0,02;0,00;0,00;
0,00;0,00;99,05;0,05;0,00;0,00;
0,00;0,00;102,25;0,02;0,00;0,00;
0,00;0,00;105,45;0,02;0,00;0,00;
0,00;0,00;108,65;0,09;0,00;0,00;
0,00;0,00;111,85;0,05;0,00;0,00;
0,00;0,00;115,05;0,02;0,00;0,00;
0,00;0,00;118,25;0,02;0,00;0,00;
0,00;0,00;121,45;0,05;0,00;0,00;
0,00;0,00;124,65;0,09;0,00;0,00;
0,00;0,00;127,85;0,04;0,00;0,00;
0,00;0,00;131,05;0,05;0,00;0,00;
0,00;0,00;134,25;0,02;0,00;0,00;
0,00;0,00;137,45;0,02;0,00;0,00;
0,00;0,00;140,65;0,06;0,00;0,00;
0,00;0,00;145,95;-0,09;0,00;0,00;
0,00;0,00;147,89;-0,07;0,00;0,00;
0,00;0,00;149,31;-0,05;0,00;0,00;
0,00;0,00;150,22;-0,07;0,00;0,00;
0,00;0,00;150,61;-0,09;0,00;0,00;
0,00;0,00;150,70;-0,02;0,00;0,00;
0,00;0,00;150,72;-0,02;0,00;0,00;
0,00;0,00;150,81;-0,05;0,00;0,00;
0,00;0,00;151,43;-0,02;0,00;0,00;
0,00;0,00;151,59;-0,02;0,00;0,00;
0,00;0,00;153,99;0,18;0,00;0,00;
0,00;0,00;154,15;0,18;0,00;0,00;
0,00;0,00;154,31;0,63;0,00;0,00;
0,00;0,00;154,46;0,97;0,00;0,00;
0,00;0,00;154,62;1,18;0,00;0,00;
0,00;0,00;154,78;1,29;0,00;0,00;
0,00;0,00;154,94;1,47;0,00;0,00;
0,00;0,00;155,10;1,65;0,00;0,00;
0,00;0,00;155,26;1,81;0,00;0,00;
0,00;0,00;155,43;1,97;0,00;0,00;
0,00;0,00;155,59;2,08;0,00;0,00;
0,00;0,00;155,75;2,22;0,00;0,00;
0,00;0,00;155,91;2,35;0,00;0,00;
0,00;0,00;156,07;2,46;0,00;0,00;
0,00;0,00;156,23;2,64;0,00;0,00;
0,00;0,00;156,39;2,74;0,00;0,00;
0,00;0,00;156,55;2,82;0,00;0,00;
0,00;0,00;156,70;2,89;0,00;0,00;
0,00;0,00;156,71;2,71;0,00;0,00;
0,00;0,00;156,70;2,46;0,00;0,00;
0,00;0,00;156,30;-0,07;0,00;0,00;
0,00;0,00;155,40;-0,09;0,00;0,00;
0,00;0,00;154,44;0,02;0,00;0,00;
0,00;0,00;153,94;-0,02;0,00;0,00;
0,00;0,00;153,77;-0,07;0,00;0,00;
0,00;0,00;153,70;-0,09;0,00;0,00;
0,00;0,00;153,70;-0,09;0,00;0,00;
0,00;0,00;153,71;0,02;0,00;0,00;
0,00;0,00;153,85;-0,07;0,00;0,00;
0,00;0,00;155,47;-0,02;0,00;0,00;
0,00;0,00;156,43;0,18;0,00;0,00;
0,00;0,00;156,59;0,18;0,00;0,00;
0,00;0,00;156,74;2,96;0,00;0,00;
0,00;0,00;156,88;3,10;0,00;0,00;
0,00;0,00;157,05;3,26;0,00;0,00;
0,00;0,00;157,21;3,44;0,00;0,00;
0,00;0,00;157,38;3,53;0,00;0,00;
0,00;0,00;157,54;3,71;0,00;0,00;
0,00;0,00;157,70;3,78;0,00;0,00;
0,00;0,00;157,86;3,89;0,00;0,00;
0,00;0,00;158,02;4,07;0,00;0,00;
0,00;0,00;158,18;4,18;0,00;0,00;
0,00;0,00;158,34;4,34;0,00;0,00;
0,00;0,00;158,51;4,41;0,00;0,00;
0,00;0,00;158,67;4,59;0,00;0,00;
0,00;0,00;158,82;4,70;0,00;0,00;
0,00;0,00;158,99;4,86;0,00;0,00;
0,00;0,00;159,15;5,00;0,00;0,00;
0,00;0,00;159,31;5,18;0,00;0,00;
0,00;0,00;159,47;5,27;0,00;0,00;
0,00;0,00;159,63;5,40;0,00;0,00;
0,00;0,00;159,79;5,52;0,00;0,00;
0,00;0,00;159,95;5,63;0,00;0,00;
0,00;0,00;160,11;5,79;0,00;0,00;
0,00;0,00;160,27;5,93;0,00;0,00;
0,00;0,00;160,43;6,06;0,00;0,00;
0,00;0,00;160,59;6,22;0,00;0,00;
0,00;0,00;160,74;6,33;0,00;0,00;
0,00;0,00;160,90;6,47;0,00;0,00;
0,00;0,00;161,06;6,60;0,00;0,00;
0,00;0,00;161,22;6,74;0,00;0,00;
0,00;0,00;161,38;6,90;0,00;0,00;
0,00;0,00;161,54;7,03;0,00;0,00;
0,00;0,00;161,70;7,15;0,00;0,00;
0,00;0,00;161,86;7,26;0,00;0,00;
0,00;0,00;162,03;7,42;0,00;0,00;
0,00;0,00;162,19;7,51;0,00;0,00;
0,00;0,00;162,35;7,64;0,00;0,00;
0,00;0,00;162,51;7,78;0,00;0,00;
0,00;0,00;162,66;7,92;0,00;0,00;
0,00;0,00;162,82;8,05;0,00;0,00;
0,00;0,00;162,98;8,18;0,00;0,00;
0,00;0,00;163,14;8,32;0,00;0,00;
0,00;0,00;163,31;8,41;0,00;0,00;
0,00;0,00;163,46;8,59;0,00;0,00;
0,00;0,00;163,62;8,68;0,00;0,00;
0,00;0,00;163,78;8,84;0,00;0,00;
0,00;0,00;163,95;8,95;0,00;0,00;
0,00;0,00;164,11;9,11;0,00;0,00;
0,00;0,00;164,26;9,23;0,00;0,00;
0,00;0,00;164,43;9,34;0,00;0,00;
