35289;16.04.21 14:31:38;21;Avvicinamento Pressata Fuori Ingombro;force > max. force (8);20210416140701P0031;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;74,20;-0,08;0,00;0,00;
0,00;0,00;74,44;0,08;0,00;0,00;
0,00;0,00;75,05;0,08;0,00;0,00;
0,00;0,00;79,09;0,16;0,00;0,00;
0,00;0,00;81,21;0,16;0,00;0,00;
0,00;0,00;85,93;0,08;0,00;0,00;
0,00;0,00;88,34;0,08;0,00;0,00;
0,00;0,00;97,95;0,08;0,00;0,00;
0,00;0,00;121,95;0,08;0,00;0,00;
0,00;0,00;126,75;0,08;0,00;0,00;
0,00;0,00;148,35;0,08;0,00;0,00;
0,00;0,00;157,95;0,08;0,00;0,00;
0,00;0,00;165,15;0,08;0,00;0,00;
0,00;0,00;167,54;0,08;0,00;0,00;
0,00;0,00;169,95;0,16;0,00;0,00;
0,00;0,00;172,35;0,08;0,00;0,00;
0,00;0,00;174,74;0,08;0,00;0,00;
0,00;0,00;179,54;0,08;0,00;0,00;
0,00;0,00;184,35;0,08;0,00;0,00;
0,00;0,00;186,75;0,08;0,00;0,00;
0,00;0,00;189,15;0,08;0,00;0,00;
0,00;0,00;191,48;-0,08;0,00;0,00;
0,00;0,00;197,24;-0,08;0,00;0,00;
0,00;0,00;197,97;-0,08;0,00;0,00;
0,00;0,00;198,01;0,08;0,00;0,00;
0,00;0,00;202,64;0,16;0,00;0,00;
0,00;0,00;202,80;0,16;0,00;0,00;
0,00;0,00;202,96;0,08;0,00;0,00;
0,00;0,00;203,12;0,31;0,00;0,00;
0,00;0,00;203,28;0,31;0,00;0,00;
0,00;0,00;203,44;0,23;0,00;0,00;
0,00;0,00;203,60;0,31;0,00;0,00;
0,00;0,00;203,76;0,31;0,00;0,00;
0,00;0,00;203,92;0,53;0,00;0,00;
0,00;0,00;204,08;1,29;0,00;0,00;
0,00;0,00;204,24;1,82;0,00;0,00;
0,00;0,00;204,40;1,59;0,00;0,00;
0,00;0,00;204,56;1,59;0,00;0,00;
0,00;0,00;204,72;1,59;0,00;0,00;
0,00;0,00;204,88;1,53;0,00;0,00;
0,00;0,00;205,04;1,59;0,00;0,00;
0,00;0,00;205,20;1,59;0,00;0,00;
0,00;0,00;205,36;1,74;0,00;0,00;
0,00;0,00;205,52;1,74;0,00;0,00;
0,00;0,00;205,68;1,67;0,00;0,00;
0,00;0,00;205,84;1,67;0,00;0,00;
0,00;0,00;206,00;1,74;0,00;0,00;
0,00;0,00;206,16;1,82;0,00;0,00;
0,00;0,00;206,32;1,90;0,00;0,00;
0,00;0,00;206,48;3,50;0,00;0,00;
0,00;0,00;206,63;7,83;0,00;0,00;
0,00;0,00;206,77;14,53;0,00;0,00;
0,00;0,00;206,75;13,47;0,00;0,00;
0,00;0,00;206,78;15,84;0,00;0,00;
0,00;0,00;206,78;15,84;0,00;0,00;
0,00;0,00;206,78;15,84;0,00;0,00;
0,00;0,00;206,78;16,06;0,00;0,00;
0,00;0,00;206,79;16,06;0,00;0,00;
0,00;0,00;206,79;16,14;0,00;0,00;
0,00;0,00;206,79;16,14;0,00;0,00;
0,00;0,00;206,79;16,14;0,00;0,00;
0,00;0,00;206,79;16,29;0,00;0,00;
0,00;0,00;206,79;16,14;0,00;0,00;
0,00;0,00;206,79;16,14;0,00;0,00;
0,00;0,00;206,79;16,14;0,00;0,00;
0,00;0,00;206,79;16,14;0,00;0,00;
