55974;23.08.21 15:54:36;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210823151402P0045;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;74,26;0,16;0,00;0,00;
0,00;0,00;74,71;0,08;0,00;0,00;
0,00;0,00;75,48;0,08;0,00;0,00;
0,00;0,00;76,63;0,23;0,00;0,00;
0,00;0,00;78,18;0,08;0,00;0,00;
0,00;0,00;80,10;0,16;0,00;0,00;
0,00;0,00;82,40;0,08;0,00;0,00;
0,00;0,00;84,74;0,08;0,00;0,00;
0,00;0,00;87,13;0,08;0,00;0,00;
0,00;0,00;91,94;0,08;0,00;0,00;
0,00;0,00;94,34;0,08;0,00;0,00;
0,00;0,00;96,74;0,08;0,00;0,00;
0,00;0,00;115,95;0,08;0,00;0,00;
0,00;0,00;130,35;0,08;0,00;0,00;
0,00;0,00;132,74;0,08;0,00;0,00;
0,00;0,00;137,54;0,16;0,00;0,00;
0,00;0,00;139,95;0,31;0,00;0,00;
0,00;0,00;144,75;0,31;0,00;0,00;
0,00;0,00;147,15;0,08;0,00;0,00;
0,00;0,00;154,35;0,08;0,00;0,00;
0,00;0,00;156,74;0,08;0,00;0,00;
0,00;0,00;163,95;0,08;0,00;0,00;
0,00;0,00;166,35;0,16;0,00;0,00;
0,00;0,00;168,75;0,08;0,00;0,00;
0,00;0,00;171,15;0,08;0,00;0,00;
0,00;0,00;173,54;0,16;0,00;0,00;
0,00;0,00;175,80;0,08;0,00;0,00;
0,00;0,00;177,67;0,08;0,00;0,00;
0,00;0,00;179,23;0,16;0,00;0,00;
0,00;0,00;180,40;-0,08;0,00;0,00;
0,00;0,00;181,18;-0,16;0,00;0,00;
0,00;0,00;183,67;0,08;0,00;0,00;
0,00;0,00;185,43;0,08;0,00;0,00;
0,00;0,00;185,64;-0,16;0,00;0,00;
0,00;0,00;185,19;-0,45;0,00;0,00;
0,00;0,00;184,43;-0,31;0,00;0,00;
0,00;0,00;184,00;-0,45;0,00;0,00;
0,00;0,00;183,79;-0,30;0,00;0,00;
0,00;0,00;183,70;-0,30;0,00;0,00;
0,00;0,00;183,69;-0,37;0,00;0,00;
0,00;0,00;183,70;-0,23;0,00;0,00;
0,00;0,00;183,89;0,16;0,00;0,00;
0,00;0,00;184,02;0,08;0,00;0,00;
0,00;0,00;184,51;0,08;0,00;0,00;
0,00;0,00;185,15;0,08;0,00;0,00;
0,00;0,00;185,79;0,08;0,00;0,00;
0,00;0,00;185,95;0,16;0,00;0,00;
0,00;0,00;186,11;0,31;0,00;0,00;
0,00;0,00;186,26;3,74;0,00;0,00;
0,00;0,00;186,42;5,19;0,00;0,00;
0,00;0,00;186,58;5,11;0,00;0,00;
0,00;0,00;186,75;4,88;0,00;0,00;
0,00;0,00;186,91;4,95;0,00;0,00;
0,00;0,00;187,07;5,03;0,00;0,00;
0,00;0,00;187,23;5,03;0,00;0,00;
0,00;0,00;187,39;5,19;0,00;0,00;
0,00;0,00;187,55;5,25;0,00;0,00;
0,00;0,00;187,71;5,40;0,00;0,00;
0,00;0,00;187,87;5,48;0,00;0,00;
0,00;0,00;188,03;5,56;0,00;0,00;
0,00;0,00;188,19;5,79;0,00;0,00;
0,00;0,00;188,35;5,79;0,00;0,00;
0,00;0,00;188,51;6,09;0,00;0,00;
0,00;0,00;188,67;6,40;0,00;0,00;
0,00;0,00;188,83;6,62;0,00;0,00;
0,00;0,00;188,99;6,85;0,00;0,00;
0,00;0,00;189,15;7,09;0,00;0,00;
0,00;0,00;189,31;7,54;0,00;0,00;
0,00;0,00;189,47;7,69;0,00;0,00;
0,00;0,00;189,63;8,15;0,00;0,00;
0,00;0,00;189,79;8,30;0,00;0,00;
0,00;0,00;189,95;8,54;0,00;0,00;
0,00;0,00;190,11;8,91;0,00;0,00;
0,00;0,00;190,27;9,14;0,00;0,00;
0,00;0,00;190,43;9,44;0,00;0,00;
0,00;0,00;190,59;9,67;0,00;0,00;
0,00;0,00;190,75;10,06;0,00;0,00;
0,00;0,00;190,91;10,28;0,00;0,00;
0,00;0,00;191,07;10,67;0,00;0,00;
0,00;0,00;191,23;10,89;0,00;0,00;
0,00;0,00;191,39;11,28;0,00;0,00;
0,00;0,00;191,55;11,57;0,00;0,00;
0,00;0,00;191,71;11,88;0,00;0,00;
0,00;0,00;191,87;12,18;0,00;0,00;
0,00;0,00;192,03;12,34;0,00;0,00;
0,00;0,00;192,19;12,79;0,00;0,00;
0,00;0,00;192,35;13,18;0,00;0,00;
0,00;0,00;192,51;13,47;0,00;0,00;
0,00;0,00;192,67;13,94;0,00;0,00;
0,00;0,00;192,83;14,16;0,00;0,00;
0,00;0,00;192,99;14,63;0,00;0,00;
0,00;0,00;193,15;14,92;0,00;0,00;
0,00;0,00;193,31;15,30;0,00;0,00;
0,00;0,00;193,47;15,61;0,00;0,00;
0,00;0,00;193,63;15,84;0,00;0,00;
0,00;0,00;193,79;16,37;0,00;0,00;
0,00;0,00;193,95;16,60;0,00;0,00;
0,00;0,00;194,11;16,76;0,00;0,00;
0,00;0,00;194,27;17,06;0,00;0,00;
0,00;0,00;194,43;17,37;0,00;0,00;
0,00;0,00;194,59;17,74;0,00;0,00;
0,00;0,00;194,75;18,04;0,00;0,00;
0,00;0,00;194,91;18,27;0,00;0,00;
0,00;0,00;195,07;18,58;0,00;0,00;
0,00;0,00;195,23;18,80;0,00;0,00;
0,00;0,00;195,39;19,03;0,00;0,00;
0,00;0,00;195,55;19,19;0,00;0,00;
0,00;0,00;195,71;19,34;0,00;0,00;
0,00;0,00;195,87;19,50;0,00;0,00;
0,00;0,00;196,03;19,64;0,00;0,00;
0,00;0,00;196,19;19,80;0,00;0,00;
0,00;0,00;196,35;19,87;0,00;0,00;
0,00;0,00;196,51;19,95;0,00;0,00;
0,00;0,00;196,67;20,11;0,00;0,00;
0,00;0,00;196,83;20,03;0,00;0,00;
0,00;0,00;196,99;20,11;0,00;0,00;
0,00;0,00;197,15;20,11;0,00;0,00;
0,00;0,00;197,31;20,11;0,00;0,00;
0,00;0,00;197,47;20,25;0,00;0,00;
0,00;0,00;197,63;20,40;0,00;0,00;
0,00;0,00;197,79;20,40;0,00;0,00;
0,00;0,00;197,95;20,33;0,00;0,00;
0,00;0,00;198,11;20,40;0,00;0,00;
0,00;0,00;198,27;20,40;0,00;0,00;
0,00;0,00;198,43;20,40;0,00;0,00;
0,00;0,00;198,59;20,40;0,00;0,00;
0,00;0,00;198,75;20,48;0,00;0,00;
0,00;0,00;198,91;20,40;0,00;0,00;
0,00;0,00;199,07;20,40;0,00;0,00;
0,00;0,00;199,23;20,56;0,00;0,00;
0,00;0,00;199,39;20,40;0,00;0,00;
0,00;0,00;199,55;20,40;0,00;0,00;
0,00;0,00;199,71;20,48;0,00;0,00;
0,00;0,00;199,80;19,17;0,00;0,00;
0,00;0,00;199,80;18,43;0,00;0,00;
0,00;0,00;199,79;17,74;0,00;0,00;
0,00;0,00;198,79;-0,67;0,00;0,00;
0,00;0,00;197,72;-0,45;0,00;0,00;
0,00;0,00;196,26;-0,44;0,00;0,00;
0,00;0,00;194,42;-0,53;0,00;0,00;
0,00;0,00;192,21;-0,67;0,00;0,00;
0,00;0,00;189,85;-0,37;0,00;0,00;
0,00;0,00;187,47;-0,37;0,00;0,00;
