5109;15.12.20 08:39:22;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force < min. force (9);20201210110906A0218;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;26,62;0,20;0,00;0,00;
0,00;0,00;27,16;0,13;0,00;0,00;
0,00;0,00;28,18;0,09;0,00;0,00;
0,00;0,00;29,71;0,11;0,00;0,00;
0,00;0,00;31,75;0,22;0,00;0,00;
0,00;0,00;34,32;0,22;0,00;0,00;
0,00;0,00;37,35;-0,00;0,00;0,00;
0,00;0,00;40,51;0,06;0,00;0,00;
0,00;0,00;43,66;0,22;0,00;0,00;
0,00;0,00;46,92;0,04;0,00;0,00;
0,00;0,00;50,09;0,17;0,00;0,00;
0,00;0,00;53,31;0,09;0,00;0,00;
0,00;0,00;56,51;0,11;0,00;0,00;
0,00;0,00;59,71;0,11;0,00;0,00;
0,00;0,00;62,91;0,04;0,00;0,00;
0,00;0,00;66,11;0,16;0,00;0,00;
0,00;0,00;69,31;0,04;0,00;0,00;
0,00;0,00;72,51;0,09;0,00;0,00;
0,00;0,00;75,71;0,09;0,00;0,00;
0,00;0,00;78,91;0,06;0,00;0,00;
0,00;0,00;82,11;0,13;0,00;0,00;
0,00;0,00;85,31;0,09;0,00;0,00;
0,00;0,00;88,51;0,09;0,00;0,00;
0,00;0,00;91,71;0,11;0,00;0,00;
0,00;0,00;94,91;0,09;0,00;0,00;
0,00;0,00;98,11;0,15;0,00;0,00;
0,00;0,00;101,31;0,06;0,00;0,00;
0,00;0,00;104,51;0,09;0,00;0,00;
0,00;0,00;107,71;0,11;0,00;0,00;
0,00;0,00;110,91;0,06;0,00;0,00;
0,00;0,00;114,11;0,16;0,00;0,00;
0,00;0,00;117,31;0,09;0,00;0,00;
0,00;0,00;120,51;0,09;0,00;0,00;
0,00;0,00;123,71;0,11;0,00;0,00;
0,00;0,00;126,91;0,06;0,00;0,00;
0,00;0,00;130,11;0,13;0,00;0,00;
0,00;0,00;133,31;0,09;0,00;0,00;
0,00;0,00;136,51;0,11;0,00;0,00;
0,00;0,00;139,71;0,11;0,00;0,00;
0,00;0,00;142,90;0,06;0,00;0,00;
0,00;0,00;146,11;0,16;0,00;0,00;
0,00;0,00;149,31;0,09;0,00;0,00;
0,00;0,00;152,51;0,09;0,00;0,00;
0,00;0,00;155,71;0,13;0,00;0,00;
0,00;0,00;158,90;0,04;0,00;0,00;
0,00;0,00;161,65;0,06;0,00;0,00;
0,00;0,00;163,97;0,02;0,00;0,00;
0,00;0,00;165,81;0,04;0,00;0,00;
0,00;0,00;167,15;-0,02;0,00;0,00;
0,00;0,00;167,99;0,04;0,00;0,00;
0,00;0,00;168,41;0,02;0,00;0,00;
0,00;0,00;168,43;-0,02;0,00;0,00;
0,00;0,00;168,55;0,04;0,00;0,00;
0,00;0,00;168,69;0,06;0,00;0,00;
0,00;0,00;168,85;0,06;0,00;0,00;
0,00;0,00;169,01;0,06;0,00;0,00;
0,00;0,00;169,17;0,09;0,00;0,00;
0,00;0,00;169,33;0,04;0,00;0,00;
0,00;0,00;169,49;0,09;0,00;0,00;
0,00;0,00;169,65;0,06;0,00;0,00;
0,00;0,00;169,81;0,06;0,00;0,00;
0,00;0,00;169,97;0,09;0,00;0,00;
0,00;0,00;170,13;0,06;0,00;0,00;
0,00;0,00;170,29;0,06;0,00;0,00;
0,00;0,00;170,45;0,06;0,00;0,00;
0,00;0,00;170,61;0,06;0,00;0,00;
0,00;0,00;170,77;0,06;0,00;0,00;
0,00;0,00;170,93;0,06;0,00;0,00;
0,00;0,00;171,09;0,09;0,00;0,00;
0,00;0,00;171,25;0,09;0,00;0,00;
0,00;0,00;171,41;0,04;0,00;0,00;
0,00;0,00;171,57;0,09;0,00;0,00;
0,00;0,00;171,73;0,06;0,00;0,00;
0,00;0,00;171,89;0,09;0,00;0,00;
0,00;0,00;172,05;0,06;0,00;0,00;
0,00;0,00;172,21;0,09;0,00;0,00;
0,00;0,00;172,37;0,06;0,00;0,00;
0,00;0,00;172,53;0,09;0,00;0,00;
0,00;0,00;172,69;0,06;0,00;0,00;
0,00;0,00;172,85;0,06;0,00;0,00;
0,00;0,00;173,01;0,09;0,00;0,00;
0,00;0,00;173,17;0,09;0,00;0,00;
0,00;0,00;173,33;0,06;0,00;0,00;
0,00;0,00;173,49;0,09;0,00;0,00;
0,00;0,00;173,65;0,09;0,00;0,00;
0,00;0,00;173,81;0,02;0,00;0,00;
0,00;0,00;173,97;0,09;0,00;0,00;
0,00;0,00;174,13;0,09;0,00;0,00;
0,00;0,00;174,29;0,02;0,00;0,00;
0,00;0,00;174,41;0,02;0,00;0,00;
0,00;0,00;174,42;0,06;0,00;0,00;
0,00;0,00;174,42;0,04;0,00;0,00;
0,00;0,00;174,42;0,04;0,00;0,00;
0,00;0,00;174,41;0,02;0,00;0,00;
