46169;16.06.21 09:52:51;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20210614094421P0009;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;171,26;0,23;0,00;0,00;
0,00;0,00;171,71;0,23;0,00;0,00;
0,00;0,00;172,11;0,16;0,00;0,00;
0,00;0,00;172,20;0,08;0,00;0,00;
0,00;0,00;172,31;0,08;0,00;0,00;
0,00;0,00;172,45;0,08;0,00;0,00;
0,00;0,00;172,60;0,08;0,00;0,00;
0,00;0,00;173,25;0,08;0,00;0,00;
0,00;0,00;173,41;0,16;0,00;0,00;
0,00;0,00;173,57;0,08;0,00;0,00;
0,00;0,00;174,05;0,08;0,00;0,00;
0,00;0,00;174,37;0,08;0,00;0,00;
0,00;0,00;175,01;0,08;0,00;0,00;
0,00;0,00;175,33;0,08;0,00;0,00;
0,00;0,00;175,65;0,16;0,00;0,00;
0,00;0,00;175,97;0,08;0,00;0,00;
0,00;0,00;176,29;0,08;0,00;0,00;
0,00;0,00;176,77;0,08;0,00;0,00;
0,00;0,00;177,25;0,16;0,00;0,00;
0,00;0,00;177,57;0,08;0,00;0,00;
0,00;0,00;177,73;0,16;0,00;0,00;
0,00;0,00;178,05;0,16;0,00;0,00;
0,00;0,00;178,21;0,16;0,00;0,00;
0,00;0,00;178,50;0,08;0,00;0,00;
0,00;0,00;178,44;-0,16;0,00;0,00;
0,00;0,00;177,99;-0,31;0,00;0,00;
0,00;0,00;177,24;-0,23;0,00;0,00;
0,00;0,00;176,80;-0,23;0,00;0,00;
0,00;0,00;176,59;-0,08;0,00;0,00;
0,00;0,00;176,50;-0,23;0,00;0,00;
0,00;0,00;176,49;-0,16;0,00;0,00;
0,00;0,00;176,50;-0,08;0,00;0,00;
0,00;0,00;176,82;0,23;0,00;0,00;
0,00;0,00;176,98;0,08;0,00;0,00;
0,00;0,00;177,15;0,08;0,00;0,00;
0,00;0,00;177,31;0,08;0,00;0,00;
0,00;0,00;177,47;0,08;0,00;0,00;
