7742;30.01.20 15:02:23;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20200130145335;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;15,76;0,06;0,00;0,00;
0,00;0,00;16,54;0,04;0,00;0,00;
0,00;0,00;17,83;0,05;0,00;0,00;
0,00;0,00;19,65;0,04;0,00;0,00;
0,00;0,00;21,96;0,04;0,00;0,00;
0,00;0,00;24,80;0,06;0,00;0,00;
0,00;0,00;28,13;0,05;0,00;0,00;
0,00;0,00;31,62;0,04;0,00;0,00;
0,00;0,00;35,16;0,04;0,00;0,00;
0,00;0,00;38,66;0,04;0,00;0,00;
0,00;0,00;42,19;0,04;0,00;0,00;
0,00;0,00;45,71;0,04;0,00;0,00;
0,00;0,00;49,23;0,03;0,00;0,00;
0,00;0,00;52,75;0,03;0,00;0,00;
0,00;0,00;56,27;0,05;0,00;0,00;
0,00;0,00;59,78;0,04;0,00;0,00;
0,00;0,00;63,31;0,04;0,00;0,00;
0,00;0,00;66,83;0,03;0,00;0,00;
0,00;0,00;70,35;0,04;0,00;0,00;
0,00;0,00;73,87;0,03;0,00;0,00;
0,00;0,00;77,39;0,04;0,00;0,00;
0,00;0,00;80,90;0,04;0,00;0,00;
0,00;0,00;84,43;0,03;0,00;0,00;
0,00;0,00;87,95;0,04;0,00;0,00;
0,00;0,00;91,47;0,04;0,00;0,00;
0,00;0,00;94,99;0,04;0,00;0,00;
0,00;0,00;98,51;0,04;0,00;0,00;
0,00;0,00;102,03;0,04;0,00;0,00;
0,00;0,00;105,55;0,03;0,00;0,00;
0,00;0,00;109,07;0,04;0,00;0,00;
0,00;0,00;112,58;0,02;0,00;0,00;
0,00;0,00;115,67;0,03;0,00;0,00;
0,00;0,00;118,32;0,01;0,00;0,00;
0,00;0,00;120,44;0,01;0,00;0,00;
0,00;0,00;122,08;0,01;0,00;0,00;
0,00;0,00;123,85;-0,01;0,00;0,00;
0,00;0,00;124,01;0,01;0,00;0,00;
0,00;0,00;124,02;0,01;0,00;0,00;
0,00;0,00;124,04;0,02;0,00;0,00;
0,00;0,00;124,15;0,01;0,00;0,00;
0,00;0,00;124,27;0,02;0,00;0,00;
0,00;0,00;124,38;0,02;0,00;0,00;
0,00;0,00;124,49;0,03;0,00;0,00;
0,00;0,00;124,60;0,02;0,00;0,00;
0,00;0,00;124,72;0,03;0,00;0,00;
0,00;0,00;124,83;0,03;0,00;0,00;
0,00;0,00;124,94;0,03;0,00;0,00;
0,00;0,00;125,05;0,03;0,00;0,00;
0,00;0,00;125,17;0,02;0,00;0,00;
0,00;0,00;125,28;0,02;0,00;0,00;
0,00;0,00;125,39;0,02;0,00;0,00;
0,00;0,00;125,50;0,02;0,00;0,00;
0,00;0,00;125,61;0,03;0,00;0,00;
0,00;0,00;125,72;0,03;0,00;0,00;
0,00;0,00;125,84;0,03;0,00;0,00;
0,00;0,00;125,95;0,03;0,00;0,00;
0,00;0,00;126,06;0,03;0,00;0,00;
0,00;0,00;126,17;0,02;0,00;0,00;
0,00;0,00;126,28;0,03;0,00;0,00;
0,00;0,00;126,40;0,02;0,00;0,00;
0,00;0,00;126,51;0,14;0,00;0,00;
0,00;0,00;126,62;0,26;0,00;0,00;
0,00;0,00;126,73;0,26;0,00;0,00;
0,00;0,00;126,84;0,29;0,00;0,00;
0,00;0,00;126,96;0,31;0,00;0,00;
0,00;0,00;127,07;0,32;0,00;0,00;
0,00;0,00;127,18;0,33;0,00;0,00;
0,00;0,00;127,29;0,34;0,00;0,00;
0,00;0,00;127,40;0,35;0,00;0,00;
0,00;0,00;127,52;0,35;0,00;0,00;
0,00;0,00;127,63;0,36;0,00;0,00;
0,00;0,00;127,74;0,38;0,00;0,00;
0,00;0,00;127,85;0,37;0,00;0,00;
0,00;0,00;127,97;0,38;0,00;0,00;
0,00;0,00;128,08;0,38;0,00;0,00;
0,00;0,00;128,19;0,40;0,00;0,00;
0,00;0,00;128,30;0,44;0,00;0,00;
0,00;0,00;128,41;0,44;0,00;0,00;
0,00;0,00;128,53;0,44;0,00;0,00;
0,00;0,00;128,64;0,44;0,00;0,00;
0,00;0,00;128,75;0,44;0,00;0,00;
0,00;0,00;128,86;0,45;0,00;0,00;
0,00;0,00;128,97;0,45;0,00;0,00;
0,00;0,00;129,08;0,44;0,00;0,00;
0,00;0,00;129,20;0,45;0,00;0,00;
0,00;0,00;129,31;0,44;0,00;0,00;
0,00;0,00;129,42;0,44;0,00;0,00;
0,00;0,00;129,53;0,44;0,00;0,00;
0,00;0,00;129,64;0,44;0,00;0,00;
0,00;0,00;129,76;0,44;0,00;0,00;
0,00;0,00;129,87;0,45;0,00;0,00;
0,00;0,00;129,98;0,47;0,00;0,00;
0,00;0,00;130,09;0,48;0,00;0,00;
0,00;0,00;130,20;0,50;0,00;0,00;
0,00;0,00;130,32;0,49;0,00;0,00;
0,00;0,00;130,43;0,49;0,00;0,00;
0,00;0,00;130,54;0,49;0,00;0,00;
0,00;0,00;130,65;0,50;0,00;0,00;
0,00;0,00;130,77;0,50;0,00;0,00;
0,00;0,00;130,88;0,51;0,00;0,00;
0,00;0,00;130,99;0,50;0,00;0,00;
0,00;0,00;131,10;0,52;0,00;0,00;
0,00;0,00;131,21;0,52;0,00;0,00;
0,00;0,00;131,33;0,53;0,00;0,00;
0,00;0,00;131,44;0,51;0,00;0,00;
0,00;0,00;131,55;0,52;0,00;0,00;
0,00;0,00;131,66;0,53;0,00;0,00;
0,00;0,00;131,77;0,53;0,00;0,00;
0,00;0,00;131,88;0,53;0,00;0,00;
0,00;0,00;132,00;0,53;0,00;0,00;
0,00;0,00;132,11;0,53;0,00;0,00;
0,00;0,00;132,22;0,52;0,00;0,00;
0,00;0,00;132,33;0,51;0,00;0,00;
0,00;0,00;132,45;0,53;0,00;0,00;
0,00;0,00;132,56;0,53;0,00;0,00;
0,00;0,00;132,67;0,53;0,00;0,00;
0,00;0,00;132,78;0,53;0,00;0,00;
0,00;0,00;132,89;0,51;0,00;0,00;
0,00;0,00;133,01;0,52;0,00;0,00;
0,00;0,00;133,12;0,53;0,00;0,00;
0,00;0,00;133,23;0,53;0,00;0,00;
0,00;0,00;133,34;0,53;0,00;0,00;
0,00;0,00;133,45;0,54;0,00;0,00;
0,00;0,00;133,57;0,53;0,00;0,00;
0,00;0,00;133,68;0,55;0,00;0,00;
0,00;0,00;133,79;0,55;0,00;0,00;
0,00;0,00;133,90;0,56;0,00;0,00;
0,00;0,00;134,01;0,54;0,00;0,00;
0,00;0,00;134,13;0,54;0,00;0,00;
0,00;0,00;134,24;0,56;0,00;0,00;
0,00;0,00;134,35;0,56;0,00;0,00;
0,00;0,00;134,46;0,56;0,00;0,00;
0,00;0,00;134,57;0,58;0,00;0,00;
0,00;0,00;134,68;0,58;0,00;0,00;
0,00;0,00;134,80;0,58;0,00;0,00;
0,00;0,00;134,91;0,58;0,00;0,00;
0,00;0,00;135,02;0,61;0,00;0,00;
0,00;0,00;135,13;0,61;0,00;0,00;
0,00;0,00;135,24;0,61;0,00;0,00;
0,00;0,00;135,36;0,61;0,00;0,00;
0,00;0,00;135,47;0,61;0,00;0,00;
0,00;0,00;135,58;0,61;0,00;0,00;
0,00;0,00;135,69;0,61;0,00;0,00;
0,00;0,00;135,80;0,64;0,00;0,00;
0,00;0,00;135,92;0,64;0,00;0,00;
0,00;0,00;136,03;0,66;0,00;0,00;
0,00;0,00;136,14;0,65;0,00;0,00;
0,00;0,00;136,25;0,66;0,00;0,00;
0,00;0,00;136,37;0,67;0,00;0,00;
0,00;0,00;136,48;0,66;0,00;0,00;
0,00;0,00;136,59;0,66;0,00;0,00;
0,00;0,00;136,70;0,67;0,00;0,00;
0,00;0,00;136,81;0,67;0,00;0,00;
0,00;0,00;136,92;0,69;0,00;0,00;
