3407;15.01.20 11:07:05;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force < min. force (9);20200115110059;
0,00;0,00;189,41;0,16;0,00;0,00;
0,00;0,00;189,54;0,16;0,00;0,00;
0,00;0,00;189,54;0,16;0,00;0,00;
0,00;0,00;189,55;0,16;0,00;0,00;
0,00;0,00;189,55;0,16;0,00;0,00;
0,00;0,00;189,55;0,08;0,00;0,00;
0,00;0,00;189,55;0,16;0,00;0,00;
0,00;0,00;189,55;0,16;0,00;0,00;
0,00;0,00;189,55;0,16;0,00;0,00;
0,00;0,00;189,55;0,16;0,00;0,00;
0,00;0,00;189,55;0,16;0,00;0,00;
0,00;0,00;189,55;0,16;0,00;0,00;
0,00;0,00;189,55;0,16;0,00;0,00;
