12257;11.11.20 07:45:40;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20201110150750P0009;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;171,20;-0,30;0,00;0,00;
0,00;0,00;171,26;0,08;0,00;0,00;
0,00;0,00;171,71;0,16;0,00;0,00;
0,00;0,00;172,08;-0,16;0,00;0,00;
0,00;0,00;172,12;-0,08;0,00;0,00;
0,00;0,00;172,20;-0,08;0,00;0,00;
0,00;0,00;172,31;-0,16;0,00;0,00;
0,00;0,00;172,77;-0,08;0,00;0,00;
0,00;0,00;174,05;-0,08;0,00;0,00;
0,00;0,00;176,61;2,06;0,00;0,00;
0,00;0,00;176,76;6,92;0,00;0,00;
0,00;0,00;176,90;9,89;0,00;0,00;
0,00;0,00;176,89;8,99;0,00;0,00;
0,00;0,00;176,92;10,05;0,00;0,00;
0,00;0,00;176,92;9,75;0,00;0,00;
0,00;0,00;176,92;9,75;0,00;0,00;
0,00;0,00;176,92;9,75;0,00;0,00;
0,00;0,00;176,92;9,75;0,00;0,00;
0,00;0,00;176,92;9,75;0,00;0,00;
0,00;0,00;176,92;9,75;0,00;0,00;
0,00;0,00;176,92;9,75;0,00;0,00;
0,00;0,00;176,92;9,75;0,00;0,00;
0,00;0,00;176,92;9,75;0,00;0,00;
0,00;0,00;176,92;9,75;0,00;0,00;
0,00;0,00;176,92;9,75;0,00;0,00;
0,00;0,00;176,92;9,75;0,00;0,00;
