22512;25.06.21 08:05:53;21;Avvicinamento Pressata Finale;position > max position (10);20210624102715A0211;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;28,50;0,08;0,00;0,00;
0,00;0,00;29,62;0,12;0,00;0,00;
0,00;0,00;32,70;0,12;0,00;0,00;
0,00;0,00;37,32;0,08;0,00;0,00;
0,00;0,00;42,13;0,04;0,00;0,00;
0,00;0,00;46,92;0,08;0,00;0,00;
0,00;0,00;51,72;0,04;0,00;0,00;
0,00;0,00;56,52;0,08;0,00;0,00;
0,00;0,00;61,32;0,04;0,00;0,00;
0,00;0,00;66,12;0,08;0,00;0,00;
0,00;0,00;70,92;0,04;0,00;0,00;
0,00;0,00;75,72;0,12;0,00;0,00;
0,00;0,00;80,52;0,08;0,00;0,00;
0,00;0,00;85,32;0,08;0,00;0,00;
0,00;0,00;90,12;0,04;0,00;0,00;
0,00;0,00;94,92;0,04;0,00;0,00;
0,00;0,00;99,72;0,08;0,00;0,00;
0,00;0,00;104,52;0,04;0,00;0,00;
0,00;0,00;109,32;0,04;0,00;0,00;
0,00;0,00;114,12;0,04;0,00;0,00;
0,00;0,00;118,92;0,04;0,00;0,00;
0,00;0,00;123,72;0,04;0,00;0,00;
0,00;0,00;128,52;0,08;0,00;0,00;
0,00;0,00;133,32;0,08;0,00;0,00;
0,00;0,00;138,12;0,08;0,00;0,00;
0,00;0,00;142,92;0,04;0,00;0,00;
0,00;0,00;147,72;0,04;0,00;0,00;
0,00;0,00;152,52;0,08;0,00;0,00;
0,00;0,00;157,32;0,04;0,00;0,00;
0,00;0,00;162,12;0,04;0,00;0,00;
0,00;0,00;166,92;0,04;0,00;0,00;
0,00;0,00;171,72;0,04;0,00;0,00;
0,00;0,00;176,52;0,04;0,00;0,00;
0,00;0,00;181,32;0,04;0,00;0,00;
0,00;0,00;186,12;0,12;0,00;0,00;
0,00;0,00;195,72;0,08;0,00;0,00;
0,00;0,00;200,52;0,08;0,00;0,00;
0,00;0,00;205,32;0,12;0,00;0,00;
0,00;0,00;210,12;0,08;0,00;0,00;
0,00;0,00;214,25;0,08;0,00;0,00;
0,00;0,00;216,54;0,04;0,00;0,00;
0,00;0,00;216,98;0,08;0,00;0,00;
0,00;0,00;217,00;0,17;0,00;0,00;
0,00;0,00;217,17;0,12;0,00;0,00;
0,00;0,00;217,36;0,12;0,00;0,00;
0,00;0,00;217,56;0,17;0,00;0,00;
0,00;0,00;217,75;0,17;0,00;0,00;
0,00;0,00;217,94;0,17;0,00;0,00;
0,00;0,00;218,13;0,17;0,00;0,00;
0,00;0,00;218,32;0,17;0,00;0,00;
0,00;0,00;218,52;0,17;0,00;0,00;
0,00;0,00;218,71;0,17;0,00;0,00;
0,00;0,00;218,90;0,17;0,00;0,00;
0,00;0,00;219,09;0,17;0,00;0,00;
0,00;0,00;219,28;0,17;0,00;0,00;
0,00;0,00;219,48;0,17;0,00;0,00;
0,00;0,00;219,67;0,17;0,00;0,00;
0,00;0,00;219,86;0,17;0,00;0,00;
0,00;0,00;220,05;0,17;0,00;0,00;
0,00;0,00;220,24;0,17;0,00;0,00;
0,00;0,00;220,44;0,17;0,00;0,00;
0,00;0,00;220,63;0,12;0,00;0,00;
0,00;0,00;220,82;0,17;0,00;0,00;
0,00;0,00;221,01;0,17;0,00;0,00;
0,00;0,00;221,20;0,12;0,00;0,00;
0,00;0,00;221,40;0,17;0,00;0,00;
0,00;0,00;221,59;0,17;0,00;0,00;
0,00;0,00;221,78;0,17;0,00;0,00;
0,00;0,00;221,97;0,17;0,00;0,00;
0,00;0,00;222,16;0,17;0,00;0,00;
0,00;0,00;222,36;0,17;0,00;0,00;
0,00;0,00;222,55;0,17;0,00;0,00;
0,00;0,00;222,74;0,17;0,00;0,00;
0,00;0,00;222,93;0,12;0,00;0,00;
0,00;0,00;223,12;0,17;0,00;0,00;
0,00;0,00;223,32;0,17;0,00;0,00;
0,00;0,00;223,51;0,17;0,00;0,00;
0,00;0,00;223,70;0,17;0,00;0,00;
0,00;0,00;223,89;0,17;0,00;0,00;
0,00;0,00;224,08;0,12;0,00;0,00;
0,00;0,00;224,28;0,17;0,00;0,00;
0,00;0,00;224,47;0,17;0,00;0,00;
0,00;0,00;224,66;0,17;0,00;0,00;
0,00;0,00;224,85;0,17;0,00;0,00;
0,00;0,00;225,04;0,17;0,00;0,00;
0,00;0,00;225,24;0,17;0,00;0,00;
0,00;0,00;225,43;0,17;0,00;0,00;
0,00;0,00;225,62;0,17;0,00;0,00;
0,00;0,00;225,81;0,17;0,00;0,00;
0,00;0,00;226,00;0,17;0,00;0,00;
0,00;0,00;226,20;0,17;0,00;0,00;
0,00;0,00;226,39;0,17;0,00;0,00;
0,00;0,00;226,58;0,17;0,00;0,00;
0,00;0,00;226,77;0,17;0,00;0,00;
0,00;0,00;226,96;0,17;0,00;0,00;
0,00;0,00;227,16;0,17;0,00;0,00;
0,00;0,00;227,35;0,17;0,00;0,00;
0,00;0,00;227,54;0,17;0,00;0,00;
0,00;0,00;227,73;0,17;0,00;0,00;
0,00;0,00;227,92;0,17;0,00;0,00;
0,00;0,00;228,12;0,12;0,00;0,00;
0,00;0,00;228,31;0,17;0,00;0,00;
0,00;0,00;228,50;0,17;0,00;0,00;
0,00;0,00;228,69;0,17;0,00;0,00;
0,00;0,00;228,88;0,17;0,00;0,00;
0,00;0,00;229,08;0,17;0,00;0,00;
0,00;0,00;229,27;0,17;0,00;0,00;
0,00;0,00;229,46;0,17;0,00;0,00;
0,00;0,00;229,65;0,17;0,00;0,00;
