58086;01.09.21 10:55:01;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210901093302P0009;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;171,20;0,16;0,00;0,00;
0,00;0,00;171,26;0,45;0,00;0,00;
0,00;0,00;171,71;0,31;0,00;0,00;
0,00;0,00;172,08;0,23;0,00;0,00;
0,00;0,00;172,11;0,37;0,00;0,00;
0,00;0,00;172,20;0,31;0,00;0,00;
0,00;0,00;172,20;0,31;0,00;0,00;
0,00;0,00;172,31;0,23;0,00;0,00;
0,00;0,00;172,45;0,31;0,00;0,00;
0,00;0,00;172,60;0,23;0,00;0,00;
0,00;0,00;172,77;0,23;0,00;0,00;
0,00;0,00;172,93;0,31;0,00;0,00;
0,00;0,00;173,09;0,31;0,00;0,00;
0,00;0,00;173,25;0,31;0,00;0,00;
0,00;0,00;173,41;0,31;0,00;0,00;
0,00;0,00;173,57;0,31;0,00;0,00;
0,00;0,00;173,73;0,31;0,00;0,00;
0,00;0,00;173,89;0,31;0,00;0,00;
0,00;0,00;174,05;0,31;0,00;0,00;
0,00;0,00;174,21;0,31;0,00;0,00;
0,00;0,00;174,37;0,31;0,00;0,00;
0,00;0,00;174,53;0,31;0,00;0,00;
0,00;0,00;174,69;0,31;0,00;0,00;
0,00;0,00;174,85;0,31;0,00;0,00;
0,00;0,00;175,01;0,23;0,00;0,00;
0,00;0,00;175,17;0,31;0,00;0,00;
0,00;0,00;175,33;0,31;0,00;0,00;
0,00;0,00;175,49;0,31;0,00;0,00;
0,00;0,00;175,65;0,23;0,00;0,00;
0,00;0,00;175,81;0,31;0,00;0,00;
0,00;0,00;175,97;0,31;0,00;0,00;
0,00;0,00;176,13;0,31;0,00;0,00;
0,00;0,00;176,29;0,31;0,00;0,00;
0,00;0,00;176,45;0,31;0,00;0,00;
0,00;0,00;176,61;0,16;0,00;0,00;
0,00;0,00;176,77;0,31;0,00;0,00;
0,00;0,00;176,93;0,31;0,00;0,00;
0,00;0,00;177,09;0,23;0,00;0,00;
0,00;0,00;177,25;0,31;0,00;0,00;
0,00;0,00;177,41;0,31;0,00;0,00;
0,00;0,00;177,57;0,31;0,00;0,00;
0,00;0,00;177,73;0,31;0,00;0,00;
0,00;0,00;177,89;0,31;0,00;0,00;
0,00;0,00;178,05;0,31;0,00;0,00;
0,00;0,00;178,21;1,98;0,00;0,00;
0,00;0,00;178,36;2,74;0,00;0,00;
0,00;0,00;178,50;2,88;0,00;0,00;
0,00;0,00;178,49;2,43;0,00;0,00;
0,00;0,00;178,44;0,98;0,00;0,00;
0,00;0,00;177,99;-0,08;0,00;0,00;
0,00;0,00;177,24;-0,08;0,00;0,00;
0,00;0,00;176,69;0,31;0,00;0,00;
0,00;0,00;176,82;0,31;0,00;0,00;
0,00;0,00;176,98;0,23;0,00;0,00;
0,00;0,00;177,15;0,31;0,00;0,00;
0,00;0,00;177,31;0,31;0,00;0,00;
0,00;0,00;177,47;0,31;0,00;0,00;
0,00;0,00;177,63;0,31;0,00;0,00;
0,00;0,00;177,79;0,31;0,00;0,00;
0,00;0,00;177,95;0,31;0,00;0,00;
0,00;0,00;178,11;0,31;0,00;0,00;
0,00;0,00;178,27;0,31;0,00;0,00;
0,00;0,00;178,43;0,31;0,00;0,00;
0,00;0,00;178,58;3,19;0,00;0,00;
0,00;0,00;178,74;3,35;0,00;0,00;
0,00;0,00;178,91;3,35;0,00;0,00;
0,00;0,00;179,07;3,43;0,00;0,00;
0,00;0,00;179,23;3,50;0,00;0,00;
0,00;0,00;179,39;3,66;0,00;0,00;
0,00;0,00;179,55;3,80;0,00;0,00;
0,00;0,00;179,71;4,03;0,00;0,00;
0,00;0,00;179,87;4,27;0,00;0,00;
0,00;0,00;180,03;4,27;0,00;0,00;
0,00;0,00;180,19;4,56;0,00;0,00;
0,00;0,00;180,35;4,72;0,00;0,00;
0,00;0,00;180,51;4,88;0,00;0,00;
0,00;0,00;180,67;5,17;0,00;0,00;
0,00;0,00;180,83;5,33;0,00;0,00;
0,00;0,00;180,99;5,48;0,00;0,00;
0,00;0,00;181,15;5,78;0,00;0,00;
0,00;0,00;181,31;5,78;0,00;0,00;
0,00;0,00;181,47;6,09;0,00;0,00;
0,00;0,00;181,63;6,39;0,00;0,00;
0,00;0,00;181,79;6,46;0,00;0,00;
0,00;0,00;181,95;6,70;0,00;0,00;
0,00;0,00;182,11;6,70;0,00;0,00;
0,00;0,00;182,27;7,01;0,00;0,00;
0,00;0,00;182,43;7,07;0,00;0,00;
0,00;0,00;182,59;7,30;0,00;0,00;
0,00;0,00;182,75;7,54;0,00;0,00;
0,00;0,00;182,91;7,62;0,00;0,00;
0,00;0,00;183,07;7,91;0,00;0,00;
0,00;0,00;183,23;8,07;0,00;0,00;
0,00;0,00;183,39;8,22;0,00;0,00;
0,00;0,00;183,55;8,52;0,00;0,00;
0,00;0,00;183,71;8,68;0,00;0,00;
0,00;0,00;183,87;8,83;0,00;0,00;
0,00;0,00;184,03;8,89;0,00;0,00;
0,00;0,00;184,19;9,13;0,00;0,00;
0,00;0,00;184,35;9,21;0,00;0,00;
0,00;0,00;184,51;9,36;0,00;0,00;
0,00;0,00;184,67;9,44;0,00;0,00;
0,00;0,00;184,83;9,67;0,00;0,00;
0,00;0,00;184,99;9,75;0,00;0,00;
0,00;0,00;185,15;9,97;0,00;0,00;
0,00;0,00;185,31;10,05;0,00;0,00;
0,00;0,00;185,47;10,20;0,00;0,00;
0,00;0,00;185,63;10,36;0,00;0,00;
0,00;0,00;185,79;10,36;0,00;0,00;
0,00;0,00;185,95;10,36;0,00;0,00;
0,00;0,00;186,11;10,65;0,00;0,00;
0,00;0,00;186,27;10,65;0,00;0,00;
0,00;0,00;186,43;10,97;0,00;0,00;
0,00;0,00;186,59;11,03;0,00;0,00;
0,00;0,00;186,75;11,26;0,00;0,00;
0,00;0,00;186,91;11,26;0,00;0,00;
0,00;0,00;187,07;11,57;0,00;0,00;
0,00;0,00;187,23;11,57;0,00;0,00;
0,00;0,00;187,39;11,79;0,00;0,00;
0,00;0,00;187,55;11,95;0,00;0,00;
0,00;0,00;187,71;12,18;0,00;0,00;
0,00;0,00;187,87;12,18;0,00;0,00;
0,00;0,00;188,03;12,48;0,00;0,00;
0,00;0,00;188,19;12,48;0,00;0,00;
0,00;0,00;188,35;12,63;0,00;0,00;
0,00;0,00;188,51;12,79;0,00;0,00;
0,00;0,00;188,67;12,79;0,00;0,00;
0,00;0,00;188,83;13,10;0,00;0,00;
0,00;0,00;188,99;13,16;0,00;0,00;
0,00;0,00;189,15;13,32;0,00;0,00;
0,00;0,00;189,31;13,39;0,00;0,00;
0,00;0,00;189,34;11,87;0,00;0,00;
0,00;0,00;189,35;11,87;0,00;0,00;
0,00;0,00;189,30;9,05;0,00;0,00;
0,00;0,00;188,87;-0,08;0,00;0,00;
0,00;0,00;188,10;-0,16;0,00;0,00;
0,00;0,00;186,93;-0,16;0,00;0,00;
0,00;0,00;185,38;-0,16;0,00;0,00;
0,00;0,00;183,45;-0,16;0,00;0,00;
0,00;0,00;181,15;-0,31;0,00;0,00;
0,00;0,00;178,82;-0,08;0,00;0,00;
0,00;0,00;169,21;-0,08;0,00;0,00;
0,00;0,00;154,80;-0,08;0,00;0,00;
0,00;0,00;145,20;-0,08;0,00;0,00;
0,00;0,00;142,80;-0,08;0,00;0,00;
0,00;0,00;106,80;-0,08;0,00;0,00;
0,00;0,00;82,80;-0,08;0,00;0,00;
0,00;0,00;80,40;-0,08;0,00;0,00;
0,00;0,00;78,01;-0,08;0,00;0,00;
0,00;0,00;75,60;-0,16;0,00;0,00;
0,00;0,00;73,20;-0,08;0,00;0,00;
0,00;0,00;70,80;-0,08;0,00;0,00;
0,00;0,00;33,34;0,08;0,00;0,00;
0,00;0,00;31,92;0,16;0,00;0,00;
0,00;0,00;30,90;0,16;0,00;0,00;
0,00;0,00;30,24;0,16;0,00;0,00;
0,00;0,00;29,96;0,23;0,00;0,00;
0,00;0,00;29,90;0,08;0,00;0,00;
