1259;23.01.20 14:06:05;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20200122171204;
0,00;0,00;141,85;0,13;0,00;0,00;
0,00;0,00;145,05;0,24;0,00;0,00;
0,00;0,00;148,25;0,18;0,00;0,00;
0,00;0,00;151,22;0,09;0,00;0,00;
0,00;0,00;153,68;0,09;0,00;0,00;
0,00;0,00;155,71;0,09;0,00;0,00;
0,00;0,00;157,24;0,06;0,00;0,00;
0,00;0,00;158,26;0,02;0,00;0,00;
0,00;0,00;158,90;0,09;0,00;0,00;
0,00;0,00;158,94;0,02;0,00;0,00;
0,00;0,00;159,03;0,04;0,00;0,00;
0,00;0,00;159,16;0,11;0,00;0,00;
0,00;0,00;159,32;0,09;0,00;0,00;
0,00;0,00;159,48;0,09;0,00;0,00;
0,00;0,00;159,64;0,09;0,00;0,00;
0,00;0,00;159,79;0,09;0,00;0,00;
0,00;0,00;159,95;0,09;0,00;0,00;
0,00;0,00;160,11;0,09;0,00;0,00;
0,00;0,00;160,27;0,09;0,00;0,00;
0,00;0,00;160,43;0,09;0,00;0,00;
0,00;0,00;160,59;0,09;0,00;0,00;
0,00;0,00;160,75;0,13;0,00;0,00;
0,00;0,00;160,91;0,27;0,00;0,00;
0,00;0,00;161,07;0,27;0,00;0,00;
0,00;0,00;161,23;0,52;0,00;0,00;
0,00;0,00;161,39;0,86;0,00;0,00;
0,00;0,00;161,54;1,17;0,00;0,00;
0,00;0,00;161,70;1,40;0,00;0,00;
0,00;0,00;161,86;1,54;0,00;0,00;
0,00;0,00;162,02;1,60;0,00;0,00;
0,00;0,00;162,18;1,69;0,00;0,00;
0,00;0,00;162,35;1,74;0,00;0,00;
0,00;0,00;162,51;1,81;0,00;0,00;
0,00;0,00;162,67;1,89;0,00;0,00;
0,00;0,00;162,83;1,92;0,00;0,00;
0,00;0,00;162,99;2,01;0,00;0,00;
0,00;0,00;163,15;2,08;0,00;0,00;
0,00;0,00;163,31;2,14;0,00;0,00;
0,00;0,00;163,47;2,17;0,00;0,00;
0,00;0,00;163,63;2,26;0,00;0,00;
0,00;0,00;163,79;2,30;0,00;0,00;
0,00;0,00;163,95;2,37;0,00;0,00;
0,00;0,00;164,11;2,44;0,00;0,00;
0,00;0,00;164,27;2,46;0,00;0,00;
0,00;0,00;164,43;2,53;0,00;0,00;
0,00;0,00;164,59;2,55;0,00;0,00;
0,00;0,00;164,75;2,62;0,00;0,00;
0,00;0,00;164,91;2,71;0,00;0,00;
0,00;0,00;165,07;2,78;0,00;0,00;
0,00;0,00;165,23;2,80;0,00;0,00;
0,00;0,00;165,39;2,89;0,00;0,00;
0,00;0,00;165,55;2,98;0,00;0,00;
0,00;0,00;165,71;3,03;0,00;0,00;
0,00;0,00;165,87;3,07;0,00;0,00;
0,00;0,00;166,03;3,16;0,00;0,00;
0,00;0,00;166,19;3,23;0,00;0,00;
0,00;0,00;166,35;3,25;0,00;0,00;
0,00;0,00;166,51;3,34;0,00;0,00;
0,00;0,00;166,67;3,43;0,00;0,00;
0,00;0,00;166,83;3,43;0,00;0,00;
0,00;0,00;166,99;3,52;0,00;0,00;
0,00;0,00;167,15;3,61;0,00;0,00;
0,00;0,00;167,31;3,63;0,00;0,00;
0,00;0,00;167,47;3,72;0,00;0,00;
0,00;0,00;167,63;3,82;0,00;0,00;
0,00;0,00;167,79;3,89;0,00;0,00;
0,00;0,00;167,95;3,97;0,00;0,00;
0,00;0,00;168,11;3,97;0,00;0,00;
0,00;0,00;168,27;4,07;0,00;0,00;
0,00;0,00;168,43;4,16;0,00;0,00;
0,00;0,00;168,59;4,20;0,00;0,00;
0,00;0,00;168,75;4,24;0,00;0,00;
0,00;0,00;168,91;4,31;0,00;0,00;
0,00;0,00;169,07;4,34;0,00;0,00;
0,00;0,00;169,23;4,38;0,00;0,00;
0,00;0,00;169,39;4,42;0,00;0,00;
0,00;0,00;169,55;4,49;0,00;0,00;
0,00;0,00;169,70;7,02;0,00;0,00;
0,00;0,00;169,79;11,22;0,00;0,00;
0,00;0,00;169,79;11,16;0,00;0,00;
0,00;0,00;169,80;11,45;0,00;0,00;
0,00;0,00;169,81;11,70;0,00;0,00;
0,00;0,00;169,81;11,93;0,00;0,00;
0,00;0,00;169,81;12,08;0,00;0,00;
0,00;0,00;169,82;12,24;0,00;0,00;
0,00;0,00;169,82;12,38;0,00;0,00;
0,00;0,00;169,82;12,47;0,00;0,00;
0,00;0,00;169,83;12,58;0,00;0,00;
0,00;0,00;169,83;12,63;0,00;0,00;
0,00;0,00;169,83;12,65;0,00;0,00;
0,00;0,00;169,83;12,74;0,00;0,00;
0,00;0,00;169,83;12,74;0,00;0,00;
