2568;23.01.20 16:31:38;21;Avvicinamento Pressata Finale;position < min position (11);20200122171204;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;20,30;0,08;0,00;0,00;
0,00;0,00;21,11;0,04;0,00;0,00;
0,00;0,00;22,40;-0,01;0,00;0,00;
0,00;0,00;24,19;-0,01;0,00;0,00;
0,00;0,00;26,50;-0,05;0,00;0,00;
0,00;0,00;28,82;-0,01;0,00;0,00;
0,00;0,00;31,21;-0,04;0,00;0,00;
0,00;0,00;33,62;0,08;0,00;0,00;
0,00;0,00;38,42;-0,04;0,00;0,00;
0,00;0,00;48,02;-0,09;0,00;0,00;
0,00;0,00;52,82;0,04;0,00;0,00;
0,00;0,00;57,62;-0,04;0,00;0,00;
0,00;0,00;60,02;0,04;0,00;0,00;
0,00;0,00;62,42;-0,04;0,00;0,00;
0,00;0,00;64,82;-0,04;0,00;0,00;
0,00;0,00;67,22;-0,01;0,00;0,00;
0,00;0,00;69,62;-0,04;0,00;0,00;
0,00;0,00;72,02;-0,04;0,00;0,00;
0,00;0,00;74,42;-0,01;0,00;0,00;
0,00;0,00;76,82;-0,04;0,00;0,00;
0,00;0,00;79,22;-0,09;0,00;0,00;
0,00;0,00;81,62;-0,04;0,00;0,00;
0,00;0,00;84,02;-0,04;0,00;0,00;
0,00;0,00;86,42;-0,04;0,00;0,00;
0,00;0,00;88,82;-0,09;0,00;0,00;
0,00;0,00;91,22;-0,04;0,00;0,00;
0,00;0,00;93,62;0,04;0,00;0,00;
0,00;0,00;96,02;-0,04;0,00;0,00;
0,00;0,00;98,42;-0,04;0,00;0,00;
0,00;0,00;100,82;-0,01;0,00;0,00;
0,00;0,00;103,22;-0,04;0,00;0,00;
0,00;0,00;105,62;-0,09;0,00;0,00;
0,00;0,00;108,02;-0,09;0,00;0,00;
0,00;0,00;112,82;-0,09;0,00;0,00;
0,00;0,00;115,22;-0,04;0,00;0,00;
0,00;0,00;117,62;-0,04;0,00;0,00;
0,00;0,00;120,02;-0,05;0,00;0,00;
0,00;0,00;122,42;-0,04;0,00;0,00;
0,00;0,00;124,82;-0,04;0,00;0,00;
0,00;0,00;127,22;-0,09;0,00;0,00;
0,00;0,00;132,02;-0,04;0,00;0,00;
0,00;0,00;134,42;-0,01;0,00;0,00;
0,00;0,00;136,82;-0,04;0,00;0,00;
0,00;0,00;139,22;-0,01;0,00;0,00;
0,00;0,00;141,62;-0,04;0,00;0,00;
0,00;0,00;144,02;-0,04;0,00;0,00;
0,00;0,00;148,82;-0,09;0,00;0,00;
0,00;0,00;151,22;-0,04;0,00;0,00;
0,00;0,00;153,62;-0,01;0,00;0,00;
0,00;0,00;158,42;-0,04;0,00;0,00;
0,00;0,00;160,82;-0,04;0,00;0,00;
0,00;0,00;163,22;-0,04;0,00;0,00;
0,00;0,00;165,62;-0,04;0,00;0,00;
0,00;0,00;168,02;-0,09;0,00;0,00;
0,00;0,00;170,42;-0,09;0,00;0,00;
0,00;0,00;172,82;-0,09;0,00;0,00;
0,00;0,00;177,62;-0,04;0,00;0,00;
0,00;0,00;179,95;-0,18;0,00;0,00;
0,00;0,00;181,75;-0,04;0,00;0,00;
0,00;0,00;183,15;-0,09;0,00;0,00;
0,00;0,00;184,04;-0,04;0,00;0,00;
0,00;0,00;184,42;-0,04;0,00;0,00;
0,00;0,00;187,02;0,04;0,00;0,00;
0,00;0,00;191,02;0,04;0,00;0,00;
0,00;0,00;192,62;0,04;0,00;0,00;
0,00;0,00;194,38;0,04;0,00;0,00;
0,00;0,00;197,58;0,04;0,00;0,00;
0,00;0,00;197,90;0,04;0,00;0,00;
0,00;0,00;201,42;0,04;0,00;0,00;
0,00;0,00;201,74;0,04;0,00;0,00;
0,00;0,00;202,54;0,04;0,00;0,00;
0,00;0,00;202,70;0,04;0,00;0,00;
0,00;0,00;203,82;0,08;0,00;0,00;
0,00;0,00;203,98;0,12;0,00;0,00;
0,00;0,00;204,14;0,17;0,00;0,00;
0,00;0,00;204,30;0,26;0,00;0,00;
0,00;0,00;204,46;0,35;0,00;0,00;
0,00;0,00;204,62;0,35;0,00;0,00;
0,00;0,00;204,77;0,47;0,00;0,00;
0,00;0,00;204,94;0,52;0,00;0,00;
0,00;0,00;205,10;0,52;0,00;0,00;
0,00;0,00;205,26;0,52;0,00;0,00;
0,00;0,00;205,42;0,52;0,00;0,00;
0,00;0,00;205,58;0,52;0,00;0,00;
0,00;0,00;205,74;0,52;0,00;0,00;
0,00;0,00;205,90;0,47;0,00;0,00;
0,00;0,00;206,06;0,69;0,00;0,00;
0,00;0,00;206,21;1,21;0,00;0,00;
0,00;0,00;206,37;2,91;0,00;0,00;
0,00;0,00;206,52;4,73;0,00;0,00;
0,00;0,00;206,68;6,96;0,00;0,00;
0,00;0,00;206,83;7,08;0,00;0,00;
0,00;0,00;207,01;5,43;0,00;0,00;
0,00;0,00;207,18;5,57;0,00;0,00;
0,00;0,00;207,33;5,65;0,00;0,00;
0,00;0,00;207,50;5,78;0,00;0,00;
0,00;0,00;207,66;5,87;0,00;0,00;
0,00;0,00;207,82;5,91;0,00;0,00;
0,00;0,00;207,98;5,99;0,00;0,00;
0,00;0,00;208,13;6,08;0,00;0,00;
0,00;0,00;208,30;6,17;0,00;0,00;
0,00;0,00;208,46;6,30;0,00;0,00;
0,00;0,00;208,62;6,43;0,00;0,00;
0,00;0,00;208,78;6,56;0,00;0,00;
0,00;0,00;208,93;6,61;0,00;0,00;
0,00;0,00;209,10;6,69;0,00;0,00;
0,00;0,00;209,26;6,82;0,00;0,00;
0,00;0,00;209,42;6,91;0,00;0,00;
0,00;0,00;209,58;7,00;0,00;0,00;
0,00;0,00;209,73;7,09;0,00;0,00;
0,00;0,00;209,89;7,13;0,00;0,00;
0,00;0,00;210,06;7,21;0,00;0,00;
0,00;0,00;210,22;7,30;0,00;0,00;
0,00;0,00;210,38;7,35;0,00;0,00;
0,00;0,00;210,54;7,44;0,00;0,00;
0,00;0,00;210,70;7,48;0,00;0,00;
0,00;0,00;210,86;7,60;0,00;0,00;
0,00;0,00;211,02;7,69;0,00;0,00;
0,00;0,00;211,18;7,69;0,00;0,00;
0,00;0,00;211,34;7,91;0,00;0,00;
0,00;0,00;211,50;7,95;0,00;0,00;
0,00;0,00;211,66;7,86;0,00;0,00;
0,00;0,00;211,82;7,95;0,00;0,00;
0,00;0,00;211,98;8,09;0,00;0,00;
0,00;0,00;212,14;8,00;0,00;0,00;
0,00;0,00;212,30;8,09;0,00;0,00;
0,00;0,00;212,46;8,13;0,00;0,00;
0,00;0,00;212,62;8,21;0,00;0,00;
0,00;0,00;212,78;8,21;0,00;0,00;
0,00;0,00;212,94;8,30;0,00;0,00;
0,00;0,00;213,09;8,43;0,00;0,00;
0,00;0,00;213,26;8,30;0,00;0,00;
0,00;0,00;213,42;8,43;0,00;0,00;
0,00;0,00;213,58;8,39;0,00;0,00;
0,00;0,00;213,74;8,43;0,00;0,00;
0,00;0,00;213,90;8,69;0,00;0,00;
0,00;0,00;214,06;8,69;0,00;0,00;
0,00;0,00;214,22;8,73;0,00;0,00;
0,00;0,00;214,38;8,82;0,00;0,00;
0,00;0,00;214,54;8,96;0,00;0,00;
0,00;0,00;214,70;8,87;0,00;0,00;
0,00;0,00;214,85;9,04;0,00;0,00;
0,00;0,00;215,02;9,08;0,00;0,00;
0,00;0,00;215,18;8,96;0,00;0,00;
0,00;0,00;215,34;9,00;0,00;0,00;
0,00;0,00;215,50;9,13;0,00;0,00;
0,00;0,00;215,65;9,21;0,00;0,00;
0,00;0,00;215,82;9,35;0,00;0,00;
0,00;0,00;215,98;9,38;0,00;0,00;
0,00;0,00;216,14;9,35;0,00;0,00;
0,00;0,00;216,30;9,47;0,00;0,00;
0,00;0,00;216,46;9,52;0,00;0,00;
0,00;0,00;216,62;9,52;0,00;0,00;
0,00;0,00;216,78;9,56;0,00;0,00;
0,00;0,00;216,94;9,61;0,00;0,00;
0,00;0,00;217,10;9,65;0,00;0,00;
0,00;0,00;217,26;9,70;0,00;0,00;
0,00;0,00;217,42;9,74;0,00;0,00;
0,00;0,00;217,58;9,78;0,00;0,00;
0,00;0,00;217,74;9,74;0,00;0,00;
0,00;0,00;217,90;9,91;0,00;0,00;
0,00;0,00;218,06;9,91;0,00;0,00;
0,00;0,00;218,22;9,91;0,00;0,00;
0,00;0,00;218,38;10,09;0,00;0,00;
0,00;0,00;218,54;10,04;0,00;0,00;
0,00;0,00;218,70;10,00;0,00;0,00;
0,00;0,00;218,86;10,04;0,00;0,00;
0,00;0,00;219,02;10,09;0,00;0,00;
0,00;0,00;219,18;10,09;0,00;0,00;
0,00;0,00;219,34;10,18;0,00;0,00;
0,00;0,00;219,50;10,18;0,00;0,00;
0,00;0,00;219,66;10,22;0,00;0,00;
0,00;0,00;219,82;10,26;0,00;0,00;
0,00;0,00;219,98;10,26;0,00;0,00;
0,00;0,00;220,14;10,22;0,00;0,00;
0,00;0,00;220,30;10,26;0,00;0,00;
0,00;0,00;220,46;10,30;0,00;0,00;
0,00;0,00;220,62;10,26;0,00;0,00;
0,00;0,00;220,78;10,39;0,00;0,00;
0,00;0,00;220,94;10,43;0,00;0,00;
0,00;0,00;221,10;10,43;0,00;0,00;
0,00;0,00;221,26;10,60;0,00;0,00;
0,00;0,00;221,42;10,69;0,00;0,00;
0,00;0,00;221,58;10,65;0,00;0,00;
0,00;0,00;221,74;10,82;0,00;0,00;
0,00;0,00;221,90;10,95;0,00;0,00;
0,00;0,00;222,06;10,91;0,00;0,00;
0,00;0,00;222,21;11,04;0,00;0,00;
0,00;0,00;222,37;11,08;0,00;0,00;
0,00;0,00;222,54;11,08;0,00;0,00;
0,00;0,00;222,70;11,22;0,00;0,00;
0,00;0,00;222,86;11,22;0,00;0,00;
0,00;0,00;223,02;11,35;0,00;0,00;
0,00;0,00;223,17;11,65;0,00;0,00;
0,00;0,00;223,34;11,78;0,00;0,00;
0,00;0,00;223,49;11,87;0,00;0,00;
0,00;0,00;223,65;12,00;0,00;0,00;
0,00;0,00;223,82;12,26;0,00;0,00;
0,00;0,00;223,97;12,39;0,00;0,00;
0,00;0,00;224,13;12,56;0,00;0,00;
0,00;0,00;224,30;12,65;0,00;0,00;
0,00;0,00;224,46;12,60;0,00;0,00;
0,00;0,00;224,62;12,78;0,00;0,00;
0,00;0,00;224,77;13,00;0,00;0,00;
0,00;0,00;224,94;13,00;0,00;0,00;
