2568;23.01.20 16:31:38;21;Avvicinamento Pressata Finale;position < min position (11);20200122171204;
0,00;0,00;225,10;13,08;0,00;0,00;
0,00;0,00;225,26;13,08;0,00;0,00;
0,00;0,00;225,42;13,13;0,00;0,00;
0,00;0,00;225,58;13,22;0,00;0,00;
0,00;0,00;225,74;13,39;0,00;0,00;
0,00;0,00;225,90;13,35;0,00;0,00;
0,00;0,00;226,06;13,52;0,00;0,00;
0,00;0,00;226,21;13,70;0,00;0,00;
0,00;0,00;226,37;13,69;0,00;0,00;
0,00;0,00;226,53;13,91;0,00;0,00;
0,00;0,00;226,70;14,00;0,00;0,00;
0,00;0,00;226,86;14,08;0,00;0,00;
0,00;0,00;227,02;14,21;0,00;0,00;
0,00;0,00;227,18;14,39;0,00;0,00;
0,00;0,00;227,33;14,39;0,00;0,00;
0,00;0,00;227,50;14,43;0,00;0,00;
0,00;0,00;227,66;14,65;0,00;0,00;
0,00;0,00;227,81;14,60;0,00;0,00;
0,00;0,00;227,97;14,69;0,00;0,00;
0,00;0,00;228,13;14,83;0,00;0,00;
0,00;0,00;228,30;14,74;0,00;0,00;
0,00;0,00;228,46;14,92;0,00;0,00;
0,00;0,00;228,62;15,00;0,00;0,00;
0,00;0,00;228,78;15,09;0,00;0,00;
0,00;0,00;228,93;15,22;0,00;0,00;
0,00;0,00;229,10;15,34;0,00;0,00;
0,00;0,00;229,26;15,43;0,00;0,00;
0,00;0,00;229,42;15,57;0,00;0,00;
0,00;0,00;229,57;15,61;0,00;0,00;
0,00;0,00;229,73;15,65;0,00;0,00;
0,00;0,00;229,89;15,82;0,00;0,00;
0,00;0,00;230,06;15,96;0,00;0,00;
0,00;0,00;230,22;15,96;0,00;0,00;
0,00;0,00;230,38;16,04;0,00;0,00;
0,00;0,00;230,54;16,17;0,00;0,00;
0,00;0,00;230,70;16,17;0,00;0,00;
0,00;0,00;230,86;16,26;0,00;0,00;
0,00;0,00;231,02;16,26;0,00;0,00;
0,00;0,00;231,18;16,44;0,00;0,00;
0,00;0,00;231,33;16,61;0,00;0,00;
0,00;0,00;231,49;16,61;0,00;0,00;
0,00;0,00;231,66;16,74;0,00;0,00;
0,00;0,00;231,82;16,86;0,00;0,00;
0,00;0,00;231,98;16,91;0,00;0,00;
0,00;0,00;232,14;16,91;0,00;0,00;
0,00;0,00;232,30;17,04;0,00;0,00;
0,00;0,00;232,46;17,17;0,00;0,00;
0,00;0,00;232,62;17,17;0,00;0,00;
0,00;0,00;232,78;17,09;0,00;0,00;
0,00;0,00;232,94;17,26;0,00;0,00;
0,00;0,00;233,09;17,43;0,00;0,00;
0,00;0,00;233,26;17,43;0,00;0,00;
0,00;0,00;233,42;17,65;0,00;0,00;
0,00;0,00;233,58;17,69;0,00;0,00;
0,00;0,00;233,74;17,78;0,00;0,00;
0,00;0,00;233,90;17,96;0,00;0,00;
0,00;0,00;234,06;18,00;0,00;0,00;
0,00;0,00;234,22;18,00;0,00;0,00;
0,00;0,00;234,38;18,13;0,00;0,00;
0,00;0,00;234,54;18,17;0,00;0,00;
0,00;0,00;234,69;18,35;0,00;0,00;
0,00;0,00;234,85;18,39;0,00;0,00;
0,00;0,00;235,02;18,47;0,00;0,00;
0,00;0,00;235,18;18,56;0,00;0,00;
0,00;0,00;235,34;18,70;0,00;0,00;
0,00;0,00;235,50;18,91;0,00;0,00;
0,00;0,00;235,65;18,87;0,00;0,00;
0,00;0,00;235,82;19,00;0,00;0,00;
0,00;0,00;235,98;19,13;0,00;0,00;
0,00;0,00;236,14;19,00;0,00;0,00;
0,00;0,00;236,30;19,52;0,00;0,00;
0,00;0,00;236,45;19,39;0,00;0,00;
0,00;0,00;236,62;19,39;0,00;0,00;
0,00;0,00;236,78;19,74;0,00;0,00;
0,00;0,00;236,94;19,74;0,00;0,00;
0,00;0,00;237,10;19,87;0,00;0,00;
0,00;0,00;237,25;19,87;0,00;0,00;
0,00;0,00;237,34;18,91;0,00;0,00;
0,00;0,00;237,35;18,95;0,00;0,00;
0,00;0,00;237,35;18,87;0,00;0,00;
0,00;0,00;237,35;18,82;0,00;0,00;
0,00;0,00;237,35;18,79;0,00;0,00;
0,00;0,00;237,35;18,79;0,00;0,00;
0,00;0,00;237,35;18,79;0,00;0,00;
0,00;0,00;237,35;18,79;0,00;0,00;
0,00;0,00;237,35;18,79;0,00;0,00;
0,00;0,00;237,35;18,79;0,00;0,00;
0,00;0,00;237,35;18,79;0,00;0,00;
0,00;0,00;237,35;18,79;0,00;0,00;
0,00;0,00;237,34;18,79;0,00;0,00;
