2718;23.01.20 11:20:02;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20200122171204;
0,00;0,00;150,74;0,09;0,00;0,00;
0,00;0,00;150,88;0,05;0,00;0,00;
0,00;0,00;151,03;0,07;0,00;0,00;
0,00;0,00;151,19;0,07;0,00;0,00;
0,00;0,00;151,35;0,07;0,00;0,00;
0,00;0,00;151,51;0,07;0,00;0,00;
0,00;0,00;151,67;0,07;0,00;0,00;
0,00;0,00;151,83;0,07;0,00;0,00;
0,00;0,00;151,99;0,07;0,00;0,00;
0,00;0,00;152,15;0,07;0,00;0,00;
0,00;0,00;152,31;0,07;0,00;0,00;
0,00;0,00;152,47;0,05;0,00;0,00;
0,00;0,00;152,63;0,07;0,00;0,00;
0,00;0,00;152,79;0,07;0,00;0,00;
0,00;0,00;152,95;0,07;0,00;0,00;
0,00;0,00;153,11;0,07;0,00;0,00;
0,00;0,00;153,27;0,05;0,00;0,00;
0,00;0,00;153,43;0,07;0,00;0,00;
0,00;0,00;153,59;0,07;0,00;0,00;
0,00;0,00;153,75;0,07;0,00;0,00;
0,00;0,00;153,91;0,07;0,00;0,00;
0,00;0,00;154,07;0,07;0,00;0,00;
0,00;0,00;154,23;0,07;0,00;0,00;
0,00;0,00;154,39;0,07;0,00;0,00;
0,00;0,00;154,55;0,18;0,00;0,00;
0,00;0,00;154,71;0,25;0,00;0,00;
0,00;0,00;154,87;0,29;0,00;0,00;
0,00;0,00;155,03;0,45;0,00;0,00;
0,00;0,00;155,19;0,63;0,00;0,00;
0,00;0,00;155,35;0,95;0,00;0,00;
0,00;0,00;155,50;1,31;0,00;0,00;
0,00;0,00;155,66;1,54;0,00;0,00;
0,00;0,00;155,82;1,68;0,00;0,00;
0,00;0,00;155,98;1,81;0,00;0,00;
0,00;0,00;156,14;1,99;0,00;0,00;
0,00;0,00;156,31;2,06;0,00;0,00;
0,00;0,00;156,47;2,15;0,00;0,00;
0,00;0,00;156,63;2,33;0,00;0,00;
0,00;0,00;156,79;2,42;0,00;0,00;
0,00;0,00;156,95;2,31;0,00;0,00;
0,00;0,00;157,11;2,35;0,00;0,00;
0,00;0,00;157,27;2,51;0,00;0,00;
0,00;0,00;157,43;2,51;0,00;0,00;
0,00;0,00;157,59;2,62;0,00;0,00;
0,00;0,00;157,75;2,76;0,00;0,00;
0,00;0,00;157,91;2,87;0,00;0,00;
0,00;0,00;158,07;2,92;0,00;0,00;
0,00;0,00;158,23;2,96;0,00;0,00;
0,00;0,00;158,39;3,07;0,00;0,00;
0,00;0,00;158,55;3,14;0,00;0,00;
0,00;0,00;158,71;3,24;0,00;0,00;
0,00;0,00;158,87;3,35;0,00;0,00;
0,00;0,00;159,03;3,42;0,00;0,00;
0,00;0,00;159,19;3,53;0,00;0,00;
0,00;0,00;159,35;3,62;0,00;0,00;
0,00;0,00;159,51;3,69;0,00;0,00;
0,00;0,00;159,67;3,80;0,00;0,00;
0,00;0,00;159,83;3,91;0,00;0,00;
0,00;0,00;159,99;3,98;0,00;0,00;
0,00;0,00;160,15;4,09;0,00;0,00;
0,00;0,00;160,31;4,14;0,00;0,00;
0,00;0,00;160,47;4,25;0,00;0,00;
0,00;0,00;160,63;4,32;0,00;0,00;
0,00;0,00;160,79;4,43;0,00;0,00;
0,00;0,00;160,95;4,55;0,00;0,00;
0,00;0,00;161,11;4,66;0,00;0,00;
0,00;0,00;161,27;4,77;0,00;0,00;
0,00;0,00;161,43;4,84;0,00;0,00;
0,00;0,00;161,59;4,95;0,00;0,00;
0,00;0,00;161,75;5,04;0,00;0,00;
0,00;0,00;161,91;5,11;0,00;0,00;
0,00;0,00;162,07;5,22;0,00;0,00;
0,00;0,00;162,23;5,34;0,00;0,00;
0,00;0,00;162,39;5,43;0,00;0,00;
0,00;0,00;162,55;5,50;0,00;0,00;
0,00;0,00;162,71;5,58;0,00;0,00;
0,00;0,00;162,87;5,68;0,00;0,00;
0,00;0,00;163,03;5,76;0,00;0,00;
0,00;0,00;163,19;5,88;0,00;0,00;
0,00;0,00;163,35;5,97;0,00;0,00;
0,00;0,00;163,51;6,06;0,00;0,00;
0,00;0,00;163,67;6,19;0,00;0,00;
0,00;0,00;163,83;6,31;0,00;0,00;
0,00;0,00;163,99;6,40;0,00;0,00;
0,00;0,00;164,15;6,51;0,00;0,00;
0,00;0,00;164,31;6,60;0,00;0,00;
0,00;0,00;164,45;10,92;0,00;0,00;
0,00;0,00;164,46;11,71;0,00;0,00;
0,00;0,00;164,47;12,21;0,00;0,00;
0,00;0,00;164,47;12,30;0,00;0,00;
0,00;0,00;164,48;12,50;0,00;0,00;
0,00;0,00;164,48;12,64;0,00;0,00;
0,00;0,00;164,48;12,73;0,00;0,00;
0,00;0,00;164,48;12,80;0,00;0,00;
0,00;0,00;164,49;12,91;0,00;0,00;
0,00;0,00;164,49;13,00;0,00;0,00;
0,00;0,00;164,49;13,05;0,00;0,00;
0,00;0,00;164,49;13,09;0,00;0,00;
0,00;0,00;164,49;13,16;0,00;0,00;
0,00;0,00;164,49;13,21;0,00;0,00;
