2717;23.01.20 11:19:41;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20200122171204;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,00;-0,02;0,00;0,00;
0,00;0,00;0,06;0,20;0,00;0,00;
0,00;0,00;0,60;0,11;0,00;0,00;
0,00;0,00;1,63;0,13;0,00;0,00;
0,00;0,00;3,15;0,16;0,00;0,00;
0,00;0,00;5,20;0,13;0,00;0,00;
0,00;0,00;7,77;0,16;0,00;0,00;
0,00;0,00;10,80;0,16;0,00;0,00;
0,00;0,00;13,93;0,12;0,00;0,00;
0,00;0,00;17,11;0,18;0,00;0,00;
0,00;0,00;20,34;0,09;0,00;0,00;
0,00;0,00;23,53;0,13;0,00;0,00;
0,00;0,00;26,74;0,09;0,00;0,00;
0,00;0,00;29,94;0,09;0,00;0,00;
0,00;0,00;33,14;0,12;0,00;0,00;
0,00;0,00;36,34;0,12;0,00;0,00;
0,00;0,00;39,53;0,09;0,00;0,00;
0,00;0,00;42,74;0,12;0,00;0,00;
0,00;0,00;45,94;0,09;0,00;0,00;
0,00;0,00;49,14;0,12;0,00;0,00;
0,00;0,00;52,34;0,11;0,00;0,00;
0,00;0,00;55,54;0,09;0,00;0,00;
0,00;0,00;58,73;0,13;0,00;0,00;
0,00;0,00;61,94;0,09;0,00;0,00;
0,00;0,00;65,14;0,09;0,00;0,00;
0,00;0,00;68,34;0,11;0,00;0,00;
0,00;0,00;71,53;0,09;0,00;0,00;
0,00;0,00;74,74;0,13;0,00;0,00;
0,00;0,00;77,94;0,07;0,00;0,00;
0,00;0,00;81,14;0,11;0,00;0,00;
0,00;0,00;84,34;0,09;0,00;0,00;
0,00;0,00;87,53;0,09;0,00;0,00;
0,00;0,00;90,74;0,12;0,00;0,00;
0,00;0,00;93,94;0,07;0,00;0,00;
0,00;0,00;97,14;0,12;0,00;0,00;
0,00;0,00;100,33;0,09;0,00;0,00;
0,00;0,00;103,53;0,11;0,00;0,00;
0,00;0,00;106,74;0,13;0,00;0,00;
0,00;0,00;109,94;0,09;0,00;0,00;
0,00;0,00;113,14;0,13;0,00;0,00;
0,00;0,00;116,34;0,09;0,00;0,00;
0,00;0,00;119,53;0,13;0,00;0,00;
0,00;0,00;122,73;0,18;0,00;0,00;
0,00;0,00;125,94;0,12;0,00;0,00;
0,00;0,00;129,14;0,12;0,00;0,00;
0,00;0,00;132,34;0,11;0,00;0,00;
0,00;0,00;135,53;0,11;0,00;0,00;
0,00;0,00;138,74;0,13;0,00;0,00;
0,00;0,00;141,87;0,02;0,00;0,00;
0,00;0,00;144,50;0,05;0,00;0,00;
0,00;0,00;146,72;0,05;0,00;0,00;
0,00;0,00;148,45;0,05;0,00;0,00;
0,00;0,00;149,68;-0,05;0,00;0,00;
0,00;0,00;150,40;-0,05;0,00;0,00;
0,00;0,00;150,65;-0,05;0,00;0,00;
0,00;0,00;150,72;-0,02;0,00;0,00;
0,00;0,00;150,74;0,05;0,00;0,00;
0,00;0,00;150,88;0,02;0,00;0,00;
0,00;0,00;151,03;0,05;0,00;0,00;
0,00;0,00;151,19;0,05;0,00;0,00;
0,00;0,00;151,35;0,02;0,00;0,00;
0,00;0,00;151,51;0,05;0,00;0,00;
0,00;0,00;151,67;0,05;0,00;0,00;
0,00;0,00;151,83;0,05;0,00;0,00;
0,00;0,00;151,99;0,05;0,00;0,00;
0,00;0,00;152,15;0,05;0,00;0,00;
0,00;0,00;152,31;0,05;0,00;0,00;
0,00;0,00;152,47;0,05;0,00;0,00;
0,00;0,00;152,63;0,05;0,00;0,00;
0,00;0,00;152,79;0,05;0,00;0,00;
0,00;0,00;152,95;0,05;0,00;0,00;
0,00;0,00;153,11;0,05;0,00;0,00;
0,00;0,00;153,27;0,02;0,00;0,00;
0,00;0,00;153,43;0,05;0,00;0,00;
0,00;0,00;153,59;0,05;0,00;0,00;
0,00;0,00;153,75;0,05;0,00;0,00;
0,00;0,00;153,91;0,05;0,00;0,00;
0,00;0,00;154,07;0,05;0,00;0,00;
0,00;0,00;154,23;0,05;0,00;0,00;
0,00;0,00;154,39;0,05;0,00;0,00;
0,00;0,00;154,55;0,07;0,00;0,00;
0,00;0,00;154,71;0,20;0,00;0,00;
0,00;0,00;154,87;0,23;0,00;0,00;
0,00;0,00;155,03;0,34;0,00;0,00;
0,00;0,00;155,19;0,61;0,00;0,00;
0,00;0,00;155,35;0,90;0,00;0,00;
0,00;0,00;155,50;1,18;0,00;0,00;
0,00;0,00;155,66;1,42;0,00;0,00;
0,00;0,00;155,82;1,63;0,00;0,00;
0,00;0,00;155,98;1,76;0,00;0,00;
0,00;0,00;156,14;1,87;0,00;0,00;
0,00;0,00;156,31;2,01;0,00;0,00;
0,00;0,00;156,47;2,13;0,00;0,00;
0,00;0,00;156,63;2,28;0,00;0,00;
0,00;0,00;156,79;2,40;0,00;0,00;
0,00;0,00;156,95;2,51;0,00;0,00;
0,00;0,00;157,11;2,67;0,00;0,00;
0,00;0,00;157,27;2,80;0,00;0,00;
