1279;23.01.20 15:48:18;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;-0,10;0,02;0,00;0,00;
0,00;0,00;0,16;0,25;0,00;0,00;
0,00;0,00;0,94;0,16;0,00;0,00;
0,00;0,00;2,21;0,09;0,00;0,00;
0,00;0,00;4,00;0,18;0,00;0,00;
0,00;0,00;6,31;0,27;0,00;0,00;
0,00;0,00;9,11;0,20;0,00;0,00;
0,00;0,00;15,40;0,14;0,00;0,00;
0,00;0,00;18,57;0,27;0,00;0,00;
0,00;0,00;21,93;0,16;0,00;0,00;
0,00;0,00;25,01;0,13;0,00;0,00;
0,00;0,00;28,17;0,39;0,00;0,00;
0,00;0,00;31,48;0,14;0,00;0,00;
0,00;0,00;34,58;0,14;0,00;0,00;
0,00;0,00;37,82;-0,16;0,00;0,00;
0,00;0,00;41,05;0,11;0,00;0,00;
0,00;0,00;44,18;0,23;0,00;0,00;
0,00;0,00;47,45;0,16;0,00;0,00;
0,00;0,00;50,60;0,23;0,00;0,00;
0,00;0,00;53,83;0,11;0,00;0,00;
0,00;0,00;57,02;0,18;0,00;0,00;
0,00;0,00;60,23;0,11;0,00;0,00;
0,00;0,00;63,43;0,07;0,00;0,00;
0,00;0,00;66,63;0,14;0,00;0,00;
0,00;0,00;69,83;0,11;0,00;0,00;
0,00;0,00;73,03;0,18;0,00;0,00;
0,00;0,00;76,23;0,18;0,00;0,00;
0,00;0,00;79,43;0,09;0,00;0,00;
0,00;0,00;82,63;0,18;0,00;0,00;
0,00;0,00;85,83;0,07;0,00;0,00;
0,00;0,00;89,03;0,18;0,00;0,00;
0,00;0,00;92,23;0,14;0,00;0,00;
0,00;0,00;95,43;0,09;0,00;0,00;
0,00;0,00;98,63;0,16;0,00;0,00;
0,00;0,00;101,83;0,05;0,00;0,00;
0,00;0,00;105,03;0,18;0,00;0,00;
0,00;0,00;108,23;0,14;0,00;0,00;
0,00;0,00;111,43;0,09;0,00;0,00;
0,00;0,00;114,63;0,16;0,00;0,00;
0,00;0,00;117,83;0,05;0,00;0,00;
0,00;0,00;121,03;0,18;0,00;0,00;
0,00;0,00;124,23;0,16;0,00;0,00;
0,00;0,00;127,43;0,11;0,00;0,00;
0,00;0,00;130,63;0,18;0,00;0,00;
0,00;0,00;133,83;0,09;0,00;0,00;
0,00;0,00;137,03;0,18;0,00;0,00;
0,00;0,00;140,23;0,18;0,00;0,00;
0,00;0,00;143,43;0,11;0,00;0,00;
0,00;0,00;146,63;0,16;0,00;0,00;
0,00;0,00;149,83;0,09;0,00;0,00;
0,00;0,00;153,03;0,29;0,00;0,00;
0,00;0,00;155,85;0,07;0,00;0,00;
0,00;0,00;158,23;0,02;0,00;0,00;
0,00;0,00;160,13;0,02;0,00;0,00;
0,00;0,00;161,53;0,02;0,00;0,00;
0,00;0,00;162,42;0,05;0,00;0,00;
0,00;0,00;162,90;0,07;0,00;0,00;
0,00;0,00;162,93;0,05;0,00;0,00;
0,00;0,00;162,94;0,09;0,00;0,00;
0,00;0,00;163,08;0,05;0,00;0,00;
0,00;0,00;163,23;0,07;0,00;0,00;
0,00;0,00;163,39;0,07;0,00;0,00;
0,00;0,00;163,55;0,09;0,00;0,00;
0,00;0,00;163,71;0,07;0,00;0,00;
0,00;0,00;163,87;0,05;0,00;0,00;
0,00;0,00;164,03;0,05;0,00;0,00;
0,00;0,00;164,19;0,07;0,00;0,00;
0,00;0,00;164,35;0,05;0,00;0,00;
0,00;0,00;164,51;0,05;0,00;0,00;
0,00;0,00;164,67;0,09;0,00;0,00;
0,00;0,00;164,83;0,05;0,00;0,00;
0,00;0,00;164,99;0,11;0,00;0,00;
0,00;0,00;165,15;0,07;0,00;0,00;
0,00;0,00;165,31;0,05;0,00;0,00;
0,00;0,00;165,47;0,05;0,00;0,00;
0,00;0,00;165,63;0,05;0,00;0,00;
0,00;0,00;165,79;0,09;0,00;0,00;
0,00;0,00;165,95;0,05;0,00;0,00;
0,00;0,00;166,11;0,09;0,00;0,00;
0,00;0,00;166,27;0,05;0,00;0,00;
0,00;0,00;166,43;0,05;0,00;0,00;
0,00;0,00;166,59;0,05;0,00;0,00;
0,00;0,00;166,75;0,23;0,00;0,00;
0,00;0,00;166,91;0,23;0,00;0,00;
0,00;0,00;167,07;2,53;0,00;0,00;
0,00;0,00;167,20;3,19;0,00;0,00;
0,00;0,00;167,29;3,01;0,00;0,00;
0,00;0,00;167,29;2,94;0,00;0,00;
0,00;0,00;167,29;2,87;0,00;0,00;
0,00;0,00;167,24;1,54;0,00;0,00;
0,00;0,00;166,72;-0,24;0,00;0,00;
0,00;0,00;165,71;-0,13;0,00;0,00;
0,00;0,00;164,17;-0,09;0,00;0,00;
0,00;0,00;162,12;-0,24;0,00;0,00;
0,00;0,00;159,56;-0,24;0,00;0,00;
0,00;0,00;156,53;0,02;0,00;0,00;
0,00;0,00;153,37;-0,11;0,00;0,00;
0,00;0,00;150,21;-0,24;0,00;0,00;
0,00;0,00;146,94;-0,11;0,00;0,00;
0,00;0,00;143,78;-0,20;0,00;0,00;
0,00;0,00;140,55;-0,07;0,00;0,00;
0,00;0,00;137,36;-0,13;0,00;0,00;
0,00;0,00;134,16;-0,09;0,00;0,00;
0,00;0,00;130,96;-0,06;0,00;0,00;
0,00;0,00;127,75;-0,18;0,00;0,00;
0,00;0,00;124,55;-0,02;0,00;0,00;
0,00;0,00;121,35;-0,13;0,00;0,00;
0,00;0,00;118,15;-0,09;0,00;0,00;
0,00;0,00;114,95;-0,09;0,00;0,00;
0,00;0,00;111,76;-0,16;0,00;0,00;
0,00;0,00;108,55;-0,07;0,00;0,00;
0,00;0,00;105,35;-0,09;0,00;0,00;
0,00;0,00;102,15;-0,11;0,00;0,00;
0,00;0,00;98,95;-0,09;0,00;0,00;
0,00;0,00;95,75;-0,16;0,00;0,00;
0,00;0,00;92,55;-0,02;0,00;0,00;
0,00;0,00;89,35;-0,13;0,00;0,00;
0,00;0,00;86,15;-0,11;0,00;0,00;
0,00;0,00;82,95;-0,09;0,00;0,00;
0,00;0,00;79,75;-0,18;0,00;0,00;
0,00;0,00;76,55;-0,02;0,00;0,00;
0,00;0,00;73,35;-0,11;0,00;0,00;
0,00;0,00;70,15;-0,09;0,00;0,00;
0,00;0,00;66,95;-0,09;0,00;0,00;
0,00;0,00;63,75;-0,18;0,00;0,00;
0,00;0,00;60,55;-0,05;0,00;0,00;
0,00;0,00;57,35;-0,13;0,00;0,00;
0,00;0,00;54,15;-0,11;0,00;0,00;
0,00;0,00;50,95;-0,09;0,00;0,00;
0,00;0,00;47,75;-0,18;0,00;0,00;
0,00;0,00;44,55;-0,05;0,00;0,00;
0,00;0,00;41,35;-0,09;0,00;0,00;
0,00;0,00;38,15;-0,09;0,00;0,00;
0,00;0,00;34,95;-0,09;0,00;0,00;
0,00;0,00;31,75;-0,16;0,00;0,00;
0,00;0,00;28,55;-0,07;0,00;0,00;
0,00;0,00;25,35;-0,11;0,00;0,00;
0,00;0,00;22,15;-0,09;0,00;0,00;
0,00;0,00;18,95;-0,09;0,00;0,00;
0,00;0,00;15,75;-0,16;0,00;0,00;
0,00;0,00;12,55;-0,05;0,00;0,00;
0,00;0,00;9,36;-0,18;0,00;0,00;
0,00;0,00;6,61;-0,05;0,00;0,00;
0,00;0,00;4,29;-0,02;0,00;0,00;
0,00;0,00;2,45;0,02;0,00;0,00;
0,00;0,00;0,29;0,02;0,00;0,00;
0,00;0,00;-0,04;0,05;0,00;0,00;
0,00;0,00;-0,11;-0,04;0,00;0,00;
0,00;0,00;-0,13;-0,04;0,00;0,00;
