1264;23.01.20 14:31:38;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20200122171204;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;-0,10;0,02;0,00;0,00;
0,00;0,00;-0,04;0,20;0,00;0,00;
0,00;0,00;0,49;0,16;0,00;0,00;
0,00;0,00;1,51;0,20;0,00;0,00;
0,00;0,00;3,04;0,29;0,00;0,00;
0,00;0,00;5,08;0,18;0,00;0,00;
0,00;0,00;7,65;0,17;0,00;0,00;
0,00;0,00;10,67;0,27;0,00;0,00;
0,00;0,00;13,83;0,16;0,00;0,00;
0,00;0,00;17,01;0,29;0,00;0,00;
0,00;0,00;20,26;0,18;0,00;0,00;
0,00;0,00;23,44;0,13;0,00;0,00;
0,00;0,00;26,65;0,20;0,00;0,00;
0,00;0,00;29,85;0,11;0,00;0,00;
0,00;0,00;33,05;0,22;0,00;0,00;
0,00;0,00;36,25;0,16;0,00;0,00;
0,00;0,00;39,45;0,16;0,00;0,00;
0,00;0,00;42,65;0,18;0,00;0,00;
0,00;0,00;45,85;0,13;0,00;0,00;
0,00;0,00;49,05;0,22;0,00;0,00;
0,00;0,00;52,25;0,18;0,00;0,00;
0,00;0,00;55,45;0,16;0,00;0,00;
0,00;0,00;58,65;0,20;0,00;0,00;
0,00;0,00;61,85;0,11;0,00;0,00;
0,00;0,00;65,05;0,20;0,00;0,00;
0,00;0,00;68,25;0,16;0,00;0,00;
0,00;0,00;71,45;0,16;0,00;0,00;
0,00;0,00;74,65;0,18;0,00;0,00;
0,00;0,00;77,85;0,13;0,00;0,00;
0,00;0,00;81,05;0,20;0,00;0,00;
0,00;0,00;84,25;0,16;0,00;0,00;
0,00;0,00;87,45;0,13;0,00;0,00;
0,00;0,00;90,65;0,20;0,00;0,00;
0,00;0,00;93,85;0,13;0,00;0,00;
0,00;0,00;97,05;0,18;0,00;0,00;
0,00;0,00;100,25;0,18;0,00;0,00;
0,00;0,00;103,45;0,16;0,00;0,00;
0,00;0,00;106,65;0,20;0,00;0,00;
0,00;0,00;109,85;0,11;0,00;0,00;
0,00;0,00;113,05;0,22;0,00;0,00;
0,00;0,00;116,25;0,18;0,00;0,00;
0,00;0,00;119,45;0,13;0,00;0,00;
0,00;0,00;122,65;0,20;0,00;0,00;
0,00;0,00;125,85;0,11;0,00;0,00;
0,00;0,00;129,05;0,20;0,00;0,00;
0,00;0,00;132,25;0,17;0,00;0,00;
0,00;0,00;135,45;0,13;0,00;0,00;
0,00;0,00;138,65;0,20;0,00;0,00;
0,00;0,00;141,85;0,13;0,00;0,00;
0,00;0,00;145,05;0,18;0,00;0,00;
0,00;0,00;148,25;0,18;0,00;0,00;
0,00;0,00;151,22;0,04;0,00;0,00;
0,00;0,00;153,68;0,06;0,00;0,00;
0,00;0,00;155,71;0,09;0,00;0,00;
0,00;0,00;157,24;1,37;0,00;0,00;
0,00;0,00;158,24;1,76;0,00;0,00;
0,00;0,00;158,75;2,10;0,00;0,00;
0,00;0,00;158,87;2,25;0,00;0,00;
0,00;0,00;158,92;2,17;0,00;0,00;
0,00;0,00;158,93;1,99;0,00;0,00;
0,00;0,00;158,93;1,94;0,00;0,00;
0,00;0,00;158,92;1,89;0,00;0,00;
0,00;0,00;158,92;1,81;0,00;0,00;
0,00;0,00;158,92;1,74;0,00;0,00;
0,00;0,00;158,92;1,62;0,00;0,00;
0,00;0,00;158,91;1,54;0,00;0,00;
0,00;0,00;158,91;1,44;0,00;0,00;
0,00;0,00;158,91;1,35;0,00;0,00;
