26736;02.03.21 09:47:16;21;Avvicinamento Pressata Fuori Ingombro;force < min. force (9);20210226162436P0038;
0,00;0,00;191,75;0,08;0,00;0,00;
0,00;0,00;193,89;-0,08;0,00;0,00;
0,00;0,00;195,70;-0,08;0,00;0,00;
0,00;0,00;197,17;-0,16;0,00;0,00;
0,00;0,00;198,25;-0,30;0,00;0,00;
0,00;0,00;198,95;-0,14;0,00;0,00;
0,00;0,00;199,27;-0,14;0,00;0,00;
0,00;0,00;199,34;-0,22;0,00;0,00;
0,00;0,00;199,38;-0,14;0,00;0,00;
0,00;0,00;199,37;-0,14;0,00;0,00;
0,00;0,00;199,54;-0,22;0,00;0,00;
0,00;0,00;199,67;-0,14;0,00;0,00;
0,00;0,00;199,84;-0,14;0,00;0,00;
0,00;0,00;200,00;-0,14;0,00;0,00;
0,00;0,00;200,16;-0,14;0,00;0,00;
0,00;0,00;200,32;-0,14;0,00;0,00;
0,00;0,00;200,48;-0,14;0,00;0,00;
0,00;0,00;200,64;-0,14;0,00;0,00;
0,00;0,00;200,80;-0,14;0,00;0,00;
0,00;0,00;200,96;-0,14;0,00;0,00;
0,00;0,00;201,12;-0,14;0,00;0,00;
0,00;0,00;201,28;-0,14;0,00;0,00;
0,00;0,00;201,44;-0,14;0,00;0,00;
0,00;0,00;201,60;-0,14;0,00;0,00;
0,00;0,00;201,76;-0,14;0,00;0,00;
0,00;0,00;201,92;-0,14;0,00;0,00;
0,00;0,00;202,08;-0,14;0,00;0,00;
0,00;0,00;202,24;-0,14;0,00;0,00;
0,00;0,00;202,40;-0,14;0,00;0,00;
0,00;0,00;202,56;-0,14;0,00;0,00;
0,00;0,00;202,72;-0,14;0,00;0,00;
0,00;0,00;202,88;-0,14;0,00;0,00;
0,00;0,00;203,04;-0,14;0,00;0,00;
0,00;0,00;203,20;-0,14;0,00;0,00;
0,00;0,00;203,36;-0,14;0,00;0,00;
0,00;0,00;203,52;-0,14;0,00;0,00;
0,00;0,00;203,68;-0,14;0,00;0,00;
0,00;0,00;203,84;-0,14;0,00;0,00;
0,00;0,00;204,00;-0,14;0,00;0,00;
0,00;0,00;204,16;-0,14;0,00;0,00;
0,00;0,00;204,32;-0,14;0,00;0,00;
0,00;0,00;204,48;-0,14;0,00;0,00;
0,00;0,00;204,64;-0,14;0,00;0,00;
0,00;0,00;204,80;-0,14;0,00;0,00;
0,00;0,00;204,96;-0,14;0,00;0,00;
0,00;0,00;205,12;-0,14;0,00;0,00;
0,00;0,00;205,28;-0,14;0,00;0,00;
0,00;0,00;205,44;-0,14;0,00;0,00;
0,00;0,00;205,60;-0,14;0,00;0,00;
0,00;0,00;205,76;-0,14;0,00;0,00;
0,00;0,00;205,92;-0,14;0,00;0,00;
0,00;0,00;206,08;-0,14;0,00;0,00;
0,00;0,00;206,24;-0,08;0,00;0,00;
0,00;0,00;206,40;-0,08;0,00;0,00;
0,00;0,00;206,56;-0,08;0,00;0,00;
0,00;0,00;206,88;0,08;0,00;0,00;
0,00;0,00;207,04;0,08;0,00;0,00;
0,00;0,00;207,19;0,08;0,00;0,00;
0,00;0,00;207,19;-0,14;0,00;0,00;
0,00;0,00;207,20;0,16;0,00;0,00;
0,00;0,00;207,20;0,08;0,00;0,00;
0,00;0,00;207,20;0,16;0,00;0,00;
