39424;11.05.21 13:14:29;21;Avvicinamento Pressata Fuori Ingombro;force > max. force (8);20210511090236P0031;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;73,84;0,37;0,00;0,00;
0,00;0,00;74,45;0,16;0,00;0,00;
0,00;0,00;75,40;0,23;0,00;0,00;
0,00;0,00;76,75;0,08;0,00;0,00;
0,00;0,00;78,49;0,22;0,00;0,00;
0,00;0,00;80,61;0,08;0,00;0,00;
0,00;0,00;82,97;0,08;0,00;0,00;
0,00;0,00;85,33;0,23;0,00;0,00;
0,00;0,00;87,74;0,08;0,00;0,00;
0,00;0,00;90,15;0,08;0,00;0,00;
0,00;0,00;94,94;0,08;0,00;0,00;
0,00;0,00;97,35;0,23;0,00;0,00;
0,00;0,00;99,74;0,16;0,00;0,00;
0,00;0,00;102,15;0,08;0,00;0,00;
0,00;0,00;104,55;0,08;0,00;0,00;
0,00;0,00;106,95;0,08;0,00;0,00;
0,00;0,00;109,35;0,08;0,00;0,00;
0,00;0,00;111,75;0,16;0,00;0,00;
0,00;0,00;116,54;0,08;0,00;0,00;
0,00;0,00;121,35;0,08;0,00;0,00;
0,00;0,00;123,75;0,08;0,00;0,00;
0,00;0,00;133,35;0,23;0,00;0,00;
0,00;0,00;135,74;0,08;0,00;0,00;
0,00;0,00;142,95;0,16;0,00;0,00;
0,00;0,00;145,35;0,23;0,00;0,00;
0,00;0,00;147,75;0,16;0,00;0,00;
0,00;0,00;150,15;0,16;0,00;0,00;
0,00;0,00;152,54;0,23;0,00;0,00;
0,00;0,00;154,95;0,31;0,00;0,00;
0,00;0,00;157,35;0,31;0,00;0,00;
0,00;0,00;159,74;0,23;0,00;0,00;
0,00;0,00;162,15;0,16;0,00;0,00;
0,00;0,00;164,55;0,08;0,00;0,00;
0,00;0,00;166,95;0,31;0,00;0,00;
0,00;0,00;169,35;0,16;0,00;0,00;
0,00;0,00;171,74;0,16;0,00;0,00;
0,00;0,00;176,54;0,16;0,00;0,00;
0,00;0,00;178,95;0,45;0,00;0,00;
0,00;0,00;181,35;0,61;0,00;0,00;
0,00;0,00;183,74;0,69;0,00;0,00;
0,00;0,00;185,84;0,69;0,00;0,00;
0,00;0,00;187,61;0,76;0,00;0,00;
0,00;0,00;189,04;0,76;0,00;0,00;
0,00;0,00;190,08;0,98;0,00;0,00;
0,00;0,00;190,74;0,92;0,00;0,00;
0,00;0,00;191,03;0,92;0,00;0,00;
0,00;0,00;191,10;1,14;0,00;0,00;
0,00;0,00;191,12;1,06;0,00;0,00;
0,00;0,00;191,12;0,83;0,00;0,00;
0,00;0,00;191,29;1,21;0,00;0,00;
0,00;0,00;191,42;1,21;0,00;0,00;
0,00;0,00;191,59;1,21;0,00;0,00;
0,00;0,00;191,75;1,21;0,00;0,00;
0,00;0,00;191,91;1,45;0,00;0,00;
0,00;0,00;192,07;1,29;0,00;0,00;
0,00;0,00;192,23;1,45;0,00;0,00;
0,00;0,00;192,39;1,37;0,00;0,00;
0,00;0,00;192,55;1,45;0,00;0,00;
0,00;0,00;192,71;1,37;0,00;0,00;
0,00;0,00;192,87;1,45;0,00;0,00;
0,00;0,00;193,03;2,06;0,00;0,00;
0,00;0,00;193,18;10,34;0,00;0,00;
0,00;0,00;193,23;15,61;0,00;0,00;
0,00;0,00;193,25;16,29;0,00;0,00;
0,00;0,00;193,27;17,66;0,00;0,00;
0,00;0,00;193,27;17,66;0,00;0,00;
0,00;0,00;193,27;17,96;0,00;0,00;
0,00;0,00;193,27;18,11;0,00;0,00;
0,00;0,00;193,28;18,27;0,00;0,00;
0,00;0,00;193,28;18,27;0,00;0,00;
0,00;0,00;193,28;18,35;0,00;0,00;
0,00;0,00;193,28;18,35;0,00;0,00;
0,00;0,00;193,28;18,43;0,00;0,00;
0,00;0,00;193,28;18,50;0,00;0,00;
0,00;0,00;193,28;18,58;0,00;0,00;
0,00;0,00;193,28;18,43;0,00;0,00;
