71050;20.08.21 08:12:44;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force < min. force (9);20210818102406P0004;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,06;0,13;0,00;0,00;
0,00;0,00;0,61;0,06;0,00;0,00;
0,00;0,00;1,64;0,02;0,00;0,00;
0,00;0,00;3,17;0,04;0,00;0,00;
0,00;0,00;5,22;0,04;0,00;0,00;
0,00;0,00;7,78;0,06;0,00;0,00;
0,00;0,00;10,84;-0,05;0,00;0,00;
0,00;0,00;17,13;0,04;0,00;0,00;
0,00;0,00;20,35;-0,03;0,00;0,00;
0,00;0,00;23,55;-0,00;0,00;0,00;
0,00;0,00;26,75;-0,03;0,00;0,00;
0,00;0,00;33,15;-0,00;0,00;0,00;
0,00;0,00;36,35;-0,05;0,00;0,00;
0,00;0,00;42,75;-0,00;0,00;0,00;
0,00;0,00;45,95;-0,02;0,00;0,00;
0,00;0,00;49,15;-0,00;0,00;0,00;
0,00;0,00;52,35;-0,03;0,00;0,00;
0,00;0,00;58,75;-0,00;0,00;0,00;
0,00;0,00;61,95;-0,05;0,00;0,00;
0,00;0,00;65,15;-0,02;0,00;0,00;
0,00;0,00;68,35;-0,03;0,00;0,00;
0,00;0,00;71,55;-0,00;0,00;0,00;
0,00;0,00;74,75;-0,00;0,00;0,00;
0,00;0,00;77,95;-0,05;0,00;0,00;
0,00;0,00;81,15;-0,02;0,00;0,00;
0,00;0,00;84,35;-0,03;0,00;0,00;
0,00;0,00;87,55;-0,05;0,00;0,00;
0,00;0,00;90,75;-0,00;0,00;0,00;
0,00;0,00;93,95;-0,05;0,00;0,00;
0,00;0,00;97,15;-0,02;0,00;0,00;
0,00;0,00;100,35;-0,02;0,00;0,00;
0,00;0,00;103,55;-0,00;0,00;0,00;
0,00;0,00;106,75;0,02;0,00;0,00;
0,00;0,00;109,95;-0,02;0,00;0,00;
0,00;0,00;113,15;-0,03;0,00;0,00;
0,00;0,00;119,55;0,02;0,00;0,00;
0,00;0,00;122,75;0,02;0,00;0,00;
0,00;0,00;129,15;-0,00;0,00;0,00;
0,00;0,00;132,35;-0,00;0,00;0,00;
0,00;0,00;138,75;-0,00;0,00;0,00;
0,00;0,00;141,95;-0,03;0,00;0,00;
0,00;0,00;145,15;-0,00;0,00;0,00;
0,00;0,00;148,35;-0,00;0,00;0,00;
0,00;0,00;151,55;-0,00;0,00;0,00;
0,00;0,00;154,75;-0,00;0,00;0,00;
0,00;0,00;157,95;-0,02;0,00;0,00;
0,00;0,00;161,15;-0,03;0,00;0,00;
0,00;0,00;164,35;-0,03;0,00;0,00;
0,00;0,00;167,55;-0,02;0,00;0,00;
0,00;0,00;170,75;0,02;0,00;0,00;
0,00;0,00;173,71;-0,09;0,00;0,00;
0,00;0,00;176,17;-0,12;0,00;0,00;
0,00;0,00;178,16;-0,14;0,00;0,00;
0,00;0,00;179,65;-0,12;0,00;0,00;
0,00;0,00;180,62;-0,12;0,00;0,00;
0,00;0,00;181,08;-0,12;0,00;0,00;
0,00;0,00;181,19;-0,09;0,00;0,00;
0,00;0,00;181,21;-0,09;0,00;0,00;
0,00;0,00;181,27;-0,00;0,00;0,00;
0,00;0,00;181,41;-0,09;0,00;0,00;
0,00;0,00;181,56;-0,09;0,00;0,00;
0,00;0,00;181,73;-0,09;0,00;0,00;
0,00;0,00;181,89;-0,09;0,00;0,00;
0,00;0,00;182,05;-0,09;0,00;0,00;
0,00;0,00;182,21;-0,09;0,00;0,00;
0,00;0,00;182,37;-0,09;0,00;0,00;
0,00;0,00;182,53;-0,09;0,00;0,00;
0,00;0,00;182,69;-0,09;0,00;0,00;
0,00;0,00;182,85;-0,09;0,00;0,00;
0,00;0,00;183,01;-0,09;0,00;0,00;
0,00;0,00;183,17;-0,09;0,00;0,00;
0,00;0,00;183,33;-0,07;0,00;0,00;
0,00;0,00;183,49;-0,09;0,00;0,00;
0,00;0,00;183,65;-0,09;0,00;0,00;
0,00;0,00;183,81;-0,07;0,00;0,00;
0,00;0,00;183,97;-0,09;0,00;0,00;
0,00;0,00;184,13;-0,09;0,00;0,00;
0,00;0,00;184,29;-0,09;0,00;0,00;
0,00;0,00;184,45;-0,09;0,00;0,00;
0,00;0,00;184,61;-0,09;0,00;0,00;
0,00;0,00;184,77;-0,07;0,00;0,00;
0,00;0,00;184,93;-0,09;0,00;0,00;
0,00;0,00;185,09;-0,09;0,00;0,00;
0,00;0,00;185,21;-0,12;0,00;0,00;
0,00;0,00;185,21;-0,12;0,00;0,00;
0,00;0,00;185,21;-0,09;0,00;0,00;
0,00;0,00;185,21;-0,09;0,00;0,00;
0,00;0,00;185,21;-0,09;0,00;0,00;
0,00;0,00;185,21;-0,09;0,00;0,00;
0,00;0,00;185,21;-0,09;0,00;0,00;
0,00;0,00;185,21;-0,09;0,00;0,00;
0,00;0,00;185,20;-0,09;0,00;0,00;
0,00;0,00;185,20;-0,09;0,00;0,00;
0,00;0,00;185,20;-0,09;0,00;0,00;
0,00;0,00;185,20;-0,09;0,00;0,00;
0,00;0,00;185,20;-0,09;0,00;0,00;
0,00;0,00;185,20;-0,09;0,00;0,00;
