23279;21.06.21 14:10:51;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force < min. force (9);20210621115221P0003;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,06;0,04;0,00;0,00;
0,00;0,00;0,59;0,03;0,00;0,00;
0,00;0,00;1,63;0,04;0,00;0,00;
0,00;0,00;3,18;0,04;0,00;0,00;
0,00;0,00;5,24;0,04;0,00;0,00;
0,00;0,00;7,82;0,05;0,00;0,00;
0,00;0,00;10,90;0,06;0,00;0,00;
0,00;0,00;14,38;0,01;0,00;0,00;
0,00;0,00;17,89;0,04;0,00;0,00;
0,00;0,00;21,41;0,04;0,00;0,00;
0,00;0,00;24,93;0,03;0,00;0,00;
0,00;0,00;28,45;0,02;0,00;0,00;
0,00;0,00;31,97;0,03;0,00;0,00;
0,00;0,00;35,49;0,03;0,00;0,00;
0,00;0,00;39,01;0,03;0,00;0,00;
0,00;0,00;42,53;0,02;0,00;0,00;
0,00;0,00;46,05;0,01;0,00;0,00;
0,00;0,00;49,57;0,02;0,00;0,00;
0,00;0,00;53,09;0,02;0,00;0,00;
0,00;0,00;56,61;0,02;0,00;0,00;
0,00;0,00;60,13;0,03;0,00;0,00;
0,00;0,00;63,65;0,01;0,00;0,00;
0,00;0,00;67,17;0,01;0,00;0,00;
0,00;0,00;70,69;0,02;0,00;0,00;
0,00;0,00;74,21;0,03;0,00;0,00;
0,00;0,00;77,73;0,01;0,00;0,00;
0,00;0,00;81,08;0,01;0,00;0,00;
0,00;0,00;86,33;-0,01;0,00;0,00;
0,00;0,00;88,19;-0,01;0,00;0,00;
0,00;0,00;89,56;-0,01;0,00;0,00;
0,00;0,00;90,78;-0,01;0,00;0,00;
0,00;0,00;90,81;0,01;0,00;0,00;
0,00;0,00;90,84;0,01;0,00;0,00;
0,00;0,00;90,95;-0,01;0,00;0,00;
0,00;0,00;91,41;0,01;0,00;0,00;
0,00;0,00;91,63;0,01;0,00;0,00;
0,00;0,00;91,74;0,01;0,00;0,00;
0,00;0,00;91,97;0,01;0,00;0,00;
0,00;0,00;92,08;0,01;0,00;0,00;
0,00;0,00;92,19;0,01;0,00;0,00;
0,00;0,00;92,30;0,01;0,00;0,00;
0,00;0,00;92,41;0,01;0,00;0,00;
0,00;0,00;92,53;0,01;0,00;0,00;
0,00;0,00;92,60;0,01;0,00;0,00;
0,00;0,00;92,55;-0,04;0,00;0,00;
0,00;0,00;92,03;0,01;0,00;0,00;
0,00;0,00;91,80;-0,01;0,00;0,00;
0,00;0,00;91,86;0,01;0,00;0,00;
0,00;0,00;91,98;0,01;0,00;0,00;
0,00;0,00;92,09;0,01;0,00;0,00;
0,00;0,00;92,21;0,01;0,00;0,00;
0,00;0,00;92,32;0,01;0,00;0,00;
0,00;0,00;92,43;0,01;0,00;0,00;
0,00;0,00;92,54;0,01;0,00;0,00;
0,00;0,00;92,66;0,01;0,00;0,00;
0,00;0,00;92,77;0,01;0,00;0,00;
0,00;0,00;92,88;0,01;0,00;0,00;
0,00;0,00;92,99;0,01;0,00;0,00;
0,00;0,00;93,11;0,01;0,00;0,00;
0,00;0,00;93,22;0,01;0,00;0,00;
0,00;0,00;93,33;0,02;0,00;0,00;
0,00;0,00;93,55;0,01;0,00;0,00;
0,00;0,00;93,66;0,01;0,00;0,00;
0,00;0,00;93,78;0,01;0,00;0,00;
0,00;0,00;93,89;0,01;0,00;0,00;
0,00;0,00;94,00;0,02;0,00;0,00;
0,00;0,00;94,11;0,01;0,00;0,00;
0,00;0,00;94,23;0,02;0,00;0,00;
0,00;0,00;94,34;0,02;0,00;0,00;
0,00;0,00;94,45;0,01;0,00;0,00;
0,00;0,00;94,56;0,01;0,00;0,00;
0,00;0,00;94,67;0,01;0,00;0,00;
0,00;0,00;94,90;0,01;0,00;0,00;
0,00;0,00;95,01;0,01;0,00;0,00;
0,00;0,00;95,12;0,01;0,00;0,00;
0,00;0,00;95,23;0,01;0,00;0,00;
0,00;0,00;95,34;0,01;0,00;0,00;
0,00;0,00;95,57;0,01;0,00;0,00;
0,00;0,00;95,68;0,01;0,00;0,00;
0,00;0,00;95,79;0,01;0,00;0,00;
0,00;0,00;95,90;0,01;0,00;0,00;
0,00;0,00;96,02;0,01;0,00;0,00;
0,00;0,00;96,24;0,01;0,00;0,00;
0,00;0,00;96,35;0,01;0,00;0,00;
0,00;0,00;96,58;0,01;0,00;0,00;
0,00;0,00;96,69;0,01;0,00;0,00;
0,00;0,00;96,80;0,01;0,00;0,00;
0,00;0,00;96,91;0,01;0,00;0,00;
0,00;0,00;97,03;0,03;0,00;0,00;
0,00;0,00;97,14;0,01;0,00;0,00;
0,00;0,00;97,36;0,01;0,00;0,00;
0,00;0,00;97,47;0,01;0,00;0,00;
0,00;0,00;97,59;0,01;0,00;0,00;
0,00;0,00;97,70;0,01;0,00;0,00;
0,00;0,00;97,92;0,01;0,00;0,00;
0,00;0,00;98,03;0,01;0,00;0,00;
0,00;0,00;98,14;0,01;0,00;0,00;
0,00;0,00;98,26;0,01;0,00;0,00;
0,00;0,00;98,37;0,02;0,00;0,00;
0,00;0,00;98,48;0,01;0,00;0,00;
0,00;0,00;98,59;0,01;0,00;0,00;
0,00;0,00;98,70;0,01;0,00;0,00;
0,00;0,00;98,82;0,01;0,00;0,00;
0,00;0,00;98,93;0,01;0,00;0,00;
0,00;0,00;99,04;0,01;0,00;0,00;
0,00;0,00;99,15;0,02;0,00;0,00;
0,00;0,00;99,27;0,01;0,00;0,00;
0,00;0,00;99,60;0,01;0,00;0,00;
0,00;0,00;99,71;0,01;0,00;0,00;
0,00;0,00;100,05;0,01;0,00;0,00;
0,00;0,00;100,16;0,01;0,00;0,00;
0,00;0,00;100,27;0,01;0,00;0,00;
0,00;0,00;100,39;0,01;0,00;0,00;
0,00;0,00;100,50;0,01;0,00;0,00;
0,00;0,00;100,61;0,01;0,00;0,00;
0,00;0,00;100,72;0,02;0,00;0,00;
0,00;0,00;100,83;0,01;0,00;0,00;
0,00;0,00;100,95;0,02;0,00;0,00;
0,00;0,00;101,06;0,01;0,00;0,00;
0,00;0,00;101,17;0,02;0,00;0,00;
0,00;0,00;101,28;0,01;0,00;0,00;
0,00;0,00;101,39;0,01;0,00;0,00;
0,00;0,00;101,50;0,01;0,00;0,00;
0,00;0,00;101,62;0,01;0,00;0,00;
0,00;0,00;101,73;0,01;0,00;0,00;
0,00;0,00;101,84;0,02;0,00;0,00;
0,00;0,00;101,95;0,02;0,00;0,00;
0,00;0,00;102,07;0,01;0,00;0,00;
0,00;0,00;102,18;0,01;0,00;0,00;
0,00;0,00;102,29;0,02;0,00;0,00;
0,00;0,00;102,40;0,01;0,00;0,00;
0,00;0,00;102,51;0,01;0,00;0,00;
0,00;0,00;102,63;0,01;0,00;0,00;
0,00;0,00;102,74;0,01;0,00;0,00;
0,00;0,00;102,85;0,02;0,00;0,00;
0,00;0,00;102,96;0,02;0,00;0,00;
0,00;0,00;103,07;0,01;0,00;0,00;
0,00;0,00;103,19;0,02;0,00;0,00;
0,00;0,00;103,30;0,01;0,00;0,00;
0,00;0,00;103,41;0,01;0,00;0,00;
0,00;0,00;103,52;0,01;0,00;0,00;
0,00;0,00;103,63;0,01;0,00;0,00;
0,00;0,00;103,75;0,01;0,00;0,00;
0,00;0,00;103,86;0,01;0,00;0,00;
0,00;0,00;103,97;0,01;0,00;0,00;
0,00;0,00;104,08;0,01;0,00;0,00;
0,00;0,00;104,30;0,01;0,00;0,00;
0,00;0,00;104,42;0,01;0,00;0,00;
0,00;0,00;104,53;0,01;0,00;0,00;
0,00;0,00;104,64;0,01;0,00;0,00;
0,00;0,00;104,75;0,01;0,00;0,00;
0,00;0,00;104,98;0,01;0,00;0,00;
0,00;0,00;105,20;0,01;0,00;0,00;
0,00;0,00;105,31;0,01;0,00;0,00;
0,00;0,00;105,43;0,01;0,00;0,00;
0,00;0,00;105,54;0,01;0,00;0,00;
0,00;0,00;105,65;0,02;0,00;0,00;
0,00;0,00;105,76;0,01;0,00;0,00;
0,00;0,00;105,87;0,01;0,00;0,00;
0,00;0,00;105,99;0,01;0,00;0,00;
0,00;0,00;106,10;0,01;0,00;0,00;
0,00;0,00;106,21;0,01;0,00;0,00;
0,00;0,00;106,32;0,01;0,00;0,00;
0,00;0,00;106,43;0,02;0,00;0,00;
0,00;0,00;106,54;0,01;0,00;0,00;
0,00;0,00;106,77;0,01;0,00;0,00;
0,00;0,00;106,99;0,01;0,00;0,00;
0,00;0,00;107,22;0,01;0,00;0,00;
0,00;0,00;107,33;0,01;0,00;0,00;
0,00;0,00;107,44;0,01;0,00;0,00;
0,00;0,00;107,55;0,01;0,00;0,00;
0,00;0,00;107,78;0,01;0,00;0,00;
0,00;0,00;107,89;0,01;0,00;0,00;
0,00;0,00;108,00;0,01;0,00;0,00;
