8429;12.01.21 13:33:02;21;Avvicinamento Pressata Finale;force < min. force (9);20210112115840P0008;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;29,40;0,09;0,00;0,00;
0,00;0,00;30,22;0,09;0,00;0,00;
0,00;0,00;33,30;0,04;0,00;0,00;
0,00;0,00;35,61;-0,09;0,00;0,00;
0,00;0,00;40,31;0,04;0,00;0,00;
0,00;0,00;45,12;0,04;0,00;0,00;
0,00;0,00;47,52;-0,04;0,00;0,00;
0,00;0,00;49,92;-0,04;0,00;0,00;
0,00;0,00;54,72;0,04;0,00;0,00;
0,00;0,00;57,12;0,04;0,00;0,00;
0,00;0,00;59,52;0,04;0,00;0,00;
0,00;0,00;61,92;-0,04;0,00;0,00;
0,00;0,00;64,32;0,04;0,00;0,00;
0,00;0,00;69,12;0,04;0,00;0,00;
0,00;0,00;76,32;0,04;0,00;0,00;
0,00;0,00;78,72;-0,04;0,00;0,00;
0,00;0,00;81,12;0,04;0,00;0,00;
0,00;0,00;83,52;0,04;0,00;0,00;
0,00;0,00;85,92;-0,09;0,00;0,00;
0,00;0,00;88,32;-0,04;0,00;0,00;
0,00;0,00;90,72;0,04;0,00;0,00;
0,00;0,00;95,52;-0,04;0,00;0,00;
0,00;0,00;97,92;-0,04;0,00;0,00;
0,00;0,00;102,72;-0,04;0,00;0,00;
0,00;0,00;107,52;0,04;0,00;0,00;
0,00;0,00;112,32;-0,09;0,00;0,00;
0,00;0,00;121,92;-0,04;0,00;0,00;
0,00;0,00;124,32;-0,04;0,00;0,00;
0,00;0,00;126,72;-0,04;0,00;0,00;
0,00;0,00;133,92;-0,04;0,00;0,00;
0,00;0,00;141,12;0,04;0,00;0,00;
0,00;0,00;145,92;0,04;0,00;0,00;
0,00;0,00;148,32;0,04;0,00;0,00;
0,00;0,00;157,92;-0,04;0,00;0,00;
0,00;0,00;167,52;-0,04;0,00;0,00;
0,00;0,00;169,92;-0,04;0,00;0,00;
0,00;0,00;177,12;-0,04;0,00;0,00;
0,00;0,00;179,52;-0,04;0,00;0,00;
0,00;0,00;181,92;0,04;0,00;0,00;
0,00;0,00;184,32;-0,04;0,00;0,00;
0,00;0,00;186,72;-0,04;0,00;0,00;
0,00;0,00;189,12;-0,04;0,00;0,00;
0,00;0,00;191,52;-0,04;0,00;0,00;
0,00;0,00;193,92;-0,04;0,00;0,00;
0,00;0,00;196,32;-0,04;0,00;0,00;
0,00;0,00;203,52;0,04;0,00;0,00;
0,00;0,00;205,92;-0,04;0,00;0,00;
0,00;0,00;210,72;-0,04;0,00;0,00;
0,00;0,00;217,92;-0,04;0,00;0,00;
0,00;0,00;220,32;-0,04;0,00;0,00;
0,00;0,00;225,12;0,04;0,00;0,00;
0,00;0,00;229,92;-0,09;0,00;0,00;
0,00;0,00;232,32;-0,09;0,00;0,00;
0,00;0,00;239,52;-0,09;0,00;0,00;
0,00;0,00;244,32;-0,04;0,00;0,00;
0,00;0,00;246,72;-0,04;0,00;0,00;
0,00;0,00;251,52;-0,04;0,00;0,00;
0,00;0,00;256,32;0,04;0,00;0,00;
0,00;0,00;261,12;0,04;0,00;0,00;
0,00;0,00;270,72;0,04;0,00;0,00;
0,00;0,00;273,12;-0,04;0,00;0,00;
0,00;0,00;275,52;-0,04;0,00;0,00;
0,00;0,00;287,13;-0,04;0,00;0,00;
0,00;0,00;288,69;-0,04;0,00;0,00;
0,00;0,00;289,81;-0,04;0,00;0,00;
0,00;0,00;290,41;-0,04;0,00;0,00;
0,00;0,00;290,56;0,04;0,00;0,00;
0,00;0,00;290,97;0,04;0,00;0,00;
0,00;0,00;292,74;0,04;0,00;0,00;
0,00;0,00;296,26;0,04;0,00;0,00;
0,00;0,00;298,66;0,04;0,00;0,00;
0,00;0,00;299,62;0,09;0,00;0,00;
0,00;0,00;299,94;0,04;0,00;0,00;
0,00;0,00;301,22;0,04;0,00;0,00;
0,00;0,00;302,34;0,04;0,00;0,00;
0,00;0,00;302,66;0,04;0,00;0,00;
0,00;0,00;303,14;0,04;0,00;0,00;
0,00;0,00;303,30;0,04;0,00;0,00;
0,00;0,00;303,46;0,18;0,00;0,00;
0,00;0,00;303,62;0,18;0,00;0,00;
0,00;0,00;303,78;0,18;0,00;0,00;
0,00;0,00;303,94;0,18;0,00;0,00;
0,00;0,00;304,10;0,18;0,00;0,00;
0,00;0,00;304,26;0,18;0,00;0,00;
0,00;0,00;304,42;0,09;0,00;0,00;
0,00;0,00;304,58;0,13;0,00;0,00;
0,00;0,00;304,74;0,04;0,00;0,00;
0,00;0,00;305,06;0,04;0,00;0,00;
0,00;0,00;305,22;0,09;0,00;0,00;
0,00;0,00;305,38;0,09;0,00;0,00;
0,00;0,00;305,54;0,04;0,00;0,00;
0,00;0,00;305,70;0,13;0,00;0,00;
0,00;0,00;305,86;0,18;0,00;0,00;
0,00;0,00;306,02;0,18;0,00;0,00;
0,00;0,00;306,18;0,18;0,00;0,00;
0,00;0,00;306,34;0,22;0,00;0,00;
0,00;0,00;306,50;0,31;0,00;0,00;
0,00;0,00;306,66;0,48;0,00;0,00;
0,00;0,00;306,82;0,66;0,00;0,00;
0,00;0,00;306,98;0,70;0,00;0,00;
0,00;0,00;307,14;0,74;0,00;0,00;
0,00;0,00;307,30;0,78;0,00;0,00;
0,00;0,00;307,46;2,09;0,00;0,00;
0,00;0,00;307,60;5,18;0,00;0,00;
0,00;0,00;307,75;4,95;0,00;0,00;
0,00;0,00;307,92;8,35;0,00;0,00;
0,00;0,00;308,07;10,74;0,00;0,00;
0,00;0,00;308,23;12,04;0,00;0,00;
0,00;0,00;308,40;11,22;0,00;0,00;
0,00;0,00;308,58;8,48;0,00;0,00;
0,00;0,00;308,77;0,18;0,00;0,00;
0,00;0,00;309,39;0,04;0,00;0,00;
0,00;0,00;310,50;0,04;0,00;0,00;
0,00;0,00;312,90;0,04;0,00;0,00;
0,00;0,00;313,06;0,13;0,00;0,00;
0,00;0,00;313,22;0,18;0,00;0,00;
0,00;0,00;313,38;0,18;0,00;0,00;
0,00;0,00;313,54;0,22;0,00;0,00;
0,00;0,00;313,70;0,22;0,00;0,00;
0,00;0,00;313,86;0,18;0,00;0,00;
0,00;0,00;313,94;0,18;0,00;0,00;
0,00;0,00;313,95;0,13;0,00;0,00;
0,00;0,00;313,95;0,13;0,00;0,00;
0,00;0,00;313,95;0,09;0,00;0,00;
0,00;0,00;313,95;0,13;0,00;0,00;
0,00;0,00;313,95;0,13;0,00;0,00;
0,00;0,00;313,95;0,09;0,00;0,00;
0,00;0,00;313,95;0,13;0,00;0,00;
0,00;0,00;313,95;0,13;0,00;0,00;
0,00;0,00;313,95;0,13;0,00;0,00;
0,00;0,00;313,95;0,13;0,00;0,00;
0,00;0,00;313,95;0,09;0,00;0,00;
