10026;20.04.21 12:42:46;21;Avvicinamento Pressata Fuori Ingombro;force > max. force (8);20210420110035P0028;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,00;-0,04;0,00;0,00;
0,00;0,00;0,26;0,16;0,00;0,00;
0,00;0,00;1,05;0,11;0,00;0,00;
0,00;0,00;2,32;0,07;0,00;0,00;
0,00;0,00;4,11;0,14;0,00;0,00;
0,00;0,00;6,42;0,16;0,00;0,00;
0,00;0,00;9,23;0,16;0,00;0,00;
0,00;0,00;12,39;0,07;0,00;0,00;
0,00;0,00;15,50;0,11;0,00;0,00;
0,00;0,00;21,93;0,11;0,00;0,00;
0,00;0,00;25,14;0,13;0,00;0,00;
0,00;0,00;28,34;0,05;0,00;0,00;
0,00;0,00;31,54;0,09;0,00;0,00;
0,00;0,00;34,74;0,09;0,00;0,00;
0,00;0,00;37,94;0,05;0,00;0,00;
0,00;0,00;41,15;0,11;0,00;0,00;
0,00;0,00;44,35;0,05;0,00;0,00;
0,00;0,00;47,54;0,07;0,00;0,00;
0,00;0,00;50,74;0,02;0,00;0,00;
0,00;0,00;53,95;0,09;0,00;0,00;
0,00;0,00;57,15;0,09;0,00;0,00;
0,00;0,00;60,35;0,05;0,00;0,00;
0,00;0,00;63,55;0,09;0,00;0,00;
0,00;0,00;66,74;0,09;0,00;0,00;
0,00;0,00;69,94;0,07;0,00;0,00;
0,00;0,00;73,15;0,11;0,00;0,00;
0,00;0,00;76,35;0,05;0,00;0,00;
0,00;0,00;79,55;0,07;0,00;0,00;
0,00;0,00;82,75;0,09;0,00;0,00;
0,00;0,00;85,95;0,07;0,00;0,00;
0,00;0,00;89,15;0,11;0,00;0,00;
0,00;0,00;92,35;0,02;0,00;0,00;
0,00;0,00;95,55;0,05;0,00;0,00;
0,00;0,00;98,75;0,05;0,00;0,00;
0,00;0,00;101,94;0,09;0,00;0,00;
0,00;0,00;105,15;0,16;0,00;0,00;
0,00;0,00;108,35;0,05;0,00;0,00;
0,00;0,00;111,55;0,09;0,00;0,00;
0,00;0,00;114,74;0,07;0,00;0,00;
0,00;0,00;117,95;0,07;0,00;0,00;
0,00;0,00;121,15;0,16;0,00;0,00;
0,00;0,00;124,35;0,05;0,00;0,00;
0,00;0,00;127,55;0,05;0,00;0,00;
0,00;0,00;130,75;0,09;0,00;0,00;
0,00;0,00;133,94;0,07;0,00;0,00;
0,00;0,00;137,15;0,11;0,00;0,00;
0,00;0,00;140,35;0,07;0,00;0,00;
0,00;0,00;143,55;0,05;0,00;0,00;
0,00;0,00;146,75;0,09;0,00;0,00;
0,00;0,00;149,95;0,02;0,00;0,00;
0,00;0,00;153,15;0,16;0,00;0,00;
0,00;0,00;161,59;0,09;0,00;0,00;
0,00;0,00;162,45;0,39;0,00;0,00;
0,00;0,00;162,82;0,81;0,00;0,00;
0,00;0,00;162,89;1,00;0,00;0,00;
0,00;0,00;162,91;1,04;0,00;0,00;
0,00;0,00;162,92;1,09;0,00;0,00;
0,00;0,00;163,07;1,22;0,00;0,00;
0,00;0,00;163,22;1,32;0,00;0,00;
0,00;0,00;163,38;1,49;0,00;0,00;
0,00;0,00;163,54;1,65;0,00;0,00;
0,00;0,00;163,70;1,74;0,00;0,00;
0,00;0,00;163,86;1,83;0,00;0,00;
0,00;0,00;164,02;1,95;0,00;0,00;
0,00;0,00;164,18;2,04;0,00;0,00;
0,00;0,00;164,35;2,12;0,00;0,00;
0,00;0,00;164,51;2,22;0,00;0,00;
0,00;0,00;164,67;4,05;0,00;0,00;
0,00;0,00;164,79;9,40;0,00;0,00;
0,00;0,00;164,84;13,04;0,00;0,00;
0,00;0,00;164,86;13,38;0,00;0,00;
0,00;0,00;164,87;13,98;0,00;0,00;
0,00;0,00;164,88;14,46;0,00;0,00;
0,00;0,00;164,89;14,84;0,00;0,00;
0,00;0,00;164,90;15,23;0,00;0,00;
0,00;0,00;164,90;15,54;0,00;0,00;
0,00;0,00;164,91;15,79;0,00;0,00;
0,00;0,00;164,91;16,02;0,00;0,00;
0,00;0,00;164,92;16,20;0,00;0,00;
0,00;0,00;164,92;16,32;0,00;0,00;
0,00;0,00;164,92;16,45;0,00;0,00;
0,00;0,00;164,93;16,54;0,00;0,00;
0,00;0,00;164,93;16,65;0,00;0,00;
