33191;07.04.21 08:20:54;21;Avvicinamento Pressata Fuori Ingombro;force > max. force (8);20210406141534P0031;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;74,44;0,14;0,00;0,00;
0,00;0,00;75,05;0,14;0,00;0,00;
0,00;0,00;76,00;0,22;0,00;0,00;
0,00;0,00;77,35;0,14;0,00;0,00;
0,00;0,00;79,09;0,14;0,00;0,00;
0,00;0,00;81,21;0,22;0,00;0,00;
0,00;0,00;83,57;0,22;0,00;0,00;
0,00;0,00;85,93;0,14;0,00;0,00;
0,00;0,00;88,34;0,14;0,00;0,00;
0,00;0,00;90,74;0,14;0,00;0,00;
0,00;0,00;93,15;0,14;0,00;0,00;
0,00;0,00;97,95;0,14;0,00;0,00;
0,00;0,00;100,35;0,14;0,00;0,00;
0,00;0,00;102,74;0,06;0,00;0,00;
0,00;0,00;105,15;0,06;0,00;0,00;
0,00;0,00;107,54;0,14;0,00;0,00;
0,00;0,00;109,95;0,06;0,00;0,00;
0,00;0,00;112,35;0,06;0,00;0,00;
0,00;0,00;114,74;0,06;0,00;0,00;
0,00;0,00;119,54;0,06;0,00;0,00;
0,00;0,00;121,95;0,06;0,00;0,00;
0,00;0,00;124,35;0,14;0,00;0,00;
0,00;0,00;126,75;0,14;0,00;0,00;
0,00;0,00;129,15;0,06;0,00;0,00;
0,00;0,00;131,54;0,14;0,00;0,00;
0,00;0,00;133,95;0,22;0,00;0,00;
0,00;0,00;136,35;0,06;0,00;0,00;
0,00;0,00;138,74;0,06;0,00;0,00;
0,00;0,00;141,15;0,06;0,00;0,00;
0,00;0,00;143,55;0,06;0,00;0,00;
0,00;0,00;145,95;0,22;0,00;0,00;
0,00;0,00;148,35;0,30;0,00;0,00;
0,00;0,00;150,74;0,22;0,00;0,00;
0,00;0,00;153,15;0,14;0,00;0,00;
0,00;0,00;155,54;0,30;0,00;0,00;
0,00;0,00;157,95;0,14;0,00;0,00;
0,00;0,00;160,35;0,30;0,00;0,00;
0,00;0,00;162,75;0,22;0,00;0,00;
0,00;0,00;165,15;0,22;0,00;0,00;
0,00;0,00;167,55;0,30;0,00;0,00;
0,00;0,00;169,95;0,30;0,00;0,00;
0,00;0,00;172,35;0,14;0,00;0,00;
0,00;0,00;174,74;0,22;0,00;0,00;
0,00;0,00;177,15;0,14;0,00;0,00;
0,00;0,00;179,54;0,06;0,00;0,00;
0,00;0,00;181,95;0,06;0,00;0,00;
0,00;0,00;184,32;0,14;0,00;0,00;
0,00;0,00;186,31;0,06;0,00;0,00;
0,00;0,00;188,01;0,14;0,00;0,00;
0,00;0,00;189,33;0,14;0,00;0,00;
0,00;0,00;191,16;0,06;0,00;0,00;
0,00;0,00;191,32;0,06;0,00;0,00;
0,00;0,00;192,91;0,06;0,00;0,00;
0,00;0,00;193,07;0,06;0,00;0,00;
0,00;0,00;194,19;0,06;0,00;0,00;
0,00;0,00;194,35;0,06;0,00;0,00;
0,00;0,00;194,67;0,14;0,00;0,00;
0,00;0,00;195,15;0,06;0,00;0,00;
0,00;0,00;195,31;0,30;0,00;0,00;
0,00;0,00;195,47;0,30;0,00;0,00;
0,00;0,00;195,63;0,30;0,00;0,00;
0,00;0,00;195,79;0,30;0,00;0,00;
0,00;0,00;195,95;0,30;0,00;0,00;
0,00;0,00;196,11;0,30;0,00;0,00;
0,00;0,00;196,27;0,30;0,00;0,00;
0,00;0,00;196,43;0,30;0,00;0,00;
0,00;0,00;196,59;0,30;0,00;0,00;
0,00;0,00;196,75;0,30;0,00;0,00;
0,00;0,00;196,91;0,30;0,00;0,00;
0,00;0,00;197,07;0,30;0,00;0,00;
0,00;0,00;197,23;0,30;0,00;0,00;
0,00;0,00;197,39;0,30;0,00;0,00;
0,00;0,00;197,55;0,30;0,00;0,00;
0,00;0,00;197,71;0,53;0,00;0,00;
0,00;0,00;197,87;1,51;0,00;0,00;
0,00;0,00;198,03;1,82;0,00;0,00;
0,00;0,00;198,19;1,51;0,00;0,00;
0,00;0,00;198,35;1,43;0,00;0,00;
0,00;0,00;198,51;1,28;0,00;0,00;
0,00;0,00;198,67;1,28;0,00;0,00;
0,00;0,00;198,83;1,28;0,00;0,00;
0,00;0,00;198,99;1,21;0,00;0,00;
0,00;0,00;199,15;1,28;0,00;0,00;
0,00;0,00;199,31;1,21;0,00;0,00;
0,00;0,00;199,47;1,21;0,00;0,00;
0,00;0,00;199,63;1,21;0,00;0,00;
0,00;0,00;199,79;0,45;0,00;0,00;
0,00;0,00;199,95;0,83;0,00;0,00;
0,00;0,00;200,11;3,57;0,00;0,00;
0,00;0,00;200,25;10,65;0,00;0,00;
0,00;0,00;200,31;15,67;0,00;0,00;
0,00;0,00;200,33;16,51;0,00;0,00;
0,00;0,00;200,35;17,65;0,00;0,00;
0,00;0,00;200,35;17,72;0,00;0,00;
0,00;0,00;200,35;17,96;0,00;0,00;
0,00;0,00;200,35;18,19;0,00;0,00;
0,00;0,00;200,36;18,27;0,00;0,00;
0,00;0,00;200,36;18,27;0,00;0,00;
0,00;0,00;200,36;18,33;0,00;0,00;
0,00;0,00;200,36;18,33;0,00;0,00;
0,00;0,00;200,36;18,33;0,00;0,00;
0,00;0,00;200,36;18,33;0,00;0,00;
0,00;0,00;200,36;18,57;0,00;0,00;
0,00;0,00;200,36;18,33;0,00;0,00;
