59998;10.09.21 10:39:21;21;Avvicinamento Pressata Fuori Ingombro;force < min. force (9);20210910102720P0031;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;74,44;-0,02;0,00;0,00;
0,00;0,00;75,05;0,06;0,00;0,00;
0,00;0,00;76,01;0,14;0,00;0,00;
0,00;0,00;77,35;-0,02;0,00;0,00;
0,00;0,00;79,09;0,06;0,00;0,00;
0,00;0,00;81,21;0,06;0,00;0,00;
0,00;0,00;85,93;-0,08;0,00;0,00;
0,00;0,00;97,95;-0,08;0,00;0,00;
0,00;0,00;107,55;-0,08;0,00;0,00;
0,00;0,00;121,95;-0,08;0,00;0,00;
0,00;0,00;131,54;-0,16;0,00;0,00;
0,00;0,00;157,95;0,06;0,00;0,00;
0,00;0,00;160,35;0,06;0,00;0,00;
0,00;0,00;172,35;0,06;0,00;0,00;
0,00;0,00;179,54;0,06;0,00;0,00;
0,00;0,00;184,35;0,06;0,00;0,00;
0,00;0,00;186,75;0,06;0,00;0,00;
0,00;0,00;191,48;-0,02;0,00;0,00;
0,00;0,00;193,43;0,06;0,00;0,00;
0,00;0,00;195,09;-0,16;0,00;0,00;
0,00;0,00;196,36;-0,08;0,00;0,00;
0,00;0,00;197,24;-0,16;0,00;0,00;
0,00;0,00;197,76;-0,16;0,00;0,00;
0,00;0,00;197,90;-0,16;0,00;0,00;
0,00;0,00;197,97;-0,08;0,00;0,00;
0,00;0,00;198,02;0,06;0,00;0,00;
0,00;0,00;206,64;0,14;0,00;0,00;
0,00;0,00;206,80;0,14;0,00;0,00;
0,00;0,00;206,95;0,06;0,00;0,00;
0,00;0,00;206,95;0,06;0,00;0,00;
0,00;0,00;206,95;0,06;0,00;0,00;
0,00;0,00;206,95;0,06;0,00;0,00;
0,00;0,00;206,95;0,06;0,00;0,00;
0,00;0,00;206,95;0,06;0,00;0,00;
0,00;0,00;206,95;0,14;0,00;0,00;
