2021-11-16 15:23:58,297 DEBUG START
2021-11-16 15:23:58,306 DEBUG Connected to DB
2021-11-16 15:23:59,932 DEBUG Inserted Riduttore 20200313112012
2021-11-16 15:23:59,937 DEBUG Timestamp: 1584106209.0, CSV_Files\20200313112012\20200313112012a0207__a1_2020_03_13_14_29_02.csv
2021-11-16 15:24:00,084 DEBUG Timestamp: 1584119596.0, CSV_Files\20200313112012\20200313112012a0211__a5_2020_03_13_18_12_06.csv
2021-11-16 15:24:00,286 DEBUG Timestamp: 1584118466.0, CSV_Files\20200313112012\20200313112012a0215__a4_2020_03_13_17_56_14.csv
2021-11-16 15:24:00,381 DEBUG Timestamp: 1584118475.0, CSV_Files\20200313112012\20200313112012a0215__a4_2020_03_13_17_56_23.csv
2021-11-16 15:24:00,461 DEBUG Timestamp: 1584118486.0, CSV_Files\20200313112012\20200313112012a0215__a4_2020_03_13_17_56_34.csv
2021-11-16 15:24:00,541 DEBUG Timestamp: 1584106181.0, CSV_Files\20200313112012\20200313112012p0001__a2_2020_03_13_14_30_37.csv
2021-11-16 15:24:00,747 DEBUG Timestamp: 1584112462.0, CSV_Files\20200313112012\20200313112012p0004__a3_2020_03_13_16_14_34.csv
2021-11-16 15:24:00,845 DEBUG Timestamp: 1584112500.0, CSV_Files\20200313112012\20200313112012p0004__a3_2020_03_13_16_15_12.csv
2021-11-16 15:24:00,935 DEBUG Wrong first row0
2021-11-16 15:24:00,935 DEBUG Timestamp: 1584112553.0, CSV_Files\20200313112012\20200313112012p0004__a3_2020_03_13_16_15_53.csv
2021-11-16 15:24:00,936 DEBUG Timestamp: 1584112542.0, CSV_Files\20200313112012\20200313112012p0004__a3_2020_03_13_16_15_53.csv
2021-11-16 15:24:01,021 DEBUG Wrong first row0
2021-11-16 15:24:01,022 DEBUG Timestamp: 1584112554.0, CSV_Files\20200313112012\20200313112012p0004__a3_2020_03_13_16_15_54.csv
2021-11-16 15:24:01,023 DEBUG Wrong first row1
2021-11-16 15:24:01,023 DEBUG Timestamp: 1584112542.0, CSV_Files\20200313112012\20200313112012p0004__a3_2020_03_13_16_15_54.csv
2021-11-16 15:24:01,111 DEBUG Timestamp: 1584112603.0, CSV_Files\20200313112012\20200313112012p0004__a3_2020_03_13_16_16_55.csv
2021-11-16 15:24:01,198 DEBUG Timestamp: 1584112643.0, CSV_Files\20200313112012\20200313112012p0004__a3_2020_03_13_16_17_35.csv
2021-11-16 15:24:01,295 DEBUG Timestamp: 1584112684.0, CSV_Files\20200313112012\20200313112012p0004__a3_2020_03_13_16_18_16.csv
2021-11-16 15:24:01,394 DEBUG Timestamp: 1584106185.0, CSV_Files\20200313112012\20200313112012p0007__a1_2020_03_13_14_28_38.csv
2021-11-16 15:24:01,528 DEBUG Timestamp: 1584106202.0, CSV_Files\20200313112012\20200313112012p0008__a2_2020_03_13_14_30_58.csv
2021-11-16 15:24:01,683 DEBUG Timestamp: 1584118507.0, CSV_Files\20200313112012\20200313112012p0028__a4_2020_03_13_17_56_54.csv
2021-11-16 15:24:01,764 DEBUG Timestamp: 1584106169.0, CSV_Files\20200313112012\20200313112012p0038__a1_2020_03_13_14_28_21.csv
2021-11-16 15:24:01,841 DEBUG Timestamp: 1584112772.0, CSV_Files\20200313112012\20200313112012p0050__a3_2020_03_13_16_19_44.csv
2021-11-16 15:24:01,949 DEBUG Inserted Riduttore 20200313115035
2021-11-16 15:24:01,951 DEBUG Timestamp: 1584106410.0, CSV_Files\20200313115035\20200313115035a0206__a1_2020_03_13_14_32_23.csv
2021-11-16 15:24:02,063 DEBUG Timestamp: 1584106492.0, CSV_Files\20200313115035\20200313115035a0207__a1_2020_03_13_14_33_44.csv
2021-11-16 15:24:02,165 DEBUG Wrong first row0
2021-11-16 15:24:02,165 DEBUG Timestamp: 1584119746.0, CSV_Files\20200313115035\20200313115035a0211__a5_2020_03_13_18_15_46.csv
