3870;13.02.20 16:00:00;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20200213154044;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;74,24;0,45;0,00;0,00;
0,00;0,00;74,85;0,30;0,00;0,00;
0,00;0,00;75,80;0,37;0,00;0,00;
0,00;0,00;77,15;0,37;0,00;0,00;
0,00;0,00;78,89;0,30;0,00;0,00;
0,00;0,00;81,00;0,37;0,00;0,00;
0,00;0,00;83,37;0,45;0,00;0,00;
0,00;0,00;85,72;0,45;0,00;0,00;
0,00;0,00;88,14;0,31;0,00;0,00;
0,00;0,00;90,54;0,31;0,00;0,00;
0,00;0,00;92,94;0,30;0,00;0,00;
0,00;0,00;95,35;0,45;0,00;0,00;
0,00;0,00;97,74;0,23;0,00;0,00;
0,00;0,00;100,15;0,31;0,00;0,00;
0,00;0,00;102,54;0,37;0,00;0,00;
0,00;0,00;104,95;0,31;0,00;0,00;
0,00;0,00;107,35;0,45;0,00;0,00;
0,00;0,00;109,74;0,37;0,00;0,00;
0,00;0,00;112,15;0,23;0,00;0,00;
0,00;0,00;114,54;0,30;0,00;0,00;
0,00;0,00;116,95;0,23;0,00;0,00;
0,00;0,00;119,35;0,37;0,00;0,00;
0,00;0,00;121,75;0,30;0,00;0,00;
0,00;0,00;124,15;0,23;0,00;0,00;
0,00;0,00;126,55;0,30;0,00;0,00;
0,00;0,00;128,95;0,37;0,00;0,00;
0,00;0,00;131,35;0,37;0,00;0,00;
0,00;0,00;133,74;0,23;0,00;0,00;
0,00;0,00;136,15;0,23;0,00;0,00;
0,00;0,00;138,55;0,23;0,00;0,00;
0,00;0,00;140,95;0,37;0,00;0,00;
0,00;0,00;143,35;0,31;0,00;0,00;
0,00;0,00;145,75;0,23;0,00;0,00;
0,00;0,00;148,15;0,23;0,00;0,00;
0,00;0,00;150,54;0,30;0,00;0,00;
0,00;0,00;152,95;0,31;0,00;0,00;
0,00;0,00;155,35;0,37;0,00;0,00;
0,00;0,00;157,74;0,31;0,00;0,00;
0,00;0,00;160,15;0,37;0,00;0,00;
0,00;0,00;162,55;0,31;0,00;0,00;
0,00;0,00;164,95;0,37;0,00;0,00;
0,00;0,00;167,35;0,37;0,00;0,00;
0,00;0,00;169,74;0,37;0,00;0,00;
0,00;0,00;172,15;0,31;0,00;0,00;
0,00;0,00;174,54;0,31;0,00;0,00;
0,00;0,00;176,95;0,23;0,00;0,00;
0,00;0,00;179,35;0,37;0,00;0,00;
0,00;0,00;181,75;0,31;0,00;0,00;
0,00;0,00;184,15;0,37;0,00;0,00;
0,00;0,00;186,24;0,31;0,00;0,00;
0,00;0,00;188,02;0,31;0,00;0,00;
0,00;0,00;189,44;0,23;0,00;0,00;
0,00;0,00;190,48;0,31;0,00;0,00;
0,00;0,00;191,14;0,08;0,00;0,00;
0,00;0,00;191,44;0,23;0,00;0,00;
0,00;0,00;191,50;0,31;0,00;0,00;
0,00;0,00;191,52;0,23;0,00;0,00;
0,00;0,00;191,52;0,16;0,00;0,00;
0,00;0,00;191,69;0,23;0,00;0,00;
0,00;0,00;191,82;0,31;0,00;0,00;
0,00;0,00;191,99;0,31;0,00;0,00;
0,00;0,00;192,15;0,31;0,00;0,00;
0,00;0,00;192,31;0,31;0,00;0,00;
0,00;0,00;192,47;0,31;0,00;0,00;
0,00;0,00;192,63;0,31;0,00;0,00;
0,00;0,00;192,79;0,31;0,00;0,00;
0,00;0,00;192,95;0,31;0,00;0,00;
0,00;0,00;193,11;0,31;0,00;0,00;
0,00;0,00;193,27;0,31;0,00;0,00;
0,00;0,00;193,43;0,31;0,00;0,00;
0,00;0,00;193,59;0,31;0,00;0,00;
0,00;0,00;193,75;0,31;0,00;0,00;
0,00;0,00;193,91;0,31;0,00;0,00;
0,00;0,00;194,07;0,37;0,00;0,00;
0,00;0,00;194,23;0,31;0,00;0,00;
0,00;0,00;194,39;0,31;0,00;0,00;
0,00;0,00;194,55;0,31;0,00;0,00;
0,00;0,00;194,71;0,31;0,00;0,00;
0,00;0,00;194,87;0,31;0,00;0,00;
0,00;0,00;195,03;0,31;0,00;0,00;
0,00;0,00;195,19;0,31;0,00;0,00;
0,00;0,00;195,35;0,31;0,00;0,00;
0,00;0,00;195,51;0,31;0,00;0,00;
0,00;0,00;195,67;0,31;0,00;0,00;
0,00;0,00;195,83;0,31;0,00;0,00;
0,00;0,00;195,99;0,37;0,00;0,00;
0,00;0,00;196,15;0,31;0,00;0,00;
0,00;0,00;196,31;0,31;0,00;0,00;
0,00;0,00;196,47;0,31;0,00;0,00;
0,00;0,00;196,63;0,31;0,00;0,00;
0,00;0,00;196,79;0,31;0,00;0,00;
0,00;0,00;196,95;0,31;0,00;0,00;
0,00;0,00;197,11;0,31;0,00;0,00;
0,00;0,00;197,27;0,31;0,00;0,00;
0,00;0,00;197,43;0,31;0,00;0,00;
0,00;0,00;197,59;0,31;0,00;0,00;
0,00;0,00;197,75;0,31;0,00;0,00;
0,00;0,00;197,91;0,31;0,00;0,00;
0,00;0,00;198,07;0,37;0,00;0,00;
0,00;0,00;198,23;0,31;0,00;0,00;
0,00;0,00;198,39;0,31;0,00;0,00;
0,00;0,00;198,55;0,31;0,00;0,00;
0,00;0,00;198,71;0,31;0,00;0,00;
0,00;0,00;198,87;0,37;0,00;0,00;
0,00;0,00;199,03;0,45;0,00;0,00;
0,00;0,00;199,19;0,31;0,00;0,00;
0,00;0,00;199,35;0,37;0,00;0,00;
0,00;0,00;199,51;0,31;0,00;0,00;
0,00;0,00;199,67;0,31;0,00;0,00;
0,00;0,00;199,83;0,31;0,00;0,00;
0,00;0,00;199,99;0,23;0,00;0,00;
0,00;0,00;200,15;0,31;0,00;0,00;
0,00;0,00;200,31;0,31;0,00;0,00;
0,00;0,00;200,47;0,37;0,00;0,00;
0,00;0,00;200,63;0,37;0,00;0,00;
0,00;0,00;200,79;0,31;0,00;0,00;
0,00;0,00;200,95;0,37;0,00;0,00;
0,00;0,00;201,10;1,14;0,00;0,00;
0,00;0,00;201,10;0,61;0,00;0,00;
0,00;0,00;201,10;0,69;0,00;0,00;
0,00;0,00;200,96;-0,08;0,00;0,00;
0,00;0,00;200,43;-0,16;0,00;0,00;
0,00;0,00;199,57;-0,31;0,00;0,00;
0,00;0,00;198,33;-0,31;0,00;0,00;
0,00;0,00;196,68;-0,23;0,00;0,00;
0,00;0,00;194,66;-0,31;0,00;0,00;
0,00;0,00;192,31;-0,16;0,00;0,00;
0,00;0,00;189,97;-0,16;0,00;0,00;
0,00;0,00;187,57;-0,16;0,00;0,00;
0,00;0,00;185,16;-0,23;0,00;0,00;
0,00;0,00;182,76;-0,08;0,00;0,00;
0,00;0,00;180,36;-0,16;0,00;0,00;
0,00;0,00;177,96;-0,16;0,00;0,00;
0,00;0,00;175,55;-0,23;0,00;0,00;
0,00;0,00;173,15;-0,23;0,00;0,00;
0,00;0,00;170,75;-0,23;0,00;0,00;
0,00;0,00;168,35;-0,08;0,00;0,00;
0,00;0,00;165,96;-0,23;0,00;0,00;
0,00;0,00;163,55;-0,23;0,00;0,00;
0,00;0,00;161,15;-0,16;0,00;0,00;
0,00;0,00;158,75;-0,16;0,00;0,00;
0,00;0,00;156,35;-0,16;0,00;0,00;
0,00;0,00;151,55;-0,08;0,00;0,00;
0,00;0,00;149,15;-0,16;0,00;0,00;
0,00;0,00;146,75;-0,08;0,00;0,00;
0,00;0,00;144,35;-0,16;0,00;0,00;
0,00;0,00;141,96;0,08;0,00;0,00;
0,00;0,00;139,55;-0,16;0,00;0,00;
0,00;0,00;137,15;-0,08;0,00;0,00;
0,00;0,00;134,75;0,08;0,00;0,00;
0,00;0,00;132,35;-0,08;0,00;0,00;
0,00;0,00;127,55;-0,08;0,00;0,00;
0,00;0,00;125,15;-0,08;0,00;0,00;
0,00;0,00;122,75;-0,16;0,00;0,00;
0,00;0,00;120,35;-0,08;0,00;0,00;
0,00;0,00;115,55;-0,08;0,00;0,00;
0,00;0,00;113,15;-0,23;0,00;0,00;
0,00;0,00;110,75;-0,08;0,00;0,00;
0,00;0,00;108,35;-0,08;0,00;0,00;
0,00;0,00;103,55;-0,08;0,00;0,00;
0,00;0,00;101,15;-0,23;0,00;0,00;
0,00;0,00;91,55;-0,16;0,00;0,00;
0,00;0,00;89,15;-0,16;0,00;0,00;
0,00;0,00;86,75;-0,08;0,00;0,00;
0,00;0,00;81,96;-0,08;0,00;0,00;
0,00;0,00;79,75;-0,16;0,00;0,00;
0,00;0,00;77,90;-0,08;0,00;0,00;
0,00;0,00;76,38;-0,08;0,00;0,00;
0,00;0,00;75,25;0,08;0,00;0,00;
0,00;0,00;74,10;0,08;0,00;0,00;
0,00;0,00;74,02;0,08;0,00;0,00;
