2685;13.02.20 16:31:19;21;Avvicinamento Pressata Finale;Alcun errore (0);20200213154044;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;20,30;0,08;0,00;0,00;
0,00;0,00;21,12;0,08;0,00;0,00;
0,00;0,00;22,40;0,04;0,00;0,00;
0,00;0,00;24,19;0,04;0,00;0,00;
0,00;0,00;26,50;-0,01;0,00;0,00;
0,00;0,00;28,82;0,08;0,00;0,00;
0,00;0,00;31,21;0,04;0,00;0,00;
0,00;0,00;33,62;0,08;0,00;0,00;
0,00;0,00;36,02;0,08;0,00;0,00;
0,00;0,00;38,42;0,04;0,00;0,00;
0,00;0,00;40,82;0,04;0,00;0,00;
0,00;0,00;43,22;0,04;0,00;0,00;
0,00;0,00;45,62;0,04;0,00;0,00;
0,00;0,00;48,02;0,04;0,00;0,00;
0,00;0,00;52,82;0,04;0,00;0,00;
0,00;0,00;55,22;0,04;0,00;0,00;
0,00;0,00;57,62;0,04;0,00;0,00;
0,00;0,00;60,02;0,04;0,00;0,00;
0,00;0,00;62,42;0,04;0,00;0,00;
0,00;0,00;67,22;0,04;0,00;0,00;
0,00;0,00;69,62;0,04;0,00;0,00;
0,00;0,00;72,02;0,04;0,00;0,00;
0,00;0,00;79,22;-0,01;0,00;0,00;
0,00;0,00;84,02;0,04;0,00;0,00;
0,00;0,00;86,42;0,04;0,00;0,00;
0,00;0,00;88,82;-0,01;0,00;0,00;
0,00;0,00;91,22;0,04;0,00;0,00;
0,00;0,00;93,62;0,08;0,00;0,00;
0,00;0,00;96,02;0,04;0,00;0,00;
0,00;0,00;100,82;0,04;0,00;0,00;
0,00;0,00;108,02;0,08;0,00;0,00;
0,00;0,00;112,82;0,04;0,00;0,00;
0,00;0,00;115,22;0,04;0,00;0,00;
0,00;0,00;117,62;-0,01;0,00;0,00;
0,00;0,00;120,02;-0,01;0,00;0,00;
0,00;0,00;122,42;0,04;0,00;0,00;
0,00;0,00;124,82;0,04;0,00;0,00;
0,00;0,00;127,22;0,04;0,00;0,00;
0,00;0,00;129,62;-0,01;0,00;0,00;
0,00;0,00;132,02;0,04;0,00;0,00;
0,00;0,00;134,42;0,08;0,00;0,00;
0,00;0,00;136,82;0,04;0,00;0,00;
0,00;0,00;139,22;0,04;0,00;0,00;
0,00;0,00;141,62;0,08;0,00;0,00;
0,00;0,00;144,02;0,08;0,00;0,00;
0,00;0,00;146,42;0,04;0,00;0,00;
0,00;0,00;148,82;0,04;0,00;0,00;
0,00;0,00;151,22;0,04;0,00;0,00;
0,00;0,00;153,62;0,08;0,00;0,00;
0,00;0,00;156,02;0,04;0,00;0,00;
0,00;0,00;158,42;0,04;0,00;0,00;
0,00;0,00;160,82;0,08;0,00;0,00;
0,00;0,00;165,62;0,04;0,00;0,00;
0,00;0,00;168,02;0,08;0,00;0,00;
0,00;0,00;170,42;0,04;0,00;0,00;
0,00;0,00;172,82;0,08;0,00;0,00;
0,00;0,00;175,22;0,08;0,00;0,00;
0,00;0,00;177,62;-0,04;0,00;0,00;
0,00;0,00;179,95;-0,13;0,00;0,00;
0,00;0,00;184,04;-0,04;0,00;0,00;
0,00;0,00;184,48;0,08;0,00;0,00;
0,00;0,00;184,51;0,04;0,00;0,00;
0,00;0,00;184,63;0,04;0,00;0,00;
0,00;0,00;184,78;0,08;0,00;0,00;
0,00;0,00;185,10;0,04;0,00;0,00;
0,00;0,00;185,26;0,04;0,00;0,00;
0,00;0,00;185,42;0,04;0,00;0,00;
0,00;0,00;185,58;0,08;0,00;0,00;
0,00;0,00;185,74;0,08;0,00;0,00;
0,00;0,00;185,90;0,08;0,00;0,00;
0,00;0,00;186,06;0,04;0,00;0,00;
0,00;0,00;186,22;0,12;0,00;0,00;
0,00;0,00;186,38;0,08;0,00;0,00;
0,00;0,00;186,70;0,08;0,00;0,00;
0,00;0,00;187,18;0,08;0,00;0,00;
0,00;0,00;187,34;0,08;0,00;0,00;
0,00;0,00;187,50;0,08;0,00;0,00;
0,00;0,00;187,66;0,08;0,00;0,00;
0,00;0,00;187,82;0,04;0,00;0,00;
0,00;0,00;187,98;0,04;0,00;0,00;
0,00;0,00;188,30;0,04;0,00;0,00;
0,00;0,00;188,46;0,04;0,00;0,00;
0,00;0,00;188,62;0,04;0,00;0,00;
0,00;0,00;188,78;0,08;0,00;0,00;
0,00;0,00;188,94;0,08;0,00;0,00;
0,00;0,00;189,10;0,08;0,00;0,00;
0,00;0,00;189,42;0,12;0,00;0,00;
0,00;0,00;189,58;0,04;0,00;0,00;
0,00;0,00;189,74;0,12;0,00;0,00;
0,00;0,00;189,90;0,08;0,00;0,00;
0,00;0,00;190,06;0,08;0,00;0,00;
0,00;0,00;190,22;0,04;0,00;0,00;
0,00;0,00;190,38;0,04;0,00;0,00;
0,00;0,00;190,54;0,08;0,00;0,00;
0,00;0,00;190,70;0,04;0,00;0,00;
0,00;0,00;190,86;0,12;0,00;0,00;
0,00;0,00;191,02;0,04;0,00;0,00;
0,00;0,00;191,18;0,12;0,00;0,00;
0,00;0,00;191,34;0,04;0,00;0,00;
0,00;0,00;191,50;0,04;0,00;0,00;
0,00;0,00;191,66;0,08;0,00;0,00;
0,00;0,00;191,82;0,08;0,00;0,00;
0,00;0,00;191,98;0,08;0,00;0,00;
0,00;0,00;192,14;0,12;0,00;0,00;
0,00;0,00;192,30;0,12;0,00;0,00;
0,00;0,00;192,46;0,08;0,00;0,00;
0,00;0,00;192,62;0,12;0,00;0,00;
0,00;0,00;192,78;0,08;0,00;0,00;
0,00;0,00;192,94;0,12;0,00;0,00;
0,00;0,00;193,10;0,12;0,00;0,00;
0,00;0,00;193,42;0,08;0,00;0,00;
0,00;0,00;193,58;0,12;0,00;0,00;
0,00;0,00;193,74;0,12;0,00;0,00;
0,00;0,00;193,90;0,08;0,00;0,00;
0,00;0,00;194,06;0,08;0,00;0,00;
0,00;0,00;194,38;0,08;0,00;0,00;
0,00;0,00;194,54;0,08;0,00;0,00;
0,00;0,00;194,70;0,12;0,00;0,00;
0,00;0,00;195,02;0,04;0,00;0,00;
0,00;0,00;195,18;0,12;0,00;0,00;
0,00;0,00;195,34;0,04;0,00;0,00;
0,00;0,00;195,50;0,04;0,00;0,00;
0,00;0,00;195,66;0,12;0,00;0,00;
0,00;0,00;195,82;0,17;0,00;0,00;
0,00;0,00;195,98;0,08;0,00;0,00;
0,00;0,00;196,14;0,04;0,00;0,00;
0,00;0,00;196,30;0,08;0,00;0,00;
0,00;0,00;196,46;0,08;0,00;0,00;
0,00;0,00;196,62;0,17;0,00;0,00;
0,00;0,00;196,78;0,08;0,00;0,00;
0,00;0,00;196,94;0,12;0,00;0,00;
0,00;0,00;197,10;0,04;0,00;0,00;
0,00;0,00;197,26;0,08;0,00;0,00;
0,00;0,00;197,42;0,04;0,00;0,00;
0,00;0,00;197,58;0,04;0,00;0,00;
0,00;0,00;197,74;0,12;0,00;0,00;
0,00;0,00;197,90;0,17;0,00;0,00;
0,00;0,00;198,06;0,12;0,00;0,00;
0,00;0,00;198,22;0,04;0,00;0,00;
0,00;0,00;198,38;0,08;0,00;0,00;
0,00;0,00;198,54;0,12;0,00;0,00;
0,00;0,00;198,70;0,08;0,00;0,00;
0,00;0,00;198,86;0,08;0,00;0,00;
0,00;0,00;199,02;0,12;0,00;0,00;
0,00;0,00;199,34;0,12;0,00;0,00;
0,00;0,00;199,50;0,04;0,00;0,00;
0,00;0,00;199,66;0,08;0,00;0,00;
0,00;0,00;199,82;0,04;0,00;0,00;
0,00;0,00;199,98;0,04;0,00;0,00;
0,00;0,00;200,14;0,08;0,00;0,00;
0,00;0,00;200,30;0,04;0,00;0,00;
0,00;0,00;200,46;0,04;0,00;0,00;
0,00;0,00;200,62;0,04;0,00;0,00;
0,00;0,00;200,78;0,08;0,00;0,00;
0,00;0,00;200,94;0,12;0,00;0,00;
0,00;0,00;201,10;0,12;0,00;0,00;
0,00;0,00;201,26;0,08;0,00;0,00;
0,00;0,00;201,58;0,08;0,00;0,00;
0,00;0,00;201,90;0,08;0,00;0,00;
0,00;0,00;202,06;0,08;0,00;0,00;
0,00;0,00;202,22;0,08;0,00;0,00;
0,00;0,00;202,38;0,08;0,00;0,00;
0,00;0,00;202,54;0,12;0,00;0,00;
0,00;0,00;202,86;0,04;0,00;0,00;
0,00;0,00;203,02;0,04;0,00;0,00;
0,00;0,00;203,34;0,12;0,00;0,00;
0,00;0,00;203,50;0,08;0,00;0,00;
0,00;0,00;203,66;0,08;0,00;0,00;
0,00;0,00;203,82;0,12;0,00;0,00;
0,00;0,00;203,98;0,12;0,00;0,00;
0,00;0,00;204,14;0,26;0,00;0,00;
0,00;0,00;204,30;0,30;0,00;0,00;
0,00;0,00;204,46;0,35;0,00;0,00;
0,00;0,00;204,62;0,47;0,00;0,00;
0,00;0,00;204,77;0,56;0,00;0,00;
0,00;0,00;204,94;0,56;0,00;0,00;
0,00;0,00;205,10;0,60;0,00;0,00;
0,00;0,00;205,26;0,52;0,00;0,00;
0,00;0,00;205,42;0,52;0,00;0,00;
0,00;0,00;205,58;0,43;0,00;0,00;
0,00;0,00;205,74;0,35;0,00;0,00;
0,00;0,00;205,90;0,30;0,00;0,00;
0,00;0,00;206,06;0,30;0,00;0,00;
0,00;0,00;206,22;0,43;0,00;0,00;
0,00;0,00;206,38;0,77;0,00;0,00;
0,00;0,00;206,53;3,34;0,00;0,00;
0,00;0,00;206,68;5,12;0,00;0,00;
0,00;0,00;206,84;3,95;0,00;0,00;
0,00;0,00;207,02;3,21;0,00;0,00;
0,00;0,00;207,18;3,13;0,00;0,00;
0,00;0,00;207,34;3,26;0,00;0,00;
0,00;0,00;207,50;3,34;0,00;0,00;
0,00;0,00;207,66;3,43;0,00;0,00;
0,00;0,00;207,82;3,48;0,00;0,00;
0,00;0,00;207,98;3,56;0,00;0,00;
0,00;0,00;208,14;3,65;0,00;0,00;
0,00;0,00;208,30;3,74;0,00;0,00;
0,00;0,00;208,46;3,82;0,00;0,00;
0,00;0,00;208,62;3,91;0,00;0,00;
0,00;0,00;208,78;3,91;0,00;0,00;
0,00;0,00;208,94;4,00;0,00;0,00;
0,00;0,00;209,10;4,04;0,00;0,00;
0,00;0,00;209,26;4,13;0,00;0,00;
0,00;0,00;209,42;4,17;0,00;0,00;
0,00;0,00;209,58;4,22;0,00;0,00;
0,00;0,00;209,74;4,30;0,00;0,00;
