7615;19.02.21 14:17:20;21;Avvicinamento Pressata Fuori Ingombro;force > max. force (8);20210219093437P0028;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;39,90;-0,02;0,00;0,00;
0,00;0,00;40,16;0,18;0,00;0,00;
0,00;0,00;40,95;0,11;0,00;0,00;
0,00;0,00;42,22;0,09;0,00;0,00;
0,00;0,00;44,01;0,11;0,00;0,00;
0,00;0,00;46,31;0,24;0,00;0,00;
0,00;0,00;49,13;0,18;0,00;0,00;
0,00;0,00;52,30;0,02;0,00;0,00;
0,00;0,00;55,41;0,09;0,00;0,00;
0,00;0,00;58,65;0,06;0,00;0,00;
0,00;0,00;61,84;0,11;0,00;0,00;
0,00;0,00;65,04;0,13;0,00;0,00;
0,00;0,00;68,25;0,11;0,00;0,00;
0,00;0,00;71,45;0,06;0,00;0,00;
0,00;0,00;74,65;0,11;0,00;0,00;
0,00;0,00;77,85;0,04;0,00;0,00;
0,00;0,00;81,05;0,13;0,00;0,00;
0,00;0,00;84,25;0,09;0,00;0,00;
0,00;0,00;87,45;0,04;0,00;0,00;
0,00;0,00;90,65;0,09;0,00;0,00;
0,00;0,00;93,85;0,06;0,00;0,00;
0,00;0,00;97,05;0,09;0,00;0,00;
0,00;0,00;100,25;0,09;0,00;0,00;
0,00;0,00;103,45;0,04;0,00;0,00;
0,00;0,00;106,65;0,11;0,00;0,00;
0,00;0,00;109,85;0,04;0,00;0,00;
0,00;0,00;113,05;0,16;0,00;0,00;
0,00;0,00;116,25;0,09;0,00;0,00;
0,00;0,00;119,45;0,02;0,00;0,00;
0,00;0,00;122,65;0,09;0,00;0,00;
0,00;0,00;125,85;0,04;0,00;0,00;
0,00;0,00;129,05;0,16;0,00;0,00;
0,00;0,00;132,25;0,09;0,00;0,00;
0,00;0,00;135,45;0,02;0,00;0,00;
0,00;0,00;138,65;0,11;0,00;0,00;
0,00;0,00;141,85;0,06;0,00;0,00;
0,00;0,00;145,05;0,13;0,00;0,00;
0,00;0,00;148,25;0,06;0,00;0,00;
0,00;0,00;151,45;0,04;0,00;0,00;
0,00;0,00;154,65;0,09;0,00;0,00;
0,00;0,00;157,85;0,04;0,00;0,00;
0,00;0,00;161,05;0,25;0,00;0,00;
0,00;0,00;166,24;-0,00;0,00;0,00;
0,00;0,00;168,14;-0,02;0,00;0,00;
0,00;0,00;169,53;-0,07;0,00;0,00;
0,00;0,00;170,42;-0,02;0,00;0,00;
0,00;0,00;170,82;-0,02;0,00;0,00;
0,00;0,00;170,89;0,02;0,00;0,00;
0,00;0,00;170,93;0,06;0,00;0,00;
0,00;0,00;171,08;-0,02;0,00;0,00;
0,00;0,00;171,39;0,02;0,00;0,00;
0,00;0,00;171,55;0,06;0,00;0,00;
0,00;0,00;171,71;0,11;0,00;0,00;
0,00;0,00;171,87;0,20;0,00;0,00;
0,00;0,00;172,03;0,50;0,00;0,00;
0,00;0,00;172,17;3,39;0,00;0,00;
0,00;0,00;172,28;5,31;0,00;0,00;
0,00;0,00;172,28;5,08;0,00;0,00;
0,00;0,00;172,29;5,06;0,00;0,00;
0,00;0,00;172,30;4,99;0,00;0,00;
0,00;0,00;172,30;4,99;0,00;0,00;
0,00;0,00;172,31;4,92;0,00;0,00;
0,00;0,00;172,31;4,90;0,00;0,00;
0,00;0,00;172,31;4,88;0,00;0,00;
0,00;0,00;172,32;4,86;0,00;0,00;
0,00;0,00;172,32;4,81;0,00;0,00;
0,00;0,00;172,32;4,79;0,00;0,00;
0,00;0,00;172,32;4,72;0,00;0,00;
0,00;0,00;172,32;4,72;0,00;0,00;
0,00;0,00;172,32;4,70;0,00;0,00;
