57111;27.08.21 08:17:35;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20210826145143P0009;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;171,26;0,30;0,00;0,00;
0,00;0,00;171,52;-0,08;0,00;0,00;
0,00;0,00;171,47;-0,08;0,00;0,00;
0,00;0,00;171,55;0,22;0,00;0,00;
0,00;0,00;171,72;0,22;0,00;0,00;
0,00;0,00;172,02;0,06;0,00;0,00;
0,00;0,00;172,51;0,06;0,00;0,00;
0,00;0,00;172,67;0,14;0,00;0,00;
0,00;0,00;172,83;0,14;0,00;0,00;
0,00;0,00;173,15;0,14;0,00;0,00;
0,00;0,00;173,31;0,06;0,00;0,00;
0,00;0,00;173,47;0,06;0,00;0,00;
0,00;0,00;173,63;0,14;0,00;0,00;
0,00;0,00;173,79;0,06;0,00;0,00;
0,00;0,00;173,95;0,14;0,00;0,00;
0,00;0,00;174,11;0,06;0,00;0,00;
0,00;0,00;174,43;0,22;0,00;0,00;
0,00;0,00;174,75;0,14;0,00;0,00;
0,00;0,00;174,91;0,06;0,00;0,00;
0,00;0,00;175,07;0,14;0,00;0,00;
0,00;0,00;175,23;0,06;0,00;0,00;
0,00;0,00;175,39;0,30;0,00;0,00;
0,00;0,00;175,55;0,22;0,00;0,00;
0,00;0,00;175,87;0,22;0,00;0,00;
0,00;0,00;176,03;0,14;0,00;0,00;
0,00;0,00;176,19;0,22;0,00;0,00;
0,00;0,00;176,35;0,22;0,00;0,00;
0,00;0,00;176,67;0,22;0,00;0,00;
0,00;0,00;176,83;0,14;0,00;0,00;
0,00;0,00;176,99;0,30;0,00;0,00;
0,00;0,00;177,15;0,30;0,00;0,00;
0,00;0,00;177,31;0,22;0,00;0,00;
0,00;0,00;177,47;0,30;0,00;0,00;
0,00;0,00;177,63;0,30;0,00;0,00;
0,00;0,00;177,79;0,14;0,00;0,00;
0,00;0,00;177,95;0,22;0,00;0,00;
0,00;0,00;178,11;0,06;0,00;0,00;
0,00;0,00;178,27;0,22;0,00;0,00;
0,00;0,00;178,43;0,22;0,00;0,00;
0,00;0,00;178,50;0,14;0,00;0,00;
0,00;0,00;178,50;0,06;0,00;0,00;
0,00;0,00;178,36;-0,31;0,00;0,00;
0,00;0,00;177,83;-0,31;0,00;0,00;
0,00;0,00;177,09;-0,08;0,00;0,00;
0,00;0,00;176,57;-0,08;0,00;0,00;
0,00;0,00;176,49;-0,08;0,00;0,00;
0,00;0,00;176,49;-0,16;0,00;0,00;
0,00;0,00;176,55;0,14;0,00;0,00;
0,00;0,00;176,72;0,30;0,00;0,00;
0,00;0,00;176,86;0,30;0,00;0,00;
0,00;0,00;177,02;0,22;0,00;0,00;
0,00;0,00;177,19;0,14;0,00;0,00;
0,00;0,00;177,35;0,22;0,00;0,00;
0,00;0,00;177,51;0,06;0,00;0,00;
0,00;0,00;177,67;0,22;0,00;0,00;
0,00;0,00;177,83;0,06;0,00;0,00;
0,00;0,00;177,99;0,30;0,00;0,00;
0,00;0,00;178,15;0,30;0,00;0,00;
0,00;0,00;178,31;0,22;0,00;0,00;
0,00;0,00;178,47;0,22;0,00;0,00;
0,00;0,00;178,63;0,30;0,00;0,00;
0,00;0,00;178,79;0,22;0,00;0,00;
0,00;0,00;178,95;0,22;0,00;0,00;
0,00;0,00;179,11;0,14;0,00;0,00;
0,00;0,00;179,27;0,30;0,00;0,00;
0,00;0,00;179,43;0,22;0,00;0,00;
0,00;0,00;179,59;0,22;0,00;0,00;
0,00;0,00;179,75;0,30;0,00;0,00;
0,00;0,00;179,91;0,30;0,00;0,00;
0,00;0,00;180,07;0,22;0,00;0,00;
0,00;0,00;180,23;0,22;0,00;0,00;
0,00;0,00;180,39;0,22;0,00;0,00;
0,00;0,00;180,55;0,30;0,00;0,00;
0,00;0,00;180,71;0,14;0,00;0,00;
0,00;0,00;180,87;0,22;0,00;0,00;
0,00;0,00;181,03;0,22;0,00;0,00;
0,00;0,00;181,19;0,22;0,00;0,00;
0,00;0,00;181,35;0,22;0,00;0,00;
0,00;0,00;181,51;0,22;0,00;0,00;
0,00;0,00;181,67;0,22;0,00;0,00;
0,00;0,00;181,83;0,22;0,00;0,00;
0,00;0,00;181,99;0,22;0,00;0,00;
0,00;0,00;182,15;0,14;0,00;0,00;
0,00;0,00;182,31;0,22;0,00;0,00;
0,00;0,00;182,47;0,22;0,00;0,00;
0,00;0,00;182,63;0,22;0,00;0,00;
0,00;0,00;182,79;0,22;0,00;0,00;
0,00;0,00;182,95;0,22;0,00;0,00;
0,00;0,00;183,11;0,14;0,00;0,00;
0,00;0,00;183,27;0,30;0,00;0,00;
0,00;0,00;183,43;0,30;0,00;0,00;
0,00;0,00;183,59;0,30;0,00;0,00;
0,00;0,00;183,75;0,30;0,00;0,00;
0,00;0,00;183,91;0,14;0,00;0,00;
0,00;0,00;184,07;0,14;0,00;0,00;
0,00;0,00;184,23;0,30;0,00;0,00;
0,00;0,00;184,39;0,22;0,00;0,00;
0,00;0,00;184,55;0,30;0,00;0,00;
0,00;0,00;184,71;2,96;0,00;0,00;
0,00;0,00;184,86;6,00;0,00;0,00;
0,00;0,00;185,01;9,13;0,00;0,00;
0,00;0,00;185,17;12,69;0,00;0,00;
0,00;0,00;185,33;16,28;0,00;0,00;
0,00;0,00;185,49;19,94;0,00;0,00;
0,00;0,00;185,64;23,74;0,00;0,00;
0,00;0,00;185,80;27,40;0,00;0,00;
0,00;0,00;185,96;30,96;0,00;0,00;
0,00;0,00;186,00;30,81;0,00;0,00;
0,00;0,00;186,03;32,19;0,00;0,00;
0,00;0,00;186,03;32,33;0,00;0,00;
0,00;0,00;186,03;32,49;0,00;0,00;
0,00;0,00;186,03;32,65;0,00;0,00;
0,00;0,00;186,04;32,94;0,00;0,00;
0,00;0,00;186,04;33,18;0,00;0,00;
0,00;0,00;186,04;33,18;0,00;0,00;
0,00;0,00;186,04;33,18;0,00;0,00;
0,00;0,00;186,04;32,88;0,00;0,00;
0,00;0,00;186,04;32,49;0,00;0,00;
0,00;0,00;186,04;32,19;0,00;0,00;
0,00;0,00;186,04;31,96;0,00;0,00;
0,00;0,00;186,04;31,96;0,00;0,00;
