15582;16.12.20 11:17:52;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20201216084733P0009;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;74,86;0,22;0,00;0,00;
0,00;0,00;75,31;0,30;0,00;0,00;
0,00;0,00;76,08;0,30;0,00;0,00;
0,00;0,00;77,23;0,22;0,00;0,00;
0,00;0,00;78,77;0,22;0,00;0,00;
0,00;0,00;80,70;0,30;0,00;0,00;
0,00;0,00;83,00;0,30;0,00;0,00;
0,00;0,00;85,34;0,37;0,00;0,00;
0,00;0,00;87,73;0,30;0,00;0,00;
0,00;0,00;90,14;0,16;0,00;0,00;
0,00;0,00;92,54;0,16;0,00;0,00;
0,00;0,00;94,94;0,22;0,00;0,00;
0,00;0,00;97,35;0,30;0,00;0,00;
0,00;0,00;99,74;0,22;0,00;0,00;
0,00;0,00;102,15;0,22;0,00;0,00;
0,00;0,00;104,54;0,22;0,00;0,00;
0,00;0,00;106,95;0,22;0,00;0,00;
0,00;0,00;109,35;0,22;0,00;0,00;
0,00;0,00;111,75;0,16;0,00;0,00;
0,00;0,00;114,15;0,16;0,00;0,00;
0,00;0,00;116,54;0,22;0,00;0,00;
0,00;0,00;118,95;0,22;0,00;0,00;
0,00;0,00;121,35;0,22;0,00;0,00;
0,00;0,00;123,75;0,22;0,00;0,00;
0,00;0,00;126,15;0,16;0,00;0,00;
0,00;0,00;128,55;0,22;0,00;0,00;
0,00;0,00;130,95;0,22;0,00;0,00;
0,00;0,00;133,35;0,22;0,00;0,00;
0,00;0,00;135,74;0,16;0,00;0,00;
0,00;0,00;138,15;0,16;0,00;0,00;
0,00;0,00;140,54;0,16;0,00;0,00;
0,00;0,00;142,95;0,30;0,00;0,00;
0,00;0,00;145,35;0,30;0,00;0,00;
0,00;0,00;147,75;0,22;0,00;0,00;
0,00;0,00;150,15;0,30;0,00;0,00;
0,00;0,00;152,54;0,22;0,00;0,00;
0,00;0,00;154,95;0,14;0,00;0,00;
0,00;0,00;157,04;0,22;0,00;0,00;
0,00;0,00;158,82;0,30;0,00;0,00;
0,00;0,00;160,25;0,30;0,00;0,00;
0,00;0,00;161,30;0,08;0,00;0,00;
0,00;0,00;161,98;0,16;0,00;0,00;
0,00;0,00;162,28;0,08;0,00;0,00;
0,00;0,00;162,35;0,16;0,00;0,00;
0,00;0,00;162,37;0,16;0,00;0,00;
0,00;0,00;162,47;0,22;0,00;0,00;
0,00;0,00;162,60;0,16;0,00;0,00;
0,00;0,00;162,75;0,16;0,00;0,00;
0,00;0,00;162,92;0,16;0,00;0,00;
0,00;0,00;163,08;0,16;0,00;0,00;
0,00;0,00;163,24;0,16;0,00;0,00;
0,00;0,00;163,40;0,16;0,00;0,00;
0,00;0,00;163,56;0,16;0,00;0,00;
0,00;0,00;163,72;0,16;0,00;0,00;
0,00;0,00;163,88;0,16;0,00;0,00;
0,00;0,00;164,04;0,16;0,00;0,00;
0,00;0,00;164,20;0,16;0,00;0,00;
0,00;0,00;164,35;0,16;0,00;0,00;
0,00;0,00;164,35;0,08;0,00;0,00;
0,00;0,00;163,98;-0,23;0,00;0,00;
0,00;0,00;163,50;-0,16;0,00;0,00;
0,00;0,00;163,45;-0,08;0,00;0,00;
0,00;0,00;163,37;-0,08;0,00;0,00;
0,00;0,00;163,35;-0,16;0,00;0,00;
0,00;0,00;163,35;-0,16;0,00;0,00;
0,00;0,00;163,50;0,22;0,00;0,00;
0,00;0,00;163,63;0,16;0,00;0,00;
0,00;0,00;163,79;0,16;0,00;0,00;
0,00;0,00;163,96;0,16;0,00;0,00;
0,00;0,00;164,12;0,16;0,00;0,00;
0,00;0,00;164,28;0,16;0,00;0,00;
0,00;0,00;164,44;0,16;0,00;0,00;
0,00;0,00;164,60;0,16;0,00;0,00;
0,00;0,00;164,76;0,22;0,00;0,00;
0,00;0,00;164,91;3,80;0,00;0,00;
0,00;0,00;165,07;5,56;0,00;0,00;
0,00;0,00;165,23;6,25;0,00;0,00;
0,00;0,00;165,39;6,25;0,00;0,00;
0,00;0,00;165,56;6,25;0,00;0,00;
0,00;0,00;165,72;5,93;0,00;0,00;
0,00;0,00;165,88;5,56;0,00;0,00;
0,00;0,00;166,04;4,94;0,00;0,00;
0,00;0,00;166,20;4,72;0,00;0,00;
0,00;0,00;166,36;4,56;0,00;0,00;
0,00;0,00;166,52;4,49;0,00;0,00;
0,00;0,00;166,68;4,49;0,00;0,00;
0,00;0,00;166,84;4,56;0,00;0,00;
0,00;0,00;167,00;4,64;0,00;0,00;
0,00;0,00;167,16;4,72;0,00;0,00;
0,00;0,00;167,32;4,72;0,00;0,00;
0,00;0,00;167,48;4,86;0,00;0,00;
0,00;0,00;167,64;5,02;0,00;0,00;
0,00;0,00;167,80;5,33;0,00;0,00;
0,00;0,00;167,96;5,33;0,00;0,00;
0,00;0,00;168,12;5,40;0,00;0,00;
0,00;0,00;168,28;5,64;0,00;0,00;
0,00;0,00;168,44;5,93;0,00;0,00;
0,00;0,00;168,60;5,93;0,00;0,00;
0,00;0,00;168,76;6,25;0,00;0,00;
0,00;0,00;168,92;6,25;0,00;0,00;
0,00;0,00;169,08;6,54;0,00;0,00;
0,00;0,00;169,24;6,54;0,00;0,00;
0,00;0,00;169,40;6,78;0,00;0,00;
0,00;0,00;169,56;6,85;0,00;0,00;
0,00;0,00;169,72;7,07;0,00;0,00;
0,00;0,00;169,88;7,23;0,00;0,00;
0,00;0,00;170,04;7,46;0,00;0,00;
0,00;0,00;170,20;7,68;0,00;0,00;
0,00;0,00;170,36;7,76;0,00;0,00;
0,00;0,00;170,52;7,91;0,00;0,00;
0,00;0,00;170,68;8,07;0,00;0,00;
0,00;0,00;170,84;8,38;0,00;0,00;
0,00;0,00;171,00;8,60;0,00;0,00;
0,00;0,00;171,16;8,68;0,00;0,00;
0,00;0,00;171,32;8,99;0,00;0,00;
0,00;0,00;171,48;9,13;0,00;0,00;
0,00;0,00;171,64;9,36;0,00;0,00;
0,00;0,00;171,80;9,59;0,00;0,00;
0,00;0,00;171,96;9,81;0,00;0,00;
0,00;0,00;172,12;9,89;0,00;0,00;
0,00;0,00;172,28;10,20;0,00;0,00;
0,00;0,00;172,44;10,34;0,00;0,00;
0,00;0,00;172,60;10,50;0,00;0,00;
0,00;0,00;172,76;10,65;0,00;0,00;
0,00;0,00;172,92;10,87;0,00;0,00;
0,00;0,00;173,08;11,11;0,00;0,00;
0,00;0,00;173,24;11,42;0,00;0,00;
0,00;0,00;173,40;11,42;0,00;0,00;
0,00;0,00;173,56;11,73;0,00;0,00;
0,00;0,00;173,72;12,02;0,00;0,00;
0,00;0,00;173,88;12,10;0,00;0,00;
0,00;0,00;174,04;12,34;0,00;0,00;
0,00;0,00;174,20;12,55;0,00;0,00;
0,00;0,00;174,36;12,63;0,00;0,00;
0,00;0,00;174,52;12,94;0,00;0,00;
0,00;0,00;174,68;13,16;0,00;0,00;
0,00;0,00;174,84;13,39;0,00;0,00;
0,00;0,00;175,00;13,55;0,00;0,00;
0,00;0,00;175,16;13,85;0,00;0,00;
0,00;0,00;175,32;14,08;0,00;0,00;
0,00;0,00;175,48;14,22;0,00;0,00;
0,00;0,00;175,64;14,45;0,00;0,00;
0,00;0,00;175,80;14,77;0,00;0,00;
0,00;0,00;175,96;14,84;0,00;0,00;
0,00;0,00;176,12;15,08;0,00;0,00;
0,00;0,00;176,28;15,30;0,00;0,00;
0,00;0,00;176,44;15,45;0,00;0,00;
0,00;0,00;176,60;15,68;0,00;0,00;
0,00;0,00;176,76;15,98;0,00;0,00;
0,00;0,00;176,92;16,21;0,00;0,00;
0,00;0,00;177,08;16,29;0,00;0,00;
0,00;0,00;177,24;16,59;0,00;0,00;
0,00;0,00;177,40;16,90;0,00;0,00;
0,00;0,00;177,56;17,12;0,00;0,00;
0,00;0,00;177,72;17,20;0,00;0,00;
0,00;0,00;177,88;17,51;0,00;0,00;
0,00;0,00;178,04;17,66;0,00;0,00;
0,00;0,00;178,20;17,96;0,00;0,00;
0,00;0,00;178,36;18,11;0,00;0,00;
0,00;0,00;178,52;18,43;0,00;0,00;
0,00;0,00;178,68;18,57;0,00;0,00;
0,00;0,00;178,84;18,72;0,00;0,00;
0,00;0,00;179,00;19,03;0,00;0,00;
0,00;0,00;179,16;19,33;0,00;0,00;
0,00;0,00;179,19;17,27;0,00;0,00;
0,00;0,00;179,20;17,20;0,00;0,00;
0,00;0,00;179,15;14,08;0,00;0,00;
0,00;0,00;178,73;-0,23;0,00;0,00;
