10815;29.09.20 15:15:42;22;Avvicinamento pre-pressata pressata Fuori Ingombro;position > max position (10);20200929095820P0004;
0,00;0,00;171,72;-0,02;0,00;0,00;
0,00;0,00;171,75;0,07;0,00;0,00;
0,00;0,00;171,88;0,07;0,00;0,00;
0,00;0,00;172,05;0,02;0,00;0,00;
0,00;0,00;172,22;0,02;0,00;0,00;
0,00;0,00;172,38;0,05;0,00;0,00;
0,00;0,00;172,54;0,09;0,00;0,00;
0,00;0,00;172,71;0,07;0,00;0,00;
0,00;0,00;172,87;0,07;0,00;0,00;
0,00;0,00;173,03;0,05;0,00;0,00;
0,00;0,00;173,19;0,20;0,00;0,00;
0,00;0,00;173,35;0,27;0,00;0,00;
0,00;0,00;173,51;1,17;0,00;0,00;
0,00;0,00;173,65;4,16;0,00;0,00;
0,00;0,00;173,78;5,22;0,00;0,00;
0,00;0,00;173,95;5,74;0,00;0,00;
0,00;0,00;174,12;6,30;0,00;0,00;
0,00;0,00;174,28;6,85;0,00;0,00;
0,00;0,00;174,44;7,39;0,00;0,00;
0,00;0,00;174,60;7,87;0,00;0,00;
0,00;0,00;174,77;8,32;0,00;0,00;
0,00;0,00;174,93;8,84;0,00;0,00;
0,00;0,00;175,09;9,31;0,00;0,00;
0,00;0,00;175,25;9,77;0,00;0,00;
0,00;0,00;175,41;10,22;0,00;0,00;
0,00;0,00;175,57;10,65;0,00;0,00;
0,00;0,00;175,73;11,05;0,00;0,00;
0,00;0,00;175,89;11,44;0,00;0,00;
0,00;0,00;176,05;11,94;0,00;0,00;
0,00;0,00;176,21;12,19;0,00;0,00;
0,00;0,00;176,37;12,59;0,00;0,00;
0,00;0,00;176,53;13,04;0,00;0,00;
0,00;0,00;176,69;13,34;0,00;0,00;
0,00;0,00;176,85;13,70;0,00;0,00;
0,00;0,00;177,02;14,11;0,00;0,00;
0,00;0,00;177,18;14,47;0,00;0,00;
0,00;0,00;177,34;14,79;0,00;0,00;
0,00;0,00;177,50;15,08;0,00;0,00;
0,00;0,00;177,66;15,49;0,00;0,00;
0,00;0,00;177,81;15,98;0,00;0,00;
0,00;0,00;177,97;16,39;0,00;0,00;
0,00;0,00;178,13;16,55;0,00;0,00;
0,00;0,00;178,30;16,71;0,00;0,00;
0,00;0,00;178,46;16,91;0,00;0,00;
0,00;0,00;178,62;16,96;0,00;0,00;
0,00;0,00;178,78;16,73;0,00;0,00;
0,00;0,00;178,95;16,34;0,00;0,00;
0,00;0,00;179,12;15,60;0,00;0,00;
0,00;0,00;179,29;13,75;0,00;0,00;
0,00;0,00;179,39;11,08;0,00;0,00;
0,00;0,00;179,40;10,60;0,00;0,00;
0,00;0,00;179,40;10,29;0,00;0,00;
0,00;0,00;179,40;10,20;0,00;0,00;
0,00;0,00;179,40;10,13;0,00;0,00;
0,00;0,00;179,40;10,13;0,00;0,00;
0,00;0,00;179,40;10,04;0,00;0,00;
0,00;0,00;179,39;9,74;0,00;0,00;
0,00;0,00;179,38;9,38;0,00;0,00;
0,00;0,00;179,37;9,11;0,00;0,00;
0,00;0,00;179,37;8,95;0,00;0,00;
0,00;0,00;179,36;8,79;0,00;0,00;
0,00;0,00;179,36;8,68;0,00;0,00;
0,00;0,00;179,36;8,64;0,00;0,00;
0,00;0,00;179,36;8,59;0,00;0,00;
