6477;27.01.21 16:54:34;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force < min. force (9);20210126184931P0043;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;25,16;0,18;0,00;0,00;
0,00;0,00;25,71;0,16;0,00;0,00;
0,00;0,00;26,73;0,09;0,00;0,00;
0,00;0,00;28,26;0,09;0,00;0,00;
0,00;0,00;30,30;0,27;0,00;0,00;
0,00;0,00;32,86;0,25;0,00;0,00;
0,00;0,00;35,90;0,05;0,00;0,00;
0,00;0,00;39,05;0,11;0,00;0,00;
0,00;0,00;42,22;0,16;0,00;0,00;
0,00;0,00;45,45;0,02;0,00;0,00;
0,00;0,00;48,64;0,16;0,00;0,00;
0,00;0,00;51,85;0,09;0,00;0,00;
0,00;0,00;55,05;0,13;0,00;0,00;
0,00;0,00;58,25;0,11;0,00;0,00;
0,00;0,00;61,45;0,05;0,00;0,00;
0,00;0,00;64,65;0,13;0,00;0,00;
0,00;0,00;67,85;0,06;0,00;0,00;
0,00;0,00;71,05;0,16;0,00;0,00;
0,00;0,00;74,25;0,11;0,00;0,00;
0,00;0,00;77,45;0,07;0,00;0,00;
0,00;0,00;80,65;0,11;0,00;0,00;
0,00;0,00;83,85;0,09;0,00;0,00;
0,00;0,00;87,05;0,16;0,00;0,00;
0,00;0,00;90,25;0,11;0,00;0,00;
0,00;0,00;93,45;0,05;0,00;0,00;
0,00;0,00;96,65;0,13;0,00;0,00;
0,00;0,00;99,85;0,07;0,00;0,00;
0,00;0,00;103,05;0,16;0,00;0,00;
0,00;0,00;106,25;0,09;0,00;0,00;
0,00;0,00;109,45;0,07;0,00;0,00;
0,00;0,00;112,65;0,13;0,00;0,00;
0,00;0,00;115,85;0,06;0,00;0,00;
0,00;0,00;119,05;0,20;0,00;0,00;
0,00;0,00;122,25;0,13;0,00;0,00;
0,00;0,00;125,45;0,09;0,00;0,00;
0,00;0,00;128,58;-0,07;0,00;0,00;
0,00;0,00;131,20;0,05;0,00;0,00;
0,00;0,00;133,38;0,05;0,00;0,00;
0,00;0,00;136,23;-0,02;0,00;0,00;
0,00;0,00;137,07;0,05;0,00;0,00;
0,00;0,00;137,12;0,02;0,00;0,00;
0,00;0,00;137,12;0,11;0,00;0,00;
0,00;0,00;137,28;0,05;0,00;0,00;
0,00;0,00;137,59;0,09;0,00;0,00;
0,00;0,00;137,75;0,09;0,00;0,00;
0,00;0,00;137,91;0,07;0,00;0,00;
0,00;0,00;138,07;0,05;0,00;0,00;
0,00;0,00;138,23;0,05;0,00;0,00;
0,00;0,00;138,39;0,07;0,00;0,00;
0,00;0,00;138,55;0,07;0,00;0,00;
0,00;0,00;138,71;0,09;0,00;0,00;
0,00;0,00;138,87;0,07;0,00;0,00;
0,00;0,00;139,03;0,05;0,00;0,00;
0,00;0,00;139,19;0,07;0,00;0,00;
0,00;0,00;139,35;0,07;0,00;0,00;
0,00;0,00;139,51;0,09;0,00;0,00;
0,00;0,00;139,67;0,09;0,00;0,00;
0,00;0,00;139,83;0,09;0,00;0,00;
0,00;0,00;139,99;0,09;0,00;0,00;
0,00;0,00;140,15;0,07;0,00;0,00;
0,00;0,00;140,31;0,09;0,00;0,00;
0,00;0,00;140,47;0,09;0,00;0,00;
0,00;0,00;140,63;0,09;0,00;0,00;
0,00;0,00;140,79;0,09;0,00;0,00;
0,00;0,00;140,95;0,07;0,00;0,00;
0,00;0,00;141,11;0,09;0,00;0,00;
0,00;0,00;141,27;0,09;0,00;0,00;
0,00;0,00;141,43;0,09;0,00;0,00;
0,00;0,00;141,59;0,09;0,00;0,00;
0,00;0,00;141,75;0,05;0,00;0,00;
0,00;0,00;141,91;0,07;0,00;0,00;
0,00;0,00;142,07;0,07;0,00;0,00;
0,00;0,00;142,23;0,09;0,00;0,00;
0,00;0,00;142,39;0,09;0,00;0,00;
0,00;0,00;142,55;0,07;0,00;0,00;
0,00;0,00;142,71;0,09;0,00;0,00;
0,00;0,00;142,87;0,09;0,00;0,00;
0,00;0,00;143,03;0,09;0,00;0,00;
0,00;0,00;143,19;0,09;0,00;0,00;
0,00;0,00;143,35;0,05;0,00;0,00;
0,00;0,00;143,51;0,09;0,00;0,00;
0,00;0,00;143,67;0,09;0,00;0,00;
