3081;05.02.20 10:11:21;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20200203163705;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;59,40;-0,05;0,00;0,00;
0,00;0,00;59,66;0,16;0,00;0,00;
0,00;0,00;60,44;0,11;0,00;0,00;
0,00;0,00;61,71;0,13;0,00;0,00;
0,00;0,00;63,50;0,13;0,00;0,00;
0,00;0,00;65,81;0,16;0,00;0,00;
0,00;0,00;68,62;0,13;0,00;0,00;
0,00;0,00;71,78;0,05;0,00;0,00;
0,00;0,00;74,90;0,11;0,00;0,00;
0,00;0,00;78,16;0,18;0,00;0,00;
0,00;0,00;81,34;0,09;0,00;0,00;
0,00;0,00;84,52;0,11;0,00;0,00;
0,00;0,00;87,74;0,07;0,00;0,00;
0,00;0,00;90,93;0,07;0,00;0,00;
0,00;0,00;94,14;0,07;0,00;0,00;
0,00;0,00;97,34;0,09;0,00;0,00;
0,00;0,00;100,54;0,11;0,00;0,00;
0,00;0,00;103,74;0,13;0,00;0,00;
0,00;0,00;106,94;0,07;0,00;0,00;
0,00;0,00;110,14;0,09;0,00;0,00;
0,00;0,00;113,34;0,06;0,00;0,00;
0,00;0,00;116,54;0,07;0,00;0,00;
0,00;0,00;119,74;0,11;0,00;0,00;
0,00;0,00;122,94;0,07;0,00;0,00;
0,00;0,00;126,14;0,06;0,00;0,00;
0,00;0,00;129,34;0,07;0,00;0,00;
0,00;0,00;132,54;0,05;0,00;0,00;
0,00;0,00;135,74;0,11;0,00;0,00;
0,00;0,00;138,94;0,07;0,00;0,00;
0,00;0,00;142,14;0,07;0,00;0,00;
0,00;0,00;145,34;0,09;0,00;0,00;
0,00;0,00;148,54;0,09;0,00;0,00;
0,00;0,00;151,74;0,11;0,00;0,00;
0,00;0,00;154,94;0,07;0,00;0,00;
0,00;0,00;158,14;0,09;0,00;0,00;
0,00;0,00;161,23;-0,05;0,00;0,00;
0,00;0,00;165,97;-0,02;0,00;0,00;
0,00;0,00;168,80;-0,07;0,00;0,00;
0,00;0,00;169,46;-0,07;0,00;0,00;
0,00;0,00;169,67;-0,02;0,00;0,00;
0,00;0,00;169,73;-0,05;0,00;0,00;
0,00;0,00;169,73;-0,07;0,00;0,00;
0,00;0,00;169,95;0,05;0,00;0,00;
0,00;0,00;170,11;0,02;0,00;0,00;
0,00;0,00;170,27;0,02;0,00;0,00;
0,00;0,00;170,43;0,02;0,00;0,00;
0,00;0,00;170,59;0,02;0,00;0,00;
0,00;0,00;170,75;0,02;0,00;0,00;
0,00;0,00;171,07;0,02;0,00;0,00;
0,00;0,00;171,23;0,02;0,00;0,00;
0,00;0,00;171,39;0,02;0,00;0,00;
0,00;0,00;171,55;0,02;0,00;0,00;
0,00;0,00;171,71;0,02;0,00;0,00;
0,00;0,00;172,03;0,02;0,00;0,00;
0,00;0,00;172,19;0,02;0,00;0,00;
0,00;0,00;172,35;0,18;0,00;0,00;
0,00;0,00;172,51;0,18;0,00;0,00;
0,00;0,00;172,67;0,27;0,00;0,00;
0,00;0,00;172,83;0,48;0,00;0,00;
0,00;0,00;172,99;0,79;0,00;0,00;
0,00;0,00;173,14;1,11;0,00;0,00;
0,00;0,00;173,30;1,15;0,00;0,00;
0,00;0,00;173,47;1,22;0,00;0,00;
0,00;0,00;173,63;1,29;0,00;0,00;
0,00;0,00;173,79;1,36;0,00;0,00;
0,00;0,00;173,95;1,38;0,00;0,00;
0,00;0,00;174,11;1,44;0,00;0,00;
0,00;0,00;174,27;1,49;0,00;0,00;
0,00;0,00;174,43;1,56;0,00;0,00;
0,00;0,00;174,59;1,67;0,00;0,00;
0,00;0,00;174,75;1,74;0,00;0,00;
0,00;0,00;174,91;1,83;0,00;0,00;
0,00;0,00;175,07;1,94;0,00;0,00;
0,00;0,00;175,23;2,01;0,00;0,00;
0,00;0,00;175,39;2,10;0,00;0,00;
0,00;0,00;175,55;2,15;0,00;0,00;
0,00;0,00;175,71;2,26;0,00;0,00;
0,00;0,00;175,87;2,30;0,00;0,00;
0,00;0,00;176,03;2,40;0,00;0,00;
0,00;0,00;176,19;2,46;0,00;0,00;
0,00;0,00;176,35;2,56;0,00;0,00;
0,00;0,00;176,51;2,62;0,00;0,00;
0,00;0,00;176,67;2,64;0,00;0,00;
0,00;0,00;176,83;2,74;0,00;0,00;
0,00;0,00;176,99;2,80;0,00;0,00;
0,00;0,00;177,15;2,87;0,00;0,00;
0,00;0,00;177,31;2,92;0,00;0,00;
0,00;0,00;177,47;3,01;0,00;0,00;
0,00;0,00;177,63;3,10;0,00;0,00;
0,00;0,00;177,79;3,14;0,00;0,00;
0,00;0,00;177,95;3,19;0,00;0,00;
0,00;0,00;178,11;3,23;0,00;0,00;
0,00;0,00;178,27;3,28;0,00;0,00;
0,00;0,00;178,43;3,37;0,00;0,00;
0,00;0,00;178,59;3,37;0,00;0,00;
0,00;0,00;178,75;3,46;0,00;0,00;
0,00;0,00;178,91;3,48;0,00;0,00;
0,00;0,00;179,07;3,55;0,00;0,00;
0,00;0,00;179,23;3,55;0,00;0,00;
0,00;0,00;179,39;3,62;0,00;0,00;
0,00;0,00;179,55;3,66;0,00;0,00;
0,00;0,00;179,71;3,73;0,00;0,00;
0,00;0,00;179,84;4,72;0,00;0,00;
0,00;0,00;179,85;5,02;0,00;0,00;
0,00;0,00;179,85;5,09;0,00;0,00;
0,00;0,00;179,71;1,51;0,00;0,00;
0,00;0,00;179,09;-0,18;0,00;0,00;
0,00;0,00;177,95;-0,23;0,00;0,00;
0,00;0,00;176,27;-0,18;0,00;0,00;
0,00;0,00;174,09;-0,18;0,00;0,00;
0,00;0,00;171,40;-0,18;0,00;0,00;
0,00;0,00;168,29;-0,18;0,00;0,00;
