3103;05.02.20 14:08:48;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20200203163705;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;9,66;0,18;0,00;0,00;
0,00;0,00;10,44;0,13;0,00;0,00;
0,00;0,00;11,71;0,16;0,00;0,00;
0,00;0,00;13,50;0,16;0,00;0,00;
0,00;0,00;15,80;0,18;0,00;0,00;
0,00;0,00;18,60;0,11;0,00;0,00;
0,00;0,00;21,73;0,13;0,00;0,00;
0,00;0,00;24,89;0,13;0,00;0,00;
0,00;0,00;28,14;0,13;0,00;0,00;
0,00;0,00;31,33;0,11;0,00;0,00;
0,00;0,00;34,55;0,13;0,00;0,00;
0,00;0,00;37,74;0,16;0,00;0,00;
0,00;0,00;40,96;0,09;0,00;0,00;
0,00;0,00;44,15;0,16;0,00;0,00;
0,00;0,00;47,36;0,05;0,00;0,00;
0,00;0,00;50,55;0,11;0,00;0,00;
0,00;0,00;53,75;0,11;0,00;0,00;
0,00;0,00;56,95;0,11;0,00;0,00;
0,00;0,00;60,15;0,13;0,00;0,00;
0,00;0,00;63,35;0,06;0,00;0,00;
0,00;0,00;66,55;0,11;0,00;0,00;
0,00;0,00;69,75;0,13;0,00;0,00;
0,00;0,00;72,95;0,09;0,00;0,00;
0,00;0,00;76,15;0,11;0,00;0,00;
0,00;0,00;79,35;0,06;0,00;0,00;
0,00;0,00;82,55;0,11;0,00;0,00;
0,00;0,00;85,75;0,16;0,00;0,00;
0,00;0,00;88,95;0,11;0,00;0,00;
0,00;0,00;92,15;0,11;0,00;0,00;
0,00;0,00;95,35;0,09;0,00;0,00;
0,00;0,00;98,55;0,09;0,00;0,00;
0,00;0,00;101,75;0,16;0,00;0,00;
0,00;0,00;104,95;0,07;0,00;0,00;
0,00;0,00;108,15;0,16;0,00;0,00;
0,00;0,00;111,35;0,09;0,00;0,00;
0,00;0,00;114,55;0,13;0,00;0,00;
0,00;0,00;117,75;0,13;0,00;0,00;
0,00;0,00;120,95;0,13;0,00;0,00;
0,00;0,00;124,15;0,11;0,00;0,00;
0,00;0,00;127,35;0,11;0,00;0,00;
0,00;0,00;130,55;0,11;0,00;0,00;
0,00;0,00;133,75;0,16;0,00;0,00;
0,00;0,00;136,95;0,11;0,00;0,00;
0,00;0,00;140,15;0,09;0,00;0,00;
0,00;0,00;143,35;0,06;0,00;0,00;
0,00;0,00;146,55;0,11;0,00;0,00;
0,00;0,00;149,75;0,13;0,00;0,00;
0,00;0,00;152,95;0,09;0,00;0,00;
0,00;0,00;156,15;0,11;0,00;0,00;
0,00;0,00;159,35;0,09;0,00;0,00;
0,00;0,00;162,25;0,05;0,00;0,00;
0,00;0,00;166,66;-0,02;0,00;0,00;
0,00;0,00;169,60;-0,07;0,00;0,00;
0,00;0,00;169,70;0,02;0,00;0,00;
0,00;0,00;169,74;0,06;0,00;0,00;
0,00;0,00;169,88;-0,02;0,00;0,00;
0,00;0,00;170,35;0,02;0,00;0,00;
0,00;0,00;171,15;0,02;0,00;0,00;
0,00;0,00;171,63;0,02;0,00;0,00;
0,00;0,00;172,11;0,11;0,00;0,00;
0,00;0,00;172,27;0,18;0,00;0,00;
0,00;0,00;172,43;0,18;0,00;0,00;
0,00;0,00;172,59;0,34;0,00;0,00;
0,00;0,00;172,75;0,54;0,00;0,00;
0,00;0,00;172,91;0,77;0,00;0,00;
0,00;0,00;173,06;1,02;0,00;0,00;
0,00;0,00;173,22;1,20;0,00;0,00;
0,00;0,00;173,38;1,33;0,00;0,00;
0,00;0,00;173,55;1,27;0,00;0,00;
0,00;0,00;173,71;1,36;0,00;0,00;
0,00;0,00;173,87;1,36;0,00;0,00;
0,00;0,00;174,03;1,45;0,00;0,00;
0,00;0,00;174,19;1,45;0,00;0,00;
0,00;0,00;174,35;1,47;0,00;0,00;
0,00;0,00;174,51;1,54;0,00;0,00;
0,00;0,00;174,67;1,58;0,00;0,00;
0,00;0,00;174,83;1,63;0,00;0,00;
0,00;0,00;174,99;1,72;0,00;0,00;
0,00;0,00;175,15;1,79;0,00;0,00;
0,00;0,00;175,31;1,83;0,00;0,00;
0,00;0,00;175,47;1,90;0,00;0,00;
0,00;0,00;175,63;1,99;0,00;0,00;
0,00;0,00;175,79;2,04;0,00;0,00;
0,00;0,00;175,95;2,01;0,00;0,00;
0,00;0,00;176,11;2,17;0,00;0,00;
0,00;0,00;176,27;2,26;0,00;0,00;
0,00;0,00;176,43;2,35;0,00;0,00;
0,00;0,00;176,59;2,37;0,00;0,00;
0,00;0,00;176,75;2,46;0,00;0,00;
0,00;0,00;176,91;2,53;0,00;0,00;
0,00;0,00;177,07;2,63;0,00;0,00;
0,00;0,00;177,23;2,71;0,00;0,00;
0,00;0,00;177,39;2,81;0,00;0,00;
0,00;0,00;177,55;2,89;0,00;0,00;
0,00;0,00;177,71;2,94;0,00;0,00;
0,00;0,00;177,87;3,01;0,00;0,00;
0,00;0,00;178,03;3,08;0,00;0,00;
0,00;0,00;178,19;3,17;0,00;0,00;
0,00;0,00;178,35;3,26;0,00;0,00;
0,00;0,00;178,51;3,30;0,00;0,00;
0,00;0,00;178,67;3,35;0,00;0,00;
0,00;0,00;178,83;3,44;0,00;0,00;
0,00;0,00;178,99;3,50;0,00;0,00;
0,00;0,00;179,15;3,55;0,00;0,00;
0,00;0,00;179,31;3,62;0,00;0,00;
0,00;0,00;179,35;3,32;0,00;0,00;
0,00;0,00;179,36;3,35;0,00;0,00;
0,00;0,00;179,31;2,15;0,00;0,00;
0,00;0,00;178,79;-0,18;0,00;0,00;
0,00;0,00;177,77;-0,13;0,00;0,00;
0,00;0,00;176,24;-0,09;0,00;0,00;
0,00;0,00;174,19;-0,20;0,00;0,00;
0,00;0,00;171,62;-0,20;0,00;0,00;
0,00;0,00;168,60;-0,18;0,00;0,00;
0,00;0,00;165,45;-0,18;0,00;0,00;
0,00;0,00;162,25;-0,23;0,00;0,00;
0,00;0,00;159,01;-0,11;0,00;0,00;
0,00;0,00;155,83;-0,18;0,00;0,00;
0,00;0,00;152,61;-0,16;0,00;0,00;
0,00;0,00;149,42;-0,20;0,00;0,00;
0,00;0,00;146,21;-0,16;0,00;0,00;
0,00;0,00;143,01;-0,13;0,00;0,00;
0,00;0,00;139,82;-0,18;0,00;0,00;
0,00;0,00;136,61;-0,13;0,00;0,00;
0,00;0,00;133,41;-0,18;0,00;0,00;
0,00;0,00;130,21;-0,16;0,00;0,00;
0,00;0,00;127,01;-0,13;0,00;0,00;
0,00;0,00;123,81;-0,16;0,00;0,00;
0,00;0,00;120,61;-0,16;0,00;0,00;
0,00;0,00;117,41;-0,16;0,00;0,00;
0,00;0,00;114,21;-0,13;0,00;0,00;
0,00;0,00;111,01;-0,13;0,00;0,00;
0,00;0,00;107,81;-0,16;0,00;0,00;
0,00;0,00;104,61;-0,13;0,00;0,00;
0,00;0,00;101,41;-0,18;0,00;0,00;
0,00;0,00;98,21;-0,16;0,00;0,00;
0,00;0,00;95,00;-0,16;0,00;0,00;
0,00;0,00;91,81;-0,18;0,00;0,00;
0,00;0,00;88,61;-0,13;0,00;0,00;
0,00;0,00;85,41;-0,16;0,00;0,00;
0,00;0,00;82,20;-0,16;0,00;0,00;
0,00;0,00;79,01;-0,13;0,00;0,00;
0,00;0,00;75,81;-0,16;0,00;0,00;
0,00;0,00;72,61;-0,13;0,00;0,00;
0,00;0,00;69,41;-0,18;0,00;0,00;
0,00;0,00;66,58;-0,11;0,00;0,00;
0,00;0,00;64,19;-0,09;0,00;0,00;
0,00;0,00;59,93;-0,02;0,00;0,00;
0,00;0,00;59,39;-0,07;0,00;0,00;
