3099;05.02.20 11:06:16;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20200203163705;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;59,46;0,24;0,00;0,00;
0,00;0,00;59,99;0,20;0,00;0,00;
0,00;0,00;61,01;0,22;0,00;0,00;
0,00;0,00;62,54;0,24;0,00;0,00;
0,00;0,00;64,59;0,24;0,00;0,00;
0,00;0,00;67,15;0,24;0,00;0,00;
0,00;0,00;70,17;0,31;0,00;0,00;
0,00;0,00;73,34;0,15;0,00;0,00;
0,00;0,00;76,49;0,20;0,00;0,00;
0,00;0,00;79,77;0,13;0,00;0,00;
0,00;0,00;82,91;0,15;0,00;0,00;
0,00;0,00;86,16;0,18;0,00;0,00;
0,00;0,00;89,32;0,22;0,00;0,00;
0,00;0,00;92,55;0,20;0,00;0,00;
0,00;0,00;95,74;0,20;0,00;0,00;
0,00;0,00;98,95;0,18;0,00;0,00;
0,00;0,00;102,15;0,22;0,00;0,00;
0,00;0,00;105,35;0,18;0,00;0,00;
0,00;0,00;108,55;0,22;0,00;0,00;
0,00;0,00;111,75;0,24;0,00;0,00;
0,00;0,00;114,95;0,20;0,00;0,00;
0,00;0,00;118,15;0,20;0,00;0,00;
0,00;0,00;121,35;0,22;0,00;0,00;
0,00;0,00;124,55;0,22;0,00;0,00;
0,00;0,00;127,75;0,22;0,00;0,00;
0,00;0,00;130,95;0,20;0,00;0,00;
0,00;0,00;134,15;0,22;0,00;0,00;
0,00;0,00;137,35;0,18;0,00;0,00;
0,00;0,00;140,55;0,15;0,00;0,00;
0,00;0,00;143,75;0,22;0,00;0,00;
0,00;0,00;146,95;0,20;0,00;0,00;
0,00;0,00;150,15;0,20;0,00;0,00;
0,00;0,00;153,35;0,18;0,00;0,00;
0,00;0,00;156,55;0,15;0,00;0,00;
0,00;0,00;159,75;0,18;0,00;0,00;
0,00;0,00;162,57;0,16;0,00;0,00;
0,00;0,00;164,96;0,11;0,00;0,00;
0,00;0,00;166,87;0,09;0,00;0,00;
0,00;0,00;168,28;0,09;0,00;0,00;
0,00;0,00;169,20;0,02;0,00;0,00;
0,00;0,00;169,62;0,04;0,00;0,00;
0,00;0,00;169,71;0,11;0,00;0,00;
0,00;0,00;169,73;0,09;0,00;0,00;
0,00;0,00;169,85;0,09;0,00;0,00;
0,00;0,00;169,99;0,09;0,00;0,00;
0,00;0,00;170,15;0,11;0,00;0,00;
0,00;0,00;170,31;0,09;0,00;0,00;
0,00;0,00;170,47;0,09;0,00;0,00;
0,00;0,00;170,63;0,09;0,00;0,00;
0,00;0,00;170,79;0,09;0,00;0,00;
0,00;0,00;170,95;0,09;0,00;0,00;
0,00;0,00;171,11;0,09;0,00;0,00;
0,00;0,00;171,27;0,09;0,00;0,00;
0,00;0,00;171,43;0,09;0,00;0,00;
0,00;0,00;171,59;0,11;0,00;0,00;
0,00;0,00;171,75;0,16;0,00;0,00;
0,00;0,00;171,91;0,09;0,00;0,00;
0,00;0,00;172,07;0,18;0,00;0,00;
0,00;0,00;172,23;0,27;0,00;0,00;
0,00;0,00;172,39;0,27;0,00;0,00;
0,00;0,00;172,55;0,54;0,00;0,00;
0,00;0,00;172,71;0,90;0,00;0,00;
0,00;0,00;172,86;1,35;0,00;0,00;
