10785;04.02.21 12:21:18;21;Avvicinamento Pressata Finale;force > max. force (8);20210204105034A0211;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;62,90;0,04;0,00;0,00;
0,00;0,00;64,02;0,09;0,00;0,00;
0,00;0,00;67,10;0,13;0,00;0,00;
0,00;0,00;71,72;0,09;0,00;0,00;
0,00;0,00;76,53;0,09;0,00;0,00;
0,00;0,00;81,32;0,09;0,00;0,00;
0,00;0,00;86,12;0,13;0,00;0,00;
0,00;0,00;90,92;0,04;0,00;0,00;
0,00;0,00;95,72;0,13;0,00;0,00;
0,00;0,00;100,52;0,09;0,00;0,00;
0,00;0,00;105,32;0,09;0,00;0,00;
0,00;0,00;110,12;0,04;0,00;0,00;
0,00;0,00;114,92;0,09;0,00;0,00;
0,00;0,00;119,72;0,09;0,00;0,00;
0,00;0,00;124,52;0,04;0,00;0,00;
0,00;0,00;129,32;0,09;0,00;0,00;
0,00;0,00;134,12;0,13;0,00;0,00;
0,00;0,00;138,92;0,13;0,00;0,00;
0,00;0,00;143,72;0,04;0,00;0,00;
0,00;0,00;148,52;0,13;0,00;0,00;
0,00;0,00;153,32;0,09;0,00;0,00;
0,00;0,00;158,12;0,04;0,00;0,00;
0,00;0,00;162,92;0,09;0,00;0,00;
0,00;0,00;167,72;0,09;0,00;0,00;
0,00;0,00;172,52;0,13;0,00;0,00;
0,00;0,00;177,32;0,04;0,00;0,00;
0,00;0,00;182,12;0,18;0,00;0,00;
0,00;0,00;186,92;0,13;0,00;0,00;
0,00;0,00;191,72;0,04;0,00;0,00;
0,00;0,00;196,52;0,09;0,00;0,00;
0,00;0,00;201,32;0,09;0,00;0,00;
0,00;0,00;206,12;0,18;0,00;0,00;
0,00;0,00;210,92;0,04;0,00;0,00;
0,00;0,00;215,72;0,13;0,00;0,00;
0,00;0,00;220,52;0,09;0,00;0,00;
0,00;0,00;225,32;0,18;0,00;0,00;
0,00;0,00;230,12;0,09;0,00;0,00;
0,00;0,00;234,92;0,04;0,00;0,00;
0,00;0,00;239,72;0,09;0,00;0,00;
0,00;0,00;244,52;0,09;0,00;0,00;
0,00;0,00;249,32;0,09;0,00;0,00;
0,00;0,00;253,94;0,09;0,00;0,00;
0,00;0,00;256,88;0,04;0,00;0,00;
0,00;0,00;257,83;0,09;0,00;0,00;
0,00;0,00;257,90;0,04;0,00;0,00;
0,00;0,00;258,07;0,04;0,00;0,00;
0,00;0,00;258,37;0,09;0,00;0,00;
0,00;0,00;258,70;0,18;0,00;0,00;
0,00;0,00;259,02;0,13;0,00;0,00;
0,00;0,00;259,34;0,18;0,00;0,00;
0,00;0,00;259,66;0,18;0,00;0,00;
0,00;0,00;259,98;0,13;0,00;0,00;
0,00;0,00;260,30;0,13;0,00;0,00;
0,00;0,00;260,62;0,18;0,00;0,00;
0,00;0,00;260,94;0,13;0,00;0,00;
0,00;0,00;261,26;0,13;0,00;0,00;
0,00;0,00;261,58;0,13;0,00;0,00;
0,00;0,00;261,90;0,18;0,00;0,00;
0,00;0,00;262,22;0,18;0,00;0,00;
0,00;0,00;262,54;0,18;0,00;0,00;
0,00;0,00;262,86;0,13;0,00;0,00;
0,00;0,00;263,18;0,13;0,00;0,00;
0,00;0,00;263,50;0,13;0,00;0,00;
0,00;0,00;263,82;0,13;0,00;0,00;
0,00;0,00;264,14;0,18;0,00;0,00;
0,00;0,00;264,46;0,18;0,00;0,00;
0,00;0,00;264,78;0,13;0,00;0,00;
0,00;0,00;265,10;0,13;0,00;0,00;
0,00;0,00;265,42;0,18;0,00;0,00;
0,00;0,00;265,74;0,18;0,00;0,00;
0,00;0,00;266,06;0,18;0,00;0,00;
0,00;0,00;266,38;0,18;0,00;0,00;
0,00;0,00;266,70;0,18;0,00;0,00;
0,00;0,00;267,02;0,18;0,00;0,00;
0,00;0,00;267,34;0,13;0,00;0,00;
0,00;0,00;267,66;0,18;0,00;0,00;
0,00;0,00;267,98;0,13;0,00;0,00;
0,00;0,00;268,30;0,13;0,00;0,00;
0,00;0,00;268,62;0,18;0,00;0,00;
0,00;0,00;268,94;0,18;0,00;0,00;
0,00;0,00;269,26;0,18;0,00;0,00;
0,00;0,00;269,58;0,13;0,00;0,00;
0,00;0,00;269,90;0,13;0,00;0,00;
0,00;0,00;270,22;0,18;0,00;0,00;
0,00;0,00;270,54;0,13;0,00;0,00;
0,00;0,00;270,86;0,18;0,00;0,00;
0,00;0,00;271,18;0,18;0,00;0,00;
0,00;0,00;271,50;0,13;0,00;0,00;
0,00;0,00;271,82;0,13;0,00;0,00;
0,00;0,00;272,14;0,18;0,00;0,00;
0,00;0,00;272,46;0,18;0,00;0,00;
0,00;0,00;272,78;0,18;0,00;0,00;
0,00;0,00;273,10;0,18;0,00;0,00;
0,00;0,00;273,42;0,18;0,00;0,00;
0,00;0,00;273,74;0,18;0,00;0,00;
0,00;0,00;274,06;0,18;0,00;0,00;
0,00;0,00;274,38;0,18;0,00;0,00;
0,00;0,00;274,70;0,13;0,00;0,00;
0,00;0,00;275,02;0,13;0,00;0,00;
0,00;0,00;275,34;0,18;0,00;0,00;
0,00;0,00;275,66;0,18;0,00;0,00;
0,00;0,00;275,98;0,18;0,00;0,00;
0,00;0,00;276,30;0,18;0,00;0,00;
0,00;0,00;276,62;0,13;0,00;0,00;
0,00;0,00;276,94;0,18;0,00;0,00;
0,00;0,00;277,26;0,18;0,00;0,00;
0,00;0,00;277,58;0,18;0,00;0,00;
0,00;0,00;277,90;0,18;0,00;0,00;
0,00;0,00;278,22;0,09;0,00;0,00;
0,00;0,00;278,54;0,18;0,00;0,00;
0,00;0,00;278,86;1,35;0,00;0,00;
0,00;0,00;279,17;2,26;0,00;0,00;
0,00;0,00;279,50;2,18;0,00;0,00;
0,00;0,00;279,82;2,09;0,00;0,00;
0,00;0,00;280,14;2,18;0,00;0,00;
0,00;0,00;280,46;2,22;0,00;0,00;
0,00;0,00;280,78;2,22;0,00;0,00;
0,00;0,00;281,10;2,44;0,00;0,00;
0,00;0,00;281,42;2,57;0,00;0,00;
0,00;0,00;281,74;2,70;0,00;0,00;
0,00;0,00;282,06;2,83;0,00;0,00;
0,00;0,00;282,38;2,92;0,00;0,00;
0,00;0,00;282,70;3,04;0,00;0,00;
0,00;0,00;283,02;3,13;0,00;0,00;
