17895;23.03.21 10:56:11;10;Repair_strategy;force > max. force (8);20210323091145P0037;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;134,91;0,01;0,00;0,00;
0,00;0,00;134,66;-0,02;0,00;0,00;
0,00;0,00;133,86;-0,02;0,00;0,00;
0,00;0,00;132,57;-0,03;0,00;0,00;
0,00;0,00;130,76;-0,03;0,00;0,00;
0,00;0,00;128,44;-0,05;0,00;0,00;
0,00;0,00;125,61;-0,02;0,00;0,00;
0,00;0,00;123,08;-0,01;0,00;0,00;
0,00;0,00;120,94;0,01;0,00;0,00;
0,00;0,00;119,34;0,01;0,00;0,00;
0,00;0,00;118,23;0,02;0,00;0,00;
0,00;0,00;117,63;0,01;0,00;0,00;
0,00;0,00;117,49;0,01;0,00;0,00;
0,00;0,00;117,52;0,02;0,00;0,00;
0,00;0,00;117,60;0,03;0,00;0,00;
0,00;0,00;117,69;0,03;0,00;0,00;
0,00;0,00;117,77;0,02;0,00;0,00;
0,00;0,00;117,85;0,02;0,00;0,00;
0,00;0,00;117,93;0,03;0,00;0,00;
0,00;0,00;118,01;0,02;0,00;0,00;
0,00;0,00;118,09;0,02;0,00;0,00;
0,00;0,00;118,17;0,02;0,00;0,00;
0,00;0,00;118,25;0,02;0,00;0,00;
0,00;0,00;118,33;0,02;0,00;0,00;
0,00;0,00;118,42;0,03;0,00;0,00;
0,00;0,00;118,49;0,03;0,00;0,00;
0,00;0,00;118,57;0,03;0,00;0,00;
0,00;0,00;118,65;0,03;0,00;0,00;
0,00;0,00;118,74;0,03;0,00;0,00;
0,00;0,00;118,82;0,02;0,00;0,00;
0,00;0,00;118,89;0,03;0,00;0,00;
0,00;0,00;118,97;0,02;0,00;0,00;
0,00;0,00;119,05;0,03;0,00;0,00;
0,00;0,00;119,14;0,03;0,00;0,00;
0,00;0,00;119,22;0,03;0,00;0,00;
0,00;0,00;119,29;0,02;0,00;0,00;
0,00;0,00;119,37;0,03;0,00;0,00;
0,00;0,00;119,45;0,03;0,00;0,00;
0,00;0,00;119,54;0,03;0,00;0,00;
0,00;0,00;119,61;0,03;0,00;0,00;
0,00;0,00;119,69;0,03;0,00;0,00;
0,00;0,00;119,77;0,01;0,00;0,00;
0,00;0,00;119,85;0,03;0,00;0,00;
0,00;0,00;119,94;0,03;0,00;0,00;
0,00;0,00;120,02;0,03;0,00;0,00;
0,00;0,00;120,09;0,03;0,00;0,00;
0,00;0,00;120,17;0,03;0,00;0,00;
0,00;0,00;120,25;0,03;0,00;0,00;
0,00;0,00;120,33;0,03;0,00;0,00;
0,00;0,00;120,42;0,03;0,00;0,00;
0,00;0,00;120,50;0,03;0,00;0,00;
0,00;0,00;120,57;0,03;0,00;0,00;
0,00;0,00;120,65;0,03;0,00;0,00;
0,00;0,00;120,74;0,03;0,00;0,00;
0,00;0,00;120,81;0,03;0,00;0,00;
0,00;0,00;120,89;0,03;0,00;0,00;
0,00;0,00;120,98;0,03;0,00;0,00;
0,00;0,00;121,05;0,02;0,00;0,00;
0,00;0,00;121,13;0,03;0,00;0,00;
0,00;0,00;121,21;0,02;0,00;0,00;
0,00;0,00;121,30;0,03;0,00;0,00;
0,00;0,00;121,37;0,02;0,00;0,00;
0,00;0,00;121,45;0,03;0,00;0,00;
0,00;0,00;121,53;0,02;0,00;0,00;
0,00;0,00;121,62;0,03;0,00;0,00;
0,00;0,00;121,69;0,03;0,00;0,00;
0,00;0,00;121,77;0,03;0,00;0,00;
0,00;0,00;121,85;0,02;0,00;0,00;
0,00;0,00;121,93;0,03;0,00;0,00;
0,00;0,00;122,01;0,03;0,00;0,00;
0,00;0,00;122,09;0,03;0,00;0,00;
0,00;0,00;122,17;0,03;0,00;0,00;
0,00;0,00;122,25;0,03;0,00;0,00;
0,00;0,00;122,34;0,03;0,00;0,00;
0,00;0,00;122,41;0,03;0,00;0,00;
0,00;0,00;122,49;0,03;0,00;0,00;
0,00;0,00;122,58;0,03;0,00;0,00;
0,00;0,00;122,65;0,03;0,00;0,00;
0,00;0,00;122,73;0,03;0,00;0,00;
0,00;0,00;122,81;0,02;0,00;0,00;
0,00;0,00;122,90;0,03;0,00;0,00;
0,00;0,00;122,98;0,03;0,00;0,00;
0,00;0,00;123,05;0,03;0,00;0,00;
0,00;0,00;123,14;0,03;0,00;0,00;
0,00;0,00;123,21;0,02;0,00;0,00;
0,00;0,00;123,29;0,03;0,00;0,00;
0,00;0,00;123,37;0,03;0,00;0,00;
0,00;0,00;123,45;0,03;0,00;0,00;
0,00;0,00;123,54;0,03;0,00;0,00;
0,00;0,00;123,62;0,03;0,00;0,00;
0,00;0,00;123,69;0,03;0,00;0,00;
0,00;0,00;123,77;0,03;0,00;0,00;
0,00;0,00;123,85;0,03;0,00;0,00;
0,00;0,00;123,94;0,03;0,00;0,00;
0,00;0,00;124,01;0,03;0,00;0,00;
0,00;0,00;124,09;0,03;0,00;0,00;
0,00;0,00;124,17;0,03;0,00;0,00;
0,00;0,00;124,25;0,03;0,00;0,00;
0,00;0,00;124,34;0,03;0,00;0,00;
0,00;0,00;124,41;0,03;0,00;0,00;
0,00;0,00;124,49;0,03;0,00;0,00;
0,00;0,00;124,57;0,03;0,00;0,00;
0,00;0,00;124,65;0,03;0,00;0,00;
0,00;0,00;124,74;0,03;0,00;0,00;
0,00;0,00;124,81;0,03;0,00;0,00;
0,00;0,00;124,89;0,03;0,00;0,00;
0,00;0,00;124,97;0,01;0,00;0,00;
0,00;0,00;125,05;0,03;0,00;0,00;
0,00;0,00;125,14;0,03;0,00;0,00;
0,00;0,00;125,21;0,03;0,00;0,00;
0,00;0,00;125,29;0,03;0,00;0,00;
0,00;0,00;125,37;0,03;0,00;0,00;
0,00;0,00;125,45;0,03;0,00;0,00;
0,00;0,00;125,53;0,03;0,00;0,00;
0,00;0,00;125,61;0,03;0,00;0,00;
0,00;0,00;125,69;0,03;0,00;0,00;
0,00;0,00;125,77;0,03;0,00;0,00;
0,00;0,00;125,85;0,03;0,00;0,00;
0,00;0,00;125,94;0,02;0,00;0,00;
0,00;0,00;126,02;0,02;0,00;0,00;
0,00;0,00;126,10;0,02;0,00;0,00;
0,00;0,00;126,17;0,03;0,00;0,00;
0,00;0,00;126,25;0,03;0,00;0,00;
0,00;0,00;126,34;0,02;0,00;0,00;
0,00;0,00;126,41;0,03;0,00;0,00;
0,00;0,00;126,49;0,03;0,00;0,00;
0,00;0,00;126,57;0,03;0,00;0,00;
0,00;0,00;126,65;0,03;0,00;0,00;
0,00;0,00;126,74;0,03;0,00;0,00;
0,00;0,00;126,81;0,03;0,00;0,00;
0,00;0,00;126,89;0,03;0,00;0,00;
0,00;0,00;126,97;0,02;0,00;0,00;
0,00;0,00;127,05;0,03;0,00;0,00;
0,00;0,00;127,14;0,03;0,00;0,00;
0,00;0,00;127,22;0,02;0,00;0,00;
0,00;0,00;127,29;0,03;0,00;0,00;
0,00;0,00;127,37;0,03;0,00;0,00;
0,00;0,00;127,45;0,03;0,00;0,00;
