28638;11.03.21 14:25:49;21;Avvicinamento Pressata Fuori Ingombro;force < min. force (9);20210311110428P0031;
0,00;0,00;156,15;0,08;0,00;0,00;
0,00;0,00;158,54;0,08;0,00;0,00;
0,00;0,00;160,95;0,23;0,00;0,00;
0,00;0,00;163,35;0,31;0,00;0,00;
0,00;0,00;165,75;0,23;0,00;0,00;
0,00;0,00;168,15;0,16;0,00;0,00;
0,00;0,00;170,55;0,23;0,00;0,00;
0,00;0,00;172,95;0,23;0,00;0,00;
0,00;0,00;175,35;0,23;0,00;0,00;
0,00;0,00;177,74;0,23;0,00;0,00;
0,00;0,00;180,15;0,16;0,00;0,00;
0,00;0,00;182,55;0,16;0,00;0,00;
0,00;0,00;184,92;0,16;0,00;0,00;
0,00;0,00;186,90;0,23;0,00;0,00;
0,00;0,00;189,88;0,08;0,00;0,00;
0,00;0,00;191,52;0,08;0,00;0,00;
0,00;0,00;191,51;0,08;0,00;0,00;
0,00;0,00;191,62;0,22;0,00;0,00;
0,00;0,00;191,75;0,08;0,00;0,00;
0,00;0,00;191,90;0,08;0,00;0,00;
0,00;0,00;192,07;0,08;0,00;0,00;
0,00;0,00;192,23;0,08;0,00;0,00;
0,00;0,00;192,39;0,08;0,00;0,00;
0,00;0,00;192,55;0,08;0,00;0,00;
0,00;0,00;192,71;0,08;0,00;0,00;
0,00;0,00;192,87;0,08;0,00;0,00;
0,00;0,00;193,03;0,08;0,00;0,00;
0,00;0,00;193,19;0,08;0,00;0,00;
0,00;0,00;193,35;0,08;0,00;0,00;
0,00;0,00;193,51;0,08;0,00;0,00;
0,00;0,00;193,67;0,08;0,00;0,00;
0,00;0,00;193,83;0,08;0,00;0,00;
0,00;0,00;193,99;0,08;0,00;0,00;
0,00;0,00;194,15;0,08;0,00;0,00;
0,00;0,00;194,31;0,16;0,00;0,00;
0,00;0,00;194,47;0,08;0,00;0,00;
0,00;0,00;194,63;0,08;0,00;0,00;
0,00;0,00;194,79;0,08;0,00;0,00;
0,00;0,00;194,95;0,08;0,00;0,00;
0,00;0,00;195,11;0,08;0,00;0,00;
0,00;0,00;195,27;0,08;0,00;0,00;
0,00;0,00;195,43;0,08;0,00;0,00;
0,00;0,00;195,59;0,08;0,00;0,00;
0,00;0,00;195,75;0,08;0,00;0,00;
0,00;0,00;195,91;0,08;0,00;0,00;
0,00;0,00;196,07;0,08;0,00;0,00;
0,00;0,00;196,23;0,16;0,00;0,00;
0,00;0,00;196,39;0,08;0,00;0,00;
0,00;0,00;196,55;0,08;0,00;0,00;
0,00;0,00;196,71;0,08;0,00;0,00;
0,00;0,00;196,87;0,08;0,00;0,00;
0,00;0,00;197,03;0,08;0,00;0,00;
0,00;0,00;197,19;0,08;0,00;0,00;
0,00;0,00;197,35;0,08;0,00;0,00;
0,00;0,00;197,51;0,08;0,00;0,00;
0,00;0,00;197,67;0,08;0,00;0,00;
0,00;0,00;197,83;0,08;0,00;0,00;
0,00;0,00;197,99;0,08;0,00;0,00;
0,00;0,00;198,15;0,08;0,00;0,00;
0,00;0,00;198,31;0,08;0,00;0,00;
0,00;0,00;198,47;0,08;0,00;0,00;
0,00;0,00;198,63;0,08;0,00;0,00;
0,00;0,00;198,79;0,08;0,00;0,00;
0,00;0,00;198,95;0,08;0,00;0,00;
0,00;0,00;199,11;0,08;0,00;0,00;
0,00;0,00;199,27;0,08;0,00;0,00;
0,00;0,00;199,43;0,08;0,00;0,00;
0,00;0,00;199,59;0,16;0,00;0,00;
0,00;0,00;199,75;0,16;0,00;0,00;
0,00;0,00;199,91;0,08;0,00;0,00;
0,00;0,00;200,07;0,08;0,00;0,00;
0,00;0,00;200,23;0,08;0,00;0,00;
0,00;0,00;200,39;0,08;0,00;0,00;
0,00;0,00;200,55;0,16;0,00;0,00;
0,00;0,00;200,71;0,16;0,00;0,00;
0,00;0,00;200,87;0,08;0,00;0,00;
0,00;0,00;201,03;0,16;0,00;0,00;
0,00;0,00;201,19;0,08;0,00;0,00;
0,00;0,00;201,35;0,08;0,00;0,00;
0,00;0,00;201,50;0,16;0,00;0,00;
0,00;0,00;201,50;0,08;0,00;0,00;
0,00;0,00;201,50;0,08;0,00;0,00;
0,00;0,00;201,50;0,08;0,00;0,00;
0,00;0,00;201,50;0,08;0,00;0,00;
0,00;0,00;201,50;0,08;0,00;0,00;
0,00;0,00;201,50;0,08;0,00;0,00;
0,00;0,00;201,50;0,08;0,00;0,00;
0,00;0,00;201,50;0,08;0,00;0,00;
0,00;0,00;201,50;0,08;0,00;0,00;
0,00;0,00;201,50;0,08;0,00;0,00;
0,00;0,00;201,50;0,08;0,00;0,00;
0,00;0,00;201,50;0,08;0,00;0,00;
0,00;0,00;201,50;0,08;0,00;0,00;
