28638;11.03.21 14:25:49;21;Avvicinamento Pressata Fuori Ingombro;force < min. force (9);20210311110428P0031;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;74,80;-0,08;0,00;0,00;
0,00;0,00;75,04;0,61;0,00;0,00;
0,00;0,00;75,65;0,30;0,00;0,00;
0,00;0,00;76,60;0,23;0,00;0,00;
0,00;0,00;77,95;0,30;0,00;0,00;
0,00;0,00;79,69;0,16;0,00;0,00;
0,00;0,00;81,80;0,37;0,00;0,00;
0,00;0,00;84,17;0,23;0,00;0,00;
0,00;0,00;86,52;0,08;0,00;0,00;
0,00;0,00;88,94;0,23;0,00;0,00;
0,00;0,00;91,34;0,23;0,00;0,00;
0,00;0,00;93,74;0,23;0,00;0,00;
0,00;0,00;96,15;0,16;0,00;0,00;
0,00;0,00;98,54;0,08;0,00;0,00;
0,00;0,00;100,95;0,16;0,00;0,00;
0,00;0,00;103,35;0,23;0,00;0,00;
0,00;0,00;105,75;0,23;0,00;0,00;
0,00;0,00;108,15;0,16;0,00;0,00;
0,00;0,00;110,55;0,08;0,00;0,00;
0,00;0,00;112,95;0,16;0,00;0,00;
0,00;0,00;115,35;0,23;0,00;0,00;
0,00;0,00;117,75;0,23;0,00;0,00;
0,00;0,00;120,15;0,08;0,00;0,00;
0,00;0,00;122,54;0,08;0,00;0,00;
0,00;0,00;124,95;0,16;0,00;0,00;
0,00;0,00;127,35;0,23;0,00;0,00;
0,00;0,00;129,75;0,23;0,00;0,00;
0,00;0,00;132,15;0,16;0,00;0,00;
0,00;0,00;134,54;0,08;0,00;0,00;
0,00;0,00;136,95;0,16;0,00;0,00;
0,00;0,00;139,35;0,23;0,00;0,00;
0,00;0,00;141,74;0,16;0,00;0,00;
0,00;0,00;144,15;0,08;0,00;0,00;
0,00;0,00;146,55;0,08;0,00;0,00;
0,00;0,00;148,95;0,16;0,00;0,00;
0,00;0,00;151,35;0,23;0,00;0,00;
0,00;0,00;153,74;0,16;0,00;0,00;
