18134;18.01.21 10:03:10;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force < min. force (9);20210116101044P0009;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;12,54;-0,08;0,00;0,00;
0,00;0,00;12,59;0,14;0,00;0,00;
0,00;0,00;13,05;0,14;0,00;0,00;
0,00;0,00;13,82;0,14;0,00;0,00;
0,00;0,00;14,97;0,30;0,00;0,00;
0,00;0,00;16,51;0,30;0,00;0,00;
0,00;0,00;18,44;0,14;0,00;0,00;
0,00;0,00;20,74;0,22;0,00;0,00;
0,00;0,00;23,08;0,14;0,00;0,00;
0,00;0,00;25,47;0,22;0,00;0,00;
0,00;0,00;27,88;0,14;0,00;0,00;
0,00;0,00;30,29;0,14;0,00;0,00;
0,00;0,00;32,68;0,14;0,00;0,00;
0,00;0,00;35,09;0,14;0,00;0,00;
0,00;0,00;37,48;0,06;0,00;0,00;
0,00;0,00;39,89;0,06;0,00;0,00;
0,00;0,00;42,29;0,14;0,00;0,00;
0,00;0,00;44,69;0,06;0,00;0,00;
0,00;0,00;47,09;0,14;0,00;0,00;
0,00;0,00;49,49;0,14;0,00;0,00;
0,00;0,00;51,89;0,06;0,00;0,00;
0,00;0,00;54,29;0,14;0,00;0,00;
0,00;0,00;56,68;0,14;0,00;0,00;
0,00;0,00;59,09;0,14;0,00;0,00;
0,00;0,00;61,49;0,06;0,00;0,00;
0,00;0,00;63,89;0,06;0,00;0,00;
0,00;0,00;66,29;0,14;0,00;0,00;
0,00;0,00;68,68;0,14;0,00;0,00;
0,00;0,00;71,09;0,06;0,00;0,00;
0,00;0,00;73,49;0,14;0,00;0,00;
0,00;0,00;75,89;0,06;0,00;0,00;
0,00;0,00;78,29;0,14;0,00;0,00;
0,00;0,00;80,68;0,14;0,00;0,00;
0,00;0,00;85,49;-0,02;0,00;0,00;
0,00;0,00;87,89;0,06;0,00;0,00;
0,00;0,00;90,29;0,06;0,00;0,00;
0,00;0,00;92,68;0,06;0,00;0,00;
0,00;0,00;95,09;-0,08;0,00;0,00;
0,00;0,00;97,49;0,14;0,00;0,00;
0,00;0,00;99,89;0,06;0,00;0,00;
0,00;0,00;102,29;0,14;0,00;0,00;
0,00;0,00;104,68;0,14;0,00;0,00;
0,00;0,00;107,09;0,06;0,00;0,00;
0,00;0,00;109,49;0,06;0,00;0,00;
0,00;0,00;111,89;0,06;0,00;0,00;
0,00;0,00;114,29;0,06;0,00;0,00;
0,00;0,00;116,68;0,06;0,00;0,00;
0,00;0,00;121,49;0,06;0,00;0,00;
0,00;0,00;123,89;0,06;0,00;0,00;
0,00;0,00;126,29;0,14;0,00;0,00;
0,00;0,00;128,68;0,06;0,00;0,00;
0,00;0,00;135,89;0,06;0,00;0,00;
0,00;0,00;138,29;0,14;0,00;0,00;
0,00;0,00;140,68;0,14;0,00;0,00;
0,00;0,00;143,09;0,06;0,00;0,00;
0,00;0,00;145,49;0,14;0,00;0,00;
0,00;0,00;147,89;0,06;0,00;0,00;
0,00;0,00;150,29;0,06;0,00;0,00;
0,00;0,00;152,68;0,06;0,00;0,00;
0,00;0,00;157,49;0,14;0,00;0,00;
0,00;0,00;159,89;0,14;0,00;0,00;
0,00;0,00;162,29;0,22;0,00;0,00;
0,00;0,00;164,69;0,14;0,00;0,00;
0,00;0,00;167,09;0,14;0,00;0,00;
0,00;0,00;169,49;0,14;0,00;0,00;
0,00;0,00;171,89;0,14;0,00;0,00;
0,00;0,00;174,29;0,14;0,00;0,00;
0,00;0,00;176,68;0,14;0,00;0,00;
0,00;0,00;179,09;0,06;0,00;0,00;
0,00;0,00;181,24;0,06;0,00;0,00;
0,00;0,00;183,05;0,06;0,00;0,00;
0,00;0,00;184,53;-0,16;0,00;0,00;
0,00;0,00;185,63;-0,08;0,00;0,00;
0,00;0,00;186,92;0,06;0,00;0,00;
0,00;0,00;189,77;-0,08;0,00;0,00;
0,00;0,00;189,80;0,06;0,00;0,00;
0,00;0,00;189,80;0,06;0,00;0,00;
