3499;04.09.20 09:03:50;21;Avvicinamento Pressata Finale;force > max. force (8);20200903143528A0211;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,30;0,04;0,00;0,00;
0,00;0,00;1,12;0,04;0,00;0,00;
0,00;0,00;2,40;0,04;0,00;0,00;
0,00;0,00;4,20;-0,05;0,00;0,00;
0,00;0,00;6,50;-0,01;0,00;0,00;
0,00;0,00;8,82;0,04;0,00;0,00;
0,00;0,00;13,62;0,04;0,00;0,00;
0,00;0,00;16,02;0,04;0,00;0,00;
0,00;0,00;18,42;-0,04;0,00;0,00;
0,00;0,00;32,82;0,04;0,00;0,00;
0,00;0,00;35,22;0,04;0,00;0,00;
0,00;0,00;42,42;0,04;0,00;0,00;
0,00;0,00;47,22;0,04;0,00;0,00;
0,00;0,00;49,62;-0,04;0,00;0,00;
0,00;0,00;52,02;-0,04;0,00;0,00;
0,00;0,00;54,42;0,04;0,00;0,00;
0,00;0,00;61,62;-0,04;0,00;0,00;
0,00;0,00;64,02;-0,04;0,00;0,00;
0,00;0,00;66,42;0,04;0,00;0,00;
0,00;0,00;68,82;-0,04;0,00;0,00;
0,00;0,00;76,02;-0,04;0,00;0,00;
0,00;0,00;80,82;-0,04;0,00;0,00;
0,00;0,00;88,02;-0,04;0,00;0,00;
0,00;0,00;90,42;-0,04;0,00;0,00;
0,00;0,00;92,82;-0,01;0,00;0,00;
0,00;0,00;100,02;0,04;0,00;0,00;
0,00;0,00;102,42;-0,04;0,00;0,00;
0,00;0,00;107,22;0,04;0,00;0,00;
0,00;0,00;109,62;-0,01;0,00;0,00;
0,00;0,00;112,02;-0,04;0,00;0,00;
0,00;0,00;114,42;-0,01;0,00;0,00;
0,00;0,00;119,22;-0,01;0,00;0,00;
0,00;0,00;126,42;0,04;0,00;0,00;
0,00;0,00;128,82;-0,09;0,00;0,00;
0,00;0,00;133,62;0,04;0,00;0,00;
0,00;0,00;140,82;-0,04;0,00;0,00;
0,00;0,00;143,22;0,04;0,00;0,00;
0,00;0,00;148,02;-0,04;0,00;0,00;
0,00;0,00;152,82;-0,01;0,00;0,00;
0,00;0,00;155,22;-0,01;0,00;0,00;
0,00;0,00;157,62;-0,04;0,00;0,00;
0,00;0,00;160,02;0,04;0,00;0,00;
0,00;0,00;162,42;-0,04;0,00;0,00;
0,00;0,00;164,82;-0,04;0,00;0,00;
0,00;0,00;169,62;-0,01;0,00;0,00;
0,00;0,00;172,02;-0,01;0,00;0,00;
0,00;0,00;174,42;-0,04;0,00;0,00;
0,00;0,00;181,22;-0,04;0,00;0,00;
0,00;0,00;183,82;-0,04;0,00;0,00;
0,00;0,00;184,36;-0,04;0,00;0,00;
0,00;0,00;184,46;0,04;0,00;0,00;
0,00;0,00;184,58;0,12;0,00;0,00;
0,00;0,00;184,74;0,04;0,00;0,00;
0,00;0,00;186,18;0,04;0,00;0,00;
0,00;0,00;187,14;0,04;0,00;0,00;
0,00;0,00;187,46;0,04;0,00;0,00;
0,00;0,00;187,94;0,04;0,00;0,00;
0,00;0,00;188,10;0,04;0,00;0,00;
0,00;0,00;188,26;0,04;0,00;0,00;
0,00;0,00;190,02;0,04;0,00;0,00;
0,00;0,00;190,98;0,04;0,00;0,00;
0,00;0,00;191,62;0,04;0,00;0,00;
0,00;0,00;192,10;0,04;0,00;0,00;
0,00;0,00;192,42;0,04;0,00;0,00;
0,00;0,00;192,58;0,04;0,00;0,00;
0,00;0,00;192,90;0,08;0,00;0,00;
0,00;0,00;193,22;0,04;0,00;0,00;
0,00;0,00;193,38;0,04;0,00;0,00;
0,00;0,00;193,54;0,04;0,00;0,00;
0,00;0,00;194,18;0,12;0,00;0,00;
0,00;0,00;194,50;0,04;0,00;0,00;
0,00;0,00;195,30;0,08;0,00;0,00;
0,00;0,00;195,62;0,08;0,00;0,00;
0,00;0,00;195,94;0,04;0,00;0,00;
0,00;0,00;196,10;0,04;0,00;0,00;
0,00;0,00;196,26;0,04;0,00;0,00;
0,00;0,00;196,42;0,04;0,00;0,00;
0,00;0,00;196,74;0,04;0,00;0,00;
0,00;0,00;196,90;0,04;0,00;0,00;
0,00;0,00;197,06;0,04;0,00;0,00;
0,00;0,00;197,22;0,08;0,00;0,00;
0,00;0,00;197,38;0,04;0,00;0,00;
0,00;0,00;197,54;0,04;0,00;0,00;
0,00;0,00;198,02;0,04;0,00;0,00;
0,00;0,00;198,34;0,08;0,00;0,00;
0,00;0,00;198,50;0,04;0,00;0,00;
0,00;0,00;199,14;0,04;0,00;0,00;
0,00;0,00;199,30;0,04;0,00;0,00;
0,00;0,00;199,62;0,04;0,00;0,00;
0,00;0,00;199,94;0,04;0,00;0,00;
0,00;0,00;200,10;0,04;0,00;0,00;
0,00;0,00;200,58;0,04;0,00;0,00;
0,00;0,00;200,74;0,04;0,00;0,00;
0,00;0,00;200,90;0,08;0,00;0,00;
0,00;0,00;201,06;0,04;0,00;0,00;
0,00;0,00;201,54;0,08;0,00;0,00;
0,00;0,00;201,70;0,04;0,00;0,00;
0,00;0,00;202,34;0,04;0,00;0,00;
0,00;0,00;202,50;0,04;0,00;0,00;
0,00;0,00;202,66;0,04;0,00;0,00;
0,00;0,00;202,98;0,08;0,00;0,00;
0,00;0,00;203,14;0,04;0,00;0,00;
0,00;0,00;203,30;0,04;0,00;0,00;
0,00;0,00;203,62;0,04;0,00;0,00;
0,00;0,00;203,78;0,04;0,00;0,00;
0,00;0,00;203,94;0,04;0,00;0,00;
0,00;0,00;204,26;0,04;0,00;0,00;
0,00;0,00;204,74;0,04;0,00;0,00;
0,00;0,00;204,90;0,04;0,00;0,00;
0,00;0,00;205,06;0,04;0,00;0,00;
0,00;0,00;205,22;0,04;0,00;0,00;
0,00;0,00;205,86;0,04;0,00;0,00;
0,00;0,00;206,34;0,08;0,00;0,00;
0,00;0,00;207,46;0,04;0,00;0,00;
0,00;0,00;207,78;0,08;0,00;0,00;
0,00;0,00;207,94;0,04;0,00;0,00;
0,00;0,00;208,10;0,04;0,00;0,00;
0,00;0,00;208,26;0,04;0,00;0,00;
0,00;0,00;208,42;0,04;0,00;0,00;
0,00;0,00;208,74;0,08;0,00;0,00;
0,00;0,00;209,06;0,12;0,00;0,00;
0,00;0,00;209,54;0,08;0,00;0,00;
0,00;0,00;209,70;0,04;0,00;0,00;
0,00;0,00;209,86;0,04;0,00;0,00;
0,00;0,00;210,18;0,04;0,00;0,00;
0,00;0,00;210,34;0,04;0,00;0,00;
0,00;0,00;210,50;0,08;0,00;0,00;
0,00;0,00;210,66;0,04;0,00;0,00;
0,00;0,00;210,82;0,08;0,00;0,00;
0,00;0,00;210,98;0,04;0,00;0,00;
0,00;0,00;211,30;0,04;0,00;0,00;
0,00;0,00;211,46;0,04;0,00;0,00;
0,00;0,00;211,62;0,08;0,00;0,00;
0,00;0,00;211,94;0,04;0,00;0,00;
0,00;0,00;212,10;0,04;0,00;0,00;
0,00;0,00;212,90;0,04;0,00;0,00;
0,00;0,00;213,06;0,04;0,00;0,00;
0,00;0,00;213,22;0,04;0,00;0,00;
0,00;0,00;213,38;0,04;0,00;0,00;
0,00;0,00;213,54;0,08;0,00;0,00;
0,00;0,00;214,18;0,08;0,00;0,00;
0,00;0,00;214,34;0,04;0,00;0,00;
0,00;0,00;214,66;0,04;0,00;0,00;
0,00;0,00;214,82;0,08;0,00;0,00;
0,00;0,00;214,98;0,04;0,00;0,00;
0,00;0,00;215,30;0,08;0,00;0,00;
0,00;0,00;215,62;0,04;0,00;0,00;
0,00;0,00;216,10;0,04;0,00;0,00;
0,00;0,00;216,26;0,04;0,00;0,00;
0,00;0,00;216,90;0,04;0,00;0,00;
0,00;0,00;217,06;0,04;0,00;0,00;
0,00;0,00;217,22;0,04;0,00;0,00;
0,00;0,00;217,86;0,08;0,00;0,00;
0,00;0,00;218,02;0,08;0,00;0,00;
0,00;0,00;218,18;0,04;0,00;0,00;
0,00;0,00;218,34;0,04;0,00;0,00;
0,00;0,00;218,50;0,04;0,00;0,00;
0,00;0,00;218,82;0,04;0,00;0,00;
0,00;0,00;218,98;0,04;0,00;0,00;
0,00;0,00;219,14;0,04;0,00;0,00;
0,00;0,00;219,30;0,04;0,00;0,00;
0,00;0,00;219,46;0,04;0,00;0,00;
0,00;0,00;219,78;0,04;0,00;0,00;
0,00;0,00;220,26;0,04;0,00;0,00;
0,00;0,00;220,58;0,04;0,00;0,00;
0,00;0,00;220,74;0,04;0,00;0,00;
0,00;0,00;221,22;0,08;0,00;0,00;
0,00;0,00;221,54;0,04;0,00;0,00;
0,00;0,00;221,70;0,04;0,00;0,00;
0,00;0,00;222,50;0,04;0,00;0,00;
0,00;0,00;222,82;0,04;0,00;0,00;
0,00;0,00;222,98;0,04;0,00;0,00;
0,00;0,00;223,62;0,04;0,00;0,00;
0,00;0,00;223,78;0,04;0,00;0,00;
0,00;0,00;224,10;0,04;0,00;0,00;
0,00;0,00;224,58;0,04;0,00;0,00;
0,00;0,00;224,74;0,04;0,00;0,00;
0,00;0,00;224,90;0,04;0,00;0,00;
0,00;0,00;225,22;0,04;0,00;0,00;
0,00;0,00;225,70;0,08;0,00;0,00;
0,00;0,00;226,18;0,04;0,00;0,00;
0,00;0,00;226,66;0,08;0,00;0,00;
0,00;0,00;226,98;0,04;0,00;0,00;
0,00;0,00;227,14;0,08;0,00;0,00;
0,00;0,00;227,30;0,04;0,00;0,00;
0,00;0,00;227,46;0,08;0,00;0,00;
0,00;0,00;228,26;0,04;0,00;0,00;
0,00;0,00;228,58;0,04;0,00;0,00;
0,00;0,00;228,90;0,04;0,00;0,00;
0,00;0,00;229,06;0,04;0,00;0,00;
0,00;0,00;229,54;0,08;0,00;0,00;
0,00;0,00;229,70;0,08;0,00;0,00;
0,00;0,00;230,18;0,04;0,00;0,00;
0,00;0,00;230,50;0,04;0,00;0,00;
0,00;0,00;230,98;0,04;0,00;0,00;
0,00;0,00;231,30;0,04;0,00;0,00;
0,00;0,00;231,78;0,04;0,00;0,00;
0,00;0,00;232,10;0,04;0,00;0,00;
0,00;0,00;232,58;0,04;0,00;0,00;
0,00;0,00;232,74;0,04;0,00;0,00;
0,00;0,00;232,90;0,04;0,00;0,00;
0,00;0,00;233,06;0,04;0,00;0,00;
0,00;0,00;233,38;0,08;0,00;0,00;
0,00;0,00;233,54;0,04;0,00;0,00;
0,00;0,00;233,70;0,04;0,00;0,00;
0,00;0,00;233,86;0,04;0,00;0,00;
0,00;0,00;234,02;0,04;0,00;0,00;
0,00;0,00;234,18;0,08;0,00;0,00;
0,00;0,00;234,34;0,04;0,00;0,00;
0,00;0,00;235,30;0,04;0,00;0,00;
0,00;0,00;235,46;0,04;0,00;0,00;
0,00;0,00;235,78;0,08;0,00;0,00;
0,00;0,00;236,10;0,04;0,00;0,00;
0,00;0,00;236,26;0,12;0,00;0,00;
0,00;0,00;236,42;0,65;0,00;0,00;
0,00;0,00;236,56;6,08;0,00;0,00;
0,00;0,00;236,68;13,43;0,00;0,00;
0,00;0,00;236,81;21,87;0,00;0,00;
0,00;0,00;236,85;25,61;0,00;0,00;
0,00;0,00;236,87;26,30;0,00;0,00;
0,00;0,00;236,88;27,08;0,00;0,00;
0,00;0,00;236,89;28,00;0,00;0,00;
0,00;0,00;236,90;28,48;0,00;0,00;
0,00;0,00;236,91;28,96;0,00;0,00;
0,00;0,00;236,92;29,40;0,00;0,00;
0,00;0,00;236,92;29,70;0,00;0,00;
0,00;0,00;236,93;29,92;0,00;0,00;
0,00;0,00;236,93;30,22;0,00;0,00;
0,00;0,00;236,93;30,44;0,00;0,00;
0,00;0,00;236,93;30,44;0,00;0,00;
0,00;0,00;236,94;30,61;0,00;0,00;
0,00;0,00;236,94;30,61;0,00;0,00;
0,00;0,00;236,94;30,65;0,00;0,00;
0,00;0,00;236,94;30,61;0,00;0,00;
0,00;0,00;236,94;30,65;0,00;0,00;
0,00;0,00;236,94;30,69;0,00;0,00;
0,00;0,00;236,94;30,74;0,00;0,00;
0,00;0,00;236,94;30,69;0,00;0,00;
0,00;0,00;236,94;30,74;0,00;0,00;
0,00;0,00;236,94;30,74;0,00;0,00;
0,00;0,00;236,94;30,78;0,00;0,00;
