3500;04.09.20 09:10:21;21;Avvicinamento Pressata Finale;force > max. force (8);20200903143528A0211;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,30;0,04;0,00;0,00;
0,00;0,00;1,12;-0,01;0,00;0,00;
0,00;0,00;2,40;0,08;0,00;0,00;
0,00;0,00;4,20;-0,01;0,00;0,00;
0,00;0,00;6,50;0,04;0,00;0,00;
0,00;0,00;8,82;0,04;0,00;0,00;
0,00;0,00;13,62;0,04;0,00;0,00;
0,00;0,00;18,42;0,04;0,00;0,00;
0,00;0,00;20,82;0,04;0,00;0,00;
0,00;0,00;25,62;-0,04;0,00;0,00;
0,00;0,00;28,02;0,04;0,00;0,00;
0,00;0,00;30,42;0,04;0,00;0,00;
0,00;0,00;32,82;0,04;0,00;0,00;
0,00;0,00;35,22;0,04;0,00;0,00;
0,00;0,00;37,62;-0,01;0,00;0,00;
0,00;0,00;40,02;-0,01;0,00;0,00;
0,00;0,00;47,22;-0,01;0,00;0,00;
0,00;0,00;49,62;0,04;0,00;0,00;
0,00;0,00;52,02;-0,04;0,00;0,00;
0,00;0,00;54,42;0,04;0,00;0,00;
0,00;0,00;56,82;0,04;0,00;0,00;
0,00;0,00;59,22;0,04;0,00;0,00;
0,00;0,00;61,62;-0,04;0,00;0,00;
0,00;0,00;64,02;0,04;0,00;0,00;
0,00;0,00;68,82;0,04;0,00;0,00;
0,00;0,00;73,62;0,04;0,00;0,00;
0,00;0,00;76,02;-0,04;0,00;0,00;
0,00;0,00;80,82;0,04;0,00;0,00;
0,00;0,00;85,62;-0,04;0,00;0,00;
0,00;0,00;88,02;-0,05;0,00;0,00;
0,00;0,00;92,82;0,04;0,00;0,00;
0,00;0,00;95,22;-0,04;0,00;0,00;
0,00;0,00;100,02;-0,01;0,00;0,00;
0,00;0,00;102,42;-0,01;0,00;0,00;
0,00;0,00;104,82;-0,04;0,00;0,00;
0,00;0,00;107,22;-0,01;0,00;0,00;
0,00;0,00;124,02;-0,01;0,00;0,00;
0,00;0,00;126,42;-0,04;0,00;0,00;
0,00;0,00;128,82;0,04;0,00;0,00;
0,00;0,00;133,62;0,04;0,00;0,00;
0,00;0,00;136,02;0,04;0,00;0,00;
0,00;0,00;138,42;0,04;0,00;0,00;
0,00;0,00;140,82;-0,04;0,00;0,00;
0,00;0,00;145,62;-0,04;0,00;0,00;
0,00;0,00;148,02;-0,01;0,00;0,00;
0,00;0,00;155,22;-0,01;0,00;0,00;
0,00;0,00;157,62;-0,04;0,00;0,00;
0,00;0,00;160,02;-0,04;0,00;0,00;
0,00;0,00;162,42;-0,04;0,00;0,00;
0,00;0,00;164,82;-0,04;0,00;0,00;
0,00;0,00;167,22;-0,01;0,00;0,00;
0,00;0,00;169,62;-0,01;0,00;0,00;
0,00;0,00;172,02;0,04;0,00;0,00;
0,00;0,00;181,22;-0,01;0,00;0,00;
0,00;0,00;183,82;-0,04;0,00;0,00;
0,00;0,00;184,36;-0,04;0,00;0,00;
0,00;0,00;184,46;0,04;0,00;0,00;
0,00;0,00;184,58;0,12;0,00;0,00;
0,00;0,00;185,22;0,04;0,00;0,00;
0,00;0,00;186,98;0,04;0,00;0,00;
0,00;0,00;187,14;0,04;0,00;0,00;
0,00;0,00;188,10;0,04;0,00;0,00;
0,00;0,00;188,26;0,04;0,00;0,00;
0,00;0,00;188,58;0,04;0,00;0,00;
0,00;0,00;188,74;0,04;0,00;0,00;
0,00;0,00;189,22;0,04;0,00;0,00;
0,00;0,00;190,02;0,04;0,00;0,00;
0,00;0,00;190,34;0,04;0,00;0,00;
0,00;0,00;191,14;0,04;0,00;0,00;
0,00;0,00;191,30;0,08;0,00;0,00;
0,00;0,00;191,46;0,08;0,00;0,00;
0,00;0,00;191,62;0,04;0,00;0,00;
0,00;0,00;192,10;0,04;0,00;0,00;
0,00;0,00;192,26;0,04;0,00;0,00;
0,00;0,00;192,42;0,08;0,00;0,00;
0,00;0,00;192,58;0,04;0,00;0,00;
0,00;0,00;192,74;0,08;0,00;0,00;
0,00;0,00;193,06;0,04;0,00;0,00;
0,00;0,00;193,22;0,04;0,00;0,00;
0,00;0,00;193,38;0,04;0,00;0,00;
0,00;0,00;193,70;0,04;0,00;0,00;
0,00;0,00;194,02;0,04;0,00;0,00;
0,00;0,00;194,18;0,04;0,00;0,00;
0,00;0,00;194,34;0,04;0,00;0,00;
0,00;0,00;194,50;0,04;0,00;0,00;
0,00;0,00;194,82;0,04;0,00;0,00;
0,00;0,00;194,98;0,04;0,00;0,00;
0,00;0,00;195,14;0,04;0,00;0,00;
0,00;0,00;195,30;0,08;0,00;0,00;
0,00;0,00;195,46;0,08;0,00;0,00;
0,00;0,00;195,62;0,04;0,00;0,00;
0,00;0,00;195,78;0,08;0,00;0,00;
0,00;0,00;195,94;0,04;0,00;0,00;
0,00;0,00;196,58;0,04;0,00;0,00;
0,00;0,00;196,74;0,08;0,00;0,00;
0,00;0,00;196,90;0,04;0,00;0,00;
0,00;0,00;197,06;0,08;0,00;0,00;
0,00;0,00;197,70;0,04;0,00;0,00;
0,00;0,00;198,02;0,04;0,00;0,00;
0,00;0,00;198,18;0,04;0,00;0,00;
0,00;0,00;198,34;0,08;0,00;0,00;
0,00;0,00;198,66;0,04;0,00;0,00;
0,00;0,00;198,82;0,04;0,00;0,00;
0,00;0,00;198,98;0,04;0,00;0,00;
0,00;0,00;199,14;0,04;0,00;0,00;
0,00;0,00;199,30;0,04;0,00;0,00;
0,00;0,00;199,46;0,04;0,00;0,00;
0,00;0,00;199,62;0,04;0,00;0,00;
0,00;0,00;199,78;0,08;0,00;0,00;
0,00;0,00;200,10;0,04;0,00;0,00;
0,00;0,00;200,42;0,04;0,00;0,00;
0,00;0,00;200,58;0,04;0,00;0,00;
0,00;0,00;200,90;0,04;0,00;0,00;
0,00;0,00;201,38;0,08;0,00;0,00;
0,00;0,00;201,54;0,04;0,00;0,00;
0,00;0,00;202,02;0,04;0,00;0,00;
0,00;0,00;202,18;0,08;0,00;0,00;
0,00;0,00;202,50;0,04;0,00;0,00;
0,00;0,00;203,14;0,04;0,00;0,00;
0,00;0,00;203,30;0,04;0,00;0,00;
0,00;0,00;203,46;0,08;0,00;0,00;
0,00;0,00;203,78;0,04;0,00;0,00;
0,00;0,00;204,10;0,04;0,00;0,00;
0,00;0,00;204,42;0,08;0,00;0,00;
0,00;0,00;204,58;0,04;0,00;0,00;
0,00;0,00;204,74;0,08;0,00;0,00;
0,00;0,00;204,90;0,04;0,00;0,00;
0,00;0,00;205,38;0,04;0,00;0,00;
0,00;0,00;205,54;0,04;0,00;0,00;
0,00;0,00;205,70;0,04;0,00;0,00;
0,00;0,00;206,82;0,04;0,00;0,00;
0,00;0,00;207,14;0,12;0,00;0,00;
0,00;0,00;207,78;0,08;0,00;0,00;
0,00;0,00;207,94;0,08;0,00;0,00;
0,00;0,00;208,10;0,12;0,00;0,00;
0,00;0,00;208,42;0,04;0,00;0,00;
0,00;0,00;208,90;0,08;0,00;0,00;
0,00;0,00;209,22;0,04;0,00;0,00;
0,00;0,00;209,38;0,08;0,00;0,00;
0,00;0,00;209,54;0,08;0,00;0,00;
0,00;0,00;209,70;0,08;0,00;0,00;
0,00;0,00;210,02;0,04;0,00;0,00;
0,00;0,00;210,18;0,04;0,00;0,00;
0,00;0,00;210,34;0,04;0,00;0,00;
0,00;0,00;210,66;0,04;0,00;0,00;
0,00;0,00;210,82;0,04;0,00;0,00;
0,00;0,00;210,98;0,04;0,00;0,00;
0,00;0,00;211,14;0,04;0,00;0,00;
0,00;0,00;211,78;0,04;0,00;0,00;
0,00;0,00;212,10;0,04;0,00;0,00;
0,00;0,00;212,42;0,04;0,00;0,00;
0,00;0,00;212,58;0,04;0,00;0,00;
0,00;0,00;212,90;0,12;0,00;0,00;
0,00;0,00;213,22;0,04;0,00;0,00;
0,00;0,00;213,38;0,04;0,00;0,00;
0,00;0,00;213,54;0,04;0,00;0,00;
0,00;0,00;214,18;0,08;0,00;0,00;
0,00;0,00;214,34;0,08;0,00;0,00;
0,00;0,00;214,50;0,04;0,00;0,00;
0,00;0,00;215,30;0,04;0,00;0,00;
0,00;0,00;215,46;0,04;0,00;0,00;
0,00;0,00;215,94;0,08;0,00;0,00;
0,00;0,00;216,10;0,04;0,00;0,00;
0,00;0,00;216,42;0,04;0,00;0,00;
0,00;0,00;216,58;0,04;0,00;0,00;
0,00;0,00;216,74;0,04;0,00;0,00;
0,00;0,00;216,90;0,04;0,00;0,00;
0,00;0,00;217,22;0,04;0,00;0,00;
0,00;0,00;217,54;0,08;0,00;0,00;
0,00;0,00;217,70;0,04;0,00;0,00;
0,00;0,00;218,18;0,04;0,00;0,00;
0,00;0,00;218,50;0,04;0,00;0,00;
0,00;0,00;218,98;0,08;0,00;0,00;
0,00;0,00;219,46;0,04;0,00;0,00;
0,00;0,00;219,94;0,04;0,00;0,00;
0,00;0,00;220,10;0,04;0,00;0,00;
0,00;0,00;220,26;0,04;0,00;0,00;
0,00;0,00;220,42;0,12;0,00;0,00;
0,00;0,00;220,90;0,04;0,00;0,00;
0,00;0,00;221,22;0,08;0,00;0,00;
0,00;0,00;221,38;0,04;0,00;0,00;
0,00;0,00;221,54;0,08;0,00;0,00;
0,00;0,00;221,86;0,04;0,00;0,00;
0,00;0,00;222,02;0,08;0,00;0,00;
0,00;0,00;222,18;0,04;0,00;0,00;
0,00;0,00;222,50;0,04;0,00;0,00;
0,00;0,00;222,82;0,04;0,00;0,00;
0,00;0,00;223,30;0,04;0,00;0,00;
0,00;0,00;223,46;0,08;0,00;0,00;
0,00;0,00;223,62;0,04;0,00;0,00;
0,00;0,00;223,78;0,04;0,00;0,00;
0,00;0,00;223,94;0,04;0,00;0,00;
0,00;0,00;224,10;0,04;0,00;0,00;
0,00;0,00;224,26;0,08;0,00;0,00;
0,00;0,00;224,42;0,04;0,00;0,00;
0,00;0,00;224,58;0,04;0,00;0,00;
0,00;0,00;224,74;0,04;0,00;0,00;
0,00;0,00;225,22;0,08;0,00;0,00;
0,00;0,00;226,18;0,08;0,00;0,00;
0,00;0,00;226,50;0,04;0,00;0,00;
0,00;0,00;226,98;0,04;0,00;0,00;
0,00;0,00;227,30;0,04;0,00;0,00;
0,00;0,00;227,46;0,04;0,00;0,00;
0,00;0,00;227,94;0,04;0,00;0,00;
0,00;0,00;228,10;0,04;0,00;0,00;
0,00;0,00;228,42;0,04;0,00;0,00;
0,00;0,00;228,74;0,04;0,00;0,00;
0,00;0,00;228,90;0,04;0,00;0,00;
0,00;0,00;229,54;0,04;0,00;0,00;
0,00;0,00;230,18;0,04;0,00;0,00;
0,00;0,00;230,50;0,04;0,00;0,00;
0,00;0,00;231,62;0,04;0,00;0,00;
0,00;0,00;231,78;0,04;0,00;0,00;
0,00;0,00;231,94;0,04;0,00;0,00;
0,00;0,00;232,10;0,04;0,00;0,00;
0,00;0,00;232,26;0,04;0,00;0,00;
0,00;0,00;232,74;0,04;0,00;0,00;
0,00;0,00;232,90;0,04;0,00;0,00;
0,00;0,00;233,06;0,04;0,00;0,00;
0,00;0,00;233,38;0,08;0,00;0,00;
0,00;0,00;233,54;0,04;0,00;0,00;
0,00;0,00;233,86;0,04;0,00;0,00;
0,00;0,00;234,02;0,04;0,00;0,00;
0,00;0,00;234,18;0,08;0,00;0,00;
0,00;0,00;234,34;0,04;0,00;0,00;
0,00;0,00;234,66;0,08;0,00;0,00;
0,00;0,00;234,82;0,08;0,00;0,00;
0,00;0,00;234,98;0,08;0,00;0,00;
0,00;0,00;235,14;0,04;0,00;0,00;
0,00;0,00;235,30;0,08;0,00;0,00;
0,00;0,00;235,46;0,08;0,00;0,00;
0,00;0,00;235,62;0,04;0,00;0,00;
0,00;0,00;235,94;0,04;0,00;0,00;
0,00;0,00;236,26;0,12;0,00;0,00;
0,00;0,00;236,41;1,08;0,00;0,00;
0,00;0,00;236,57;2,21;0,00;0,00;
0,00;0,00;236,73;1,99;0,00;0,00;
0,00;0,00;236,89;2,04;0,00;0,00;
0,00;0,00;237,05;1,99;0,00;0,00;
0,00;0,00;237,21;1,99;0,00;0,00;
0,00;0,00;237,38;1,99;0,00;0,00;
0,00;0,00;237,54;2,04;0,00;0,00;
0,00;0,00;237,70;2,08;0,00;0,00;
0,00;0,00;237,86;2,08;0,00;0,00;
0,00;0,00;238,02;2,13;0,00;0,00;
0,00;0,00;238,18;2,08;0,00;0,00;
0,00;0,00;238,34;4,78;0,00;0,00;
0,00;0,00;238,46;11,95;0,00;0,00;
0,00;0,00;238,58;19,83;0,00;0,00;
0,00;0,00;238,64;25,61;0,00;0,00;
0,00;0,00;238,67;26,39;0,00;0,00;
0,00;0,00;238,68;26,78;0,00;0,00;
0,00;0,00;238,69;27,48;0,00;0,00;
0,00;0,00;238,71;28,69;0,00;0,00;
0,00;0,00;238,71;29,13;0,00;0,00;
0,00;0,00;238,72;29,35;0,00;0,00;
0,00;0,00;238,72;29,61;0,00;0,00;
0,00;0,00;238,73;29,83;0,00;0,00;
0,00;0,00;238,73;29,92;0,00;0,00;
0,00;0,00;238,73;30,09;0,00;0,00;
0,00;0,00;238,73;30,09;0,00;0,00;
0,00;0,00;238,73;30,18;0,00;0,00;
0,00;0,00;238,73;30,27;0,00;0,00;
0,00;0,00;238,73;30,27;0,00;0,00;
0,00;0,00;238,74;30,27;0,00;0,00;
0,00;0,00;238,74;30,30;0,00;0,00;
0,00;0,00;238,74;30,35;0,00;0,00;
0,00;0,00;238,74;30,39;0,00;0,00;
0,00;0,00;238,74;30,35;0,00;0,00;
0,00;0,00;238,74;30,30;0,00;0,00;
0,00;0,00;238,74;30,39;0,00;0,00;
0,00;0,00;238,74;30,44;0,00;0,00;
0,00;0,00;238,74;30,44;0,00;0,00;
