2561;03.09.20 15:50:22;21;Avvicinamento Pressata Fuori Ingombro;force > max. force (8);20200903143528P0028;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;40,16;0,20;0,00;0,00;
0,00;0,00;40,95;0,17;0,00;0,00;
0,00;0,00;42,22;0,09;0,00;0,00;
0,00;0,00;44,01;0,13;0,00;0,00;
0,00;0,00;46,31;0,22;0,00;0,00;
0,00;0,00;49,13;0,20;0,00;0,00;
0,00;0,00;52,29;0,06;0,00;0,00;
0,00;0,00;55,40;0,06;0,00;0,00;
0,00;0,00;58,65;0,11;0,00;0,00;
0,00;0,00;61,83;0,09;0,00;0,00;
0,00;0,00;65,04;0,13;0,00;0,00;
0,00;0,00;68,25;0,13;0,00;0,00;
0,00;0,00;71,45;0,04;0,00;0,00;
0,00;0,00;74,65;0,13;0,00;0,00;
0,00;0,00;77,85;0,09;0,00;0,00;
0,00;0,00;81,05;0,13;0,00;0,00;
0,00;0,00;84,25;0,13;0,00;0,00;
0,00;0,00;87,45;0,04;0,00;0,00;
0,00;0,00;90,65;0,13;0,00;0,00;
0,00;0,00;93,85;0,09;0,00;0,00;
0,00;0,00;97,05;0,13;0,00;0,00;
0,00;0,00;100,25;0,15;0,00;0,00;
0,00;0,00;103,45;0,06;0,00;0,00;
0,00;0,00;106,65;0,11;0,00;0,00;
0,00;0,00;109,85;0,09;0,00;0,00;
0,00;0,00;113,05;0,15;0,00;0,00;
0,00;0,00;116,25;0,11;0,00;0,00;
0,00;0,00;119,45;0,06;0,00;0,00;
0,00;0,00;122,65;0,13;0,00;0,00;
0,00;0,00;125,85;0,06;0,00;0,00;
0,00;0,00;129,05;0,11;0,00;0,00;
0,00;0,00;132,25;0,13;0,00;0,00;
0,00;0,00;135,45;0,06;0,00;0,00;
0,00;0,00;138,65;0,09;0,00;0,00;
0,00;0,00;141,85;0,09;0,00;0,00;
0,00;0,00;145,05;0,13;0,00;0,00;
0,00;0,00;148,25;0,13;0,00;0,00;
0,00;0,00;151,45;0,04;0,00;0,00;
0,00;0,00;154,53;-0,05;0,00;0,00;
0,00;0,00;157,11;0,06;0,00;0,00;
0,00;0,00;159,26;0,06;0,00;0,00;
0,00;0,00;160,90;0,02;0,00;0,00;
0,00;0,00;162,04;-0,00;0,00;0,00;
0,00;0,00;162,68;0,09;0,00;0,00;
0,00;0,00;162,86;0,22;0,00;0,00;
0,00;0,00;162,92;0,61;0,00;0,00;
0,00;0,00;162,92;0,72;0,00;0,00;
0,00;0,00;163,01;2,59;0,00;0,00;
0,00;0,00;163,11;6,12;0,00;0,00;
0,00;0,00;163,23;10,30;0,00;0,00;
0,00;0,00;163,30;12,31;0,00;0,00;
0,00;0,00;163,33;13,03;0,00;0,00;
0,00;0,00;163,34;13,35;0,00;0,00;
0,00;0,00;163,35;13,62;0,00;0,00;
0,00;0,00;163,36;13,75;0,00;0,00;
0,00;0,00;163,36;13,92;0,00;0,00;
0,00;0,00;163,37;14,00;0,00;0,00;
0,00;0,00;163,38;14,03;0,00;0,00;
0,00;0,00;163,38;13,96;0,00;0,00;
0,00;0,00;163,39;13,85;0,00;0,00;
0,00;0,00;163,39;13,75;0,00;0,00;
0,00;0,00;163,40;13,64;0,00;0,00;
0,00;0,00;163,40;13,51;0,00;0,00;
