3501;04.09.20 09:15:07;21;Avvicinamento Pressata Finale;force > max. force (8);20200903143528A0211;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,30;0,04;0,00;0,00;
0,00;0,00;1,12;0,04;0,00;0,00;
0,00;0,00;2,40;0,04;0,00;0,00;
0,00;0,00;4,20;-0,01;0,00;0,00;
0,00;0,00;6,50;-0,01;0,00;0,00;
0,00;0,00;8,82;0,04;0,00;0,00;
0,00;0,00;11,21;-0,01;0,00;0,00;
0,00;0,00;13,62;0,08;0,00;0,00;
0,00;0,00;18,42;0,04;0,00;0,00;
0,00;0,00;20,82;0,04;0,00;0,00;
0,00;0,00;23,22;-0,04;0,00;0,00;
0,00;0,00;25,62;-0,05;0,00;0,00;
0,00;0,00;28,02;0,04;0,00;0,00;
0,00;0,00;30,42;0,04;0,00;0,00;
0,00;0,00;32,82;0,04;0,00;0,00;
0,00;0,00;35,22;0,04;0,00;0,00;
0,00;0,00;40,02;0,04;0,00;0,00;
0,00;0,00;44,82;0,04;0,00;0,00;
0,00;0,00;49,62;0,04;0,00;0,00;
0,00;0,00;54,42;0,08;0,00;0,00;
0,00;0,00;56,82;-0,04;0,00;0,00;
0,00;0,00;59,22;-0,01;0,00;0,00;
0,00;0,00;64,02;0,04;0,00;0,00;
0,00;0,00;66,42;-0,04;0,00;0,00;
0,00;0,00;68,82;-0,04;0,00;0,00;
0,00;0,00;80,82;-0,01;0,00;0,00;
0,00;0,00;83,22;-0,01;0,00;0,00;
0,00;0,00;88,02;-0,04;0,00;0,00;
0,00;0,00;92,82;0,04;0,00;0,00;
0,00;0,00;95,22;0,04;0,00;0,00;
0,00;0,00;97,62;-0,01;0,00;0,00;
0,00;0,00;100,02;-0,04;0,00;0,00;
0,00;0,00;102,42;-0,04;0,00;0,00;
0,00;0,00;104,82;-0,04;0,00;0,00;
0,00;0,00;107,22;-0,01;0,00;0,00;
0,00;0,00;112,02;0,04;0,00;0,00;
0,00;0,00;114,42;-0,04;0,00;0,00;
0,00;0,00;121,62;-0,04;0,00;0,00;
0,00;0,00;128,82;-0,04;0,00;0,00;
0,00;0,00;138,42;-0,04;0,00;0,00;
0,00;0,00;140,82;0,04;0,00;0,00;
0,00;0,00;143,22;-0,01;0,00;0,00;
0,00;0,00;148,02;0,04;0,00;0,00;
0,00;0,00;150,42;-0,04;0,00;0,00;
0,00;0,00;152,82;-0,01;0,00;0,00;
0,00;0,00;155,22;-0,01;0,00;0,00;
0,00;0,00;160,02;0,04;0,00;0,00;
0,00;0,00;162,42;-0,04;0,00;0,00;
0,00;0,00;164,82;-0,04;0,00;0,00;
0,00;0,00;167,22;-0,01;0,00;0,00;
0,00;0,00;169,62;-0,04;0,00;0,00;
0,00;0,00;172,02;-0,01;0,00;0,00;
0,00;0,00;174,42;0,04;0,00;0,00;
0,00;0,00;181,22;-0,04;0,00;0,00;
0,00;0,00;183,82;-0,04;0,00;0,00;
0,00;0,00;184,36;-0,04;0,00;0,00;
0,00;0,00;184,46;0,04;0,00;0,00;
0,00;0,00;184,58;0,08;0,00;0,00;
0,00;0,00;184,74;0,08;0,00;0,00;
0,00;0,00;184,89;0,04;0,00;0,00;
0,00;0,00;185,06;0,04;0,00;0,00;
0,00;0,00;185,54;0,04;0,00;0,00;
0,00;0,00;185,86;0,08;0,00;0,00;
0,00;0,00;186,34;0,04;0,00;0,00;
0,00;0,00;186,98;0,08;0,00;0,00;
0,00;0,00;187,14;0,04;0,00;0,00;
0,00;0,00;187,46;0,04;0,00;0,00;
0,00;0,00;187,94;0,04;0,00;0,00;
0,00;0,00;188,10;0,08;0,00;0,00;
0,00;0,00;188,26;0,04;0,00;0,00;
0,00;0,00;188,58;0,04;0,00;0,00;
0,00;0,00;188,74;0,04;0,00;0,00;
0,00;0,00;188,90;0,12;0,00;0,00;
0,00;0,00;189,06;0,04;0,00;0,00;
0,00;0,00;189,22;0,08;0,00;0,00;
0,00;0,00;189,70;0,04;0,00;0,00;
0,00;0,00;190,18;0,04;0,00;0,00;
0,00;0,00;190,50;0,04;0,00;0,00;
0,00;0,00;190,82;0,04;0,00;0,00;
0,00;0,00;190,98;0,08;0,00;0,00;
0,00;0,00;191,30;0,04;0,00;0,00;
0,00;0,00;191,46;0,04;0,00;0,00;
0,00;0,00;191,78;0,04;0,00;0,00;
0,00;0,00;191,94;0,04;0,00;0,00;
0,00;0,00;192,26;0,04;0,00;0,00;
0,00;0,00;192,42;0,08;0,00;0,00;
0,00;0,00;192,58;0,04;0,00;0,00;
0,00;0,00;192,90;0,04;0,00;0,00;
0,00;0,00;193,38;0,04;0,00;0,00;
0,00;0,00;193,54;0,08;0,00;0,00;
0,00;0,00;193,70;0,04;0,00;0,00;
0,00;0,00;194,02;0,08;0,00;0,00;
0,00;0,00;194,18;0,04;0,00;0,00;
0,00;0,00;194,34;0,08;0,00;0,00;
0,00;0,00;194,50;0,12;0,00;0,00;
0,00;0,00;194,66;0,04;0,00;0,00;
0,00;0,00;194,82;0,04;0,00;0,00;
0,00;0,00;194,98;0,04;0,00;0,00;
0,00;0,00;195,30;0,04;0,00;0,00;
0,00;0,00;195,46;0,04;0,00;0,00;
0,00;0,00;196,58;0,08;0,00;0,00;
0,00;0,00;197,22;0,08;0,00;0,00;
0,00;0,00;197,38;0,04;0,00;0,00;
0,00;0,00;197,86;0,04;0,00;0,00;
0,00;0,00;198,18;0,08;0,00;0,00;
0,00;0,00;198,50;0,04;0,00;0,00;
0,00;0,00;198,66;0,04;0,00;0,00;
0,00;0,00;198,82;0,08;0,00;0,00;
0,00;0,00;198,98;0,08;0,00;0,00;
0,00;0,00;199,14;0,08;0,00;0,00;
0,00;0,00;199,30;0,12;0,00;0,00;
0,00;0,00;199,46;0,08;0,00;0,00;
0,00;0,00;199,62;0,04;0,00;0,00;
0,00;0,00;199,78;0,04;0,00;0,00;
0,00;0,00;199,94;0,08;0,00;0,00;
0,00;0,00;200,10;0,04;0,00;0,00;
0,00;0,00;200,26;0,04;0,00;0,00;
0,00;0,00;200,58;0,08;0,00;0,00;
0,00;0,00;200,74;0,08;0,00;0,00;
0,00;0,00;201,06;0,04;0,00;0,00;
0,00;0,00;201,22;0,04;0,00;0,00;
0,00;0,00;201,38;0,04;0,00;0,00;
0,00;0,00;201,54;0,08;0,00;0,00;
0,00;0,00;202,02;0,04;0,00;0,00;
0,00;0,00;202,18;0,04;0,00;0,00;
0,00;0,00;202,34;0,08;0,00;0,00;
0,00;0,00;202,50;0,08;0,00;0,00;
0,00;0,00;202,98;0,04;0,00;0,00;
0,00;0,00;203,62;0,08;0,00;0,00;
0,00;0,00;203,78;0,04;0,00;0,00;
0,00;0,00;204,10;0,04;0,00;0,00;
0,00;0,00;204,26;0,04;0,00;0,00;
0,00;0,00;204,42;0,04;0,00;0,00;
0,00;0,00;204,58;0,04;0,00;0,00;
0,00;0,00;204,74;0,04;0,00;0,00;
0,00;0,00;204,90;0,04;0,00;0,00;
0,00;0,00;205,54;0,04;0,00;0,00;
0,00;0,00;205,70;0,04;0,00;0,00;
0,00;0,00;205,86;0,04;0,00;0,00;
0,00;0,00;206,02;0,04;0,00;0,00;
0,00;0,00;206,34;0,04;0,00;0,00;
0,00;0,00;206,50;0,08;0,00;0,00;
0,00;0,00;206,66;0,04;0,00;0,00;
0,00;0,00;206,82;0,04;0,00;0,00;
0,00;0,00;206,98;0,04;0,00;0,00;
0,00;0,00;207,30;0,08;0,00;0,00;
0,00;0,00;207,62;0,04;0,00;0,00;
0,00;0,00;208,26;0,04;0,00;0,00;
0,00;0,00;208,42;0,08;0,00;0,00;
0,00;0,00;208,58;0,04;0,00;0,00;
0,00;0,00;208,90;0,04;0,00;0,00;
0,00;0,00;209,06;0,04;0,00;0,00;
0,00;0,00;209,38;0,04;0,00;0,00;
0,00;0,00;209,54;0,04;0,00;0,00;
0,00;0,00;209,70;0,04;0,00;0,00;
0,00;0,00;210,18;0,04;0,00;0,00;
0,00;0,00;210,34;0,08;0,00;0,00;
0,00;0,00;210,50;0,08;0,00;0,00;
0,00;0,00;210,66;0,12;0,00;0,00;
0,00;0,00;211,14;0,12;0,00;0,00;
0,00;0,00;211,30;0,08;0,00;0,00;
0,00;0,00;211,46;0,04;0,00;0,00;
0,00;0,00;211,62;0,12;0,00;0,00;
0,00;0,00;211,94;0,04;0,00;0,00;
0,00;0,00;212,10;0,04;0,00;0,00;
0,00;0,00;212,26;0,12;0,00;0,00;
0,00;0,00;212,58;0,08;0,00;0,00;
0,00;0,00;212,74;0,08;0,00;0,00;
0,00;0,00;213,22;0,04;0,00;0,00;
0,00;0,00;213,70;0,04;0,00;0,00;
0,00;0,00;213,86;0,04;0,00;0,00;
0,00;0,00;214,34;0,04;0,00;0,00;
0,00;0,00;214,50;0,04;0,00;0,00;
0,00;0,00;214,66;0,04;0,00;0,00;
0,00;0,00;214,98;0,04;0,00;0,00;
0,00;0,00;215,14;0,04;0,00;0,00;
0,00;0,00;215,30;0,08;0,00;0,00;
0,00;0,00;215,94;0,04;0,00;0,00;
0,00;0,00;216,10;0,04;0,00;0,00;
0,00;0,00;216,26;0,04;0,00;0,00;
0,00;0,00;216,58;0,04;0,00;0,00;
0,00;0,00;216,74;0,04;0,00;0,00;
0,00;0,00;216,90;0,08;0,00;0,00;
0,00;0,00;217,38;0,04;0,00;0,00;
0,00;0,00;217,54;0,08;0,00;0,00;
0,00;0,00;217,70;0,04;0,00;0,00;
0,00;0,00;218,02;0,04;0,00;0,00;
0,00;0,00;218,50;0,08;0,00;0,00;
0,00;0,00;218,66;0,04;0,00;0,00;
0,00;0,00;218,98;0,04;0,00;0,00;
0,00;0,00;219,30;0,08;0,00;0,00;
0,00;0,00;219,94;0,08;0,00;0,00;
0,00;0,00;220,42;0,04;0,00;0,00;
0,00;0,00;220,58;0,08;0,00;0,00;
0,00;0,00;220,74;0,04;0,00;0,00;
0,00;0,00;220,90;0,12;0,00;0,00;
0,00;0,00;221,22;0,04;0,00;0,00;
0,00;0,00;221,38;0,08;0,00;0,00;
0,00;0,00;221,70;0,08;0,00;0,00;
0,00;0,00;221,86;0,04;0,00;0,00;
0,00;0,00;222,18;0,04;0,00;0,00;
0,00;0,00;222,34;0,04;0,00;0,00;
0,00;0,00;222,50;0,04;0,00;0,00;
0,00;0,00;222,66;0,04;0,00;0,00;
0,00;0,00;222,98;0,04;0,00;0,00;
0,00;0,00;223,14;0,08;0,00;0,00;
0,00;0,00;223,30;0,04;0,00;0,00;
0,00;0,00;223,46;0,04;0,00;0,00;
0,00;0,00;224,26;0,04;0,00;0,00;
0,00;0,00;224,42;0,04;0,00;0,00;
0,00;0,00;224,74;0,04;0,00;0,00;
0,00;0,00;225,06;0,04;0,00;0,00;
0,00;0,00;225,38;0,08;0,00;0,00;
0,00;0,00;225,54;0,04;0,00;0,00;
0,00;0,00;225,70;0,08;0,00;0,00;
0,00;0,00;225,86;0,04;0,00;0,00;
0,00;0,00;226,18;0,04;0,00;0,00;
0,00;0,00;226,66;0,04;0,00;0,00;
0,00;0,00;226,82;0,08;0,00;0,00;
0,00;0,00;227,30;0,04;0,00;0,00;
0,00;0,00;227,62;0,04;0,00;0,00;
0,00;0,00;228,42;0,04;0,00;0,00;
0,00;0,00;228,74;0,04;0,00;0,00;
0,00;0,00;228,90;0,04;0,00;0,00;
0,00;0,00;229,22;0,04;0,00;0,00;
0,00;0,00;229,38;0,04;0,00;0,00;
0,00;0,00;229,70;0,04;0,00;0,00;
0,00;0,00;230,02;0,08;0,00;0,00;
0,00;0,00;230,18;0,04;0,00;0,00;
0,00;0,00;230,50;0,04;0,00;0,00;
0,00;0,00;230,66;0,04;0,00;0,00;
0,00;0,00;230,98;0,08;0,00;0,00;
0,00;0,00;231,30;0,04;0,00;0,00;
0,00;0,00;231,78;0,08;0,00;0,00;
0,00;0,00;231,94;0,04;0,00;0,00;
0,00;0,00;232,10;0,08;0,00;0,00;
0,00;0,00;232,26;0,08;0,00;0,00;
0,00;0,00;232,58;0,12;0,00;0,00;
0,00;0,00;233,38;0,04;0,00;0,00;
0,00;0,00;234,50;0,08;0,00;0,00;
0,00;0,00;234,82;0,04;0,00;0,00;
0,00;0,00;234,98;0,04;0,00;0,00;
0,00;0,00;235,62;0,08;0,00;0,00;
0,00;0,00;235,78;0,04;0,00;0,00;
0,00;0,00;236,10;0,04;0,00;0,00;
0,00;0,00;236,42;0,04;0,00;0,00;
0,00;0,00;236,58;0,04;0,00;0,00;
0,00;0,00;236,90;0,04;0,00;0,00;
0,00;0,00;237,22;0,04;0,00;0,00;
0,00;0,00;237,54;0,04;0,00;0,00;
0,00;0,00;237,70;0,04;0,00;0,00;
0,00;0,00;238,02;0,04;0,00;0,00;
0,00;0,00;238,18;0,08;0,00;0,00;
0,00;0,00;238,33;4,70;0,00;0,00;
0,00;0,00;238,45;11,56;0,00;0,00;
0,00;0,00;238,58;19,65;0,00;0,00;
0,00;0,00;238,64;25,48;0,00;0,00;
0,00;0,00;238,67;26,30;0,00;0,00;
0,00;0,00;238,68;26,83;0,00;0,00;
0,00;0,00;238,69;27,52;0,00;0,00;
0,00;0,00;238,71;28,69;0,00;0,00;
0,00;0,00;238,71;29,35;0,00;0,00;
0,00;0,00;238,72;29,57;0,00;0,00;
0,00;0,00;238,72;29,79;0,00;0,00;
0,00;0,00;238,73;30,05;0,00;0,00;
0,00;0,00;238,73;30,09;0,00;0,00;
0,00;0,00;238,73;30,22;0,00;0,00;
0,00;0,00;238,73;30,27;0,00;0,00;
0,00;0,00;238,73;30,39;0,00;0,00;
0,00;0,00;238,73;30,39;0,00;0,00;
0,00;0,00;238,74;30,44;0,00;0,00;
0,00;0,00;238,74;30,44;0,00;0,00;
0,00;0,00;238,74;30,44;0,00;0,00;
0,00;0,00;238,74;30,53;0,00;0,00;
0,00;0,00;238,74;30,53;0,00;0,00;
0,00;0,00;238,74;30,57;0,00;0,00;
0,00;0,00;238,74;30,57;0,00;0,00;
0,00;0,00;238,74;30,53;0,00;0,00;
