9473;12.10.20 17:06:46;21;Avvicinamento Pressata Fuori Ingombro;force < min. force (9);20201012151653P0038;
0,00;0,00;202,79;0,08;0,00;0,00;
0,00;0,00;202,95;0,16;0,00;0,00;
0,00;0,00;203,11;0,16;0,00;0,00;
0,00;0,00;203,27;0,16;0,00;0,00;
0,00;0,00;203,43;0,08;0,00;0,00;
0,00;0,00;203,59;0,16;0,00;0,00;
0,00;0,00;203,75;0,31;0,00;0,00;
0,00;0,00;203,91;0,16;0,00;0,00;
0,00;0,00;204,07;0,08;0,00;0,00;
0,00;0,00;204,23;0,16;0,00;0,00;
0,00;0,00;204,39;0,16;0,00;0,00;
0,00;0,00;204,55;0,31;0,00;0,00;
0,00;0,00;204,71;0,16;0,00;0,00;
0,00;0,00;204,87;0,23;0,00;0,00;
0,00;0,00;205,03;0,16;0,00;0,00;
0,00;0,00;205,19;0,31;0,00;0,00;
0,00;0,00;205,35;0,39;0,00;0,00;
0,00;0,00;205,51;0,23;0,00;0,00;
0,00;0,00;205,67;0,16;0,00;0,00;
0,00;0,00;205,83;0,31;0,00;0,00;
0,00;0,00;205,99;0,31;0,00;0,00;
0,00;0,00;206,15;0,23;0,00;0,00;
0,00;0,00;206,31;0,39;0,00;0,00;
0,00;0,00;206,47;0,39;0,00;0,00;
0,00;0,00;206,63;0,39;0,00;0,00;
0,00;0,00;206,79;0,39;0,00;0,00;
0,00;0,00;206,95;0,39;0,00;0,00;
0,00;0,00;207,11;0,39;0,00;0,00;
0,00;0,00;207,27;0,39;0,00;0,00;
0,00;0,00;207,43;0,39;0,00;0,00;
0,00;0,00;207,59;0,39;0,00;0,00;
0,00;0,00;207,75;0,39;0,00;0,00;
0,00;0,00;207,91;0,39;0,00;0,00;
0,00;0,00;208,07;0,39;0,00;0,00;
0,00;0,00;208,23;0,39;0,00;0,00;
0,00;0,00;208,39;0,39;0,00;0,00;
0,00;0,00;208,55;0,39;0,00;0,00;
0,00;0,00;208,71;0,31;0,00;0,00;
0,00;0,00;208,74;0,39;0,00;0,00;
0,00;0,00;208,75;0,39;0,00;0,00;
0,00;0,00;208,75;0,39;0,00;0,00;
0,00;0,00;208,75;0,39;0,00;0,00;
0,00;0,00;208,75;0,39;0,00;0,00;
0,00;0,00;208,75;0,39;0,00;0,00;
0,00;0,00;208,75;0,39;0,00;0,00;
0,00;0,00;208,75;0,39;0,00;0,00;
0,00;0,00;208,75;0,39;0,00;0,00;
0,00;0,00;208,75;0,39;0,00;0,00;
0,00;0,00;208,75;0,39;0,00;0,00;
0,00;0,00;208,75;0,39;0,00;0,00;
